B15002H_001E,B15002H_001EA,B15002H_001M,B15002H_001MA,B15002H_002E,B15002H_002EA,B15002H_002M,B15002H_002MA,B15002H_003E,B15002H_003EA,B15002H_003M,B15002H_003MA,B15002H_004E,B15002H_004EA,B15002H_004M,B15002H_004MA,B15002H_005E,B15002H_005EA,B15002H_005M,B15002H_005MA,B15002H_006E,B15002H_006EA,B15002H_006M,B15002H_006MA,B15002H_007E,B15002H_007EA,B15002H_007M,B15002H_007MA,B15002H_008E,B15002H_008EA,B15002H_008M,B15002H_008MA,B15002H_009E,B15002H_009EA,B15002H_009M,B15002H_009MA,B15002H_010E,B15002H_010EA,B15002H_010M,B15002H_010MA,B15002H_011E,B15002H_011EA,B15002H_011M,B15002H_011MA,B15002H_012E,B15002H_012EA,B15002H_012M,B15002H_012MA,B15002H_013E,B15002H_013EA,B15002H_013M,B15002H_013MA,B15002H_014E,B15002H_014EA,B15002H_014M,B15002H_014MA,B15002H_015E,B15002H_015EA,B15002H_015M,B15002H_015MA,B15002H_016E,B15002H_016EA,B15002H_016M,B15002H_016MA,B15002H_017E,B15002H_017EA,B15002H_017M,B15002H_017MA,GEO_ID,NAME,state
2202402,null,3068,null,1052514,null,1945,null,62477,null,3833,null,121822,null,5213,null,324086,null,7498,null,216730,null,6021,null,63102,null,3771,null,166898,null,5547,null,97399,null,4929,null,1149888,null,1789,null,60047,null,3489,null,135107,null,5333,null,372748,null,8749,null,238904,null,7112,null,85614,null,4072,null,159873,null,5726,null,97595,null,4518,null,0400000US01,Alabama,01
298221,null,1741,null,155404,null,1252,null,2540,null,802,null,6300,null,1253,null,44358,null,2826,null,40652,null,2515,null,14324,null,2018,null,26960,null,2005,null,20270,null,2026,null,142817,null,840,null,1641,null,602,null,5018,null,1017,null,38147,null,2512,null,37221,null,2357,null,13934,null,1505,null,30137,null,1980,null,16719,null,1851,null,0400000US02,Alaska,02
2694268,null,2256,null,1304973,null,1585,null,26244,null,2760,null,78176,null,4877,null,324020,null,10356,null,336505,null,8969,null,105274,null,6118,null,273548,null,7499,null,161206,null,4835,null,1389295,null,1421,null,25432,null,2715,null,77917,null,4264,null,376816,null,8575,null,376872,null,7030,null,127413,null,6147,null,259844,null,5853,null,145001,null,4918,null,0400000US04,Arizona,04
1487709,null,2125,null,713281,null,1448,null,42245,null,2852,null,77602,null,3794,null,253776,null,5664,null,148773,null,4542,null,35842,null,3217,null,101769,null,4685,null,53274,null,2495,null,774428,null,1613,null,41532,null,2805,null,80984,null,3898,null,279095,null,6283,null,164885,null,5739,null,52096,null,3469,null,104555,null,4841,null,51281,null,3244,null,0400000US05,Arkansas,05
11232296,null,6054,null,5484114,null,3356,null,96707,null,4753,null,298063,null,9700,null,1178783,null,16725,null,1238371,null,17574,null,441214,null,10555,null,1343348,null,18189,null,887628,null,12307,null,5748182,null,4077,null,110102,null,6371,null,300642,null,9222,null,1318078,null,16372,null,1437821,null,18253,null,547964,null,12695,null,1300695,null,14821,null,732880,null,14211,null,0400000US06,California,06
2423890,null,2252,null,1190769,null,1436,null,14699,null,2072,null,55500,null,3615,null,277115,null,6359,null,260275,null,7893,null,86228,null,5006,null,314317,null,7910,null,182635,null,5414,null,1233121,null,1549,null,14793,null,1544,null,53784,null,3540,null,290177,null,7643,null,291401,null,6710,null,104038,null,4944,null,314658,null,7192,null,164270,null,5563,null,0400000US08,Colorado,08
1832304,null,2079,null,869685,null,1210,null,25985,null,2128,null,48485,null,2937,null,251202,null,5833,null,144685,null,5545,null,59205,null,3346,null,191768,null,6154,null,148355,null,5181,null,962619,null,1275,null,31256,null,2219,null,54123,null,3317,null,280441,null,6119,null,161538,null,4781,null,84277,null,4098,null,192122,null,5651,null,158862,null,4069,null,0400000US09,Connecticut,09
416409,null,292,null,197340,null,271,null,7352,null,1191,null,15431,null,1538,null,63831,null,3337,null,40456,null,2366,null,13583,null,1606,null,32655,null,2237,null,24032,null,2015,null,219069,null,133,null,5000,null,917,null,14880,null,1693,null,74393,null,3481,null,44703,null,2721,null,18938,null,2065,null,37481,null,2345,null,23674,null,1911,null,0400000US10,Delaware,10
138572,null,511,null,70249,null,491,null,599,null,349,null,366,null,241,null,2890,null,1174,null,4950,null,1141,null,1143,null,569,null,24272,null,1845,null,36029,null,2104,null,68323,null,273,null,1056,null,648,null,439,null,308,null,2793,null,789,null,3790,null,761,null,737,null,405,null,24834,null,2022,null,34674,null,2153,null,0400000US11,District of Columbia,11
8196656,null,6383,null,3939588,null,5158,null,100979,null,5029,null,316426,null,9087,null,1183988,null,15703,null,805252,null,14202,null,313048,null,8936,null,774534,null,11867,null,445361,null,9627,null,4257068,null,4467,null,102027,null,5712,null,315565,null,10660,null,1424693,null,16526,null,914753,null,14786,null,392060,null,9612,null,731424,null,12451,null,376546,null,9462,null,0400000US12,Florida,12
