C16005_001E,C16005_001EA,C16005_001M,C16005_001MA,C16005_002E,C16005_002EA,C16005_002M,C16005_002MA,C16005_003E,C16005_003EA,C16005_003M,C16005_003MA,C16005_004E,C16005_004EA,C16005_004M,C16005_004MA,C16005_005E,C16005_005EA,C16005_005M,C16005_005MA,C16005_006E,C16005_006EA,C16005_006M,C16005_006MA,C16005_007E,C16005_007EA,C16005_007M,C16005_007MA,C16005_008E,C16005_008EA,C16005_008M,C16005_008MA,C16005_009E,C16005_009EA,C16005_009M,C16005_009MA,C16005_010E,C16005_010EA,C16005_010M,C16005_010MA,C16005_011E,C16005_011EA,C16005_011M,C16005_011MA,C16005_012E,C16005_012EA,C16005_012M,C16005_012MA,C16005_013E,C16005_013EA,C16005_013M,C16005_013MA,C16005_014E,C16005_014EA,C16005_014M,C16005_014MA,C16005_015E,C16005_015EA,C16005_015M,C16005_015MA,C16005_016E,C16005_016EA,C16005_016M,C16005_016MA,C16005_017E,C16005_017EA,C16005_017M,C16005_017MA,C16005_018E,C16005_018EA,C16005_018M,C16005_018MA,C16005_019E,C16005_019EA,C16005_019M,C16005_019MA,C16005_020E,C16005_020EA,C16005_020M,C16005_020MA,C16005_021E,C16005_021EA,C16005_021M,C16005_021MA,C16005_022E,C16005_022EA,C16005_022M,C16005_022MA,C16005_023E,C16005_023EA,C16005_023M,C16005_023MA,C16005_024E,C16005_024EA,C16005_024M,C16005_024MA,C16005_025E,C16005_025EA,C16005_025M,C16005_025MA,C16005_026E,C16005_026EA,C16005_026M,C16005_026MA,C16005_027E,C16005_027EA,C16005_027M,C16005_027MA,C16005_028E,C16005_028EA,C16005_028M,C16005_028MA,C16005_029E,C16005_029EA,C16005_029M,C16005_029MA,GEO_ID,NAME,state
4318848,null,3512,null,4183999,null,7335,null,4105908,null,7479,null,50161,null,4332,null,37871,null,3887,null,12290,null,1920,null,18901,null,2385,null,15212,null,2119,null,3689,null,1026,null,6066,null,1156,null,4422,null,1050,null,1644,null,733,null,2963,null,1050,null,2553,null,994,null,410,null,218,null,134849,null,6641,null,29109,null,3151,null,55151,null,3447,null,10513,null,1789,null,44638,null,3289,null,18678,null,2766,null,13863,null,2105,null,4815,null,1480,null,23550,null,2811,null,9236,null,1539,null,14314,null,2635,null,8361,null,2889,null,4947,null,1783,null,3414,null,1910,null,0400000US01,Alabama,01
632806,null,1002,null,584214,null,3449,null,521947,null,5224,null,15420,null,2030,null,12209,null,1651,null,3211,null,1083,null,8636,null,1873,null,7993,null,1889,null,643,null,390,null,8512,null,1533,null,6408,null,1321,null,2104,null,812,null,29699,null,2073,null,20470,null,1864,null,9229,null,1044,null,48592,null,3469,null,10351,null,1719,null,8318,null,1573,null,3105,null,898,null,5213,null,1244,null,7853,null,2001,null,4537,null,1129,null,3316,null,1580,null,20204,null,1670,null,5509,null,1069,null,14695,null,1781,null,1866,null,823,null,647,null,510,null,1219,null,637,null,0400000US02,Alaska,02
5839788,null,1598,null,4858338,null,20821,null,4045782,null,20495,null,617512,null,14601,null,504847,null,14509,null,112665,null,7517,null,47992,null,4260,null,43111,null,4267,null,4881,null,916,null,21494,null,2936,null,17233,null,2530,null,4261,null,1326,null,125558,null,4915,null,98035,null,5143,null,27523,null,2740,null,981450,null,20814,null,131457,null,6713,null,671306,null,16200,null,161346,null,9640,null,509960,null,13304,null,79436,null,6905,null,51006,null,5017,null,28430,null,4122,null,70678,null,4789,null,34577,null,3581,null,36101,null,3494,null,28573,null,5878,null,17449,null,4135,null,11124,null,3663,null,0400000US04,Arizona,04
2637847,null,2141,null,2520987,null,6147,null,2451212,null,7094,null,51296,null,3842,null,38018,null,3510,null,13278,null,2143,null,10215,null,1744,null,8257,null,1354,null,1958,null,885,null,7356,null,1871,null,5994,null,1704,null,1362,null,766,null,908,null,451,null,695,null,411,null,213,null,200,null,116860,null,5838,null,18673,null,3229,null,70127,null,3924,null,13950,null,2052,null,56177,null,3770,null,8790,null,1849,null,6059,null,1459,null,2731,null,1048,null,16740,null,1637,null,6910,null,1257,null,9830,null,1515,null,2530,null,939,null,2147,null,807,null,383,null,305,null,0400000US05,Arkansas,05
33891325,null,3050,null,23921479,null,44345,null,18493706,null,50661,null,4333461,null,31651,null,3575231,null,32518,null,758230,null,15797,null,398183,null,12016,null,355386,null,12014,null,42797,null,3242,null,615072,null,16290,null,493824,null,13899,null,121248,null,6344,null,81057,null,7670,null,73080,null,7127,null,7977,null,1927,null,9969846,null,44218,null,955968,null,18881,null,5330922,null,33454,null,1391897,null,22712,null,3939025,null,33871,null,1028015,null,21968,null,601370,null,16805,null,426645,null,14261,null,2452461,null,23342,null,1064608,null,16482,null,1387853,null,20356,null,202480,null,12020,null,124170,null,8890,null,78310,null,6589,null,0400000US06,California,06
4512195,null,1921,null,4032500,null,16685,null,3684927,null,19831,null,270301,null,10610,null,208149,null,8899,null,62152,null,5003,null,48633,null,4061,null,41512,null,3475,null,7121,null,1634,null,18558,null,2593,null,15437,null,2425,null,3121,null,920,null,10081,null,1937,null,9236,null,1738,null,845,null,547,null,479695,null,16391,null,71519,null,5189,null,269209,null,12837,null,63766,null,5580,null,205443,null,12137,null,60894,null,6006,null,42067,null,3924,null,18827,null,3436,null,61311,null,3342,null,27139,null,3013,null,34172,null,2650,null,16762,null,2950,null,10690,null,2292,null,6072,null,1688,null,0400000US08,Colorado,08
3290325,null,1348,null,2844420,null,13283,null,2530135,null,13122,null,201900,null,9187,null,143620,null,7141,null,58280,null,4531,null,93332,null,4310,null,81287,null,4182,null,12045,null,1796,null,13575,null,1865,null,11871,null,1694,null,1704,null,624,null,5478,null,1472,null,4976,null,1373,null,502,null,315,null,445905,null,13238,null,120604,null,7225,null,102438,null,6901,null,30440,null,3182,null,71998,null,6573,null,155019,null,8642,null,79847,null,5573,null,75172,null,5741,null,53451,null,3214,null,27118,null,2541,null,26333,null,2560,null,14393,null,2849,null,8090,null,1845,null,6303,null,2111,null,0400000US09,Connecticut,09
805602,null,277,null,740744,null,4074,null,693618,null,5152,null,28195,null,2985,null,22136,null,2589,null,6059,null,1385,null,14331,null,2585,null,11588,null,2025,null,2743,null,956,null,2700,null,848,null,1996,null,746,null,704,null,541,null,1900,null,799,null,1203,null,689,null,697,null,443,null,64858,null,4053,null,15055,null,1996,null,19871,null,3025,null,4592,null,1266,null,15279,null,2617,null,12874,null,2404,null,8372,null,1739,null,4502,null,1397,null,10530,null,1534,null,6205,null,1193,null,4325,null,1040,null,6528,null,1939,null,4659,null,1356,null,1869,null,1292,null,0400000US10,Delaware,10
551980,null,267,null,477911,null,4703,null,447674,null,4898,null,18630,null,2700,null,15632,null,2419,null,2998,null,1074,null,7798,null,1321,null,6850,null,1203,null,948,null,410,null,2209,null,1017,null,2082,null,1015,null,127,null,208,null,1600,null,656,null,1535,null,631,null,65,null,112,null,74069,null,4687,null,24111,null,3254,null,22833,null,2455,null,9894,null,1784,null,12939,null,2334,null,14237,null,2766,null,10950,null,2195,null,3287,null,1250,null,6062,null,1421,null,3402,null,814,null,2660,null,1127,null,6826,null,2063,null,4666,null,1675,null,2160,null,908,null,0400000US11,District of Columbia,11
17105241,null,3743,null,13683202,null,30161,null,11990887,null,34075,null,1363287,null,20396,null,1061439,null,20830,null,301848,null,11499,null,270127,null,11088,null,235095,null,10531,null,35032,null,3643,null,35285,null,4355,null,27664,null,4028,null,7621,null,1734,null,23616,null,3663,null,21596,null,3599,null,2020,null,605,null,3422039,null,29919,null,648567,null,15650,null,1905805,null,21453,null,617526,null,14196,null,1288279,null,20328,null,617892,null,18161,null,323046,null,12122,null,294846,null,12467,null,180276,null,8044,null,85707,null,5413,null,94569,null,6823,null,69499,null,6598,null,45684,null,4669,null,23815,null,3799,null,0400000US12,Florida,12
