B10055_001E,B10055_001EA,B10055_001M,B10055_001MA,B10055_002E,B10055_002EA,B10055_002M,B10055_002MA,B10055_003E,B10055_003EA,B10055_003M,B10055_003MA,B10055_004E,B10055_004EA,B10055_004M,B10055_004MA,B10055_005E,B10055_005EA,B10055_005M,B10055_005MA,B10055_006E,B10055_006EA,B10055_006M,B10055_006MA,B10055_007E,B10055_007EA,B10055_007M,B10055_007MA,B10055_008E,B10055_008EA,B10055_008M,B10055_008MA,B10055_009E,B10055_009EA,B10055_009M,B10055_009MA,B10055_010E,B10055_010EA,B10055_010M,B10055_010MA,B10055_011E,B10055_011EA,B10055_011M,B10055_011MA,GEO_ID,NAME,state
108984,null,5283,null,43704,null,3286,null,20859,null,2543,null,12074,null,2004,null,8785,null,1478,null,22845,null,2488,null,65280,null,3921,null,37846,null,3722,null,28417,null,3254,null,9429,null,1825,null,27434,null,2515,null,0400000US01,Alabama,01
15683,null,2660,null,6298,null,1245,null,2314,null,648,null,1172,null,406,null,1142,null,418,null,3984,null,1099,null,9385,null,2066,null,3639,null,1133,null,2591,null,952,null,1048,null,537,null,5746,null,1545,null,0400000US02,Alaska,02
149068,null,8530,null,44511,null,3996,null,15616,null,2626,null,9115,null,1984,null,6501,null,1495,null,28895,null,2938,null,104557,null,7255,null,47521,null,4335,null,35260,null,3842,null,12261,null,2024,null,57036,null,5932,null,0400000US04,Arizona,04
68737,null,4991,null,26672,null,2567,null,13686,null,2085,null,7358,null,1333,null,6328,null,1330,null,12986,null,1935,null,42065,null,4279,null,26571,null,3313,null,20272,null,2998,null,6299,null,1381,null,15494,null,2525,null,0400000US05,Arkansas,05
964766,null,17717,null,283163,null,9795,null,64845,null,3844,null,32257,null,2933,null,32588,null,2695,null,218318,null,8926,null,681603,null,14796,null,210971,null,8007,null,141265,null,6696,null,69706,null,4996,null,470632,null,13838,null,0400000US06,California,06
80887,null,5552,null,23547,null,3176,null,10254,null,1974,null,6480,null,1873,null,3774,null,934,null,13293,null,2175,null,57340,null,4280,null,24708,null,2601,null,18188,null,2632,null,6520,null,1005,null,32632,null,3579,null,0400000US08,Colorado,08
59095,null,5080,null,14709,null,2040,null,4573,null,1068,null,2368,null,712,null,2205,null,786,null,10136,null,1521,null,44386,null,4707,null,15681,null,2393,null,10879,null,1875,null,4802,null,1309,null,28705,null,3311,null,0400000US09,Connecticut,09
18132,null,2776,null,6164,null,1526,null,2211,null,619,null,1071,null,488,null,1140,null,411,null,3953,null,1328,null,11968,null,2133,null,6014,null,1523,null,4603,null,1174,null,1411,null,767,null,5954,null,1400,null,0400000US10,Delaware,10
13200,null,2206,null,4599,null,1218,null,1929,null,730,null,1051,null,636,null,878,null,414,null,2670,null,975,null,8601,null,1790,null,4177,null,1376,null,2703,null,1177,null,1474,null,679,null,4424,null,1214,null,0400000US11,District of Columbia,11
396894,null,14643,null,122583,null,7202,null,37585,null,3161,null,20138,null,2166,null,17447,null,2139,null,84998,null,6081,null,274311,null,12472,null,113614,null,7635,null,77322,null,5804,null,36292,null,3678,null,160697,null,8815,null,0400000US12,Florida,12
