C17020A_001E,C17020A_001EA,C17020A_001M,C17020A_001MA,C17020A_002E,C17020A_002EA,C17020A_002M,C17020A_002MA,C17020A_003E,C17020A_003EA,C17020A_003M,C17020A_003MA,C17020A_004E,C17020A_004EA,C17020A_004M,C17020A_004MA,C17020A_005E,C17020A_005EA,C17020A_005M,C17020A_005MA,C17020A_006E,C17020A_006EA,C17020A_006M,C17020A_006MA,C17020A_007E,C17020A_007EA,C17020A_007M,C17020A_007MA,C17020A_008E,C17020A_008EA,C17020A_008M,C17020A_008MA,C17020A_009E,C17020A_009EA,C17020A_009M,C17020A_009MA,GEO_ID,NAME,state
5786316,null,15120,null,558245,null,19556,null,162566,null,11114,null,331889,null,11332,null,63790,null,4040,null,5228071,null,21912,null,1228205,null,10747,null,3367127,null,14588,null,632739,null,4761,null,0400000US13,Georgia,13
329175,null,4090,null,28934,null,4432,null,6061,null,2345,null,20886,null,2863,null,1987,null,602,null,300241,null,4993,null,52513,null,2548,null,207325,null,4095,null,40403,null,945,null,0400000US15,Hawaii,15
1355236,null,4914,null,152568,null,8594,null,52002,null,5437,null,88023,null,4437,null,12543,null,1677,null,1202668,null,8742,null,306529,null,5388,null,747574,null,4982,null,148565,null,1900,null,0400000US16,Idaho,16
8848801,null,18796,null,717832,null,22949,null,192587,null,10811,null,445163,null,13227,null,80082,null,4321,null,8130969,null,26162,null,1806003,null,12431,null,5192400,null,16829,null,1132566,null,5441,null,0400000US17,Illinois,17
5275656,null,9979,null,551238,null,14691,null,174420,null,9129,null,326800,null,9133,null,50018,null,3071,null,4724418,null,18983,null,1080859,null,11011,null,3001409,null,10500,null,642150,null,3496,null,0400000US18,Indiana,18
2672206,null,6619,null,261260,null,12648,null,68138,null,6004,null,163141,null,7443,null,29981,null,2184,null,2410946,null,14039,null,547855,null,6697,null,1493800,null,8450,null,369291,null,2125,null,0400000US19,Iowa,19
2305241,null,6600,null,216919,null,11409,null,63942,null,6065,null,130448,null,6433,null,22529,null,1678,null,2088322,null,11740,null,486843,null,6096,null,1313455,null,6902,null,288024,null,1900,null,0400000US20,Kansas,20
3683032,null,5450,null,581664,null,20160,null,176202,null,9376,null,345987,null,12393,null,59475,null,3600,null,3101368,null,19983,null,664817,null,9167,null,2006375,null,12528,null,430176,null,3565,null,0400000US21,Kentucky,21
2694311,null,6071,null,306767,null,13309,null,82192,null,6215,null,189838,null,9105,null,34737,null,3193,null,2387544,null,14005,null,519145,null,6808,null,1525005,null,9020,null,343394,null,3425,null,0400000US22,Louisiana,22
1223111,null,3609,null,138175,null,7635,null,35080,null,3414,null,86600,null,5341,null,16495,null,1778,null,1084936,null,8120,null,214385,null,3967,null,703320,null,5780,null,167231,null,1757,null,0400000US23,Maine,23
3335011,null,10636,null,196012,null,10276,null,44824,null,4903,null,122644,null,6336,null,28544,null,2390,null,3138999,null,14604,null,684430,null,6946,null,2010344,null,8912,null,444225,null,2894,null,0400000US24,Maryland,24
5163875,null,13174,null,397060,null,16905,null,97054,null,6828,null,238380,null,10995,null,61626,null,4413,null,4766815,null,18744,null,993264,null,8036,null,3089353,null,12788,null,684198,null,4517,null,0400000US25,Massachusetts,25
7833120,null,8959,null,825704,null,22728,null,234428,null,10303,null,517214,null,13852,null,74062,null,3606,null,7007416,null,21988,null,1540986,null,10674,null,4459531,null,13221,null,1006899,null,3949,null,0400000US26,Michigan,26
4462883,null,6424,null,336454,null,12452,null,82371,null,6121,null,209311,null,7441,null,44772,null,2905,null,4126429,null,13570,null,931327,null,6736,null,2663106,null,8780,null,531996,null,2954,null,0400000US27,Minnesota,27
1694151,null,4194,null,187038,null,11861,null,51920,null,5821,null,112357,null,6754,null,22761,null,2509,null,1507113,null,12852,null,334515,null,6736,null,939445,null,7470,null,233153,null,2999,null,0400000US28,Mississippi,28
4801377,null,6613,null,520461,null,17041,null,154673,null,9425,null,308435,null,9977,null,57353,null,3687,null,4280916,null,16832,null,950935,null,9394,null,2711139,null,10151,null,618842,null,3514,null,0400000US29,Missouri,29
837571,null,2448,null,101614,null,6657,null,27206,null,2892,null,63189,null,4602,null,11219,null,1844,null,735957,null,6275,null,154261,null,2963,null,472373,null,4539,null,109323,null,1923,null,0400000US30,Montana,30
1535371,null,4773,null,143779,null,7221,null,41065,null,3869,null,85870,null,4373,null,16844,null,1589,null,1391592,null,7787,null,328671,null,3890,null,868680,null,5117,null,194241,null,1633,null,0400000US31,Nebraska,31
1873382,null,14145,null,173274,null,11397,null,56232,null,5876,null,102805,null,7240,null,14237,null,2060,null,1700108,null,15293,null,386953,null,8608,null,1093921,null,8413,null,219234,null,2338,null,0400000US32,Nevada,32
1209101,null,3266,null,82856,null,7058,null,22554,null,3795,null,50370,null,4296,null,9932,null,1599,null,1126245,null,7642,null,246626,null,4370,null,737049,null,4442,null,142570,null,1584,null,0400000US33,New Hampshire,33
5932073,null,18526,null,354055,null,16185,null,92898,null,8083,null,197129,null,9958,null,64028,null,4610,null,5578018,null,23845,null,1213499,null,11431,null,3529853,null,15750,null,834666,null,5481,null,0400000US34,New Jersey,34
1329534,null,11716,null,217048,null,11868,null,72254,null,5403,null,121492,null,7293,null,23302,null,2659,null,1112486,null,13960,null,231225,null,6689,null,705394,null,9098,null,175867,null,3450,null,0400000US35,New Mexico,35
12415804,null,32757,null,1213434,null,24772,null,340151,null,12449,null,697721,null,15895,null,175562,null,6963,null,11202370,null,38174,null,2251985,null,15058,null,7213189,null,27028,null,1737196,null,8136,null,0400000US36,New York,36
6176239,null,14419,null,622479,null,20134,null,167671,null,10020,null,383478,null,13345,null,71330,null,3863,null,5553760,null,25555,null,1206284,null,12096,null,3554200,null,15426,null,793276,null,4389,null,0400000US37,North Carolina,37
556997,null,1313,null,55404,null,4220,null,11384,null,1992,null,33904,null,3142,null,10116,null,1114,null,501593,null,4341,null,108000,null,2032,null,320712,null,3214,null,72881,null,1134,null,0400000US38,North Dakota,38
9389777,null,7851,null,977027,null,23269,null,286326,null,12425,null,596364,null,14200,null,94337,null,4612,null,8412750,null,25093,null,1851941,null,13417,null,5335329,null,14922,null,1225480,null,5404,null,0400000US39,Ohio,39
2628893,null,8033,null,349805,null,14172,null,106785,null,6929,null,208462,null,8221,null,34558,null,2888,null,2279088,null,13207,null,486890,null,6732,null,1433109,null,8429,null,359089,null,3215,null,0400000US40,Oklahoma,40
3155840,null,10141,null,371677,null,17658,null,102251,null,8782,null,234543,null,9815,null,34883,null,3146,null,2784163,null,16203,null,571401,null,7716,null,1799358,null,10173,null,413404,null,3483,null,0400000US41,Oregon,41
10087662,null,11507,null,898087,null,23231,null,235275,null,10960,null,539759,null,15630,null,123053,null,4420,null,9189575,null,24874,null,1891250,null,11611,null,5786750,null,16264,null,1511575,null,4858,null,0400000US42,Pennsylvania,42
843266,null,5508,null,76104,null,7977,null,19748,null,4205,null,45008,null,4717,null,11348,null,1635,null,767162,null,8187,null,150991,null,3933,null,498748,null,5381,null,117423,null,1822,null,0400000US44,Rhode Island,44
2891175,null,5511,null,288161,null,11760,null,79025,null,6142,null,174582,null,7869,null,34554,null,2676,null,2603014,null,11558,null,553973,null,5912,null,1652894,null,8179,null,396147,null,2857,null,0400000US45,South Carolina,45
672757,null,2333,null,63425,null,5036,null,15928,null,2764,null,36165,null,2990,null,11332,null,1254,null,609332,null,5385,null,138619,null,2777,null,380351,null,3430,null,90362,null,1603,null,0400000US46,South Dakota,46
4757564,null,8587,null,608719,null,21109,null,181451,null,11083,null,359285,null,13151,null,67983,null,3668,null,4148845,null,22543,null,871491,null,11751,null,2674668,null,14135,null,602686,null,3905,null,0400000US47,Tennessee,47
16415526,null,50609,null,2302152,null,43127,null,864737,null,23274,null,1248441,null,24479,null,188974,null,7881,null,14113374,null,57420,null,3435487,null,26010,null,8979264,null,35494,null,1698623,null,9981,null,0400000US48,Texas,48
2347668,null,7727,null,207062,null,11976,null,69936,null,6728,null,123445,null,6996,null,13681,null,1573,null,2140606,null,12430,null,635958,null,7237,null,1301332,null,7258,null,203316,null,1810,null,0400000US49,Utah,49
577896,null,1286,null,55104,null,5115,null,14033,null,2289,null,35074,null,3349,null,5997,null,1049,null,522792,null,5268,null,106634,null,2336,null,342787,null,3544,null,73371,null,1057,null,0400000US50,Vermont,50
5276922,null,11895,null,400967,null,16497,null,99616,null,7513,null,250961,null,10013,null,50390,null,3716,null,4875955,null,19860,null,1064929,null,8978,null,3157421,null,13426,null,653605,null,4391,null,0400000US51,Virginia,51
5121089,null,12995,null,513153,null,16838,null,142700,null,8554,null,325118,null,10514,null,45335,null,2963,null,4607936,null,19202,null,984181,null,9686,null,3005799,null,12201,null,617956,null,3385,null,0400000US53,Washington,53
1671014,null,2678,null,273929,null,11107,null,76658,null,5015,null,171202,null,7492,null,26069,null,2233,null,1397085,null,11346,null,274141,null,5253,null,888854,null,7744,null,234090,null,2203,null,0400000US54,West Virginia,54
4769871,null,6545,null,408413,null,15374,null,102910,null,7155,null,253957,null,9861,null,51546,null,3277,null,4361458,null,15696,null,942448,null,7933,null,2801563,null,10035,null,617447,null,3289,null,0400000US55,Wisconsin,55
467146,null,2254,null,37727,null,5052,null,12279,null,3140,null,22425,null,2579,null,3023,null,783,null,429419,null,5558,null,95075,null,3037,null,279801,null,3241,null,54543,null,932,null,0400000US56,Wyoming,56
2960269,null,20937,null,1325871,null,21868,null,401675,null,10455,null,744858,null,13374,null,179338,null,5156,null,1634398,null,29619,null,340285,null,10690,null,1057156,null,19541,null,236957,null,6287,null,0400000US72,Puerto Rico,72
