B19101A_001E,B19101A_001EA,B19101A_001M,B19101A_001MA,B19101A_002E,B19101A_002EA,B19101A_002M,B19101A_002MA,B19101A_003E,B19101A_003EA,B19101A_003M,B19101A_003MA,B19101A_004E,B19101A_004EA,B19101A_004M,B19101A_004MA,B19101A_005E,B19101A_005EA,B19101A_005M,B19101A_005MA,B19101A_006E,B19101A_006EA,B19101A_006M,B19101A_006MA,B19101A_007E,B19101A_007EA,B19101A_007M,B19101A_007MA,B19101A_008E,B19101A_008EA,B19101A_008M,B19101A_008MA,B19101A_009E,B19101A_009EA,B19101A_009M,B19101A_009MA,B19101A_010E,B19101A_010EA,B19101A_010M,B19101A_010MA,B19101A_011E,B19101A_011EA,B19101A_011M,B19101A_011MA,B19101A_012E,B19101A_012EA,B19101A_012M,B19101A_012MA,B19101A_013E,B19101A_013EA,B19101A_013M,B19101A_013MA,B19101A_014E,B19101A_014EA,B19101A_014M,B19101A_014MA,B19101A_015E,B19101A_015EA,B19101A_015M,B19101A_015MA,B19101A_016E,B19101A_016EA,B19101A_016M,B19101A_016MA,B19101A_017E,B19101A_017EA,B19101A_017M,B19101A_017MA,GEO_ID,NAME,state
1542729,null,13841,null,45076,null,3176,null,38992,null,3245,null,53560,null,4453,null,55819,null,3622,null,60585,null,5032,null,74371,null,4245,null,69948,null,4772,null,74260,null,4777,null,66893,null,4358,null,138364,null,6126,null,188680,null,7462,null,241890,null,6310,null,157558,null,5083,null,92167,null,4157,null,92356,null,4150,null,92210,null,4838,null,0400000US13,Georgia,13
92089,null,2944,null,2966,null,905,null,1746,null,649,null,1494,null,500,null,2793,null,863,null,2689,null,946,null,2910,null,922,null,2815,null,827,null,3337,null,1082,null,3978,null,916,null,7759,null,1331,null,11706,null,1681,null,16524,null,2062,null,11710,null,1444,null,6128,null,1126,null,6655,null,1124,null,6879,null,1235,null,0400000US15,Hawaii,15
373718,null,5268,null,12291,null,1693,null,11633,null,1499,null,14359,null,1638,null,21031,null,2111,null,23204,null,2078,null,18900,null,2013,null,21774,null,2096,null,20200,null,2083,null,20363,null,1858,null,41183,null,2799,null,46273,null,3222,null,56255,null,2868,null,28863,null,2587,null,13162,null,1705,null,12482,null,1707,null,11745,null,1591,null,0400000US16,Idaho,16
2352324,null,15032,null,56602,null,3912,null,51221,null,3337,null,60206,null,3946,null,83004,null,4313,null,83390,null,4398,null,96726,null,4738,null,92956,null,4881,null,103402,null,5685,null,96822,null,4058,null,208930,null,5826,null,295757,null,6647,null,388357,null,8486,null,268763,null,6930,null,152226,null,5155,null,151563,null,5498,null,162399,null,5143,null,0400000US17,Illinois,17
1464459,null,11648,null,49632,null,2960,null,38518,null,2732,null,50082,null,3521,null,60506,null,3439,null,68272,null,3512,null,76183,null,3848,null,76702,null,3507,null,79140,null,4294,null,75445,null,3432,null,151488,null,5997,null,203826,null,5604,null,244168,null,6240,null,130665,null,4959,null,63482,null,3362,null,51964,null,3260,null,44386,null,2780,null,0400000US18,Indiana,18
750339,null,8110,null,22834,null,2212,null,19004,null,2423,null,24391,null,2083,null,31584,null,2215,null,36733,null,2163,null,38238,null,2546,null,36011,null,2202,null,41483,null,2744,null,39236,null,2997,null,80451,null,3505,null,110600,null,3883,null,126351,null,4279,null,67639,null,3377,null,28787,null,2007,null,24585,null,1798,null,22412,null,1522,null,0400000US19,Iowa,19
639875,null,6640,null,19450,null,2215,null,13732,null,1886,null,21500,null,1940,null,27574,null,2076,null,29641,null,2542,null,30680,null,2900,null,34194,null,2841,null,33107,null,2736,null,31732,null,2780,null,60800,null,3466,null,84578,null,3437,null,104008,null,4574,null,62148,null,3775,null,30269,null,2255,null,29471,null,2111,null,26991,null,2131,null,0400000US20,Kansas,20
1016127,null,11894,null,60356,null,4140,null,47785,null,3836,null,56594,null,4218,null,54546,null,4279,null,54469,null,3175,null,55729,null,3430,null,58305,null,4160,null,52671,null,3711,null,49738,null,3182,null,92700,null,3931,null,117813,null,5763,null,144878,null,4583,null,78278,null,3580,null,35744,null,2738,null,30670,null,1805,null,25851,null,1945,null,0400000US21,Kentucky,21
732190,null,7616,null,28592,null,2589,null,23232,null,2197,null,27207,null,2536,null,33933,null,3119,null,33738,null,2736,null,41280,null,2569,null,33945,null,2807,null,36238,null,2503,null,35440,null,2629,null,64500,null,4333,null,88588,null,4208,null,112472,null,4177,null,71451,null,3575,null,39345,null,2471,null,34247,null,2777,null,27982,null,1938,null,0400000US22,Louisiana,22
344604,null,6296,null,11146,null,1369,null,11526,null,1785,null,14274,null,1614,null,17246,null,1616,null,16445,null,1916,null,19078,null,1870,null,18745,null,1935,null,18700,null,1714,null,18797,null,1837,null,34607,null,2438,null,49476,null,2518,null,51677,null,2332,null,29444,null,2580,null,12743,null,1527,null,10277,null,1187,null,10423,null,1360,null,0400000US23,Maine,23
892960,null,8722,null,15772,null,2016,null,10820,null,1598,null,14960,null,1866,null,19194,null,2053,null,23364,null,2303,null,27189,null,2169,null,24048,null,2141,null,29521,null,2827,null,26062,null,2219,null,61476,null,4349,null,93546,null,4575,null,144628,null,4885,null,123137,null,4463,null,80942,null,4018,null,97349,null,3591,null,100952,null,4368,null,0400000US24,Maryland,24
1324172,null,12044,null,36131,null,3458,null,25725,null,2623,null,29713,null,2914,null,39356,null,3311,null,40518,null,3655,null,41475,null,3286,null,44583,null,3357,null,47549,null,3523,null,43513,null,2897,null,93407,null,4072,null,139265,null,6312,null,221895,null,7104,null,172333,null,6233,null,111404,null,4457,null,115430,null,5106,null,121875,null,4728,null,0400000US25,Massachusetts,25
2116511,null,11749,null,72362,null,4195,null,59333,null,3035,null,72045,null,3909,null,85414,null,3887,null,89174,null,4262,null,105090,null,4467,null,103839,null,4512,null,106242,null,3739,null,99011,null,4289,null,206052,null,5733,null,267579,null,6621,null,335251,null,8022,null,218259,null,6459,null,115940,null,4764,null,99210,null,3600,null,81710,null,3365,null,0400000US26,Michigan,26
1224558,null,8816,null,26292,null,2218,null,25235,null,2083,null,28561,null,2019,null,36143,null,2600,null,42188,null,2876,null,50286,null,2612,null,51029,null,2972,null,57130,null,2637,null,54403,null,2755,null,115057,null,4296,null,160936,null,4728,null,222388,null,5528,null,140613,null,4365,null,76406,null,3645,null,71198,null,2855,null,66693,null,3109,null,0400000US27,Minnesota,27
483154,null,6848,null,18084,null,2420,null,15344,null,2043,null,24591,null,2418,null,25798,null,2980,null,26192,null,2258,null,25124,null,2772,null,24458,null,2523,null,26975,null,2641,null,24871,null,2494,null,46250,null,3466,null,62075,null,3948,null,70283,null,4015,null,38105,null,2807,null,19633,null,2132,null,18415,null,1993,null,16956,null,1871,null,0400000US28,Mississippi,28
1319135,null,11120,null,46980,null,3320,null,39489,null,3224,null,51528,null,3257,null,58959,null,3542,null,63558,null,3669,null,70113,null,3826,null,72128,null,3817,null,75755,null,4098,null,63022,null,3487,null,134187,null,5829,null,175893,null,5202,null,200333,null,5967,null,111483,null,4403,null,58751,null,3302,null,51191,null,3277,null,45765,null,2876,null,0400000US29,Missouri,29
221266,null,4103,null,8323,null,1582,null,6543,null,1445,null,10480,null,1405,null,10639,null,1484,null,10942,null,1451,null,11947,null,1527,null,12763,null,1434,null,12974,null,1360,null,13501,null,1526,null,23222,null,1744,null,30810,null,2362,null,32278,null,2249,null,16609,null,1619,null,7628,null,1129,null,6653,null,1142,null,5954,null,1050,null,0400000US30,Montana,30
418583,null,5701,null,12754,null,1738,null,10829,null,1622,null,14220,null,1549,null,18232,null,1879,null,19504,null,2034,null,20591,null,1694,null,22701,null,1983,null,22009,null,1964,null,22488,null,1834,null,43824,null,2668,null,57927,null,2772,null,70143,null,2998,null,38202,null,2362,null,17568,null,1570,null,14255,null,1545,null,13336,null,1325,null,0400000US31,Nebraska,31
483767,null,7453,null,13689,null,2027,null,10454,null,1520,null,15072,null,1832,null,18251,null,1976,null,18802,null,2327,null,19959,null,2028,null,21724,null,2106,null,24049,null,2544,null,22847,null,2517,null,48580,null,3237,null,60595,null,4037,null,80362,null,4491,null,49946,null,3712,null,27600,null,2376,null,26544,null,2419,null,25293,null,2462,null,0400000US32,Nevada,32
328161,null,5289,null,6756,null,1437,null,5434,null,988,null,7691,null,1560,null,9819,null,1879,null,8912,null,1300,null,13100,null,1943,null,10726,null,1409,null,13826,null,1582,null,15382,null,1972,null,30146,null,2499,null,42204,null,3017,null,60005,null,2643,null,40886,null,2766,null,22194,null,1989,null,23475,null,2162,null,17605,null,1738,null,0400000US33,New Hampshire,33
1573075,null,12707,null,29611,null,2779,null,24282,null,2749,null,31179,null,2963,null,38167,null,3079,null,41743,null,3423,null,46190,null,3096,null,47571,null,3666,null,52656,null,3611,null,52123,null,4161,null,108502,null,4703,null,161678,null,6034,null,255502,null,7049,null,210755,null,6535,null,137916,null,5043,null,161025,null,5485,null,174175,null,4792,null,0400000US34,New Jersey,34
349027,null,6013,null,19934,null,2383,null,16309,null,2370,null,18870,null,2422,null,20000,null,2404,null,18691,null,2005,null,18357,null,2224,null,16870,null,2127,null,15642,null,1932,null,18331,null,2364,null,31605,null,2348,null,40790,null,2747,null,46108,null,2905,null,27929,null,2007,null,14150,null,1728,null,14193,null,1643,null,11248,null,1600,null,0400000US35,New Mexico,35
3175239,null,15851,null,98509,null,5640,null,85760,null,4319,null,95959,null,4821,null,109701,null,4975,null,108947,null,4558,null,129146,null,6229,null,121767,null,5674,null,133530,null,5369,null,125419,null,5372,null,251308,null,7462,null,358632,null,9323,null,471701,null,8192,null,357192,null,9073,null,216668,null,6376,null,238954,null,6731,null,272046,null,6045,null,0400000US36,New York,36
1736901,null,12514,null,57160,null,3749,null,51130,null,3845,null,63221,null,3876,null,73505,null,4842,null,80757,null,5093,null,86606,null,4629,null,80914,null,4723,null,88396,null,4728,null,83743,null,5007,null,170973,null,5772,null,221249,null,7153,null,266893,null,7084,null,161388,null,6801,null,87612,null,4376,null,80435,null,3861,null,82919,null,4144,null,0400000US37,North Carolina,37
156452,null,3540,null,4873,null,930,null,3499,null,737,null,4648,null,696,null,7987,null,1253,null,6719,null,1085,null,7763,null,1269,null,8088,null,1180,null,8945,null,1076,null,8224,null,976,null,16799,null,1668,null,23911,null,1808,null,25988,null,1694,null,14107,null,1446,null,5618,null,911,null,4701,null,777,null,4582,null,850,null,0400000US38,North Dakota,38
2550529,null,15534,null,92674,null,4848,null,73111,null,4204,null,85794,null,4255,null,107599,null,5061,null,113995,null,4788,null,128258,null,5267,null,125955,null,4951,null,135151,null,5280,null,126065,null,3757,null,251006,null,7867,null,342257,null,9103,null,404464,null,8543,null,238603,null,7166,null,125943,null,4295,null,111024,null,4604,null,88630,null,3827,null,0400000US39,Ohio,39
733300,null,7176,null,32335,null,3260,null,27054,null,2702,null,33909,null,2905,null,35543,null,2963,null,36972,null,3117,null,38162,null,2500,null,41936,null,3159,null,40835,null,3024,null,35427,null,2547,null,72172,null,3734,null,93979,null,4104,null,104977,null,3973,null,58038,null,2970,null,33198,null,2251,null,23909,null,2099,null,24854,null,2118,null,0400000US40,Oklahoma,40
834495,null,8760,null,30695,null,3229,null,22647,null,2561,null,34160,null,3359,null,35807,null,2915,null,40163,null,3127,null,40901,null,3341,null,40877,null,3376,null,45787,null,3219,null,39322,null,2993,null,81274,null,5651,null,107498,null,4568,null,130888,null,5135,null,78383,null,4292,null,39842,null,3401,null,34932,null,2527,null,31319,null,2076,null,0400000US41,Oregon,41
2769011,null,14961,null,82269,null,4181,null,64298,null,3791,null,88548,null,3673,null,111933,null,4781,null,123041,null,4624,null,135655,null,4714,null,133832,null,4597,null,140150,null,5126,null,135509,null,5040,null,269351,null,6828,null,367276,null,8233,null,435909,null,7825,null,275092,null,6827,null,149210,null,4765,null,127494,null,4818,null,129444,null,4456,null,0400000US42,Pennsylvania,42
216540,null,4659,null,6677,null,1506,null,5462,null,1160,null,6836,null,1470,null,7033,null,1295,null,6311,null,1231,null,7981,null,1460,null,8820,null,1499,null,9274,null,1518,null,7403,null,1106,null,16807,null,1888,null,22562,null,2160,null,40732,null,2854,null,27365,null,2670,null,14196,null,1802,null,16917,null,1883,null,12164,null,1595,null,0400000US44,Rhode Island,44
810916,null,7830,null,25724,null,2157,null,18646,null,2113,null,32276,null,2518,null,35765,null,3604,null,34723,null,2933,null,39795,null,2723,null,40130,null,2885,null,41050,null,3219,null,42028,null,3147,null,78831,null,4296,null,106580,null,5610,null,134485,null,4977,null,73248,null,3395,null,37037,null,3209,null,36135,null,2647,null,34463,null,2714,null,0400000US45,South Carolina,45
186447,null,4017,null,5733,null,1281,null,3834,null,750,null,6255,null,1252,null,9623,null,1357,null,9834,null,1445,null,10717,null,1352,null,9912,null,1233,null,11460,null,1351,null,12229,null,1379,null,19993,null,1897,null,27403,null,2463,null,29230,null,2085,null,14406,null,1323,null,5989,null,994,null,4744,null,945,null,5085,null,795,null,0400000US46,South Dakota,46
1314564,null,10896,null,60382,null,3757,null,46484,null,3569,null,57852,null,3794,null,69034,null,3770,null,67077,null,3852,null,78159,null,5019,null,70850,null,4208,null,68098,null,4423,null,72097,null,4173,null,132939,null,5155,null,161953,null,4956,null,174763,null,5267,null,102577,null,4196,null,50434,null,2846,null,50013,null,3528,null,51852,null,2996,null,0400000US47,Tennessee,47
4206882,null,21105,null,176014,null,6257,null,153162,null,6058,null,184275,null,6698,null,198639,null,8450,null,194535,null,6685,null,210018,null,7411,null,199140,null,7601,null,195118,null,7356,null,184328,null,6486,null,339970,null,10258,null,474753,null,11599,null,588766,null,11548,null,406152,null,7666,null,232165,null,7547,null,223713,null,7193,null,246134,null,6602,null,0400000US48,Texas,48
581801,null,7048,null,12638,null,1568,null,13624,null,1742,null,15614,null,1950,null,22481,null,2533,null,23572,null,2249,null,28648,null,2756,null,27663,null,2405,null,32928,null,2508,null,28409,null,2259,null,61575,null,3255,null,80986,null,4264,null,97412,null,4410,null,58738,null,2686,null,32390,null,2268,null,23921,null,2321,null,21202,null,1855,null,0400000US49,Utah,49
159513,null,3620,null,4156,null,821,null,4747,null,925,null,5643,null,942,null,6996,null,1070,null,6371,null,962,null,7883,null,1239,null,8311,null,1196,null,8508,null,1370,null,9605,null,1301,null,14423,null,1378,null,20943,null,1723,null,25894,null,1853,null,16136,null,1580,null,6987,null,1083,null,6389,null,1146,null,6521,null,907,null,0400000US50,Vermont,50
1442406,null,10233,null,32662,null,3425,null,32190,null,3415,null,33868,null,2700,null,42525,null,3276,null,50602,null,3648,null,54221,null,3921,null,54929,null,3258,null,59259,null,3526,null,52816,null,3827,null,118162,null,6007,null,163919,null,6170,null,227479,null,7167,null,160048,null,5326,null,110626,null,4681,null,122275,null,5610,null,126825,null,4516,null,0400000US51,Virginia,51
1358916,null,9955,null,41805,null,3027,null,32422,null,3449,null,37179,null,2952,null,47012,null,3295,null,49321,null,3246,null,57997,null,3770,null,57250,null,3269,null,58181,null,3438,null,60630,null,3259,null,124537,null,4392,null,174606,null,6205,null,220514,null,6791,null,154861,null,5409,null,84908,null,4483,null,79672,null,4060,null,78021,null,3677,null,0400000US53,Washington,53
468956,null,7361,null,30219,null,2871,null,23157,null,2573,null,25373,null,2354,null,30964,null,2405,null,27777,null,2472,null,29723,null,2417,null,27589,null,2406,null,30574,null,2580,null,23260,null,2412,null,45791,null,3481,null,55402,null,3343,null,60369,null,3692,null,28387,null,2476,null,12229,null,1433,null,10005,null,1428,null,8137,null,1250,null,0400000US54,West Virginia,54
1319462,null,10380,null,32932,null,2725,null,29893,null,2235,null,38025,null,2477,null,47581,null,2534,null,50739,null,2954,null,58904,null,3254,null,60172,null,2892,null,66095,null,2839,null,63082,null,2783,null,137027,null,4540,null,192567,null,4941,null,239378,null,6333,null,137555,null,4132,null,64993,null,3450,null,52084,null,2985,null,48435,null,2537,null,0400000US55,Wisconsin,55
126596,null,3466,null,2917,null,870,null,2202,null,683,null,2938,null,722,null,5274,null,1141,null,5349,null,1207,null,6657,null,1117,null,6286,null,1104,null,6014,null,1276,null,6645,null,1355,null,12526,null,1388,null,16061,null,1723,null,22536,null,2060,null,13568,null,1528,null,7275,null,1083,null,6205,null,1033,null,4143,null,885,null,0400000US56,Wyoming,56
681943,null,10084,null,174822,null,5105,null,83037,null,4271,null,69670,null,3980,null,53694,null,2538,null,48841,null,3083,null,43386,null,2910,null,33533,null,2484,null,29103,null,2420,null,24047,null,2063,null,32690,null,2197,null,31757,null,2732,null,27533,null,2558,null,12660,null,1731,null,5266,null,989,null,5568,null,1047,null,6336,null,1141,null,0400000US72,Puerto Rico,72
