C21001H_001E,C21001H_001EA,C21001H_001M,C21001H_001MA,C21001H_002E,C21001H_002EA,C21001H_002M,C21001H_002MA,C21001H_003E,C21001H_003EA,C21001H_003M,C21001H_003MA,C21001H_004E,C21001H_004EA,C21001H_004M,C21001H_004MA,C21001H_005E,C21001H_005EA,C21001H_005M,C21001H_005MA,C21001H_006E,C21001H_006EA,C21001H_006M,C21001H_006MA,C21001H_007E,C21001H_007EA,C21001H_007M,C21001H_007MA,C21001H_008E,C21001H_008EA,C21001H_008M,C21001H_008MA,C21001H_009E,C21001H_009EA,C21001H_009M,C21001H_009MA,C21001H_010E,C21001H_010EA,C21001H_010M,C21001H_010MA,C21001H_011E,C21001H_011EA,C21001H_011M,C21001H_011MA,C21001H_012E,C21001H_012EA,C21001H_012M,C21001H_012MA,C21001H_013E,C21001H_013EA,C21001H_013M,C21001H_013MA,C21001H_014E,C21001H_014EA,C21001H_014M,C21001H_014MA,C21001H_015E,C21001H_015EA,C21001H_015M,C21001H_015MA,GEO_ID,NAME,state
2473665,null,2826,null,1188393,null,2274,null,979646,null,2225,null,167578,null,5146,null,812068,null,5247,null,208747,null,659,null,126621,null,3205,null,82126,null,3105,null,1285272,null,1057,null,995731,null,791,null,14455,null,2232,null,981276,null,2408,null,289541,null,705,null,3819,null,903,null,285722,null,1221,null,0400000US01,Alabama,01
335017,null,1435,null,172007,null,1382,null,155083,null,1383,null,39409,null,2685,null,115674,null,2717,null,16924,null,129,null,11888,null,768,null,5036,null,776,null,163010,null,409,null,145155,null,494,null,6952,null,1442,null,138203,null,1515,null,17855,null,312,null,233,null,178,null,17622,null,362,null,0400000US02,Alaska,02
2983660,null,2455,null,1450528,null,1952,null,1142280,null,1903,null,225621,null,6634,null,916659,null,6367,null,308248,null,372,null,200596,null,3824,null,107652,null,3729,null,1533132,null,1430,null,1158488,null,1365,null,24429,null,2787,null,1134059,null,2939,null,374644,null,498,null,7812,null,1359,null,366832,null,1402,null,0400000US04,Arizona,04
1674797,null,1184,null,807695,null,1001,null,658073,null,989,null,114381,null,5338,null,543692,null,5330,null,149622,null,144,null,91721,null,2670,null,57901,null,2662,null,867102,null,839,null,668280,null,801,null,8103,null,1357,null,660177,null,1477,null,198822,null,256,null,2362,null,670,null,196460,null,768,null,0400000US05,Arkansas,05
12572015,null,8134,null,6148559,null,5784,null,5052943,null,5804,null,740945,null,12216,null,4311998,null,12817,null,1095616,null,676,null,656924,null,6231,null,438692,null,6239,null,6423456,null,4628,null,4970054,null,4388,null,64652,null,4684,null,4905402,null,6679,null,1453402,null,1247,null,29003,null,2455,null,1424399,null,2608,null,0400000US06,California,06
2717340,null,2601,null,1337833,null,1832,null,1156909,null,1818,null,201323,null,5309,null,955586,null,5250,null,180924,null,176,null,114290,null,2669,null,66634,null,2671,null,1379507,null,1546,null,1143576,null,1533,null,21399,null,2253,null,1122177,null,2665,null,235931,null,159,null,4859,null,854,null,231072,null,890,null,0400000US08,Colorado,08
2047335,null,2599,null,976533,null,1714,null,804849,null,1686,null,105077,null,4566,null,699772,null,5025,null,171684,null,147,null,104346,null,2879,null,67338,null,2911,null,1070802,null,1580,null,825320,null,1534,null,6229,null,1076,null,819091,null,1804,null,245482,null,220,null,4234,null,886,null,241248,null,909,null,0400000US09,Connecticut,09
470853,null,624,null,224054,null,566,null,181269,null,566,null,32374,null,2266,null,148895,null,2251,null,42785,null,261,null,25869,null,1188,null,16916,null,1188,null,246799,null,214,null,190927,null,214,null,3170,null,838,null,187757,null,850,null,55872,null,261,null,882,null,430,null,54990,null,430,null,0400000US10,Delaware,10
164476,null,1460,null,80545,null,1341,null,71085,null,1341,null,5037,null,1071,null,66048,null,1750,null,9460,null,300,null,4994,null,705,null,4466,null,705,null,83931,null,988,null,73037,null,988,null,600,null,320,null,72437,null,1087,null,10894,null,300,null,114,null,131,null,10780,null,131,null,0400000US11,District of Columbia,11
8997712,null,5740,null,4339302,null,5981,null,3255152,null,5465,null,641392,null,11011,null,2613760,null,12217,null,1084150,null,1773,null,707247,null,6359,null,376903,null,6465,null,4658410,null,4466,null,3310912,null,4218,null,58798,null,4024,null,3252114,null,5501,null,1347498,null,2106,null,26049,null,2222,null,1321449,null,3103,null,0400000US12,Florida,12
