B05003H_001E,B05003H_001EA,B05003H_001M,B05003H_001MA,B05003H_002E,B05003H_002EA,B05003H_002M,B05003H_002MA,B05003H_003E,B05003H_003EA,B05003H_003M,B05003H_003MA,B05003H_004E,B05003H_004EA,B05003H_004M,B05003H_004MA,B05003H_005E,B05003H_005EA,B05003H_005M,B05003H_005MA,B05003H_006E,B05003H_006EA,B05003H_006M,B05003H_006MA,B05003H_007E,B05003H_007EA,B05003H_007M,B05003H_007MA,B05003H_008E,B05003H_008EA,B05003H_008M,B05003H_008MA,B05003H_009E,B05003H_009EA,B05003H_009M,B05003H_009MA,B05003H_010E,B05003H_010EA,B05003H_010M,B05003H_010MA,B05003H_011E,B05003H_011EA,B05003H_011M,B05003H_011MA,B05003H_012E,B05003H_012EA,B05003H_012M,B05003H_012MA,B05003H_013E,B05003H_013EA,B05003H_013M,B05003H_013MA,B05003H_014E,B05003H_014EA,B05003H_014M,B05003H_014MA,B05003H_015E,B05003H_015EA,B05003H_015M,B05003H_015MA,B05003H_016E,B05003H_016EA,B05003H_016M,B05003H_016MA,B05003H_017E,B05003H_017EA,B05003H_017M,B05003H_017MA,B05003H_018E,B05003H_018EA,B05003H_018M,B05003H_018MA,B05003H_019E,B05003H_019EA,B05003H_019M,B05003H_019MA,B05003H_020E,B05003H_020EA,B05003H_020M,B05003H_020MA,B05003H_021E,B05003H_021EA,B05003H_021M,B05003H_021MA,B05003H_022E,B05003H_022EA,B05003H_022M,B05003H_022MA,B05003H_023E,B05003H_023EA,B05003H_023M,B05003H_023MA,GEO_ID,NAME,state
5565461,null,4154,null,2740909,null,3898,null,659425,null,2990,null,653143,null,3193,null,6282,null,1710,null,1320,null,621,null,4962,null,1593,null,2081484,null,2249,null,2024856,null,4071,null,56628,null,3566,null,26487,null,2569,null,30141,null,3147,null,2824552,null,2878,null,622788,null,2669,null,615444,null,3457,null,7344,null,2095,null,2039,null,687,null,5305,null,1823,null,2201764,null,1424,null,2134879,null,4076,null,66885,null,4083,null,32614,null,2616,null,34271,null,3201,null,0400000US13,Georgia,13
315502,null,706,null,170746,null,760,null,27289,null,623,null,26718,null,745,null,571,null,283,null,228,null,208,null,343,null,211,null,143457,null,340,null,135497,null,1387,null,7960,null,1377,null,3434,null,667,null,4526,null,1318,null,144756,null,622,null,24903,null,617,null,24084,null,756,null,819,null,365,null,221,null,183,null,598,null,348,null,119853,null,216,null,110222,null,1554,null,9631,null,1536,null,4967,null,1088,null,4664,null,1225,null,0400000US15,Hawaii,15
1282040,null,1257,null,639686,null,874,null,164964,null,599,null,164448,null,670,null,516,null,248,null,234,null,157,null,282,null,202,null,474722,null,702,null,465351,null,1974,null,9371,null,1804,null,5684,null,1452,null,3687,null,912,null,642354,null,1070,null,156911,null,827,null,156261,null,942,null,650,null,383,null,98,null,123,null,552,null,372,null,485443,null,387,null,476152,null,1425,null,9291,null,1377,null,5279,null,940,null,4012,null,888,null,0400000US16,Idaho,16
8341761,null,3440,null,4085552,null,1957,null,909838,null,811,null,893546,null,2718,null,16292,null,2627,null,6212,null,1637,null,10080,null,1977,null,3175714,null,1680,null,2958054,null,7695,null,217660,null,7743,null,129423,null,5806,null,88237,null,4830,null,4256209,null,2178,null,864377,null,1312,null,848504,null,2373,null,15873,null,2331,null,5619,null,1359,null,10254,null,1870,null,3391832,null,1558,null,3155543,null,8613,null,236289,null,8677,null,149053,null,7249,null,87236,null,5403,null,0400000US17,Illinois,17
5291210,null,3486,null,2599742,null,2503,null,633032,null,1593,null,630935,null,1660,null,2097,null,719,null,1182,null,562,null,915,null,401,null,1966710,null,1436,null,1940627,null,3028,null,26083,null,2644,null,16104,null,1943,null,9979,null,1494,null,2691468,null,2030,null,597182,null,1309,null,594249,null,1584,null,2933,null,834,null,1100,null,455,null,1833,null,661,null,2094286,null,1314,null,2062754,null,2791,null,31532,null,2731,null,19172,null,2080,null,12360,null,1588,null,0400000US18,Indiana,18
2704497,null,2074,null,1327147,null,1393,null,310455,null,1259,null,308941,null,1462,null,1514,null,680,null,536,null,383,null,978,null,491,null,1016692,null,884,null,1005707,null,1979,null,10985,null,1746,null,5743,null,1311,null,5242,null,1107,null,1377350,null,1708,null,293207,null,1244,null,291516,null,1354,null,1691,null,587,null,727,null,334,null,964,null,434,null,1084143,null,822,null,1070879,null,2310,null,13264,null,2127,null,7242,null,1575,null,6022,null,1149,null,0400000US19,Iowa,19
2238342,null,801,null,1099318,null,1197,null,261436,null,1063,null,260130,null,1209,null,1306,null,743,null,589,null,390,null,717,null,438,null,837882,null,521,null,828492,null,1542,null,9390,null,1447,null,5238,null,1037,null,4152,null,1101,null,1139024,null,1053,null,248006,null,1043,null,246878,null,992,null,1128,null,488,null,451,null,307,null,677,null,355,null,891018,null,231,null,880181,null,1593,null,10837,null,1617,null,5759,null,1256,null,5078,null,1282,null,0400000US20,Kansas,20
3732791,null,2535,null,1824635,null,2404,null,434130,null,2115,null,432554,null,2276,null,1576,null,680,null,373,null,300,null,1203,null,624,null,1390505,null,859,null,1377129,null,1946,null,13376,null,1834,null,6239,null,1166,null,7137,null,1391,null,1908156,null,2086,null,408077,null,1853,null,406405,null,2061,null,1672,null,951,null,394,null,247,null,1278,null,894,null,1500079,null,804,null,1484605,null,1982,null,15474,null,1749,null,8776,null,1296,null,6698,null,1241,null,0400000US21,Kentucky,21
2671485,null,846,null,1309582,null,1793,null,302066,null,1578,null,300644,null,1589,null,1422,null,703,null,442,null,304,null,980,null,678,null,1007516,null,754,null,993834,null,2638,null,13682,null,2500,null,5839,null,1094,null,7843,null,2074,null,1361903,null,1628,null,286635,null,1535,null,285625,null,1650,null,1010,null,639,null,486,null,483,null,524,null,377,null,1075268,null,328,null,1059941,null,2221,null,15327,null,2207,null,7722,null,1537,null,7605,null,1513,null,0400000US22,Louisiana,22
1244734,null,3068,null,606067,null,2077,null,128923,null,1507,null,128515,null,1567,null,408,null,326,null,244,null,199,null,164,null,258,null,477144,null,985,null,465787,null,2012,null,11357,null,1675,null,6757,null,1116,null,4600,null,1197,null,638667,null,1853,null,122646,null,1457,null,121877,null,1516,null,769,null,480,null,406,null,311,null,363,null,403,null,516021,null,1123,null,501636,null,1972,null,14385,null,1536,null,9250,null,1252,null,5135,null,1021,null,0400000US23,Maine,23
3252109,null,3753,null,1587348,null,1890,null,356959,null,1195,null,352318,null,1630,null,4641,null,1024,null,1858,null,713,null,2783,null,893,null,1230389,null,1248,null,1176165,null,3744,null,54224,null,3590,null,33223,null,2624,null,21001,null,2618,null,1664761,null,2475,null,339193,null,1194,null,334757,null,1615,null,4436,null,1174,null,1712,null,645,null,2724,null,893,null,1325568,null,1832,null,1259755,null,4450,null,65813,null,4302,null,41444,null,3349,null,24369,null,2340,null,0400000US24,Maryland,24
5101330,null,6021,null,2462607,null,3674,null,527931,null,1610,null,519365,null,2220,null,8566,null,1593,null,3154,null,853,null,5412,null,1571,null,1934676,null,3107,null,1767588,null,8857,null,167088,null,8503,null,90291,null,4974,null,76797,null,6473,null,2638723,null,3773,null,502720,null,1796,null,493778,null,2438,null,8942,null,1728,null,4160,null,1150,null,4782,null,1244,null,2136003,null,3040,null,1959620,null,8233,null,176383,null,7939,null,105686,null,5251,null,70697,null,5395,null,0400000US25,Massachusetts,25
7801815,null,2711,null,3853054,null,1799,null,889573,null,1152,null,876319,null,2674,null,13254,null,2721,null,5049,null,1303,null,8205,null,2245,null,2963481,null,983,null,2837515,null,5468,null,125966,null,5529,null,76097,null,4475,null,49869,null,3749,null,3948761,null,1509,null,841501,null,914,null,829581,null,1964,null,11920,null,1782,null,3999,null,1049,null,7921,null,1681,null,3107260,null,1032,null,2970959,null,6169,null,136301,null,6123,null,83778,null,4573,null,52523,null,4546,null,0400000US26,Michigan,26
4451045,null,2021,null,2202023,null,1236,null,503235,null,816,null,498182,null,1410,null,5053,null,1211,null,2375,null,764,null,2678,null,1006,null,1698788,null,813,null,1666519,null,2892,null,32269,null,2755,null,16683,null,1807,null,15586,null,2108,null,2249022,null,1215,null,479930,null,667,null,475882,null,1200,null,4048,null,969,null,2519,null,812,null,1529,null,623,null,1769092,null,844,null,1736825,null,2779,null,32267,null,2725,null,18401,null,1621,null,13866,null,2060,null,0400000US27,Minnesota,27
1717014,null,839,null,840519,null,2492,null,198512,null,2490,null,198239,null,2517,null,273,null,235,null,273,null,235,null,0,null,289,null,642007,null,241,null,637733,null,1139,null,4274,null,1097,null,2663,null,833,null,1611,null,710,null,876495,null,2494,null,187516,null,2483,null,187165,null,2442,null,351,null,319,null,317,null,314,null,34,null,58,null,688979,null,345,null,685171,null,1163,null,3808,null,1028,null,2766,null,849,null,1042,null,381,null,0400000US28,Mississippi,28
4832220,null,2156,null,2364271,null,1831,null,558035,null,1807,null,553320,null,2285,null,4715,null,1274,null,1940,null,790,null,2775,null,962,null,1806236,null,997,null,1778028,null,3187,null,28208,null,2991,null,14721,null,1679,null,13487,null,2463,null,2467949,null,2250,null,531654,null,1892,null,526684,null,2353,null,4970,null,1249,null,2619,null,879,null,2351,null,1011,null,1936295,null,825,null,1905597,null,2596,null,30698,null,2567,null,18327,null,1979,null,12371,null,1793,null,0400000US29,Missouri,29
844672,null,313,null,424187,null,760,null,93072,null,746,null,93008,null,752,null,64,null,111,null,0,null,233,null,64,null,111,null,331115,null,213,null,326532,null,1145,null,4583,null,1153,null,2728,null,743,null,1855,null,943,null,420485,null,778,null,85381,null,765,null,85326,null,756,null,55,null,87,null,55,null,87,null,0,null,233,null,335104,null,72,null,329119,null,1003,null,5985,null,1002,null,3509,null,798,null,2476,null,648,null,0400000US30,Montana,30
1503006,null,1437,null,738691,null,857,null,176073,null,645,null,175496,null,691,null,577,null,318,null,184,null,175,null,393,null,267,null,562618,null,613,null,555157,null,1682,null,7461,null,1640,null,3900,null,952,null,3561,null,1252,null,764315,null,958,null,168274,null,603,null,167079,null,921,null,1195,null,679,null,347,null,252,null,848,null,593,null,596041,null,611,null,587527,null,1574,null,8514,null,1536,null,5202,null,1056,null,3312,null,981,null,0400000US31,Nebraska,31
1484173,null,907,null,753265,null,1166,null,152208,null,1022,null,150357,null,1251,null,1851,null,771,null,452,null,317,null,1399,null,728,null,601057,null,415,null,566570,null,3479,null,34487,null,3388,null,19138,null,2246,null,15349,null,2365,null,730908,null,1160,null,143948,null,1095,null,141630,null,1537,null,2318,null,956,null,334,null,330,null,1984,null,940,null,586960,null,394,null,546343,null,3783,null,40617,null,3791,null,24084,null,2588,null,16533,null,2493,null,0400000US32,Nevada,32
1225848,null,1746,null,603260,null,802,null,137296,null,371,null,136379,null,761,null,917,null,641,null,226,null,220,null,691,null,558,null,465964,null,650,null,450237,null,2119,null,15727,null,2026,null,8708,null,1295,null,7019,null,1419,null,622588,null,1016,null,130203,null,531,null,129055,null,732,null,1148,null,501,null,423,null,293,null,725,null,483,null,492385,null,577,null,475555,null,2115,null,16830,null,2016,null,9647,null,1603,null,7183,null,1275,null,0400000US33,New Hampshire,33
5376931,null,4590,null,2614997,null,2521,null,582278,null,1181,null,570247,null,2347,null,12031,null,2106,null,4268,null,1068,null,7763,null,1836,null,2032719,null,2189,null,1825820,null,8069,null,206899,null,8032,null,133883,null,6903,null,73016,null,5456,null,2761934,null,2812,null,552020,null,1237,null,539442,null,2233,null,12578,null,1879,null,3551,null,1000,null,9027,null,1706,null,2209914,null,1959,null,1986828,null,9453,null,223086,null,9509,null,146651,null,7561,null,76435,null,5579,null,0400000US34,New Jersey,34
829766,null,1457,null,409399,null,1852,null,80264,null,1782,null,79584,null,1771,null,680,null,465,null,69,null,114,null,611,null,447,null,329135,null,677,null,320016,null,1665,null,9119,null,1586,null,4973,null,1108,null,4146,null,1104,null,420367,null,2000,null,69043,null,1735,null,68764,null,1766,null,279,null,298,null,71,null,123,null,208,null,271,null,351324,null,746,null,338829,null,1807,null,12495,null,1728,null,6780,null,1225,null,5715,null,1499,null,0400000US35,New Mexico,35
11581226,null,7055,null,5636311,null,3835,null,1195533,null,1986,null,1169088,null,3794,null,26445,null,3205,null,10210,null,1924,null,16235,null,2374,null,4440778,null,2945,null,3949920,null,12886,null,490858,null,12370,null,317788,null,8085,null,173070,null,8705,null,5944915,null,3967,null,1134083,null,1786,null,1107947,null,3671,null,26136,null,2935,null,10313,null,1846,null,15823,null,2686,null,4810832,null,3014,null,4261346,null,10660,null,549486,null,10221,null,363325,null,8320,null,186161,null,6489,null,0400000US36,New York,36
6110019,null,5523,null,2975622,null,4074,null,669554,null,3084,null,664761,null,3357,null,4793,null,1334,null,1865,null,775,null,2928,null,1005,null,2306068,null,2566,null,2258430,null,4975,null,47638,null,3827,null,23829,null,2435,null,23809,null,2635,null,3134397,null,3667,null,634487,null,2811,null,629255,null,3215,null,5232,null,1339,null,1844,null,822,null,3388,null,1138,null,2499910,null,2314,null,2446414,null,4389,null,53496,null,3817,null,28586,null,2555,null,24910,null,2435,null,0400000US37,North Carolina,37
575166,null,499,null,288206,null,648,null,60845,null,573,null,60053,null,820,null,792,null,535,null,133,null,124,null,659,null,512,null,227361,null,154,null,224185,null,889,null,3176,null,881,null,1663,null,519,null,1513,null,628,null,286960,null,523,null,57740,null,505,null,57561,null,537,null,179,null,158,null,72,null,91,null,107,null,123,null,229220,null,127,null,224904,null,915,null,4316,null,909,null,2160,null,606,null,2156,null,764,null,0400000US38,North Dakota,38
9472789,null,2719,null,4626291,null,1649,null,1088713,null,1283,null,1080818,null,2218,null,7895,null,1828,null,2576,null,847,null,5319,null,1663,null,3537578,null,1040,null,3461596,null,4628,null,75982,null,4444,null,47727,null,3035,null,28255,null,3046,null,4846498,null,1893,null,1034594,null,1357,null,1028568,null,2117,null,6026,null,1465,null,2612,null,827,null,3414,null,1123,null,3811904,null,1010,null,3723541,null,4261,null,88363,null,3973,null,57574,null,3270,null,30789,null,2594,null,0400000US39,Ohio,39
2593289,null,2213,null,1273894,null,1942,null,291023,null,1672,null,290027,null,1654,null,996,null,550,null,151,null,143,null,845,null,540,null,982871,null,745,null,971574,null,1925,null,11297,null,1846,null,3878,null,657,null,7419,null,1731,null,1319395,null,2470,null,269259,null,2045,null,267863,null,2182,null,1396,null,839,null,206,null,247,null,1190,null,797,null,1050136,null,717,null,1037156,null,2174,null,12980,null,2028,null,5739,null,1158,null,7241,null,1639,null,0400000US40,Oklahoma,40
3009497,null,2039,null,1478091,null,1660,null,310598,null,653,null,307542,null,1042,null,3056,null,889,null,544,null,478,null,2512,null,866,null,1167493,null,1451,null,1130992,null,4089,null,36501,null,3615,null,20852,null,2585,null,15649,null,2070,null,1531406,null,845,null,296521,null,486,null,292979,null,1121,null,3542,null,1141,null,1242,null,589,null,2300,null,906,null,1234885,null,689,null,1188920,null,3149,null,45965,null,3087,null,25114,null,2379,null,20851,null,2105,null,0400000US41,Oregon,41
10151098,null,3598,null,4934100,null,2031,null,1061706,null,1448,null,1051293,null,2240,null,10413,null,1927,null,4446,null,1154,null,5967,null,1506,null,3872394,null,1214,null,3769977,null,5221,null,102417,null,5130,null,60751,null,3847,null,41666,null,3908,null,5216998,null,2141,null,1008872,null,1261,null,998299,null,1878,null,10573,null,1856,null,3338,null,828,null,7235,null,1675,null,4208126,null,1527,null,4092074,null,5010,null,116052,null,4982,null,74574,null,4397,null,41478,null,2917,null,0400000US42,Pennsylvania,42
833827,null,1532,null,401370,null,775,null,81833,null,270,null,81248,null,492,null,585,null,395,null,209,null,200,null,376,null,421,null,319537,null,638,null,300479,null,1896,null,19058,null,1934,null,11586,null,1468,null,7472,null,1434,null,432457,null,1112,null,77078,null,545,null,76136,null,795,null,942,null,513,null,654,null,432,null,288,null,335,null,355379,null,778,null,333819,null,2585,null,21560,null,2432,null,14947,null,2093,null,6613,null,1599,null,0400000US44,Rhode Island,44
2872159,null,1848,null,1406386,null,1472,null,311448,null,1270,null,308014,null,1850,null,3434,null,1489,null,1979,null,1104,null,1455,null,873,null,1094938,null,897,null,1072267,null,2453,null,22671,null,2423,null,11963,null,1695,null,10708,null,1579,null,1465773,null,1707,null,294357,null,1398,null,291462,null,1814,null,2895,null,1019,null,708,null,382,null,2187,null,883,null,1171416,null,603,null,1145943,null,2372,null,25473,null,2312,null,11449,null,1544,null,14024,null,1751,null,0400000US45,South Carolina,45
688783,null,1138,null,342626,null,1177,null,79193,null,1071,null,78762,null,1108,null,431,null,315,null,109,null,134,null,322,null,284,null,263433,null,532,null,260995,null,849,null,2438,null,861,null,1501,null,675,null,937,null,462,null,346157,null,1226,null,74948,null,1050,null,74627,null,1046,null,321,null,254,null,75,null,99,null,246,null,245,null,271209,null,678,null,268924,null,863,null,2285,null,681,null,1528,null,487,null,757,null,402,null,0400000US46,South Dakota,46
4749310,null,1534,null,2317883,null,1967,null,526564,null,1620,null,523929,null,1922,null,2635,null,1063,null,1100,null,597,null,1535,null,884,null,1791319,null,794,null,1765513,null,2728,null,25806,null,2624,null,14480,null,1909,null,11326,null,1903,null,2431427,null,1700,null,502527,null,1667,null,499220,null,1831,null,3307,null,877,null,1184,null,526,null,2123,null,732,null,1928900,null,368,null,1900107,null,3110,null,28793,null,3085,null,16025,null,2105,null,12768,null,2008,null,0400000US47,Tennessee,47
11405417,null,5712,null,5618697,null,4322,null,1269582,null,3507,null,1256023,null,3988,null,13559,null,2117,null,3501,null,926,null,10058,null,1844,null,4349115,null,2585,null,4218868,null,6301,null,130247,null,5558,null,63473,null,3592,null,66774,null,4419,null,5786720,null,4470,null,1202681,null,3740,null,1189930,null,4129,null,12751,null,2431,null,3490,null,1008,null,9261,null,2005,null,4584039,null,2173,null,4441680,null,6315,null,142359,null,6180,null,78274,null,4922,null,64085,null,3817,null,0400000US48,Texas,48
2174405,null,865,null,1089678,null,443,null,326448,null,278,null,324291,null,1053,null,2157,null,991,null,852,null,517,null,1305,null,887,null,763230,null,320,null,746396,null,2191,null,16834,null,2161,null,9235,null,1525,null,7599,null,1608,null,1084727,null,673,null,307174,null,402,null,305155,null,820,null,2019,null,765,null,782,null,573,null,1237,null,593,null,777553,null,525,null,757263,null,2348,null,20290,null,2226,null,10311,null,1379,null,9979,null,1875,null,0400000US49,Utah,49
591489,null,321,null,290921,null,302,null,62794,null,207,null,62416,null,361,null,378,null,280,null,31,null,38,null,347,null,273,null,228127,null,224,null,222062,null,1036,null,6065,null,1022,null,3049,null,517,null,3016,null,777,null,300568,null,290,null,59189,null,238,null,58845,null,336,null,344,null,239,null,191,null,159,null,153,null,181,null,241379,null,191,null,233344,null,984,null,8035,null,969,null,4931,null,722,null,3104,null,738,null,0400000US50,Vermont,50
5174855,null,3346,null,2543578,null,3138,null,563713,null,2967,null,556684,null,3156,null,7029,null,1170,null,1756,null,561,null,5273,null,1188,null,1979865,null,1137,null,1908541,null,4310,null,71324,null,4225,null,38440,null,3225,null,32884,null,2942,null,2631277,null,2997,null,533828,null,2639,null,525707,null,2949,null,8121,null,1646,null,2426,null,856,null,5695,null,1436,null,2097449,null,1091,null,2010524,null,4618,null,86925,null,4706,null,48454,null,3634,null,38471,null,3008,null,0400000US51,Virginia,51
4908774,null,2495,null,2433206,null,1602,null,526709,null,1058,null,517219,null,2683,null,9490,null,2447,null,1964,null,859,null,7526,null,2103,null,1906497,null,1039,null,1819670,null,5141,null,86827,null,5113,null,41106,null,3377,null,45721,null,3789,null,2475568,null,2181,null,498287,null,1186,null,483447,null,3486,null,14840,null,3115,null,3097,null,1178,null,11743,null,2979,null,1977281,null,1497,null,1866792,null,6193,null,110489,null,5904,null,55587,null,3806,null,54902,null,4255,null,0400000US53,Washington,53
1696951,null,1591,null,827078,null,2145,null,180208,null,1973,null,179602,null,2034,null,606,null,421,null,385,null,319,null,221,null,246,null,646870,null,711,null,642978,null,1416,null,3892,null,1185,null,2283,null,834,null,1609,null,691,null,869873,null,1803,null,172896,null,1721,null,172467,null,1769,null,429,null,380,null,328,null,353,null,101,null,123,null,696977,null,637,null,692315,null,1238,null,4662,null,966,null,2825,null,612,null,1837,null,722,null,0400000US54,West Virginia,54
4779285,null,1190,null,2366915,null,980,null,523971,null,583,null,521239,null,1035,null,2732,null,840,null,1375,null,494,null,1357,null,626,null,1842944,null,900,null,1810220,null,3552,null,32724,null,3369,null,19048,null,2370,null,13676,null,2179,null,2412370,null,986,null,497182,null,602,null,493620,null,1179,null,3562,null,1115,null,2147,null,743,null,1415,null,748,null,1915188,null,736,null,1880879,null,2901,null,34309,null,2861,null,21353,null,1880,null,12956,null,1906,null,0400000US55,Wisconsin,55
457260,null,364,null,231434,null,1206,null,53335,null,1110,null,53165,null,1135,null,170,null,201,null,0,null,259,null,170,null,201,null,178099,null,247,null,176461,null,706,null,1638,null,681,null,1043,null,524,null,595,null,404,null,225826,null,1136,null,48760,null,1136,null,48645,null,1153,null,115,null,141,null,61,null,105,null,54,null,93,null,177066,null,9,null,173590,null,962,null,3476,null,960,null,1969,null,757,null,1507,null,584,null,0400000US56,Wyoming,56
41963,null,3812,null,22101,null,2770,null,3389,null,1184,null,3331,null,1191,null,58,null,102,null,0,null,283,null,58,null,102,null,18712,null,2408,null,15973,null,2049,null,2739,null,1041,null,1464,null,728,null,1275,null,726,null,19862,null,2520,null,4404,null,1393,null,4349,null,1383,null,55,null,93,null,0,null,283,null,55,null,93,null,15458,null,2037,null,13056,null,1905,null,2402,null,814,null,1273,null,540,null,1129,null,635,null,0400000US72,Puerto Rico,72
