B10051A_001E,B10051A_001EA,B10051A_001M,B10051A_001MA,B10051A_002E,B10051A_002EA,B10051A_002M,B10051A_002MA,B10051A_003E,B10051A_003EA,B10051A_003M,B10051A_003MA,B10051A_004E,B10051A_004EA,B10051A_004M,B10051A_004MA,B10051A_005E,B10051A_005EA,B10051A_005M,B10051A_005MA,B10051A_006E,B10051A_006EA,B10051A_006M,B10051A_006MA,B10051A_007E,B10051A_007EA,B10051A_007M,B10051A_007MA,GEO_ID,NAME,state
63966,null,4508,null,32579,null,3645,null,21643,null,2775,null,10936,null,1993,null,31387,null,3032,null,16740,null,2620,null,14647,null,2011,null,0400000US01,Alabama,01
7441,null,1785,null,2392,null,958,null,1706,null,828,null,686,null,366,null,5049,null,1626,null,2016,null,845,null,3033,null,1429,null,0400000US02,Alaska,02
97232,null,6495,null,40914,null,3952,null,28132,null,3329,null,12782,null,2276,null,56318,null,5653,null,29333,null,4343,null,26985,null,3608,null,0400000US04,Arizona,04
46159,null,4400,null,26831,null,3213,null,18333,null,2584,null,8498,null,1466,null,19328,null,2578,null,11802,null,1983,null,7526,null,1397,null,0400000US05,Arkansas,05
459594,null,14228,null,145203,null,6577,null,88489,null,5299,null,56714,null,3757,null,314391,null,12308,null,146985,null,8879,null,167406,null,7597,null,0400000US06,California,06
60569,null,5473,null,25411,null,2864,null,17877,null,2738,null,7534,null,1261,null,35158,null,4232,null,18228,null,2964,null,16930,null,2587,null,0400000US08,Colorado,08
38878,null,4292,null,11861,null,2080,null,7475,null,1513,null,4386,null,1253,null,27017,null,3026,null,11654,null,2058,null,15363,null,2141,null,0400000US09,Connecticut,09
10929,null,2097,null,4376,null,1170,null,2664,null,832,null,1712,null,803,null,6553,null,1473,null,2746,null,929,null,3807,null,1262,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
254405,null,13391,null,92742,null,7070,null,58411,null,5189,null,34331,null,3548,null,161663,null,10747,null,64304,null,6002,null,97359,null,7180,null,0400000US12,Florida,12
112374,null,6677,null,49559,null,5035,null,33040,null,3783,null,16519,null,2476,null,62815,null,5498,null,32692,null,4093,null,30123,null,3186,null,0400000US13,Georgia,13
5626,null,1060,null,1681,null,674,null,962,null,469,null,719,null,374,null,3945,null,961,null,1299,null,506,null,2646,null,863,null,0400000US15,Hawaii,15
17593,null,2459,null,7541,null,1296,null,5462,null,1121,null,2079,null,575,null,10052,null,1750,null,6109,null,1594,null,3943,null,953,null,0400000US16,Idaho,16
128801,null,6397,null,50657,null,4302,null,33297,null,3414,null,17360,null,2403,null,78144,null,5306,null,35248,null,3770,null,42896,null,3660,null,0400000US17,Illinois,17
84224,null,4997,null,40272,null,3871,null,28599,null,3102,null,11673,null,1850,null,43952,null,3723,null,25123,null,2778,null,18829,null,2535,null,0400000US18,Indiana,18
27101,null,2746,null,11465,null,1736,null,7988,null,1309,null,3477,null,995,null,15636,null,2260,null,11464,null,2059,null,4172,null,960,null,0400000US19,Iowa,19
32059,null,3441,null,14143,null,2162,null,9638,null,1702,null,4505,null,1043,null,17916,null,2448,null,9139,null,1894,null,8777,null,1578,null,0400000US20,Kansas,20
72052,null,4929,null,40139,null,3671,null,28590,null,3198,null,11549,null,1992,null,31913,null,3310,null,15990,null,2332,null,15923,null,2653,null,0400000US21,Kentucky,21
56644,null,3993,null,30105,null,3045,null,20385,null,2727,null,9720,null,1617,null,26539,null,2886,null,14350,null,2185,null,12189,null,1963,null,0400000US22,Louisiana,22
15063,null,2230,null,7060,null,1571,null,4532,null,1383,null,2528,null,891,null,8003,null,1366,null,3583,null,826,null,4420,null,1055,null,0400000US23,Maine,23
55125,null,4160,null,20179,null,2644,null,12610,null,2278,null,7569,null,1517,null,34946,null,3302,null,14689,null,2096,null,20257,null,2581,null,0400000US24,Maryland,24
75639,null,5104,null,19444,null,2519,null,11767,null,1941,null,7677,null,1378,null,56195,null,4424,null,19537,null,2260,null,36658,null,4025,null,0400000US25,Massachusetts,25
106069,null,5480,null,47833,null,3918,null,32169,null,3006,null,15664,null,2312,null,58236,null,4304,null,31061,null,2739,null,27175,null,2914,null,0400000US26,Michigan,26
37622,null,3315,null,17650,null,2176,null,12480,null,1983,null,5170,null,955,null,19972,null,2341,null,11611,null,1861,null,8361,null,1320,null,0400000US27,Minnesota,27
34962,null,3417,null,20546,null,3051,null,13699,null,2282,null,6847,null,1663,null,14416,null,1947,null,7761,null,1576,null,6655,null,1340,null,0400000US28,Mississippi,28
74907,null,4861,null,34425,null,2694,null,23160,null,2288,null,11265,null,1535,null,40482,null,4222,null,22752,null,3073,null,17730,null,2115,null,0400000US29,Missouri,29
9110,null,1486,null,4573,null,1034,null,2150,null,633,null,2423,null,663,null,4537,null,1140,null,2237,null,795,null,2300,null,771,null,0400000US30,Montana,30
15946,null,2426,null,7075,null,1431,null,5188,null,1173,null,1887,null,586,null,8871,null,1802,null,5374,null,1431,null,3497,null,970,null,0400000US31,Nebraska,31
35922,null,4062,null,13628,null,2270,null,8091,null,1634,null,5537,null,1264,null,22294,null,3458,null,13288,null,2555,null,9006,null,1922,null,0400000US32,Nevada,32
17733,null,2207,null,6596,null,1445,null,4798,null,1219,null,1798,null,673,null,11137,null,1910,null,5443,null,1500,null,5694,null,1307,null,0400000US33,New Hampshire,33
91801,null,5286,null,24175,null,3146,null,15199,null,2543,null,8976,null,1907,null,67626,null,4537,null,21934,null,2731,null,45692,null,3597,null,0400000US34,New Jersey,34
26409,null,3291,null,14481,null,2426,null,9611,null,1992,null,4870,null,1260,null,11928,null,1885,null,6941,null,1656,null,4987,null,918,null,0400000US35,New Mexico,35
179731,null,6908,null,55751,null,4099,null,35871,null,3413,null,19880,null,2390,null,123980,null,6297,null,44784,null,4509,null,79196,null,4973,null,0400000US36,New York,36
94112,null,6702,null,48179,null,4925,null,31185,null,3727,null,16994,null,2334,null,45933,null,4504,null,23176,null,3542,null,22757,null,2750,null,0400000US37,North Carolina,37
3123,null,712,null,1572,null,602,null,1153,null,525,null,419,null,302,null,1551,null,491,null,859,null,398,null,692,null,313,null,0400000US38,North Dakota,38
144669,null,7899,null,64512,null,4880,null,44099,null,3814,null,20413,null,2492,null,80157,null,5752,null,42736,null,4530,null,37421,null,3526,null,0400000US39,Ohio,39
54284,null,4312,null,30545,null,3663,null,20012,null,2889,null,10533,null,1586,null,23739,null,2418,null,13060,null,1874,null,10679,null,1554,null,0400000US40,Oklahoma,40
48484,null,4421,null,20068,null,2727,null,14779,null,2284,null,5289,null,1217,null,28416,null,3245,null,11978,null,1933,null,16438,null,2495,null,0400000US41,Oregon,41
148551,null,6510,null,55066,null,4372,null,36598,null,3373,null,18468,null,2424,null,93485,null,5430,null,40030,null,3295,null,53455,null,4192,null,0400000US42,Pennsylvania,42
13753,null,2133,null,3049,null,960,null,2166,null,945,null,883,null,418,null,10704,null,1961,null,5625,null,1476,null,5079,null,1154,null,0400000US44,Rhode Island,44
49720,null,4319,null,23557,null,3098,null,16130,null,2520,null,7427,null,1574,null,26163,null,2804,null,13218,null,2219,null,12945,null,1926,null,0400000US45,South Carolina,45
5336,null,1116,null,2793,null,870,null,1789,null,736,null,1004,null,510,null,2543,null,869,null,1674,null,779,null,869,null,439,null,0400000US46,South Dakota,46
