B10051A_001E,B10051A_001EA,B10051A_001M,B10051A_001MA,B10051A_002E,B10051A_002EA,B10051A_002M,B10051A_002MA,B10051A_003E,B10051A_003EA,B10051A_003M,B10051A_003MA,B10051A_004E,B10051A_004EA,B10051A_004M,B10051A_004MA,B10051A_005E,B10051A_005EA,B10051A_005M,B10051A_005MA,B10051A_006E,B10051A_006EA,B10051A_006M,B10051A_006MA,B10051A_007E,B10051A_007EA,B10051A_007M,B10051A_007MA,GEO_ID,NAME,state
93427,null,6308,null,50618,null,4445,null,33915,null,3563,null,16703,null,2550,null,42809,null,4161,null,22887,null,2805,null,19922,null,2639,null,0400000US47,Tennessee,47
399591,null,11134,null,180794,null,7720,null,124064,null,6687,null,56730,null,3729,null,218797,null,8627,null,111868,null,6955,null,106929,null,6148,null,0400000US48,Texas,48
40428,null,3422,null,14122,null,1797,null,7396,null,1251,null,6726,null,1192,null,26306,null,2778,null,14774,null,2267,null,11532,null,1596,null,0400000US49,Utah,49
4900,null,1055,null,2117,null,723,null,1495,null,677,null,622,null,305,null,2783,null,785,null,1172,null,458,null,1611,null,584,null,0400000US50,Vermont,50
86682,null,5433,null,36189,null,3344,null,25048,null,2458,null,11141,null,2129,null,50493,null,4388,null,22883,null,2716,null,27610,null,3162,null,0400000US51,Virginia,51
71182,null,4461,null,28689,null,3122,null,18150,null,2439,null,10539,null,1832,null,42493,null,3731,null,21002,null,2699,null,21491,null,2736,null,0400000US53,Washington,53
33223,null,3463,null,19003,null,2623,null,12321,null,2244,null,6682,null,1520,null,14220,null,1926,null,7295,null,1413,null,6925,null,1550,null,0400000US54,West Virginia,54
44718,null,3141,null,16844,null,2038,null,12266,null,1673,null,4578,null,942,null,27874,null,2963,null,16515,null,2645,null,11359,null,1598,null,0400000US55,Wisconsin,55
7297,null,1730,null,3714,null,1518,null,3270,null,1504,null,444,null,237,null,3583,null,972,null,2367,null,874,null,1216,null,508,null,0400000US56,Wyoming,56
90037,null,5165,null,41685,null,3251,null,24924,null,2697,null,16761,null,1756,null,48352,null,3448,null,21437,null,2243,null,26915,null,2772,null,0400000US72,Puerto Rico,72
