B25118_001E,B25118_001EA,B25118_001M,B25118_001MA,B25118_002E,B25118_002EA,B25118_002M,B25118_002MA,B25118_003E,B25118_003EA,B25118_003M,B25118_003MA,B25118_004E,B25118_004EA,B25118_004M,B25118_004MA,B25118_005E,B25118_005EA,B25118_005M,B25118_005MA,B25118_006E,B25118_006EA,B25118_006M,B25118_006MA,B25118_007E,B25118_007EA,B25118_007M,B25118_007MA,B25118_008E,B25118_008EA,B25118_008M,B25118_008MA,B25118_009E,B25118_009EA,B25118_009M,B25118_009MA,B25118_010E,B25118_010EA,B25118_010M,B25118_010MA,B25118_011E,B25118_011EA,B25118_011M,B25118_011MA,B25118_012E,B25118_012EA,B25118_012M,B25118_012MA,B25118_013E,B25118_013EA,B25118_013M,B25118_013MA,B25118_014E,B25118_014EA,B25118_014M,B25118_014MA,B25118_015E,B25118_015EA,B25118_015M,B25118_015MA,B25118_016E,B25118_016EA,B25118_016M,B25118_016MA,B25118_017E,B25118_017EA,B25118_017M,B25118_017MA,B25118_018E,B25118_018EA,B25118_018M,B25118_018MA,B25118_019E,B25118_019EA,B25118_019M,B25118_019MA,B25118_020E,B25118_020EA,B25118_020M,B25118_020MA,B25118_021E,B25118_021EA,B25118_021M,B25118_021MA,B25118_022E,B25118_022EA,B25118_022M,B25118_022MA,B25118_023E,B25118_023EA,B25118_023M,B25118_023MA,B25118_024E,B25118_024EA,B25118_024M,B25118_024MA,B25118_025E,B25118_025EA,B25118_025M,B25118_025MA,GEO_ID,NAME,state
1816313,null,9214,null,1287825,null,11794,null,26801,null,2444,null,48434,null,3207,null,71710,null,4441,null,71255,null,4908,null,74248,null,3973,null,144363,null,5907,null,196283,null,6105,null,257108,null,6733,null,174180,null,6403,null,145422,null,4722,null,78021,null,3911,null,528488,null,10257,null,42607,null,3434,null,72270,null,4211,null,71288,null,4547,null,54344,null,3843,null,46854,null,3710,null,71692,null,4376,null,74283,null,4550,null,61032,null,4535,null,20489,null,2637,null,9959,null,1479,null,3670,null,971,null,0400000US01,Alabama,01
236421,null,2731,null,149018,null,3290,null,1959,null,620,null,2234,null,519,null,2976,null,697,null,3293,null,597,null,5195,null,993,null,7909,null,1337,null,15470,null,1742,null,30368,null,2249,null,25431,null,2027,null,34626,null,2456,null,19557,null,2056,null,87403,null,3597,null,2278,null,672,null,3814,null,986,null,7655,null,1244,null,4584,null,994,null,5626,null,1084,null,11025,null,1633,null,14277,null,1825,null,18077,null,2257,null,11495,null,1618,null,5912,null,1251,null,2660,null,863,null,0400000US02,Alaska,02
2251546,null,9458,null,1533145,null,12918,null,30290,null,2675,null,33725,null,2629,null,55981,null,3260,null,56584,null,3461,null,68144,null,4185,null,147144,null,5516,null,221598,null,7287,null,321447,null,8287,null,234937,null,7133,null,221567,null,6605,null,141728,null,5119,null,718401,null,12688,null,39269,null,3656,null,46113,null,3971,null,59839,null,4544,null,60262,null,5101,null,63747,null,4284,null,118488,null,5988,null,126847,null,6214,null,116375,null,6726,null,46486,null,3963,null,29476,null,3175,null,11499,null,2036,null,0400000US04,Arizona,04
1102734,null,8133,null,746839,null,10273,null,12770,null,1694,null,29123,null,2433,null,44534,null,2674,null,42924,null,2693,null,43312,null,2923,null,89559,null,4091,null,126866,null,4723,null,154001,null,5148,null,89635,null,4254,null,74884,null,4148,null,39231,null,2599,null,355895,null,8224,null,24771,null,2691,null,50439,null,3192,null,46657,null,2955,null,37356,null,3238,null,33873,null,3064,null,54054,null,3864,null,50333,null,4047,null,39354,null,3314,null,12281,null,2091,null,5320,null,1309,null,1457,null,521,null,0400000US05,Arkansas,05
12200672,null,20297,null,7076972,null,24937,null,91342,null,4647,null,99589,null,4859,null,190572,null,5927,null,197356,null,5643,null,236814,null,6697,null,489911,null,10818,null,764720,null,12223,null,1276334,null,15279,null,1060873,null,14943,null,1379192,null,19124,null,1290269,null,13533,null,5123700,null,28871,null,204266,null,8460,null,265141,null,8868,null,422470,null,11701,null,378245,null,9281,null,366753,null,9836,null,650117,null,13434,null,821747,null,16330,null,918851,null,19736,null,487715,null,13023,null,407256,null,11401,null,201139,null,7225,null,0400000US06,California,06
1859965,null,9746,null,1280207,null,11127,null,15833,null,2107,null,23498,null,2588,null,36280,null,2574,null,37481,null,2794,null,45109,null,3777,null,97411,null,4583,null,170591,null,5078,null,272399,null,7222,null,207381,null,6845,null,222572,null,6075,null,151652,null,4891,null,579758,null,10271,null,36973,null,3281,null,46298,null,4080,null,52040,null,3889,null,46915,null,4146,null,48902,null,3892,null,84221,null,4501,null,101498,null,5470,null,90445,null,5122,null,39879,null,3492,null,22856,null,2762,null,9731,null,1666,null,0400000US08,Colorado,08
1320714,null,5183,null,924839,null,7954,null,7200,null,1272,null,9271,null,1533,null,17942,null,1806,null,23404,null,2342,null,26687,null,2294,null,52796,null,2847,null,100239,null,4438,null,171871,null,5104,null,149530,null,5307,null,193652,null,6893,null,172247,null,4647,null,395875,null,7185,null,19474,null,2643,null,30702,null,2917,null,35590,null,2917,null,32657,null,3210,null,28689,null,3033,null,52518,null,3985,null,62854,null,4163,null,66395,null,4327,null,33394,null,3204,null,21935,null,2237,null,11667,null,1768,null,0400000US09,Connecticut,09
328477,null,3041,null,238141,null,4151,null,5041,null,1139,null,4127,null,898,null,6114,null,1165,null,9360,null,1449,null,8671,null,1146,null,20597,null,2300,null,30126,null,2682,null,50315,null,3016,null,36715,null,2751,null,41454,null,2379,null,25621,null,2015,null,90336,null,3436,null,5637,null,1331,null,6621,null,1422,null,7523,null,1497,null,6860,null,1320,null,6330,null,1359,null,13035,null,2107,null,17885,null,2118,null,14424,null,1943,null,6745,null,1325,null,3884,null,1053,null,1392,null,568,null,0400000US10,Delaware,10
251039,null,2911,null,111813,null,2883,null,1983,null,779,null,1315,null,534,null,2891,null,895,null,3065,null,887,null,3132,null,906,null,5972,null,1167,null,9455,null,1331,null,17760,null,1645,null,14316,null,1611,null,20009,null,1816,null,31915,null,2258,null,139226,null,3601,null,11809,null,1799,null,10362,null,1620,null,10900,null,1572,null,8285,null,1499,null,9556,null,1509,null,16760,null,2270,null,21448,null,2023,null,19769,null,2085,null,12228,null,1765,null,11768,null,1581,null,6341,null,1297,null,0400000US11,District of Columbia,11
7088960,null,21361,null,5005708,null,26411,null,95981,null,5314,null,124780,null,5348,null,222289,null,6394,null,228090,null,7381,null,261059,null,9079,null,519164,null,10936,null,744901,null,11914,null,1031460,null,14074,null,676215,null,13663,null,651686,null,12881,null,450083,null,9508,null,2083252,null,21269,null,105912,null,5004,null,153479,null,7386,null,176428,null,7968,null,169347,null,8980,null,183886,null,7832,null,319864,null,11147,null,370971,null,10225,null,348440,null,10428,null,139807,null,7236,null,83923,null,5051,null,31195,null,2987,null,0400000US12,Florida,12
3417115,null,14784,null,2341965,null,17528,null,41058,null,3590,null,63023,null,4119,null,89343,null,4444,null,88312,null,4082,null,93014,null,4789,null,212032,null,6639,null,334783,null,9409,null,496719,null,11883,null,345498,null,7911,null,344874,null,7523,null,233309,null,6127,null,1075150,null,12173,null,75140,null,4906,null,93666,null,5788,null,97484,null,5214,null,96407,null,5547,null,96272,null,5079,null,163175,null,6669,null,188744,null,7871,null,160739,null,6611,null,58473,null,3895,null,30438,null,2606,null,14612,null,2330,null,0400000US13,Georgia,13
439685,null,3621,null,261918,null,5659,null,3825,null,892,null,3520,null,936,null,5799,null,1020,null,4758,null,926,null,8123,null,1170,null,15302,null,1914,null,26276,null,2491,null,54171,null,3394,null,44283,null,3485,null,56464,null,4175,null,39397,null,2832,null,177767,null,4965,null,8573,null,1664,null,9571,null,1376,null,9348,null,1556,null,9968,null,1542,null,9479,null,1494,null,20590,null,2770,null,30079,null,2754,null,36335,null,2888,null,21874,null,2752,null,16237,null,2200,null,5713,null,1012,null,0400000US15,Hawaii,15
560567,null,4368,null,403904,null,6149,null,5447,null,1058,null,8482,null,1184,null,15754,null,1386,null,15775,null,1817,null,20439,null,2150,null,46513,null,2776,null,67487,null,2878,null,94585,null,4567,null,58194,null,3119,null,44658,null,3059,null,26570,null,2207,null,156663,null,5790,null,6940,null,1322,null,12437,null,1589,null,16096,null,2008,null,14062,null,1933,null,16578,null,2073,null,27228,null,2937,null,28386,null,3459,null,22244,null,2514,null,7777,null,1561,null,3528,null,908,null,1387,null,563,null,0400000US16,Idaho,16
4759579,null,13538,null,3334539,null,17121,null,41037,null,2770,null,53433,null,3376,null,98942,null,4194,null,115676,null,5462,null,135693,null,4714,null,267308,null,7309,null,443368,null,10384,null,710085,null,10669,null,529751,null,10731,null,545077,null,9560,null,394169,null,9001,null,1425040,null,15932,null,101723,null,5941,null,129212,null,5748,null,140314,null,5941,null,127670,null,5731,null,114362,null,5163,null,204904,null,8119,null,216367,null,7321,null,215465,null,8074,null,93425,null,5064,null,57934,null,4290,null,23664,null,2532,null,0400000US17,Illinois,17
2462278,null,10822,null,1763734,null,13721,null,23394,null,2265,null,33055,null,2708,null,60620,null,3533,null,70105,null,3700,null,79520,null,3861,null,184411,null,6013,null,281048,null,6663,null,424029,null,9078,null,276998,null,6593,null,221352,null,6881,null,109202,null,4355,null,698544,null,10682,null,49672,null,3869,null,68339,null,3741,null,78895,null,4985,null,67647,null,3778,null,60140,null,4351,null,115678,null,5321,null,115786,null,5194,null,91724,null,5041,null,32692,null,3120,null,13712,null,2212,null,4259,null,1031,null,0400000US18,Indiana,18
1214353,null,5829,null,894841,null,8409,null,10359,null,1508,null,18353,null,1554,null,33467,null,2718,null,40241,null,2611,null,44949,null,2956,null,94000,null,3808,null,139941,null,4760,null,218537,null,6201,null,139331,null,4805,null,104793,null,4103,null,50870,null,2608,null,319512,null,6976,null,19791,null,2084,null,31441,null,2557,null,39517,null,2896,null,32629,null,2892,null,31138,null,3210,null,51789,null,3476,null,48707,null,3778,null,42436,null,2813,null,13157,null,2035,null,6268,null,1179,null,2639,null,725,null,0400000US19,Iowa,19
1088835,null,6197,null,763887,null,8440,null,9002,null,1132,null,14149,null,1587,null,26821,null,2109,null,32576,null,2453,null,35903,null,2715,null,75861,null,4180,null,120855,null,4402,null,167181,null,5546,null,115391,null,4876,null,103551,null,4523,null,62597,null,2975,null,324948,null,6818,null,20664,null,2190,null,28205,null,2240,null,30254,null,2791,null,31129,null,2281,null,34133,null,2569,null,54277,null,4131,null,55492,null,3235,null,46250,null,3635,null,15963,null,2175,null,6462,null,1327,null,2119,null,840,null,0400000US20,Kansas,20
1655767,null,11246,null,1170947,null,13354,null,25209,null,2307,null,50482,null,3482,null,66652,null,4365,null,64704,null,3669,null,65292,null,3624,null,126654,null,4627,null,180924,null,6330,null,236977,null,7601,null,162137,null,4703,null,128384,null,4943,null,63532,null,3132,null,484820,null,9603,null,35810,null,2940,null,70886,null,4123,null,54566,null,3863,null,50041,null,3185,null,44546,null,3979,null,72882,null,5459,null,73829,null,5073,null,54825,null,4147,null,17739,null,2093,null,7066,null,1351,null,2630,null,710,null,0400000US21,Kentucky,21
1597111,null,7810,null,1085054,null,10659,null,25882,null,2409,null,43127,null,3271,null,62535,null,3871,null,55600,null,3438,null,60021,null,3947,null,117875,null,4275,null,158194,null,5942,null,207915,null,6847,null,143952,null,4740,null,135551,null,5447,null,74402,null,3587,null,512057,null,9217,null,43784,null,3136,null,63502,null,3773,null,64269,null,3606,null,49976,null,3792,null,45181,null,3456,null,67574,null,4185,null,74706,null,4162,null,58627,null,4099,null,25160,null,2759,null,13858,null,1738,null,5420,null,1071,null,0400000US22,Louisiana,22
543952,null,5337,null,402257,null,5711,null,5985,null,1123,null,10047,null,1179,null,16777,null,1389,null,18947,null,1451,null,21366,null,1881,null,42752,null,2885,null,64572,null,2814,null,93486,null,3407,null,57559,null,2559,null,47088,null,3211,null,23678,null,1924,null,141695,null,5173,null,5589,null,1237,null,19562,null,2164,null,17030,null,1999,null,15089,null,2081,null,13602,null,1775,null,20845,null,2278,null,21239,null,2094,null,19447,null,2300,null,5666,null,1164,null,2434,null,691,null,1192,null,551,null,0400000US23,Maine,23
2082458,null,8390,null,1456103,null,10748,null,15872,null,1851,null,18414,null,2144,null,30395,null,2490,null,31950,null,2532,null,41942,null,3055,null,86870,null,4582,null,141414,null,5746,null,265436,null,7112,null,236544,null,6617,null,309383,null,7778,null,277883,null,6515,null,626355,null,9915,null,26832,null,2844,null,41740,null,2938,null,45649,null,4025,null,39389,null,3555,null,41471,null,3408,null,78254,null,5350,null,108487,null,5007,null,122945,null,6001,null,60245,null,4476,null,45310,null,3695,null,16033,null,2326,null,0400000US24,Maryland,24
2449133,null,9336,null,1594159,null,12154,null,17512,null,2342,null,17592,null,2264,null,39164,null,2542,null,39670,null,3210,null,48319,null,3100,null,102755,null,4688,null,164168,null,6460,null,287566,null,8672,null,260611,null,7996,null,338431,null,7230,null,278371,null,6652,null,854974,null,11198,null,44889,null,3460,null,89673,null,4898,null,83255,null,4864,null,65158,null,4009,null,57241,null,3882,null,100549,null,5518,null,122302,null,5421,null,140353,null,5674,null,77553,null,4180,null,50641,null,4017,null,23360,null,2914,null,0400000US25,Massachusetts,25
3849007,null,11121,null,2880401,null,15379,null,46695,null,3059,null,65551,null,3327,null,110023,null,4706,null,119255,null,5093,null,140122,null,4814,null,297336,null,8286,null,435321,null,8323,null,621735,null,10894,null,419861,null,9047,null,405977,null,6878,null,218525,null,5803,null,968606,null,12230,null,82831,null,4502,null,111730,null,4682,null,111758,null,4855,null,97195,null,4941,null,86210,null,5006,null,145625,null,6239,null,141288,null,6042,null,119692,null,5302,null,39677,null,3334,null,22279,null,2368,null,10321,null,1455,null,0400000US26,Michigan,26
2062681,null,7707,null,1551989,null,10480,null,15537,null,1570,null,24810,null,1807,null,43471,null,2446,null,45750,null,2111,null,54285,null,2846,null,125379,null,3769,null,217337,null,6204,null,353968,null,7496,null,261336,null,5883,null,253038,null,5788,null,157078,null,4306,null,510692,null,8490,null,27152,null,2574,null,51894,null,3869,null,53162,null,2919,null,48114,null,3120,null,45019,null,3280,null,77728,null,4236,null,88028,null,4151,null,73155,null,4285,null,27740,null,2638,null,13484,null,1625,null,5216,null,1105,null,0400000US27,Minnesota,27
