B18025_001E,B18025_001EA,B18025_001M,B18025_001MA,B18025_002E,B18025_002EA,B18025_002M,B18025_002MA,B18025_003E,B18025_003EA,B18025_003M,B18025_003MA,B18025_004E,B18025_004EA,B18025_004M,B18025_004MA,B18025_005E,B18025_005EA,B18025_005M,B18025_005MA,B18025_006E,B18025_006EA,B18025_006M,B18025_006MA,B18025_007E,B18025_007EA,B18025_007M,B18025_007MA,B18025_008E,B18025_008EA,B18025_008M,B18025_008MA,B18025_009E,B18025_009EA,B18025_009M,B18025_009MA,B18025_010E,B18025_010EA,B18025_010M,B18025_010MA,B18025_011E,B18025_011EA,B18025_011M,B18025_011MA,B18025_012E,B18025_012EA,B18025_012M,B18025_012MA,B18025_013E,B18025_013EA,B18025_013M,B18025_013MA,B18025_014E,B18025_014EA,B18025_014M,B18025_014MA,B18025_015E,B18025_015EA,B18025_015M,B18025_015MA,B18025_016E,B18025_016EA,B18025_016M,B18025_016MA,B18025_017E,B18025_017EA,B18025_017M,B18025_017MA,B18025_018E,B18025_018EA,B18025_018M,B18025_018MA,B18025_019E,B18025_019EA,B18025_019M,B18025_019MA,B18025_020E,B18025_020EA,B18025_020M,B18025_020MA,B18025_021E,B18025_021EA,B18025_021M,B18025_021MA,B18025_022E,B18025_022EA,B18025_022M,B18025_022MA,B18025_023E,B18025_023EA,B18025_023M,B18025_023MA,B18025_024E,B18025_024EA,B18025_024M,B18025_024MA,B18025_025E,B18025_025EA,B18025_025M,B18025_025MA,B18025_026E,B18025_026EA,B18025_026M,B18025_026MA,B18025_027E,B18025_027EA,B18025_027M,B18025_027MA,B18025_028E,B18025_028EA,B18025_028M,B18025_028MA,B18025_029E,B18025_029EA,B18025_029M,B18025_029MA,B18025_030E,B18025_030EA,B18025_030M,B18025_030MA,B18025_031E,B18025_031EA,B18025_031M,B18025_031MA,GEO_ID,NAME,state
2956627,null,5820,null,152504,null,6341,null,65514,null,4716,null,14163,null,2449,null,2171,null,826,null,11992,null,2325,null,51351,null,3769,null,7467,null,1550,null,43884,null,3101,null,86990,null,4556,null,14706,null,2206,null,1980,null,753,null,12726,null,2061,null,72284,null,3891,null,8044,null,1658,null,64240,null,3754,null,2804123,null,9013,null,1365052,null,7136,null,550683,null,6271,null,383861,null,7684,null,166822,null,5463,null,814369,null,4372,null,646388,null,5605,null,167981,null,4858,null,1439071,null,5863,null,571281,null,4590,null,330641,null,7591,null,240640,null,6877,null,867790,null,5080,null,567807,null,8342,null,299983,null,6604,null,0400000US01,Alabama,01
457758,null,2791,null,13604,null,1985,null,4577,null,972,null,1245,null,549,null,464,null,361,null,781,null,398,null,3332,null,757,null,392,null,239,null,2940,null,797,null,9027,null,1527,null,1035,null,559,null,176,null,192,null,859,null,484,null,7992,null,1390,null,1328,null,589,null,6664,null,1262,null,444154,null,2923,null,229114,null,2544,null,93427,null,2610,null,64257,null,2851,null,29170,null,2412,null,135687,null,2272,null,108309,null,2555,null,27378,null,2204,null,215040,null,2014,null,87895,null,1867,null,52882,null,2100,null,35013,null,2368,null,127145,null,1672,null,92719,null,2277,null,34426,null,2128,null,0400000US02,Alaska,02
3958827,null,4939,null,122233,null,6351,null,52746,null,4048,null,16154,null,2498,null,1910,null,687,null,14244,null,2487,null,36592,null,3458,null,6714,null,1611,null,29878,null,2988,null,69487,null,4857,null,14183,null,2193,null,2935,null,1305,null,11248,null,1755,null,55304,null,4383,null,6906,null,1537,null,48398,null,4254,null,3836594,null,8403,null,1932484,null,5566,null,836149,null,5263,null,614867,null,8354,null,221282,null,7880,null,1096335,null,3831,null,885125,null,6942,null,211210,null,6311,null,1904110,null,5678,null,782700,null,3907,null,473657,null,8321,null,309043,null,7695,null,1121410,null,4684,null,741092,null,7297,null,380318,null,6946,null,0400000US04,Arizona,04
1783300,null,4047,null,84388,null,4643,null,38555,null,3314,null,7903,null,1516,null,1648,null,682,null,6255,null,1331,null,30652,null,2748,null,3835,null,965,null,26817,null,2683,null,45833,null,3376,null,8381,null,1819,null,1799,null,804,null,6582,null,1441,null,37452,null,2833,null,3720,null,764,null,33732,null,2631,null,1698912,null,6311,null,834481,null,5113,null,340742,null,4781,null,234044,null,5847,null,106698,null,4765,null,493739,null,4142,null,388154,null,5263,null,105585,null,4721,null,864431,null,4841,null,343945,null,3930,null,204147,null,5038,null,139798,null,4480,null,520486,null,4500,null,350505,null,6975,null,169981,null,7022,null,0400000US05,Arkansas,05
23813857,null,10948,null,647789,null,15010,null,288947,null,9229,null,74795,null,4506,null,15080,null,2153,null,59715,null,4008,null,214152,null,8822,null,34346,null,2907,null,179806,null,8429,null,358842,null,10458,null,65060,null,4645,null,12625,null,2004,null,52435,null,4368,null,293782,null,9163,null,40447,null,3073,null,253335,null,8426,null,23166068,null,18283,null,11640538,null,13929,null,4960458,null,10987,null,3419772,null,17951,null,1540686,null,16101,null,6680080,null,10629,null,5509171,null,19500,null,1170909,null,19484,null,11525530,null,12068,null,4775113,null,8999,null,2756486,null,18404,null,2018627,null,20201,null,6750417,null,9870,null,4498790,null,20055,null,2251627,null,19014,null,0400000US06,California,06
3244377,null,4392,null,80868,null,5389,null,37560,null,3267,null,10697,null,2093,null,3200,null,1189,null,7497,null,1727,null,26863,null,2636,null,4402,null,1020,null,22461,null,2489,null,43308,null,3711,null,8706,null,1474,null,1746,null,629,null,6960,null,1216,null,34602,null,3336,null,4711,null,1209,null,29891,null,3041,null,3163509,null,7067,null,1603924,null,5086,null,652008,null,4648,null,494428,null,6315,null,157580,null,6271,null,951916,null,4300,null,815400,null,6119,null,136516,null,5691,null,1559585,null,4583,null,612848,null,3737,null,399563,null,6789,null,213285,null,6339,null,946737,null,4725,null,684851,null,7161,null,261886,null,6609,null,0400000US08,Colorado,08
2280955,null,3659,null,54192,null,3421,null,24610,null,2545,null,7966,null,1358,null,1752,null,718,null,6214,null,1312,null,16644,null,2108,null,3915,null,969,null,12729,null,2003,null,29582,null,2774,null,5199,null,1090,null,1736,null,711,null,3463,null,895,null,24383,null,2530,null,3605,null,804,null,20778,null,2435,null,2226763,null,4502,null,1093065,null,3930,null,397599,null,3641,null,278201,null,5667,null,119398,null,5121,null,695466,null,2847,null,599071,null,4223,null,96395,null,4299,null,1133698,null,3540,null,399149,null,2559,null,260675,null,4166,null,138474,null,4796,null,734549,null,2757,null,543608,null,6028,null,190941,null,5555,null,0400000US09,Connecticut,09
557332,null,1905,null,15684,null,2118,null,6163,null,1173,null,1682,null,746,null,66,null,110,null,1616,null,729,null,4481,null,808,null,1297,null,539,null,3184,null,669,null,9521,null,1679,null,1502,null,719,null,354,null,336,null,1148,null,624,null,8019,null,1371,null,1267,null,506,null,6752,null,1242,null,541648,null,2691,null,262182,null,1845,null,100327,null,1587,null,72010,null,2288,null,28317,null,2243,null,161855,null,1376,null,132269,null,2639,null,29586,null,2385,null,279466,null,1951,null,107054,null,1401,null,70004,null,2867,null,37050,null,2781,null,172412,null,1766,null,122046,null,3095,null,50366,null,2928,null,0400000US10,Delaware,10
404199,null,1682,null,9001,null,1411,null,3966,null,971,null,644,null,514,null,322,null,402,null,322,null,275,null,3322,null,834,null,238,null,235,null,3084,null,803,null,5035,null,1101,null,358,null,317,null,65,null,108,null,293,null,294,null,4677,null,1124,null,738,null,413,null,3939,null,1039,null,395198,null,2049,null,184966,null,2030,null,85267,null,1656,null,54980,null,2346,null,30287,null,2509,null,99699,null,1339,null,77274,null,2594,null,22425,null,2306,null,210232,null,1675,null,99723,null,1488,null,67133,null,2860,null,32590,null,2566,null,110509,null,1194,null,78498,null,2582,null,32011,null,2520,null,0400000US11,District of Columbia,11
11362681,null,10312,null,339719,null,9881,null,152101,null,6473,null,34628,null,3790,null,7128,null,1746,null,27500,null,3353,null,117473,null,6062,null,17776,null,2530,null,99697,null,6105,null,187618,null,6913,null,30370,null,3022,null,7141,null,1504,null,23229,null,2511,null,157248,null,6239,null,23056,null,2058,null,134192,null,5786,null,11022962,null,12475,null,5426358,null,9203,null,2094999,null,10646,null,1484605,null,12845,null,610394,null,13160,null,3331359,null,8990,null,2714946,null,14311,null,616413,null,12167,null,5596604,null,10702,null,2068912,null,7797,null,1289255,null,12303,null,779657,null,13723,null,3527692,null,7710,null,2430093,null,15836,null,1097599,null,15229,null,0400000US12,Florida,12
