B01001I_001E,B01001I_001EA,B01001I_001M,B01001I_001MA,B01001I_002E,B01001I_002EA,B01001I_002M,B01001I_002MA,B01001I_003E,B01001I_003EA,B01001I_003M,B01001I_003MA,B01001I_004E,B01001I_004EA,B01001I_004M,B01001I_004MA,B01001I_005E,B01001I_005EA,B01001I_005M,B01001I_005MA,B01001I_006E,B01001I_006EA,B01001I_006M,B01001I_006MA,B01001I_007E,B01001I_007EA,B01001I_007M,B01001I_007MA,B01001I_008E,B01001I_008EA,B01001I_008M,B01001I_008MA,B01001I_009E,B01001I_009EA,B01001I_009M,B01001I_009MA,B01001I_010E,B01001I_010EA,B01001I_010M,B01001I_010MA,B01001I_011E,B01001I_011EA,B01001I_011M,B01001I_011MA,B01001I_012E,B01001I_012EA,B01001I_012M,B01001I_012MA,B01001I_013E,B01001I_013EA,B01001I_013M,B01001I_013MA,B01001I_014E,B01001I_014EA,B01001I_014M,B01001I_014MA,B01001I_015E,B01001I_015EA,B01001I_015M,B01001I_015MA,B01001I_016E,B01001I_016EA,B01001I_016M,B01001I_016MA,B01001I_017E,B01001I_017EA,B01001I_017M,B01001I_017MA,B01001I_018E,B01001I_018EA,B01001I_018M,B01001I_018MA,B01001I_019E,B01001I_019EA,B01001I_019M,B01001I_019MA,B01001I_020E,B01001I_020EA,B01001I_020M,B01001I_020MA,B01001I_021E,B01001I_021EA,B01001I_021M,B01001I_021MA,B01001I_022E,B01001I_022EA,B01001I_022M,B01001I_022MA,B01001I_023E,B01001I_023EA,B01001I_023M,B01001I_023MA,B01001I_024E,B01001I_024EA,B01001I_024M,B01001I_024MA,B01001I_025E,B01001I_025EA,B01001I_025M,B01001I_025MA,B01001I_026E,B01001I_026EA,B01001I_026M,B01001I_026MA,B01001I_027E,B01001I_027EA,B01001I_027M,B01001I_027MA,B01001I_028E,B01001I_028EA,B01001I_028M,B01001I_028MA,B01001I_029E,B01001I_029EA,B01001I_029M,B01001I_029MA,B01001I_030E,B01001I_030EA,B01001I_030M,B01001I_030MA,B01001I_031E,B01001I_031EA,B01001I_031M,B01001I_031MA,GEO_ID,NAME,state
729116,null,3314,null,414818,null,3721,null,53215,null,2234,null,40573,null,2909,null,29321,null,3142,null,16235,null,1738,null,12345,null,1754,null,38940,null,2694,null,50405,null,2189,null,49275,null,2054,null,72862,null,3149,null,31991,null,1642,null,13004,null,1169,null,4661,null,1273,null,1624,null,612,null,367,null,327,null,314298,null,3835,null,50706,null,1858,null,35663,null,2995,null,28625,null,2636,null,12952,null,1370,null,8306,null,1213,null,23501,null,1793,null,31010,null,1675,null,31199,null,1398,null,45585,null,2338,null,24775,null,1777,null,11078,null,1340,null,5966,null,1141,null,3127,null,1041,null,1805,null,1097,null,0400000US13,Georgia,13
105171,null,0,*****,55137,null,926,null,7035,null,329,null,4696,null,889,null,5139,null,940,null,2682,null,295,null,1415,null,192,null,6462,null,646,null,6061,null,598,null,4540,null,384,null,7726,null,612,null,4506,null,281,null,2665,null,310,null,1590,null,545,null,306,null,279,null,314,null,422,null,50034,null,926,null,6237,null,327,null,4478,null,749,null,4677,null,1051,null,2542,null,267,null,1725,null,530,null,3964,null,562,null,4760,null,583,null,3714,null,435,null,6402,null,487,null,5555,null,466,null,2814,null,333,null,1933,null,417,null,739,null,387,null,494,null,351,null,0400000US15,Hawaii,15
147427,null,0,*****,78645,null,1453,null,9238,null,558,null,9039,null,1292,null,8093,null,1114,null,4892,null,738,null,2739,null,706,null,6021,null,1075,null,7796,null,1070,null,7134,null,872,null,11451,null,1247,null,7155,null,1124,null,3268,null,670,null,1193,null,426,null,515,null,340,null,111,null,148,null,68782,null,1454,null,9166,null,735,null,8632,null,1160,null,6628,null,1180,null,4754,null,814,null,2609,null,716,null,5333,null,895,null,5147,null,701,null,5504,null,755,null,10183,null,1148,null,5227,null,971,null,3049,null,695,null,1719,null,659,null,831,null,449,null,0,null,257,null,0400000US16,Idaho,16
1917420,null,1850,null,1014834,null,2268,null,110029,null,852,null,94647,null,3656,null,90067,null,3718,null,47628,null,759,null,31919,null,961,null,87993,null,1586,null,106372,null,1421,null,105479,null,1934,null,156980,null,1932,null,98518,null,1238,null,51409,null,1001,null,22400,null,728,null,9524,null,938,null,1869,null,648,null,902586,null,1812,null,104286,null,1072,null,90846,null,4133,null,85308,null,4014,null,45093,null,752,null,30628,null,1079,null,73507,null,1254,null,82338,null,1124,null,82666,null,1094,null,129649,null,1341,null,87859,null,1312,null,48407,null,882,null,24975,null,1220,null,13191,null,1500,null,3833,null,1030,null,0400000US17,Illinois,17
312863,null,1435,null,169029,null,2478,null,22427,null,1177,null,18890,null,1452,null,12318,null,1459,null,6302,null,1130,null,5269,null,1048,null,13205,null,1560,null,19314,null,1838,null,18149,null,1591,null,27138,null,1708,null,14088,null,1394,null,7022,null,814,null,2774,null,564,null,1773,null,512,null,360,null,314,null,143834,null,2401,null,18734,null,1213,null,17527,null,1574,null,11119,null,1273,null,8298,null,1047,null,4686,null,810,null,12065,null,1416,null,13718,null,1257,null,12152,null,1170,null,20693,null,1336,null,12538,null,1082,null,6773,null,823,null,2897,null,534,null,2009,null,463,null,625,null,428,null,0400000US18,Indiana,18
119716,null,1637,null,63068,null,1790,null,8544,null,1128,null,6464,null,863,null,6206,null,973,null,3105,null,650,null,1696,null,526,null,4864,null,843,null,6579,null,1091,null,6323,null,1103,null,8632,null,1216,null,6329,null,1439,null,2972,null,892,null,1006,null,541,null,255,null,176,null,93,null,107,null,56648,null,2121,null,8319,null,969,null,6430,null,970,null,5723,null,845,null,2836,null,769,null,2118,null,595,null,4512,null,999,null,5600,null,871,null,4513,null,959,null,7125,null,1065,null,4436,null,692,null,2536,null,723,null,1374,null,621,null,703,null,449,null,423,null,312,null,0400000US19,Iowa,19
242787,null,687,null,126883,null,1831,null,14185,null,583,null,13693,null,1335,null,12222,null,1225,null,6426,null,884,null,3841,null,833,null,11059,null,1211,null,12210,null,736,null,13080,null,1285,null,20857,null,1583,null,10915,null,1217,null,5451,null,611,null,1971,null,559,null,940,null,326,null,33,null,51,null,115904,null,1835,null,14687,null,960,null,12022,null,1187,null,12874,null,1478,null,6970,null,943,null,3934,null,762,null,9492,null,1007,null,9796,null,907,null,9517,null,1017,null,17566,null,1141,null,8999,null,1274,null,5510,null,772,null,2711,null,565,null,1541,null,589,null,285,null,199,null,0400000US20,Kansas,20
89771,null,2384,null,50611,null,2843,null,5928,null,1319,null,5659,null,1284,null,2925,null,913,null,1757,null,629,null,1551,null,634,null,6945,null,1433,null,6573,null,1068,null,5014,null,905,null,8730,null,1421,null,3063,null,743,null,1801,null,613,null,368,null,288,null,134,null,133,null,163,null,153,null,39160,null,2473,null,6516,null,1294,null,6116,null,1048,null,2094,null,856,null,1634,null,793,null,1370,null,474,null,3397,null,929,null,3439,null,904,null,3143,null,728,null,5454,null,1068,null,2915,null,733,null,1825,null,584,null,846,null,443,null,279,null,234,null,132,null,213,null,0400000US21,Kentucky,21
134085,null,1380,null,69854,null,2334,null,5257,null,959,null,6014,null,1283,null,4702,null,990,null,3479,null,950,null,2744,null,877,null,6135,null,1081,null,6108,null,1180,null,6897,null,996,null,10952,null,1404,null,8569,null,1341,null,4060,null,583,null,2891,null,697,null,1678,null,574,null,368,null,394,null,64231,null,2106,null,6383,null,847,null,4612,null,862,null,4733,null,1135,null,2853,null,764,null,1907,null,763,null,5476,null,924,null,4934,null,879,null,4664,null,909,null,9940,null,1450,null,7764,null,927,null,3796,null,664,null,3461,null,720,null,2814,null,950,null,894,null,339,null,0400000US22,Louisiana,22
14953,null,778,null,7676,null,1032,null,1017,null,544,null,682,null,371,null,772,null,306,null,546,null,362,null,377,null,269,null,1081,null,514,null,606,null,328,null,388,null,288,null,968,null,365,null,438,null,329,null,546,null,410,null,124,null,138,null,131,null,175,null,0,null,226,null,7277,null,1018,null,386,null,260,null,762,null,300,null,634,null,392,null,263,null,199,null,373,null,273,null,836,null,538,null,422,null,225,null,305,null,272,null,1571,null,608,null,751,null,470,null,501,null,368,null,211,null,235,null,262,null,209,null,0,null,226,null,0400000US23,Maine,23
354969,null,8,null,187004,null,1603,null,21800,null,943,null,14416,null,1639,null,14941,null,1783,null,7685,null,702,null,5572,null,722,null,16804,null,887,null,20619,null,918,null,20521,null,1031,null,31992,null,1354,null,18079,null,805,null,8696,null,814,null,3606,null,703,null,1995,null,425,null,278,null,213,null,167965,null,1605,null,20622,null,884,null,14630,null,1428,null,13797,null,1489,null,7287,null,645,null,4980,null,744,null,11326,null,962,null,14917,null,683,null,17683,null,1135,null,26317,null,1117,null,17810,null,1149,null,9129,null,628,null,5526,null,611,null,3106,null,511,null,835,null,505,null,0400000US24,Maryland,24
527109,null,91,null,262703,null,668,null,25871,null,415,null,22998,null,1574,null,24204,null,1554,null,14916,null,450,null,10101,null,673,null,25507,null,900,null,25522,null,737,null,24313,null,985,null,41058,null,905,null,26176,null,1010,null,12266,null,331,null,6092,null,921,null,2880,null,860,null,799,null,560,null,264406,null,674,null,25408,null,471,null,21587,null,1752,null,23805,null,1724,null,14488,null,463,null,9285,null,1219,null,22966,null,1359,null,23845,null,686,null,23993,null,1048,null,41182,null,942,null,28593,null,673,null,16260,null,679,null,8384,null,761,null,3345,null,659,null,1265,null,509,null,0400000US25,Massachusetts,25
401009,null,1245,null,212712,null,1866,null,22487,null,1169,null,21494,null,1570,null,19387,null,1562,null,11188,null,914,null,8116,null,1137,null,18686,null,1466,null,20147,null,1325,null,20705,null,1321,null,31506,null,1801,null,19420,null,1295,null,12141,null,1081,null,4346,null,676,null,2773,null,539,null,316,null,268,null,188297,null,2029,null,19720,null,1019,null,21078,null,1831,null,18276,null,1771,null,10753,null,1121,null,6926,null,1066,null,13320,null,1167,null,16517,null,1256,null,17100,null,1421,null,27325,null,1636,null,17327,null,1176,null,10572,null,874,null,5663,null,679,null,3202,null,706,null,518,null,404,null,0400000US26,Michigan,26
204789,null,856,null,112240,null,1791,null,14487,null,854,null,10789,null,1453,null,10591,null,1306,null,5224,null,754,null,3103,null,715,null,9193,null,1131,null,12530,null,1259,null,12365,null,994,null,17252,null,1335,null,8990,null,1099,null,5228,null,636,null,1575,null,550,null,722,null,477,null,191,null,187,null,92549,null,1756,null,13818,null,909,null,9858,null,1308,null,9739,null,1319,null,4241,null,587,null,2469,null,622,null,6877,null,1082,null,10089,null,994,null,9996,null,997,null,12196,null,1207,null,6487,null,841,null,4195,null,738,null,1136,null,487,null,1007,null,480,null,441,null,288,null,0400000US27,Minnesota,27
52515,null,2855,null,31155,null,2426,null,2515,null,779,null,2828,null,1066,null,1972,null,649,null,2165,null,990,null,1888,null,682,null,4457,null,1200,null,3526,null,927,null,3389,null,1034,null,4265,null,1238,null,2438,null,776,null,1005,null,540,null,449,null,320,null,258,null,249,null,0,null,289,null,21360,null,1913,null,1606,null,654,null,1923,null,846,null,1915,null,688,null,1108,null,621,null,322,null,321,null,2097,null,728,null,2034,null,733,null,1890,null,670,null,2673,null,880,null,2813,null,982,null,1530,null,620,null,562,null,335,null,533,null,526,null,354,null,332,null,0400000US28,Mississippi,28
176878,null,1500,null,89946,null,2053,null,10157,null,1088,null,9701,null,1260,null,7695,null,1279,null,5006,null,845,null,4159,null,1099,null,7902,null,1122,null,8717,null,842,null,7456,null,1015,null,12899,null,1158,null,8964,null,1183,null,4261,null,838,null,1995,null,692,null,556,null,345,null,478,null,349,null,86932,null,1940,null,11157,null,1015,null,11141,null,1390,null,7016,null,1086,null,4404,null,961,null,3750,null,825,null,6424,null,1073,null,6881,null,1133,null,7292,null,1108,null,12093,null,1326,null,7652,null,1227,null,5048,null,928,null,2379,null,638,null,1449,null,566,null,246,null,183,null,0400000US29,Missouri,29
25513,null,908,null,13627,null,1167,null,1555,null,562,null,2009,null,740,null,1319,null,426,null,722,null,445,null,1170,null,830,null,938,null,562,null,793,null,522,null,514,null,292,null,2015,null,819,null,1156,null,470,null,1023,null,418,null,148,null,160,null,233,null,179,null,32,null,51,null,11886,null,1086,null,2054,null,633,null,1339,null,523,null,878,null,374,null,393,null,254,null,677,null,355,null,1467,null,591,null,921,null,497,null,1050,null,632,null,1766,null,664,null,731,null,434,null,296,null,189,null,119,null,103,null,195,null,174,null,0,null,233,null,0400000US30,Montana,30
132477,null,685,null,71132,null,1599,null,9305,null,1002,null,7485,null,1154,null,7349,null,1294,null,3692,null,708,null,2394,null,617,null,5931,null,1087,null,5925,null,724,null,6567,null,907,null,11769,null,1210,null,6966,null,914,null,1962,null,652,null,1285,null,507,null,470,null,509,null,32,null,57,null,61345,null,1551,null,8044,null,1074,null,6896,null,1223,null,6956,null,1048,null,3681,null,655,null,2149,null,605,null,4145,null,844,null,5555,null,900,null,6579,null,1108,null,6999,null,697,null,6240,null,1116,null,2308,null,555,null,1226,null,443,null,369,null,213,null,198,null,185,null,0400000US31,Nebraska,31
644485,null,0,*****,338491,null,1969,null,38788,null,438,null,35015,null,2155,null,31930,null,2203,null,17695,null,1092,null,8755,null,836,null,25598,null,1394,null,34445,null,870,null,33906,null,775,null,54726,null,1007,null,30944,null,734,null,15421,null,869,null,7275,null,619,null,3511,null,637,null,482,null,392,null,305994,null,1969,null,37646,null,598,null,34275,null,2433,null,32374,null,2417,null,17294,null,716,null,8692,null,877,null,20530,null,1310,null,26538,null,507,null,27810,null,1031,null,43487,null,698,null,28304,null,583,null,16015,null,381,null,7727,null,434,null,3977,null,756,null,1325,null,656,null,0400000US32,Nevada,32
32621,null,534,null,16684,null,780,null,1715,null,366,null,1534,null,653,null,1800,null,611,null,822,null,459,null,964,null,411,null,945,null,322,null,1386,null,357,null,1787,null,756,null,3262,null,865,null,1223,null,531,null,593,null,312,null,497,null,248,null,100,null,120,null,56,null,104,null,15937,null,843,null,1394,null,284,null,1440,null,779,null,1606,null,592,null,724,null,582,null,852,null,467,null,1201,null,523,null,1514,null,603,null,755,null,530,null,3267,null,730,null,1866,null,590,null,693,null,311,null,533,null,392,null,92,null,119,null,0,null,253,null,0400000US33,New Hampshire,33
1382029,null,0,*****,705194,null,1068,null,67934,null,291,null,52749,null,2811,null,54835,null,2806,null,33332,null,557,null,21498,null,1074,null,55873,null,1139,null,67003,null,758,null,66359,null,557,null,121049,null,667,null,82875,null,597,null,45532,null,856,null,24526,null,1397,null,9619,null,1063,null,2010,null,740,null,676835,null,1068,null,65356,null,399,null,51335,null,2850,null,50432,null,2873,null,29481,null,580,null,19647,null,647,null,51401,null,986,null,53011,null,637,null,56727,null,772,null,113055,null,1002,null,84297,null,864,null,51606,null,946,null,30088,null,1065,null,15434,null,1212,null,4965,null,1112,null,0400000US34,New Jersey,34
874685,null,0,*****,435812,null,1470,null,37706,null,914,null,38338,null,2537,null,37344,null,2733,null,22885,null,1024,null,16195,null,1768,null,34426,null,1545,null,34992,null,1580,null,32160,null,1531,null,59170,null,1986,null,53658,null,1610,null,33396,null,778,null,21363,null,1024,null,10869,null,994,null,3310,null,886,null,438873,null,1470,null,39663,null,880,null,35417,null,1792,null,34629,null,1743,null,22675,null,1010,null,14543,null,1391,null,34476,null,1492,null,33205,null,1456,null,29599,null,1411,null,59937,null,1471,null,54351,null,1444,null,35111,null,748,null,24164,null,915,null,15175,null,1252,null,5928,null,1080,null,0400000US35,New Mexico,35
3159732,null,1400,null,1562408,null,2207,null,138943,null,1069,null,120057,null,3952,null,122914,null,3815,null,78601,null,1049,null,52530,null,1011,null,132554,null,1686,null,147540,null,1456,null,137659,null,1364,null,249467,null,1621,null,181769,null,1301,null,111125,null,799,null,56758,null,825,null,26326,null,1281,null,6165,null,1161,null,1597324,null,2135,null,136946,null,1097,null,113376,null,4191,null,118957,null,4159,null,74567,null,1048,null,55062,null,1713,null,127154,null,1597,null,126188,null,1201,null,124137,null,908,null,248393,null,1289,null,199087,null,1341,null,134942,null,792,null,78323,null,596,null,44472,null,1586,null,15720,null,1520,null,0400000US36,New York,36
639623,null,3812,null,360070,null,4409,null,47732,null,2076,null,33530,null,1993,null,28863,null,2861,null,11045,null,1425,null,11137,null,1965,null,36186,null,2314,null,41471,null,2677,null,44688,null,2696,null,64378,null,3227,null,25690,null,2359,null,10656,null,1493,null,3080,null,909,null,1519,null,877,null,95,null,165,null,279553,null,5235,null,45202,null,2536,null,36165,null,2453,null,21999,null,2306,null,13529,null,1335,null,9026,null,2033,null,20241,null,1775,null,28610,null,1541,null,29474,null,1775,null,40466,null,2882,null,19370,null,1857,null,9241,null,1186,null,3859,null,854,null,1934,null,676,null,437,null,315,null,0400000US37,North Carolina,37
9704,null,782,null,5170,null,954,null,519,null,339,null,489,null,276,null,226,null,189,null,241,null,237,null,583,null,473,null,930,null,444,null,255,null,213,null,648,null,439,null,633,null,433,null,85,null,101,null,494,null,386,null,38,null,45,null,29,null,61,null,0,null,203,null,4534,null,1015,null,659,null,387,null,269,null,140,null,585,null,368,null,136,null,144,null,44,null,73,null,911,null,526,null,557,null,470,null,232,null,256,null,614,null,425,null,135,null,238,null,232,null,218,null,90,null,123,null,70,null,96,null,0,null,203,null,0400000US38,North Dakota,38
281940,null,2007,null,147354,null,2680,null,17274,null,895,null,14334,null,1481,null,13403,null,1307,null,8094,null,1001,null,5381,null,888,null,10941,null,1147,null,13222,null,1316,null,13446,null,1285,null,22255,null,1730,null,14748,null,1325,null,6932,null,865,null,4549,null,870,null,2039,null,683,null,736,null,388,null,134586,null,2349,null,15637,null,1069,null,14966,null,1583,null,11102,null,1188,null,5933,null,1127,null,5126,null,1390,null,11020,null,1530,null,10823,null,1253,null,12476,null,1205,null,17462,null,1261,null,13717,null,1254,null,7550,null,1114,null,5493,null,958,null,2660,null,680,null,621,null,319,null,0400000US39,Ohio,39
259867,null,1067,null,141221,null,1856,null,18931,null,1147,null,15291,null,1734,null,13501,null,1251,null,6852,null,829,null,4713,null,1033,null,12072,null,1427,null,14896,null,1397,null,15274,null,1216,null,18902,null,1096,null,11334,null,782,null,6744,null,786,null,1880,null,442,null,817,null,427,null,14,null,25,null,118646,null,1931,null,16586,null,1276,null,14516,null,1454,null,10097,null,1256,null,6206,null,686,null,4408,null,693,null,8978,null,914,null,11330,null,780,null,9498,null,928,null,15972,null,1110,null,11269,null,1116,null,4796,null,791,null,3169,null,831,null,1591,null,492,null,230,null,217,null,0400000US40,Oklahoma,40
396145,null,0,*****,214640,null,1917,null,23450,null,1209,null,23145,null,1985,null,20207,null,2131,null,11396,null,956,null,6052,null,939,null,16916,null,1285,null,24045,null,1411,null,24242,null,1414,null,33999,null,1448,null,18000,null,1261,null,8412,null,1144,null,3504,null,926,null,996,null,481,null,276,null,240,null,181505,null,1916,null,25075,null,1395,null,21562,null,1784,null,17723,null,1844,null,9370,null,904,null,5940,null,1111,null,12614,null,1122,null,19162,null,1196,null,16345,null,1425,null,25335,null,1726,null,13811,null,1050,null,8223,null,884,null,4309,null,946,null,1676,null,595,null,360,null,274,null,0400000US41,Oregon,41
554348,null,953,null,286184,null,2161,null,33762,null,1102,null,29210,null,2030,null,25752,null,2115,null,15826,null,1296,null,11766,null,1471,null,27044,null,1958,null,24921,null,1438,null,22966,null,1275,null,42289,null,1756,null,28004,null,1404,null,13414,null,1375,null,7728,null,1263,null,2743,null,840,null,759,null,490,null,268164,null,2004,null,31341,null,889,null,26539,null,2339,null,25900,null,2235,null,13805,null,1128,null,10542,null,1399,null,21225,null,1602,null,20707,null,1039,null,21468,null,1335,null,39653,null,1485,null,26725,null,1281,null,15472,null,1042,null,8462,null,1126,null,5198,null,947,null,1127,null,388,null,0400000US42,Pennsylvania,42
