B05003F_001E,B05003F_001EA,B05003F_001M,B05003F_001MA,B05003F_002E,B05003F_002EA,B05003F_002M,B05003F_002MA,B05003F_003E,B05003F_003EA,B05003F_003M,B05003F_003MA,B05003F_004E,B05003F_004EA,B05003F_004M,B05003F_004MA,B05003F_005E,B05003F_005EA,B05003F_005M,B05003F_005MA,B05003F_006E,B05003F_006EA,B05003F_006M,B05003F_006MA,B05003F_007E,B05003F_007EA,B05003F_007M,B05003F_007MA,B05003F_008E,B05003F_008EA,B05003F_008M,B05003F_008MA,B05003F_009E,B05003F_009EA,B05003F_009M,B05003F_009MA,B05003F_010E,B05003F_010EA,B05003F_010M,B05003F_010MA,B05003F_011E,B05003F_011EA,B05003F_011M,B05003F_011MA,B05003F_012E,B05003F_012EA,B05003F_012M,B05003F_012MA,B05003F_013E,B05003F_013EA,B05003F_013M,B05003F_013MA,B05003F_014E,B05003F_014EA,B05003F_014M,B05003F_014MA,B05003F_015E,B05003F_015EA,B05003F_015M,B05003F_015MA,B05003F_016E,B05003F_016EA,B05003F_016M,B05003F_016MA,B05003F_017E,B05003F_017EA,B05003F_017M,B05003F_017MA,B05003F_018E,B05003F_018EA,B05003F_018M,B05003F_018MA,B05003F_019E,B05003F_019EA,B05003F_019M,B05003F_019MA,B05003F_020E,B05003F_020EA,B05003F_020M,B05003F_020MA,B05003F_021E,B05003F_021EA,B05003F_021M,B05003F_021MA,B05003F_022E,B05003F_022EA,B05003F_022M,B05003F_022MA,B05003F_023E,B05003F_023EA,B05003F_023M,B05003F_023MA,GEO_ID,NAME,state
34689,null,3695,null,19235,null,2504,null,5749,null,1403,null,4281,null,1219,null,1468,null,785,null,207,null,180,null,1261,null,760,null,13486,null,1881,null,3017,null,828,null,10469,null,1561,null,1497,null,747,null,8972,null,1394,null,15454,null,1952,null,6630,null,1368,null,4941,null,1191,null,1689,null,603,null,201,null,218,null,1488,null,590,null,8824,null,1146,null,2973,null,848,null,5851,null,987,null,994,null,464,null,4857,null,953,null,0400000US01,Alabama,01
15531,null,2952,null,8658,null,1851,null,2031,null,843,null,1846,null,793,null,185,null,175,null,128,null,170,null,57,null,71,null,6627,null,1364,null,3535,null,891,null,3092,null,1091,null,1020,null,549,null,2072,null,896,null,6873,null,1471,null,2280,null,724,null,2267,null,725,null,13,null,28,null,13,null,28,null,0,null,237,null,4593,null,1021,null,1921,null,684,null,2672,null,758,null,1178,null,611,null,1494,null,547,null,0400000US02,Alaska,02
677188,null,21346,null,353056,null,13001,null,123451,null,7264,null,106919,null,6659,null,16532,null,2969,null,559,null,393,null,15973,null,2931,null,229605,null,8124,null,107747,null,5893,null,121858,null,6594,null,25169,null,3007,null,96689,null,5917,null,324132,null,11077,null,115818,null,6312,null,102111,null,6235,null,13707,null,2807,null,324,null,250,null,13383,null,2757,null,208314,null,7143,null,110258,null,6564,null,98056,null,4995,null,23451,null,2832,null,74605,null,4379,null,0400000US04,Arizona,04
63856,null,5827,null,34793,null,3561,null,14249,null,2048,null,11684,null,2121,null,2565,null,915,null,124,null,128,null,2441,null,894,null,20544,null,2699,null,5550,null,2068,null,14994,null,1995,null,3073,null,922,null,11921,null,1927,null,29063,null,2964,null,11970,null,1795,null,9983,null,1685,null,1987,null,734,null,258,null,229,null,1729,null,698,null,17093,null,1772,null,4511,null,1116,null,12582,null,1627,null,2449,null,907,null,10133,null,1520,null,0400000US05,Arkansas,05
6096927,null,64388,null,3150747,null,36340,null,1028316,null,20217,null,934432,null,20032,null,93884,null,4799,null,7849,null,1651,null,86035,null,4792,null,2122431,null,23054,null,772619,null,14630,null,1349812,null,21426,null,384702,null,12144,null,965110,null,19164,null,2946180,null,35848,null,979564,null,17622,null,891340,null,17078,null,88224,null,6305,null,9152,null,1643,null,79072,null,5977,null,1966616,null,23285,null,788321,null,18153,null,1178295,null,18750,null,392830,null,10106,null,785465,null,17137,null,0400000US06,California,06
302807,null,14246,null,159275,null,8302,null,50221,null,4034,null,46649,null,3892,null,3572,null,1280,null,210,null,194,null,3362,null,1254,null,109054,null,6179,null,64740,null,4424,null,44314,null,4870,null,8133,null,1466,null,36181,null,4525,null,143532,null,7449,null,46502,null,4005,null,42866,null,3740,null,3636,null,1091,null,308,null,318,null,3328,null,1069,null,97030,null,4887,null,66648,null,3816,null,30382,null,3566,null,6811,null,1343,null,23571,null,3297,null,0400000US08,Colorado,08
189379,null,9599,null,95433,null,5463,null,27503,null,2551,null,25651,null,2373,null,1852,null,774,null,451,null,413,null,1401,null,702,null,67930,null,4653,null,36761,null,3016,null,31169,null,4646,null,7116,null,1491,null,24053,null,4146,null,93946,null,5817,null,27979,null,2691,null,26076,null,2630,null,1903,null,724,null,76,null,90,null,1827,null,720,null,65967,null,4138,null,40845,null,3620,null,25122,null,3132,null,8195,null,1796,null,16927,null,2767,null,0400000US09,Connecticut,09
18623,null,2783,null,10101,null,1835,null,3519,null,1289,null,2820,null,1175,null,699,null,503,null,80,null,136,null,619,null,482,null,6582,null,942,null,1849,null,606,null,4733,null,696,null,779,null,435,null,3954,null,743,null,8522,null,1560,null,3951,null,1110,null,3442,null,1040,null,509,null,300,null,139,null,182,null,370,null,271,null,4571,null,863,null,1564,null,571,null,3007,null,725,null,376,null,224,null,2631,null,746,null,0400000US10,Delaware,10
27591,null,3508,null,14681,null,2150,null,3226,null,896,null,2614,null,924,null,612,null,447,null,109,null,181,null,503,null,429,null,11455,null,1789,null,2475,null,1053,null,8980,null,1921,null,2607,null,1394,null,6373,null,1785,null,12910,null,2090,null,3632,null,989,null,3064,null,1059,null,568,null,577,null,134,null,257,null,434,null,540,null,9278,null,1409,null,1928,null,811,null,7350,null,1413,null,2567,null,999,null,4783,null,1512,null,0400000US11,District of Columbia,11
740050,null,25344,null,394839,null,15391,null,115887,null,7705,null,102033,null,7260,null,13854,null,2336,null,1070,null,461,null,12784,null,2288,null,278952,null,10802,null,93518,null,5412,null,185434,null,9100,null,49917,null,4607,null,135517,null,7499,null,345211,null,13250,null,106424,null,6889,null,93834,null,6310,null,12590,null,2203,null,1434,null,672,null,11156,null,2074,null,238787,null,8752,null,96374,null,5568,null,142413,null,6428,null,57939,null,4661,null,84474,null,5296,null,0400000US12,Florida,12
