C11001G_001E,C11001G_001EA,C11001G_001M,C11001G_001MA,C11001G_002E,C11001G_002EA,C11001G_002M,C11001G_002MA,C11001G_003E,C11001G_003EA,C11001G_003M,C11001G_003MA,C11001G_004E,C11001G_004EA,C11001G_004M,C11001G_004MA,C11001G_005E,C11001G_005EA,C11001G_005M,C11001G_005MA,GEO_ID,NAME,state
17128,null,1926,null,11307,null,1644,null,8041,null,1326,null,3266,null,889,null,5821,null,1200,null,0400000US01,Alabama,01
9844,null,1435,null,6171,null,1016,null,3160,null,765,null,3011,null,696,null,3673,null,1012,null,0400000US02,Alaska,02
31338,null,2985,null,19978,null,2308,null,13212,null,1623,null,6766,null,1408,null,11360,null,1706,null,0400000US04,Arizona,04
13414,null,1802,null,8459,null,1332,null,5799,null,1035,null,2660,null,808,null,4955,null,1327,null,0400000US05,Arkansas,05
273331,null,7376,null,174729,null,6009,null,116020,null,5491,null,58709,null,3431,null,98602,null,5335,null,0400000US06,California,06
29572,null,2903,null,19048,null,2328,null,10906,null,1551,null,8142,null,1527,null,10524,null,1673,null,0400000US08,Colorado,08
16315,null,1805,null,10619,null,1630,null,7423,null,1359,null,3196,null,916,null,5696,null,1271,null,0400000US09,Connecticut,09
3169,null,934,null,2159,null,777,null,1358,null,624,null,801,null,446,null,1010,null,526,null,0400000US10,Delaware,10
3372,null,880,null,690,null,307,null,311,null,227,null,379,null,268,null,2682,null,870,null,0400000US11,District of Columbia,11
79546,null,4383,null,51533,null,3432,null,34986,null,2744,null,16547,null,2439,null,28013,null,2866,null,0400000US12,Florida,12
27627,null,2847,null,17586,null,2391,null,11814,null,1936,null,5772,null,1417,null,10041,null,1784,null,0400000US13,Georgia,13
65326,null,3371,null,49381,null,2923,null,33103,null,2606,null,16278,null,2351,null,15945,null,2157,null,0400000US15,Hawaii,15
8447,null,1296,null,5806,null,1031,null,3812,null,857,null,1994,null,697,null,2641,null,805,null,0400000US16,Idaho,16
42606,null,3522,null,26972,null,2776,null,16838,null,1914,null,10134,null,1614,null,15634,null,1911,null,0400000US17,Illinois,17
24478,null,2439,null,16015,null,2008,null,8596,null,1272,null,7419,null,1428,null,8463,null,1447,null,0400000US18,Indiana,18
8156,null,1426,null,5222,null,1063,null,3303,null,821,null,1919,null,500,null,2934,null,758,null,0400000US19,Iowa,19
18676,null,1946,null,11663,null,1617,null,7070,null,1278,null,4593,null,1049,null,7013,null,1238,null,0400000US20,Kansas,20
14003,null,1964,null,8702,null,1609,null,5545,null,1160,null,3157,null,1015,null,5301,null,1336,null,0400000US21,Kentucky,21
13065,null,1760,null,8079,null,1345,null,4907,null,1012,null,3172,null,953,null,4986,null,1102,null,0400000US22,Louisiana,22
6774,null,1239,null,4189,null,1050,null,2598,null,915,null,1591,null,594,null,2585,null,712,null,0400000US23,Maine,23
27698,null,2737,null,17528,null,2043,null,10949,null,1546,null,6579,null,1438,null,10170,null,1681,null,0400000US24,Maryland,24
30227,null,3081,null,18718,null,2041,null,11413,null,1707,null,7305,null,1544,null,11509,null,2074,null,0400000US25,Massachusetts,25
45998,null,2839,null,29562,null,2315,null,16825,null,1758,null,12737,null,2011,null,16436,null,1884,null,0400000US26,Michigan,26
19329,null,2153,null,11762,null,1589,null,6576,null,1091,null,5186,null,1336,null,7567,null,1400,null,0400000US27,Minnesota,27
6652,null,1735,null,4598,null,1518,null,2493,null,975,null,2105,null,1037,null,2054,null,770,null,0400000US28,Mississippi,28
28832,null,2572,null,18826,null,2043,null,12099,null,1797,null,6727,null,1327,null,10006,null,1458,null,0400000US29,Missouri,29
6175,null,1137,null,3524,null,1021,null,2732,null,821,null,792,null,491,null,2651,null,805,null,0400000US30,Montana,30
7059,null,1246,null,4681,null,1115,null,2771,null,838,null,1910,null,757,null,2378,null,794,null,0400000US31,Nebraska,31
