C08113_001E,C08113_001EA,C08113_001M,C08113_001MA,C08113_002E,C08113_002EA,C08113_002M,C08113_002MA,C08113_003E,C08113_003EA,C08113_003M,C08113_003MA,C08113_004E,C08113_004EA,C08113_004M,C08113_004MA,C08113_005E,C08113_005EA,C08113_005M,C08113_005MA,C08113_006E,C08113_006EA,C08113_006M,C08113_006MA,C08113_007E,C08113_007EA,C08113_007M,C08113_007MA,C08113_008E,C08113_008EA,C08113_008M,C08113_008MA,C08113_009E,C08113_009EA,C08113_009M,C08113_009MA,C08113_010E,C08113_010EA,C08113_010M,C08113_010MA,C08113_011E,C08113_011EA,C08113_011M,C08113_011MA,C08113_012E,C08113_012EA,C08113_012M,C08113_012MA,C08113_013E,C08113_013EA,C08113_013M,C08113_013MA,C08113_014E,C08113_014EA,C08113_014M,C08113_014MA,C08113_015E,C08113_015EA,C08113_015M,C08113_015MA,C08113_016E,C08113_016EA,C08113_016M,C08113_016MA,C08113_017E,C08113_017EA,C08113_017M,C08113_017MA,C08113_018E,C08113_018EA,C08113_018M,C08113_018MA,C08113_019E,C08113_019EA,C08113_019M,C08113_019MA,C08113_020E,C08113_020EA,C08113_020M,C08113_020MA,C08113_021E,C08113_021EA,C08113_021M,C08113_021MA,C08113_022E,C08113_022EA,C08113_022M,C08113_022MA,C08113_023E,C08113_023EA,C08113_023M,C08113_023MA,C08113_024E,C08113_024EA,C08113_024M,C08113_024MA,C08113_025E,C08113_025EA,C08113_025M,C08113_025MA,C08113_026E,C08113_026EA,C08113_026M,C08113_026MA,C08113_027E,C08113_027EA,C08113_027M,C08113_027MA,C08113_028E,C08113_028EA,C08113_028M,C08113_028MA,C08113_029E,C08113_029EA,C08113_029M,C08113_029MA,C08113_030E,C08113_030EA,C08113_030M,C08113_030MA,GEO_ID,NAME,state
1982297,null,16571,null,1884710,null,16147,null,97587,null,5056,null,50704,null,4072,null,46883,null,3459,null,1652706,null,16282,null,1586986,null,15919,null,65720,null,3891,null,38144,null,3053,null,27576,null,2788,null,222349,null,8772,null,200094,null,7849,null,22255,null,2497,null,6891,null,1542,null,15364,null,2071,null,8367,null,1650,null,7885,null,1558,null,482,null,390,null,381,null,346,null,101,null,142,null,48330,null,3497,null,42785,null,3106,null,5545,null,2099,null,3254,null,1226,null,2291,null,1247,null,50545,null,3217,null,46960,null,3141,null,3585,null,1121,null,2034,null,904,null,1551,null,432,null,0400000US01,Alabama,01
329649,null,4948,null,281561,null,5603,null,48088,null,3269,null,27337,null,2725,null,20751,null,2225,null,218370,null,6076,null,193746,null,6045,null,24624,null,2214,null,15760,null,2050,null,8864,null,1594,null,44116,null,4014,null,36749,null,3501,null,7367,null,1711,null,4526,null,1037,null,2841,null,1216,null,4662,null,1071,null,3854,null,918,null,808,null,442,null,146,null,176,null,662,null,407,null,42892,null,2912,null,30923,null,2556,null,11969,null,1401,null,5051,null,837,null,6918,null,1338,null,19609,null,2190,null,16289,null,2213,null,3320,null,929,null,1854,null,651,null,1466,null,690,null,0400000US02,Alaska,02
2777552,null,16921,null,1997952,null,16402,null,779600,null,14588,null,414322,null,11940,null,365278,null,11927,null,2077219,null,19521,null,1548536,null,16623,null,528683,null,12126,null,308570,null,10698,null,220113,null,8594,null,375361,null,12165,null,222093,null,8168,null,153268,null,9767,null,60810,null,4957,null,92458,null,8162,null,59574,null,5386,null,34263,null,3285,null,25311,null,4264,null,9925,null,2221,null,15386,null,3496,null,130832,null,6124,null,84419,null,5464,null,46413,null,4525,null,19314,null,2786,null,27099,null,3642,null,134566,null,7156,null,108641,null,6220,null,25925,null,3178,null,15703,null,2499,null,10222,null,1959,null,0400000US04,Arizona,04
1209981,null,11399,null,1131991,null,11698,null,77990,null,4346,null,31922,null,3217,null,46068,null,3701,null,978100,null,12718,null,927728,null,12523,null,50372,null,3641,null,22324,null,2503,null,28048,null,2898,null,146039,null,7359,null,124689,null,6637,null,21350,null,2792,null,6358,null,1548,null,14992,null,2404,null,6089,null,1380,null,5796,null,1315,null,293,null,244,null,163,null,168,null,130,null,183,null,37515,null,3331,null,34209,null,2971,null,3306,null,1102,null,1512,null,654,null,1794,null,689,null,42238,null,3410,null,39569,null,3045,null,2669,null,1222,null,1565,null,818,null,1104,null,728,null,0400000US05,Arkansas,05
16421576,null,43258,null,9476426,null,37518,null,6945150,null,33575,null,3568422,null,31649,null,3376728,null,33591,null,12013179,null,47470,null,7275902,null,35136,null,4737277,null,32844,null,2686912,null,29202,null,2050365,null,25501,null,1949186,null,27609,null,828686,null,16302,null,1120500,null,22072,null,436106,null,12854,null,684394,null,18614,null,841919,null,19033,null,353640,null,12196,null,488279,null,13541,null,177433,null,9240,null,310846,null,11501,null,829949,null,17147,null,456846,null,10696,null,373103,null,13128,null,148029,null,7443,null,225074,null,11992,null,787343,null,14812,null,561352,null,12831,null,225991,null,8571,null,119942,null,6151,null,106049,null,5678,null,0400000US06,California,06
2445512,null,14273,null,2060082,null,15130,null,385430,null,11739,null,204418,null,8230,null,181012,null,9495,null,1822969,null,14852,null,1558678,null,15133,null,264291,null,9443,null,149678,null,7080,null,114613,null,6528,null,257439,null,10129,null,192378,null,8249,null,65061,null,5995,null,23889,null,2795,null,41172,null,4815,null,82486,null,6404,null,60115,null,5599,null,22371,null,4004,null,8491,null,1846,null,13880,null,3460,null,136077,null,5669,null,116446,null,4939,null,19631,null,2544,null,10865,null,1962,null,8766,null,1610,null,146541,null,6072,null,132465,null,5692,null,14076,null,2106,null,11495,null,1872,null,2581,null,787,null,0400000US08,Colorado,08
1720206,null,10787,null,1391047,null,11108,null,329159,null,8082,null,193201,null,7932,null,135958,null,6702,null,1368547,null,11826,null,1135120,null,11711,null,233427,null,7920,null,146454,null,6870,null,86973,null,5324,null,134429,null,7082,null,93293,null,5478,null,41136,null,4627,null,18628,null,2848,null,22508,null,3564,null,75425,null,4076,null,53137,null,3424,null,22288,null,2487,null,11994,null,1773,null,10294,null,1875,null,76714,null,4892,null,52665,null,3958,null,24049,null,3826,null,9978,null,1714,null,14071,null,3031,null,65091,null,3752,null,56832,null,3602,null,8259,null,1417,null,6147,null,1344,null,2112,null,598,null,0400000US09,Connecticut,09
406312,null,6741,null,357423,null,6151,null,48889,null,3282,null,29727,null,2719,null,19162,null,2082,null,324704,null,7468,null,291740,null,6840,null,32964,null,3079,null,21242,null,2477,null,11722,null,1733,null,41576,null,3745,null,31734,null,3076,null,9842,null,1788,null,5265,null,1356,null,4577,null,1238,null,11136,null,1995,null,8796,null,1543,null,2340,null,922,null,971,null,451,null,1369,null,750,null,16054,null,2107,null,13184,null,1830,null,2870,null,915,null,1617,null,684,null,1253,null,611,null,12842,null,1913,null,11969,null,1830,null,873,null,454,null,632,null,398,null,241,null,206,null,0400000US10,Delaware,10
289798,null,5639,null,240767,null,5946,null,49031,null,3915,null,34027,null,2876,null,15004,null,2527,null,110570,null,4928,null,95016,null,5163,null,15554,null,2383,null,10417,null,1777,null,5137,null,1569,null,19761,null,2777,null,15591,null,2281,null,4170,null,1526,null,2542,null,1109,null,1628,null,803,null,105443,null,5859,null,87624,null,5209,null,17819,null,2564,null,12085,null,1807,null,5734,null,1507,null,39416,null,3267,null,30453,null,2903,null,8963,null,1750,null,6873,null,1305,null,2090,null,1222,null,14608,null,2387,null,12083,null,2287,null,2525,null,994,null,2110,null,848,null,415,null,354,null,0400000US11,District of Columbia,11
8173299,null,32297,null,5882437,null,32097,null,2290862,null,20548,null,1214808,null,18803,null,1076054,null,19648,null,6507890,null,32711,null,4807717,null,29504,null,1700173,null,21408,null,977995,null,17218,null,722178,null,15944,null,857987,null,19092,null,527220,null,14006,null,330767,null,12552,null,124962,null,7202,null,205805,null,10131,null,158057,null,8650,null,77141,null,5174,null,80916,null,7455,null,27316,null,3152,null,53600,null,5930,null,308595,null,12609,null,201328,null,9083,null,107267,null,8189,null,43059,null,3863,null,64208,null,7084,null,340770,null,9629,null,269031,null,8685,null,71739,null,4940,null,41476,null,3250,null,30263,null,3542,null,0400000US12,Florida,12
