C17017_001E,C17017_001EA,C17017_001M,C17017_001MA,C17017_002E,C17017_002EA,C17017_002M,C17017_002MA,C17017_003E,C17017_003EA,C17017_003M,C17017_003MA,C17017_004E,C17017_004EA,C17017_004M,C17017_004MA,C17017_005E,C17017_005EA,C17017_005M,C17017_005MA,C17017_006E,C17017_006EA,C17017_006M,C17017_006MA,C17017_007E,C17017_007EA,C17017_007M,C17017_007MA,C17017_008E,C17017_008EA,C17017_008M,C17017_008MA,C17017_009E,C17017_009EA,C17017_009M,C17017_009MA,C17017_010E,C17017_010EA,C17017_010M,C17017_010MA,C17017_011E,C17017_011EA,C17017_011M,C17017_011MA,C17017_012E,C17017_012EA,C17017_012M,C17017_012MA,C17017_013E,C17017_013EA,C17017_013M,C17017_013MA,C17017_014E,C17017_014EA,C17017_014M,C17017_014MA,C17017_015E,C17017_015EA,C17017_015M,C17017_015MA,C17017_016E,C17017_016EA,C17017_016M,C17017_016MA,C17017_017E,C17017_017EA,C17017_017M,C17017_017MA,C17017_018E,C17017_018EA,C17017_018M,C17017_018MA,C17017_019E,C17017_019EA,C17017_019M,C17017_019MA,GEO_ID,NAME,state
1816313,null,9214,null,302798,null,8550,null,162943,null,6985,null,47410,null,3265,null,115533,null,5973,null,14196,null,2492,null,101337,null,5260,null,139855,null,5296,null,52401,null,3786,null,87454,null,4233,null,1513515,null,11665,null,1082183,null,10796,null,844063,null,11532,null,238120,null,7617,null,69330,null,4513,null,168790,null,6197,null,431332,null,7942,null,203069,null,5616,null,228263,null,5957,null,0400000US01,Alabama,01
236421,null,2731,null,19989,null,1991,null,10479,null,1522,null,2763,null,655,null,7716,null,1347,null,1883,null,491,null,5833,null,1275,null,9510,null,1406,null,5752,null,1091,null,3758,null,980,null,216432,null,2627,null,151866,null,3431,null,119498,null,3693,null,32368,null,2434,null,11556,null,1713,null,20812,null,1761,null,64566,null,3228,null,37026,null,2587,null,27540,null,2285,null,0400000US02,Alaska,02
2251546,null,9458,null,270552,null,7689,null,151973,null,6630,null,61105,null,4394,null,90868,null,5411,null,17000,null,2498,null,73868,null,4510,null,118579,null,5115,null,50711,null,3780,null,67868,null,3884,null,1980994,null,12403,null,1339799,null,14101,null,1053439,null,13199,null,286360,null,8101,null,95701,null,5924,null,190659,null,6341,null,641195,null,10805,null,319032,null,7788,null,322163,null,7729,null,0400000US04,Arizona,04
1102734,null,8133,null,194298,null,6661,null,103529,null,5709,null,39058,null,3164,null,64471,null,4545,null,8333,null,1515,null,56138,null,4189,null,90769,null,4911,null,38260,null,3414,null,52509,null,3334,null,908436,null,8383,null,652584,null,8478,null,531017,null,8564,null,121567,null,5267,null,36544,null,3490,null,85023,null,4446,null,255852,null,7302,null,124934,null,5406,null,130918,null,4713,null,0400000US05,Arkansas,05
12200672,null,20297,null,1343768,null,19463,null,774183,null,13795,null,324337,null,8008,null,449846,null,10788,null,75843,null,5463,null,374003,null,9905,null,569585,null,12989,null,234613,null,7724,null,334972,null,9650,null,10856904,null,24449,null,7556501,null,27990,null,5741409,null,29582,null,1815092,null,18672,null,625609,null,12139,null,1189483,null,15516,null,3300403,null,26653,null,1609780,null,19109,null,1690623,null,18587,null,0400000US06,California,06
1859965,null,9746,null,206777,null,7650,null,100762,null,5794,null,42466,null,3763,null,58296,null,4342,null,9708,null,1845,null,48588,null,3847,null,106015,null,5349,null,46059,null,3614,null,59956,null,3745,null,1653188,null,10051,null,1101723,null,9674,null,891960,null,8790,null,209763,null,7543,null,78093,null,4952,null,131670,null,5798,null,551465,null,10557,null,281760,null,7619,null,269705,null,7393,null,0400000US08,Colorado,08
1320714,null,5183,null,107596,null,5060,null,50353,null,3653,null,12002,null,1758,null,38351,null,3207,null,4965,null,1087,null,33386,null,2966,null,57243,null,4091,null,21430,null,2661,null,35813,null,3421,null,1213118,null,6550,null,835118,null,6915,null,661740,null,8003,null,173378,null,6463,null,46656,null,3822,null,126722,null,4738,null,378000,null,6174,null,166663,null,5533,null,211337,null,5102,null,0400000US09,Connecticut,09
328477,null,3041,null,32983,null,2782,null,16916,null,2128,null,4532,null,966,null,12384,null,1845,null,1922,null,784,null,10462,null,1635,null,16067,null,2003,null,6426,null,1363,null,9641,null,1403,null,295494,null,4042,null,207535,null,4750,null,158450,null,5204,null,49085,null,3391,null,14286,null,2066,null,34799,null,2648,null,87959,null,3579,null,41551,null,2482,null,46408,null,2749,null,0400000US10,Delaware,10
251039,null,2911,null,36840,null,3149,null,14098,null,2048,null,1841,null,751,null,12257,null,1930,null,701,null,357,null,11556,null,1898,null,22742,null,2581,null,9656,null,1852,null,13086,null,1671,null,214199,null,3846,null,94083,null,3637,null,53949,null,2793,null,40134,null,2974,null,8733,null,1480,null,31401,null,2731,null,120116,null,4196,null,56248,null,3043,null,63868,null,3325,null,0400000US11,District of Columbia,11
7088960,null,21361,null,806271,null,12540,null,397771,null,11413,null,150096,null,5696,null,247675,null,8906,null,34598,null,3680,null,213077,null,8911,null,408500,null,11022,null,150113,null,6658,null,258387,null,9008,null,6282689,null,22191,null,4228444,null,24996,null,3264916,null,24612,null,963528,null,16986,null,296716,null,9012,null,666812,null,14215,null,2054245,null,18911,null,983725,null,14776,null,1070520,null,15242,null,0400000US12,Florida,12
