B17016_001E,B17016_001EA,B17016_001M,B17016_001MA,B17016_002E,B17016_002EA,B17016_002M,B17016_002MA,B17016_003E,B17016_003EA,B17016_003M,B17016_003MA,B17016_004E,B17016_004EA,B17016_004M,B17016_004MA,B17016_005E,B17016_005EA,B17016_005M,B17016_005MA,B17016_006E,B17016_006EA,B17016_006M,B17016_006MA,B17016_007E,B17016_007EA,B17016_007M,B17016_007MA,B17016_008E,B17016_008EA,B17016_008M,B17016_008MA,B17016_009E,B17016_009EA,B17016_009M,B17016_009MA,B17016_010E,B17016_010EA,B17016_010M,B17016_010MA,B17016_011E,B17016_011EA,B17016_011M,B17016_011MA,B17016_012E,B17016_012EA,B17016_012M,B17016_012MA,B17016_013E,B17016_013EA,B17016_013M,B17016_013MA,B17016_014E,B17016_014EA,B17016_014M,B17016_014MA,B17016_015E,B17016_015EA,B17016_015M,B17016_015MA,B17016_016E,B17016_016EA,B17016_016M,B17016_016MA,B17016_017E,B17016_017EA,B17016_017M,B17016_017MA,B17016_018E,B17016_018EA,B17016_018M,B17016_018MA,B17016_019E,B17016_019EA,B17016_019M,B17016_019MA,B17016_020E,B17016_020EA,B17016_020M,B17016_020MA,B17016_021E,B17016_021EA,B17016_021M,B17016_021MA,B17016_022E,B17016_022EA,B17016_022M,B17016_022MA,B17016_023E,B17016_023EA,B17016_023M,B17016_023MA,B17016_024E,B17016_024EA,B17016_024M,B17016_024MA,B17016_025E,B17016_025EA,B17016_025M,B17016_025MA,B17016_026E,B17016_026EA,B17016_026M,B17016_026MA,B17016_027E,B17016_027EA,B17016_027M,B17016_027MA,B17016_028E,B17016_028EA,B17016_028M,B17016_028MA,B17016_029E,B17016_029EA,B17016_029M,B17016_029MA,B17016_030E,B17016_030EA,B17016_030M,B17016_030MA,B17016_031E,B17016_031EA,B17016_031M,B17016_031MA,B17016_032E,B17016_032EA,B17016_032M,B17016_032MA,B17016_033E,B17016_033EA,B17016_033M,B17016_033MA,B17016_034E,B17016_034EA,B17016_034M,B17016_034MA,B17016_035E,B17016_035EA,B17016_035M,B17016_035MA,B17016_036E,B17016_036EA,B17016_036M,B17016_036MA,B17016_037E,B17016_037EA,B17016_037M,B17016_037MA,B17016_038E,B17016_038EA,B17016_038M,B17016_038MA,B17016_039E,B17016_039EA,B17016_039M,B17016_039MA,B17016_040E,B17016_040EA,B17016_040M,B17016_040MA,B17016_041E,B17016_041EA,B17016_041M,B17016_041MA,B17016_042E,B17016_042EA,B17016_042M,B17016_042MA,B17016_043E,B17016_043EA,B17016_043M,B17016_043MA,B17016_044E,B17016_044EA,B17016_044M,B17016_044MA,B17016_045E,B17016_045EA,B17016_045M,B17016_045MA,B17016_046E,B17016_046EA,B17016_046M,B17016_046MA,B17016_047E,B17016_047EA,B17016_047M,B17016_047MA,GEO_ID,NAME,state
2328569,null,18597,null,249293,null,7851,null,77461,null,4849,null,14342,null,2250,null,174,null,170,null,3071,null,936,null,11097,null,1962,null,24698,null,2963,null,1684,null,673,null,8514,null,1666,null,14500,null,2267,null,38421,null,3388,null,4878,null,1310,null,7441,null,1572,null,26102,null,2785,null,171832,null,7171,null,21859,null,2656,null,6096,null,1481,null,8029,null,1878,null,7734,null,1509,null,149973,null,6229,null,22585,null,2830,null,59209,null,4339,null,68179,null,4197,null,2079276,null,17761,null,1592964,null,16437,null,931502,null,14239,null,476268,null,11689,null,245698,null,7514,null,209536,null,6360,null,333476,null,9580,null,143653,null,5896,null,113694,null,5065,null,76129,null,4172,null,327986,null,7578,null,102497,null,5267,null,48833,null,3045,null,176656,null,5253,null,486312,null,11771,null,130823,null,6851,null,86814,null,5859,null,26071,null,2965,null,17938,null,2348,null,355489,null,9727,null,205786,null,7544,null,86080,null,4324,null,63623,null,4032,null,0400000US13,Georgia,13
306623,null,4387,null,16446,null,2044,null,6127,null,1192,null,1225,null,582,null,221,null,255,null,189,null,147,null,815,null,462,null,2064,null,716,null,0,null,271,null,1149,null,491,null,915,null,505,null,2838,null,829,null,259,null,270,null,244,null,211,null,2335,null,749,null,10319,null,1640,null,1260,null,509,null,129,null,215,null,386,null,238,null,745,null,415,null,9059,null,1635,null,1405,null,691,null,2861,null,933,null,4793,null,1129,null,290177,null,4295,null,220982,null,5020,null,114277,null,4587,null,65140,null,3306,null,27965,null,2351,null,21172,null,2177,null,53261,null,3238,null,21440,null,2200,null,19592,null,2013,null,12229,null,1608,null,53444,null,2771,null,13205,null,1819,null,7426,null,1139,null,32813,null,1948,null,69195,null,4030,null,21405,null,2347,null,12831,null,1981,null,4273,null,1031,null,4301,null,886,null,47790,null,3245,null,20289,null,2154,null,13025,null,1770,null,14476,null,1695,null,0400000US15,Hawaii,15
397576,null,5484,null,35240,null,2470,null,16930,null,1878,null,4384,null,969,null,385,null,285,null,1000,null,423,null,2999,null,804,null,6963,null,1309,null,678,null,336,null,3067,null,647,null,3218,null,1017,null,5583,null,1131,null,555,null,386,null,1412,null,530,null,3616,null,968,null,18310,null,2080,null,2564,null,958,null,388,null,302,null,1546,null,825,null,630,null,387,null,15746,null,1919,null,2957,null,912,null,7882,null,1361,null,4907,null,1046,null,362336,null,5560,null,306494,null,5906,null,156632,null,4933,null,72200,null,3775,null,51451,null,3318,null,32981,null,2412,null,85486,null,3453,null,31395,null,2343,null,36328,null,2607,null,17763,null,1953,null,64376,null,3117,null,15963,null,2036,null,10428,null,1312,null,37985,null,2156,null,55842,null,3769,null,22153,null,2259,null,12289,null,1919,null,7159,null,1217,null,2705,null,824,null,33689,null,3051,null,19480,null,2198,null,8964,null,1592,null,5245,null,1005,null,0400000US16,Idaho,16
3180087,null,18931,null,279523,null,9798,null,94944,null,5218,null,23207,null,2523,null,1144,null,636,null,4988,null,1191,null,17075,null,2401,null,31959,null,2958,null,3729,null,861,null,11727,null,1672,null,16503,null,2361,null,39778,null,3579,null,5917,null,1113,null,7029,null,1249,null,26832,null,2732,null,184579,null,7853,null,27296,null,3075,null,5335,null,1583,null,11860,null,1861,null,10101,null,1950,null,157283,null,6755,null,25226,null,2536,null,65591,null,4383,null,66466,null,4757,null,2900564,null,19034,null,2263259,null,16809,null,1270766,null,12988,null,621888,null,11610,null,366872,null,9402,null,282006,null,7693,null,522280,null,9770,null,227326,null,6541,null,181223,null,6037,null,113731,null,4461,null,470213,null,7568,null,130019,null,5424,null,72079,null,3631,null,268115,null,5259,null,637305,null,11806,null,190877,null,6728,null,124915,null,5160,null,37885,null,3475,null,28077,null,2771,null,446428,null,9980,null,253234,null,8209,null,108120,null,5124,null,85074,null,3832,null,0400000US17,Illinois,17
1662403,null,13308,null,145114,null,5167,null,45105,null,2939,null,8335,null,1479,null,743,null,547,null,1900,null,783,null,5692,null,1185,null,16593,null,1898,null,1758,null,651,null,7085,null,1364,null,7750,null,1484,null,20177,null,2223,null,2231,null,838,null,4885,null,1127,null,13061,null,1804,null,100009,null,4681,null,14861,null,2542,null,2175,null,932,null,7234,null,1619,null,5452,null,1213,null,85148,null,4003,null,10858,null,1767,null,41649,null,2878,null,32641,null,2924,null,1517289,null,13135,null,1220874,null,12550,null,679831,null,10225,null,340503,null,8424,null,207016,null,8069,null,132312,null,4877,null,280607,null,7464,null,121301,null,4849,null,93232,null,4136,null,66074,null,3202,null,260436,null,4862,null,67376,null,3447,null,38860,null,2424,null,154200,null,3755,null,296415,null,8189,null,93637,null,5172,null,63183,null,4288,null,17686,null,1682,null,12768,null,1565,null,202778,null,6751,null,118447,null,5046,null,47435,null,3841,null,36896,null,2669,null,0400000US18,Indiana,18
794320,null,8485,null,58433,null,3338,null,19777,null,2147,null,4117,null,958,null,600,null,305,null,1724,null,745,null,1793,null,589,null,7654,null,1468,null,1051,null,531,null,3654,null,899,null,2949,null,986,null,8006,null,1332,null,1217,null,512,null,1609,null,676,null,5180,null,983,null,38656,null,2611,null,5527,null,1087,null,869,null,502,null,3057,null,853,null,1601,null,634,null,33129,null,2364,null,4485,null,1143,null,19651,null,2148,null,8993,null,1382,null,735887,null,8721,null,620498,null,8456,null,360483,null,6519,null,205204,null,4344,null,105369,null,4366,null,49910,null,2660,null,141781,null,4637,null,59531,null,3140,null,54257,null,2777,null,27993,null,1977,null,118234,null,3420,null,26109,null,2149,null,16855,null,1796,null,75270,null,2565,null,115389,null,4644,null,38047,null,2813,null,25432,null,2502,null,8014,null,1410,null,4601,null,996,null,77342,null,3316,null,43957,null,2883,null,20832,null,2278,null,12553,null,1473,null,0400000US19,Iowa,19
728136,null,8195,null,55909,null,3459,null,21491,null,2058,null,4998,null,1045,null,896,null,447,null,1325,null,463,null,2777,null,881,null,7475,null,1256,null,1165,null,588,null,3192,null,766,null,3118,null,693,null,9018,null,1340,null,2049,null,674,null,1199,null,416,null,5770,null,1112,null,34418,null,2912,null,5298,null,1342,null,871,null,500,null,1998,null,740,null,2429,null,821,null,29120,null,2651,null,4769,null,1231,null,15393,null,2035,null,8958,null,1706,null,672227,null,7896,null,553678,null,8474,null,325031,null,7039,null,173055,null,5286,null,95913,null,3909,null,56063,null,2996,null,127010,null,4655,null,57492,null,3223,null,44849,null,3226,null,24669,null,2050,null,101637,null,3756,null,27774,null,2328,null,15209,null,1532,null,58654,null,2591,null,118549,null,4867,null,39320,null,3457,null,27573,null,2622,null,7789,null,1560,null,3958,null,812,null,79229,null,4298,null,48423,null,3899,null,18350,null,2018,null,12456,null,1593,null,0400000US20,Kansas,20
1114146,null,13621,null,147361,null,6252,null,57929,null,3743,null,7528,null,1355,null,1136,null,619,null,941,null,419,null,5451,null,1262,null,15136,null,1923,null,1051,null,574,null,6074,null,1235,null,8011,null,1457,null,35265,null,3001,null,3272,null,990,null,7239,null,1375,null,24754,null,2196,null,89432,null,5355,null,14280,null,2062,null,1620,null,672,null,5564,null,1320,null,7096,null,1262,null,75152,null,4900,null,9258,null,1688,null,32704,null,3587,null,33190,null,2887,null,966785,null,13798,null,775071,null,13112,null,411095,null,10164,null,217930,null,6833,null,106989,null,5052,null,86176,null,3967,null,168254,null,5877,null,72528,null,4059,null,57836,null,3868,null,37890,null,2216,null,195722,null,5937,null,46940,null,3436,null,29740,null,2355,null,119042,null,4555,null,191714,null,6959,null,59143,null,4115,null,36504,null,3537,null,11671,null,1505,null,10968,null,1599,null,132571,null,5747,null,68973,null,4290,null,30399,null,2800,null,33199,null,2675,null,0400000US21,Kentucky,21
1080025,null,10940,null,157982,null,5488,null,42100,null,3018,null,6383,null,1246,null,807,null,516,null,1308,null,691,null,4268,null,1041,null,10102,null,1371,null,701,null,388,null,4016,null,929,null,5385,null,1059,null,25615,null,2562,null,3049,null,1107,null,3845,null,923,null,18721,null,2064,null,115882,null,4709,null,11995,null,1960,null,2826,null,1005,null,4119,null,896,null,5050,null,1136,null,103887,null,4719,null,20022,null,2350,null,42068,null,3499,null,41797,null,3492,null,922043,null,11204,null,703888,null,10530,null,379724,null,7584,null,192501,null,6315,null,93613,null,4729,null,93610,null,4312,null,153091,null,5857,null,56790,null,3722,null,54649,null,2759,null,41652,null,3072,null,171073,null,5744,null,48814,null,3704,null,28064,null,2305,null,94195,null,3578,null,218155,null,7066,null,65201,null,4366,null,37420,null,3875,null,14559,null,2161,null,13222,null,1899,null,152954,null,5803,null,78290,null,4656,null,37900,null,3110,null,36764,null,2492,null,0400000US22,Louisiana,22
355547,null,6511,null,27922,null,2480,null,10586,null,1249,null,1240,null,482,null,69,null,96,null,538,null,312,null,633,null,388,null,4394,null,852,null,444,null,271,null,2024,null,615,null,1926,null,654,null,4952,null,867,null,368,null,287,null,1030,null,460,null,3554,null,761,null,17336,null,2130,null,2188,null,597,null,109,null,130,null,857,null,405,null,1222,null,435,null,15148,null,2030,null,1357,null,646,null,7208,null,1130,null,6583,null,1281,null,327625,null,6225,null,272620,null,5676,null,139170,null,4644,null,73479,null,3464,null,44757,null,2352,null,20934,null,1655,null,69498,null,3464,null,30712,null,2207,null,25258,null,2149,null,13528,null,1303,null,63952,null,3056,null,13414,null,1549,null,10063,null,1234,null,40475,null,2330,null,55005,null,3903,null,18948,null,2185,null,12227,null,1777,null,4587,null,966,null,2134,null,749,null,36057,null,2808,null,19182,null,1965,null,9738,null,1493,null,7137,null,1110,null,0400000US23,Maine,23
1392247,null,11564,null,75748,null,4819,null,20178,null,2604,null,3050,null,900,null,401,null,317,null,707,null,526,null,1942,null,747,null,6503,null,1475,null,379,null,380,null,1749,null,697,null,4375,null,1056,null,10625,null,1660,null,1208,null,647,null,1212,null,658,null,8205,null,1486,null,55570,null,4211,null,6526,null,1342,null,691,null,500,null,3374,null,1137,null,2461,null,853,null,49044,null,4059,null,5104,null,1420,null,21983,null,2462,null,21957,null,2813,null,1316499,null,11844,null,988719,null,11565,null,597145,null,9846,null,318114,null,8637,null,161538,null,5825,null,117493,null,5370,null,212798,null,5953,null,96143,null,4533,null,73119,null,3809,null,43536,null,2906,null,178776,null,5178,null,49846,null,3191,null,25093,null,2152,null,103837,null,3535,null,327780,null,8268,null,93917,null,4767,null,63116,null,4200,null,18053,null,2435,null,12748,null,1631,null,233863,null,6955,null,141658,null,5902,null,52483,null,4482,null,39722,null,2762,null,0400000US24,Maryland,24
1561198,null,13396,null,113300,null,6201,null,30935,null,3098,null,4357,null,1378,null,119,null,97,null,898,null,471,null,3340,null,1279,null,9591,null,1773,null,565,null,403,null,4014,null,925,null,5012,null,1299,null,16987,null,2166,null,834,null,482,null,2616,null,756,null,13537,null,1899,null,82365,null,5135,null,9403,null,1952,null,405,null,358,null,5011,null,1312,null,3987,null,1173,null,72962,null,4430,null,6043,null,1288,null,31015,null,3275,null,35904,null,3129,null,1447898,null,12396,null,1135088,null,11370,null,611406,null,10272,null,298426,null,8201,null,198043,null,6434,null,114937,null,4838,null,287871,null,8017,null,132317,null,5722,null,101289,null,3947,null,54265,null,3796,null,235811,null,6398,null,66418,null,3774,null,37522,null,2730,null,131871,null,4612,null,312810,null,8886,null,90727,null,4938,null,56186,null,3961,null,20299,null,2604,null,14242,null,1767,null,222083,null,7293,null,110697,null,5428,null,66301,null,3799,null,45085,null,3400,null,0400000US25,Massachusetts,25
2560681,null,14089,null,257488,null,7689,null,81798,null,4066,null,12088,null,1420,null,659,null,400,null,3398,null,769,null,8031,null,1174,null,31538,null,2865,null,1814,null,523,null,14374,null,2086,null,15350,null,1728,null,38172,null,2622,null,3949,null,986,null,8145,null,1220,null,26078,null,2076,null,175690,null,6202,null,26445,null,2682,null,3955,null,1067,null,12314,null,1837,null,10176,null,1531,null,149245,null,5284,null,18425,null,2298,null,70546,null,3456,null,60274,null,3780,null,2303193,null,13485,null,1831669,null,13897,null,933647,null,11946,null,414621,null,8833,null,310276,null,7367,null,208750,null,6248,null,452111,null,7780,null,174744,null,6385,null,170616,null,5499,null,106751,null,4270,null,445911,null,6954,null,93198,null,4480,null,70419,null,3055,null,282294,null,5740,null,471524,null,8467,null,137926,null,5551,null,78823,null,4271,null,33402,null,2854,null,25701,null,2384,null,333598,null,7122,null,168692,null,5460,null,90925,null,3921,null,73981,null,3648,null,0400000US26,Michigan,26
