C18035_001E,C18035_001EA,C18035_001M,C18035_001MA,C18035_002E,C18035_002EA,C18035_002M,C18035_002MA,C18035_003E,C18035_003EA,C18035_003M,C18035_003MA,C18035_004E,C18035_004EA,C18035_004M,C18035_004MA,C18035_005E,C18035_005EA,C18035_005M,C18035_005MA,C18035_006E,C18035_006EA,C18035_006M,C18035_006MA,C18035_007E,C18035_007EA,C18035_007M,C18035_007MA,C18035_008E,C18035_008EA,C18035_008M,C18035_008MA,C18035_009E,C18035_009EA,C18035_009M,C18035_009MA,C18035_010E,C18035_010EA,C18035_010M,C18035_010MA,C18035_011E,C18035_011EA,C18035_011M,C18035_011MA,C18035_012E,C18035_012EA,C18035_012M,C18035_012MA,C18035_013E,C18035_013EA,C18035_013M,C18035_013MA,C18035_014E,C18035_014EA,C18035_014M,C18035_014MA,C18035_015E,C18035_015EA,C18035_015M,C18035_015MA,GEO_ID,NAME,state
3519889,null,5004,null,286899,null,7470,null,106301,null,5118,null,25010,null,2746,null,81291,null,4382,null,180598,null,5383,null,50753,null,3427,null,129845,null,4459,null,3232990,null,9493,null,1557028,null,7168,null,171621,null,8577,null,1385407,null,10943,null,1675962,null,6767,null,269926,null,9010,null,1406036,null,10784,null,0400000US01,Alabama,01
501542,null,2418,null,22495,null,2398,null,7349,null,1067,null,849,null,357,null,6500,null,1084,null,15146,null,2015,null,1386,null,478,null,13760,null,1907,null,479047,null,3128,null,246888,null,2553,null,19989,null,2398,null,226899,null,3093,null,232159,null,2514,null,18831,null,1864,null,213328,null,2812,null,0400000US02,Alaska,02
4748162,null,5017,null,248815,null,8117,null,92225,null,5090,null,18534,null,2427,null,73691,null,4520,null,156590,null,6264,null,35680,null,3419,null,120910,null,5369,null,4499347,null,9668,null,2247001,null,6142,null,235722,null,11023,null,2011279,null,13314,null,2252346,null,7170,null,290795,null,12054,null,1961551,null,12399,null,0400000US04,Arizona,04
2137697,null,3747,null,156424,null,6032,null,62125,null,4338,null,16199,null,2332,null,45926,null,3628,null,94299,null,4188,null,26089,null,2130,null,68210,null,4049,null,1981273,null,7706,null,966075,null,6156,null,119313,null,6113,null,846762,null,7395,null,1015198,null,5356,null,170057,null,6695,null,845141,null,7598,null,0400000US05,Arkansas,05
27561062,null,10125,null,1396759,null,20360,null,520856,null,10217,null,91273,null,6151,null,429583,null,9226,null,875903,null,15925,null,160385,null,6359,null,715518,null,14894,null,26164303,null,20650,null,13014077,null,13599,null,1177738,null,21477,null,11836339,null,25091,null,13150226,null,16683,null,1582729,null,22269,null,11567497,null,27178,null,0400000US06,California,06
3697082,null,4379,null,153009,null,6728,null,60425,null,4076,null,13174,null,2020,null,47251,null,3621,null,92584,null,5160,null,18886,null,2171,null,73698,null,4450,null,3544073,null,8744,null,1778783,null,5890,null,155911,null,7704,null,1622872,null,8627,null,1765290,null,5898,null,208863,null,7523,null,1556427,null,8856,null,0400000US08,Colorado,08
2678339,null,3360,null,123949,null,4679,null,44901,null,3244,null,8612,null,1506,null,36289,null,3051,null,79048,null,3932,null,15142,null,1893,null,63906,null,3384,null,2554390,null,5763,null,1238872,null,5043,null,65005,null,4359,null,1173867,null,6544,null,1315518,null,5058,null,101425,null,5568,null,1214093,null,6552,null,0400000US09,Connecticut,09
659445,null,1687,null,31308,null,2572,null,10773,null,1320,null,906,null,374,null,9867,null,1255,null,20535,null,2031,null,3391,null,944,null,17144,null,1806,null,628137,null,2789,null,302924,null,1889,null,20992,null,2459,null,281932,null,3273,null,325213,null,2154,null,36102,null,3592,null,289111,null,4079,null,0400000US10,Delaware,10
457117,null,1314,null,21429,null,1954,null,6647,null,1140,null,2633,null,783,null,4014,null,962,null,14782,null,1683,null,4584,null,1147,null,10198,null,1472,null,435688,null,2518,null,203060,null,2062,null,24861,null,3097,null,178199,null,3209,null,232628,null,2435,null,37520,null,3739,null,195108,null,4050,null,0400000US11,District of Columbia,11
14308835,null,9104,null,812598,null,14783,null,308300,null,9270,null,52060,null,4528,null,256240,null,7974,null,504298,null,12241,null,106967,null,5139,null,397331,null,10378,null,13496237,null,16786,null,6571680,null,11180,null,576705,null,12976,null,5994975,null,15664,null,6924557,null,14743,null,822164,null,16817,null,6102393,null,19281,null,0400000US12,Florida,12
