C05003A_001E,C05003A_001EA,C05003A_001M,C05003A_001MA,C05003A_002E,C05003A_002EA,C05003A_002M,C05003A_002MA,C05003A_003E,C05003A_003EA,C05003A_003M,C05003A_003MA,C05003A_004E,C05003A_004EA,C05003A_004M,C05003A_004MA,C05003A_005E,C05003A_005EA,C05003A_005M,C05003A_005MA,C05003A_006E,C05003A_006EA,C05003A_006M,C05003A_006MA,C05003A_007E,C05003A_007EA,C05003A_007M,C05003A_007MA,C05003A_008E,C05003A_008EA,C05003A_008M,C05003A_008MA,C05003A_009E,C05003A_009EA,C05003A_009M,C05003A_009MA,C05003A_010E,C05003A_010EA,C05003A_010M,C05003A_010MA,C05003A_011E,C05003A_011EA,C05003A_011M,C05003A_011MA,C05003A_012E,C05003A_012EA,C05003A_012M,C05003A_012MA,C05003A_013E,C05003A_013EA,C05003A_013M,C05003A_013MA,C05003A_014E,C05003A_014EA,C05003A_014M,C05003A_014MA,C05003A_015E,C05003A_015EA,C05003A_015M,C05003A_015MA,GEO_ID,NAME,state
3254107,null,5821,null,1593073,null,3063,null,367990,null,2127,null,364695,null,2352,null,3295,null,1056,null,1225083,null,2690,null,1191468,null,2575,null,33615,null,2768,null,1661034,null,4565,null,354092,null,3700,null,348773,null,3430,null,5319,null,1670,null,1306942,null,2085,null,1277312,null,2831,null,29630,null,2534,null,0400000US01,Alabama,01
465234,null,2534,null,244917,null,1564,null,56515,null,972,null,56110,null,963,null,405,null,217,null,188402,null,1125,null,180237,null,2068,null,8165,null,1842,null,220317,null,1443,null,51448,null,749,null,50733,null,961,null,715,null,718,null,168869,null,1063,null,160387,null,1716,null,8482,null,1400,null,0400000US02,Alaska,02
4841990,null,21733,null,2415434,null,13502,null,587737,null,7997,null,555478,null,8049,null,32259,null,3514,null,1827697,null,8231,null,1539766,null,9838,null,287931,null,10867,null,2426556,null,11612,null,557190,null,6664,null,530849,null,6914,null,26341,null,3660,null,1869366,null,7434,null,1608118,null,8684,null,261248,null,8709,null,0400000US04,Arizona,04
2226758,null,5666,null,1093329,null,3887,null,254181,null,2464,null,251004,null,2466,null,3177,null,1252,null,839148,null,2663,null,813222,null,2351,null,25926,null,2791,null,1133429,null,3938,null,245598,null,2587,null,242447,null,2457,null,3151,null,868,null,887831,null,2158,null,865493,null,1885,null,22338,null,2372,null,0400000US05,Arkansas,05
22026736,null,61328,null,11016863,null,35928,null,2627263,null,18560,null,2491224,null,18811,null,136039,null,7322,null,8389600,null,24416,null,6488976,null,22186,null,1900624,null,27073,null,11009873,null,34087,null,2506667,null,17995,null,2378208,null,17035,null,128459,null,7403,null,8503206,null,21431,null,6631295,null,20442,null,1871911,null,19803,null,0400000US06,California,06
4061059,null,15114,null,2043271,null,9325,null,478915,null,4984,null,461979,null,4979,null,16936,null,2799,null,1564356,null,6329,null,1426656,null,7320,null,137700,null,7230,null,2017788,null,7899,null,454784,null,4396,null,440094,null,4521,null,14690,null,2245,null,1563004,null,5510,null,1438869,null,6763,null,124135,null,6793,null,0400000US08,Colorado,08
2786401,null,9488,null,1355785,null,5364,null,309160,null,2885,null,300680,null,3310,null,8480,null,1641,null,1046625,null,4475,null,941531,null,5582,null,105094,null,6021,null,1430616,null,5467,null,292037,null,2764,null,284313,null,2706,null,7724,null,1400,null,1138579,null,3656,null,1027018,null,5636,null,111561,null,5131,null,0400000US09,Connecticut,09
625354,null,2961,null,303880,null,2116,null,68522,null,1435,null,66729,null,1622,null,1793,null,906,null,235358,null,1130,null,223454,null,1538,null,11904,null,1894,null,321474,null,1565,null,64249,null,1215,null,63388,null,1176,null,861,null,388,null,257225,null,893,null,245017,null,1693,null,12208,null,1600,null,0400000US10,Delaware,10
210332,null,3230,null,105333,null,2064,null,13717,null,831,null,12891,null,856,null,826,null,536,null,91616,null,1614,null,77072,null,2134,null,14544,null,2147,null,104999,null,1757,null,11769,null,736,null,11373,null,720,null,396,null,311,null,93230,null,1364,null,78591,null,2055,null,14639,null,2149,null,0400000US11,District of Columbia,11
13921401,null,25282,null,6840479,null,16391,null,1401017,null,7511,null,1326585,null,9870,null,74432,null,5373,null,5439462,null,12256,null,4443986,null,13753,null,995476,null,13306,null,7080922,null,13669,null,1328450,null,7130,null,1266186,null,7587,null,62264,null,4587,null,5752472,null,10537,null,4699134,null,15127,null,1053338,null,14950,null,0400000US12,Florida,12
5918880,null,14822,null,2939748,null,10779,null,725117,null,5771,null,706235,null,5353,null,18882,null,3381,null,2214631,null,7796,null,2051706,null,4536,null,162925,null,8956,null,2979132,null,8206,null,683805,null,5474,null,667338,null,5238,null,16467,null,2983,null,2295327,null,4460,null,2161493,null,4992,null,133834,null,5992,null,0400000US13,Georgia,13
341779,null,3685,null,184705,null,2293,null,31334,null,1507,null,30536,null,1488,null,798,null,481,null,153371,null,1601,null,143532,null,1886,null,9839,null,1780,null,157074,null,2187,null,28477,null,1249,null,27564,null,1387,null,913,null,427,null,128597,null,1509,null,116278,null,1927,null,12319,null,1734,null,0400000US15,Hawaii,15
1386347,null,4538,null,695740,null,3139,null,186887,null,1888,null,183110,null,1730,null,3777,null,989,null,508853,null,1797,null,478432,null,2624,null,30421,null,2742,null,690607,null,2705,null,177111,null,1665,null,174703,null,1804,null,2408,null,681,null,513496,null,1715,null,489709,null,2053,null,23787,null,2257,null,0400000US16,Idaho,16
9057076,null,18787,null,4466534,null,11806,null,1036777,null,5813,null,1007816,null,6628,null,28961,null,3490,null,3429757,null,8715,null,3061807,null,9919,null,367950,null,11693,null,4590542,null,9285,null,982929,null,5190,null,957688,null,5462,null,25241,null,3077,null,3607613,null,6965,null,3251397,null,9976,null,356216,null,9985,null,0400000US17,Illinois,17
5436898,null,8556,null,2675625,null,5216,null,658671,null,3067,null,653877,null,3107,null,4794,null,1135,null,2016954,null,3650,null,1963758,null,3937,null,53196,null,3721,null,2761273,null,4964,null,624721,null,3157,null,618670,null,3114,null,6051,null,1380,null,2136552,null,2944,null,2083929,null,3192,null,52623,null,3836,null,0400000US18,Indiana,18
2766081,null,5527,null,1358829,null,3245,null,323807,null,2161,null,320718,null,2214,null,3089,null,810,null,1035022,null,2222,null,1013056,null,2425,null,21966,null,2127,null,1407252,null,3536,null,305080,null,2301,null,302007,null,2418,null,3073,null,756,null,1102172,null,1814,null,1080426,null,2781,null,21746,null,2520,null,0400000US19,Iowa,19
2374824,null,6520,null,1170957,null,4228,null,287673,null,2355,null,283235,null,2274,null,4438,null,1259,null,883284,null,3285,null,848548,null,2603,null,34736,null,2925,null,1203867,null,3756,null,273136,null,2378,null,268993,null,2364,null,4143,null,1056,null,930731,null,2346,null,899866,null,2372,null,30865,null,2844,null,0400000US20,Kansas,20
3781361,null,4853,null,1851797,null,4109,null,443178,null,2836,null,440220,null,2735,null,2958,null,1073,null,1408619,null,2616,null,1384649,null,2645,null,23970,null,2560,null,1929564,null,2798,null,416231,null,2026,null,413964,null,2127,null,2267,null,1023,null,1513333,null,1843,null,1491970,null,2301,null,21363,null,1912,null,0400000US21,Kentucky,21
2756277,null,4944,null,1352228,null,3641,null,314447,null,2493,null,310243,null,2377,null,4204,null,1223,null,1037781,null,2379,null,1006247,null,2973,null,31534,null,3466,null,1404049,null,3672,null,298654,null,2329,null,296050,null,2346,null,2604,null,857,null,1105395,null,2427,null,1074000,null,2942,null,31395,null,3031,null,0400000US22,Louisiana,22
1254460,null,3314,null,610726,null,2365,null,131033,null,1642,null,130554,null,1707,null,479,null,331,null,479693,null,1233,null,467824,null,2105,null,11869,null,1703,null,643734,null,2039,null,123950,null,1517,null,122921,null,1561,null,1029,null,526,null,519784,null,1351,null,504485,null,2245,null,15299,null,1642,null,0400000US23,Maine,23
3402960,null,10537,null,1663488,null,5704,null,377982,null,2538,null,370255,null,2584,null,7727,null,1295,null,1285506,null,4433,null,1194318,null,4325,null,91188,null,4976,null,1739472,null,5995,null,363072,null,3189,null,355732,null,3180,null,7340,null,1548,null,1376400,null,3905,null,1274747,null,4918,null,101653,null,5229,null,0400000US24,Maryland,24
5330421,null,12171,null,2578612,null,7341,null,569061,null,3282,null,557685,null,3693,null,11376,null,1931,null,2009551,null,5649,null,1811014,null,9314,null,198537,null,9418,null,2751809,null,7227,null,538562,null,3513,null,527684,null,3796,null,10878,null,1973,null,2213247,null,4944,null,2004690,null,8381,null,208557,null,8031,null,0400000US25,Massachusetts,25
8001673,null,8566,null,3960284,null,5430,null,927660,null,2677,null,912377,null,3810,null,15283,null,2971,null,3032624,null,4136,null,2881065,null,5789,null,151559,null,6388,null,4041389,null,4711,null,874993,null,2722,null,860799,null,3223,null,14194,null,2033,null,3166396,null,3419,null,3012185,null,7155,null,154211,null,6315,null,0400000US26,Michigan,26
4570486,null,6559,null,2266756,null,3975,null,526500,null,2091,null,517779,null,2342,null,8721,null,1618,null,1740256,null,3214,null,1682811,null,3756,null,57445,null,4007,null,2303730,null,3955,null,502194,null,2254,null,495710,null,2338,null,6484,null,1290,null,1801536,null,2465,null,1751664,null,3194,null,49872,null,3503,null,0400000US27,Minnesota,27
1745130,null,3190,null,856784,null,3461,null,203146,null,2797,null,202199,null,2806,null,947,null,455,null,653638,null,1807,null,641008,null,1342,null,12630,null,2061,null,888346,null,2882,null,191364,null,2494,null,190615,null,2480,null,749,null,436,null,696982,null,1341,null,689241,null,1642,null,7741,null,1380,null,0400000US28,Mississippi,28
4930507,null,6300,null,2412614,null,4318,null,575767,null,2982,null,568664,null,3235,null,7103,null,1723,null,1836847,null,2729,null,1793724,null,3459,null,43123,null,3734,null,2517893,null,3932,null,550972,null,2623,null,543990,null,2956,null,6982,null,1394,null,1966921,null,2543,null,1923816,null,3368,null,43105,null,2855,null,0400000US29,Missouri,29
858205,null,2418,null,431595,null,1595,null,95991,null,1001,null,95847,null,1034,null,144,null,151,null,335604,null,1027,null,330804,null,1427,null,4800,null,1184,null,426610,null,1587,null,87579,null,1046,null,87505,null,1024,null,74,null,82,null,339031,null,976,null,332878,null,1333,null,6153,null,994,null,0400000US30,Montana,30
1582113,null,4791,null,780692,null,3146,null,193361,null,1860,null,190629,null,1838,null,2732,null,863,null,587331,null,2102,null,563906,null,2318,null,23425,null,2598,null,801421,null,2564,null,183584,null,1675,null,180537,null,1811,null,3047,null,973,null,617837,null,1580,null,597199,null,2011,null,20638,null,2027,null,0400000US31,Nebraska,31
1897158,null,13889,null,967996,null,8048,null,229573,null,4473,null,217575,null,4433,null,11998,null,1977,null,738423,null,5240,null,607890,null,4674,null,130533,null,6431,null,929162,null,8320,null,221329,null,4966,null,207430,null,5089,null,13899,null,2919,null,707833,null,4466,null,592068,null,5272,null,115765,null,5921,null,0400000US32,Nevada,32
1247023,null,2726,null,614669,null,1603,null,141154,null,874,null,139864,null,1119,null,1290,null,738,null,473515,null,1257,null,454667,null,2479,null,18848,null,2279,null,632354,null,1741,null,133516,null,1048,null,132044,null,1121,null,1472,null,587,null,498838,null,1085,null,479644,null,2179,null,19194,null,2092,null,0400000US33,New Hampshire,33
6037580,null,18406,null,2946578,null,10618,null,677599,null,5111,null,655623,null,5444,null,21976,null,2738,null,2268979,null,8078,null,1924626,null,9464,null,344353,null,10868,null,3091002,null,9919,null,639782,null,5485,null,617008,null,5680,null,22774,null,2829,null,2451220,null,7132,null,2087437,null,11145,null,363783,null,12090,null,0400000US34,New Jersey,34
1360378,null,11251,null,672289,null,7257,null,161909,null,3930,null,155697,null,4141,null,6212,null,1500,null,510380,null,4902,null,454644,null,5537,null,55736,null,4866,null,688089,null,6969,null,147378,null,3994,null,141097,null,4202,null,6281,null,1713,null,540711,null,4276,null,486230,null,4651,null,54481,null,3826,null,0400000US35,New Mexico,35
12742889,null,31915,null,6219660,null,17532,null,1347933,null,6662,null,1309190,null,7878,null,38743,null,3909,null,4871727,null,14177,null,4153912,null,15871,null,717815,null,15320,null,6523229,null,16892,null,1279521,null,6411,null,1243334,null,7622,null,36187,null,3379,null,5243708,null,12724,null,4477852,null,12701,null,765856,null,13278,null,0400000US36,New York,36
6340312,null,14126,null,3099403,null,8645,null,715337,null,4802,null,701157,null,4983,null,14180,null,2328,null,2384066,null,5823,null,2277691,null,5371,null,106375,null,5677,null,3240909,null,7217,null,677182,null,4322,null,664292,null,4415,null,12890,null,2108,null,2563727,null,4675,null,2466939,null,5170,null,96788,null,5652,null,0400000US37,North Carolina,37
580333,null,1184,null,291068,null,1126,null,61651,null,760,null,60859,null,916,null,792,null,535,null,229417,null,675,null,225811,null,1156,null,3606,null,922,null,289265,null,867,null,58607,null,712,null,58428,null,711,null,179,null,158,null,230658,null,582,null,226295,null,1034,null,4363,null,915,null,0400000US38,North Dakota,38
9629758,null,7249,null,4706911,null,4617,null,1114114,null,2699,null,1104505,null,3412,null,9609,null,2010,null,3592797,null,3385,null,3496378,null,5326,null,96419,null,5433,null,4922847,null,4266,null,1061071,null,2979,null,1054321,null,3223,null,6750,null,1522,null,3861776,null,2791,null,3760298,null,5107,null,101478,null,4023,null,0400000US39,Ohio,39
2710090,null,7689,null,1336563,null,4887,null,314804,null,3043,null,311361,null,2850,null,3443,null,1088,null,1021759,null,2995,null,987129,null,2777,null,34630,null,3086,null,1373527,null,4508,null,291114,null,2900,null,287435,null,2871,null,3679,null,1062,null,1082413,null,2577,null,1053586,null,3185,null,28827,null,2504,null,0400000US40,Oklahoma,40
3216232,null,10205,null,1588087,null,7124,null,351347,null,3610,null,342750,null,3382,null,8597,null,1751,null,1236740,null,5102,null,1157166,null,5831,null,79574,null,5191,null,1628145,null,5445,null,335434,null,3146,null,327487,null,3436,null,7947,null,1600,null,1292711,null,3432,null,1212336,null,4117,null,80375,null,4315,null,0400000US41,Oregon,41
10408647,null,10856,null,5067474,null,6339,null,1106908,null,3352,null,1093572,null,3864,null,13336,null,1936,null,3960566,null,4544,null,3823621,null,7376,null,136945,null,6204,null,5341173,null,7251,null,1051090,null,3835,null,1037380,null,4310,null,13710,null,2236,null,4290083,null,5017,null,4148023,null,6531,null,142060,null,6110,null,0400000US42,Pennsylvania,42
875512,null,5204,null,422338,null,2925,null,88984,null,1728,null,87585,null,1697,null,1399,null,727,null,333354,null,1978,null,305734,null,2399,null,27620,null,3031,null,453174,null,3387,null,83646,null,1672,null,82348,null,1726,null,1298,null,572,null,369528,null,2266,null,340526,null,3280,null,29002,null,2997,null,0400000US44,Rhode Island,44
2968269,null,5149,null,1460336,null,3401,null,329274,null,1976,null,321982,null,2280,null,7292,null,1651,null,1131062,null,2677,null,1083601,null,2820,null,47461,null,3195,null,1507933,null,3303,null,310243,null,2358,null,305034,null,2513,null,5209,null,1141,null,1197690,null,1796,null,1156152,null,2743,null,41538,null,2910,null,0400000US45,South Carolina,45
695699,null,2126,null,346208,null,1621,null,80348,null,1165,null,79917,null,1190,null,431,null,315,null,265860,null,893,null,262599,null,1126,null,3261,null,1066,null,349491,null,1587,null,76154,null,1210,null,75668,null,1154,null,486,null,351,null,273337,null,869,null,270282,null,930,null,3055,null,805,null,0400000US46,South Dakota,46
4868752,null,7804,null,2383101,null,5455,null,550233,null,3574,null,543545,null,3702,null,6688,null,1844,null,1832868,null,3225,null,1774700,null,3044,null,58168,null,4336,null,2485651,null,4229,null,525082,null,2871,null,516881,null,2890,null,8201,null,1703,null,1960569,null,2791,null,1910932,null,3730,null,49637,null,4045,null,0400000US47,Tennessee,47
16804155,null,50932,null,8361891,null,27909,null,2232745,null,16047,null,2132379,null,15465,null,100366,null,6361,null,6129146,null,19095,null,5175086,null,17095,null,954060,null,17296,null,8442264,null,27610,null,2135579,null,14228,null,2045913,null,14310,null,89666,null,5798,null,6306685,null,17886,null,5428958,null,16497,null,877727,null,15819,null,0400000US48,Texas,48
2381687,null,7640,null,1199561,null,4138,null,367355,null,2165,null,358835,null,2532,null,8520,null,1866,null,832206,null,2901,null,770114,null,3453,null,62092,null,3765,null,1182126,null,4397,null,346754,null,2544,null,338745,null,2807,null,8009,null,1772,null,835372,null,2579,null,782303,null,3522,null,53069,null,3533,null,0400000US49,Utah,49
597245,null,893,null,293997,null,785,null,63715,null,314,null,63299,null,435,null,416,null,293,null,230282,null,751,null,223616,null,1238,null,6666,null,1152,null,303248,null,688,null,59776,null,327,null,59406,null,387,null,370,null,241,null,243472,null,586,null,235064,null,1196,null,8408,null,1003,null,0400000US50,Vermont,50
5429003,null,11229,null,2677478,null,8168,null,606380,null,5244,null,594952,null,5389,null,11428,null,2011,null,2071098,null,5272,null,1936682,null,5348,null,134416,null,6382,null,2751525,null,5742,null,572433,null,3624,null,558928,null,3715,null,13505,null,2106,null,2179092,null,4053,null,2041554,null,5286,null,137538,null,5651,null,0400000US51,Virginia,51
5219137,null,12474,null,2600338,null,6879,null,592032,null,3621,null,572751,null,4788,null,19281,null,3190,null,2008306,null,4836,null,1861396,null,5737,null,146910,null,6714,null,2618799,null,8047,null,555930,null,4369,null,533224,null,5806,null,22706,null,3570,null,2062869,null,4917,null,1906575,null,7314,null,156294,null,7379,null,0400000US53,Washington,53
1710622,null,2087,null,834560,null,2455,null,183659,null,2048,null,182817,null,2111,null,842,null,490,null,650901,null,1061,null,645695,null,1539,null,5206,null,1337,null,876062,null,2204,null,174800,null,1894,null,174156,null,1921,null,644,null,461,null,701262,null,1175,null,695666,null,1457,null,5596,null,1070,null,0400000US54,West Virginia,54
4891076,null,6051,null,2425330,null,3367,null,545576,null,2095,null,540634,null,2257,null,4942,null,1107,null,1879754,null,2511,null,1827768,null,4197,null,51986,null,4065,null,2465746,null,3720,null,517162,null,2387,null,511487,null,2370,null,5675,null,1295,null,1948584,null,2305,null,1899524,null,3515,null,49060,null,3432,null,0400000US55,Wisconsin,55
479076,null,2057,null,243950,null,1646,null,57279,null,1764,null,56799,null,1811,null,480,null,313,null,186671,null,1569,null,181968,null,1278,null,4703,null,1585,null,235126,null,2019,null,51713,null,1513,null,51240,null,1451,null,473,null,382,null,183413,null,912,null,178128,null,1263,null,5285,null,1193,null,0400000US56,Wyoming,56
3004147,null,21157,null,1427938,null,12301,null,394223,null,5888,null,393547,null,5912,null,676,null,328,null,1033715,null,9091,null,1007722,null,9426,null,25993,null,2530,null,1576209,null,12477,null,375666,null,5430,null,374141,null,5467,null,1525,null,683,null,1200543,null,9614,null,1172417,null,9736,null,28126,null,2500,null,0400000US72,Puerto Rico,72
