B25070_001E,B25070_001EA,B25070_001M,B25070_001MA,B25070_002E,B25070_002EA,B25070_002M,B25070_002MA,B25070_003E,B25070_003EA,B25070_003M,B25070_003MA,B25070_004E,B25070_004EA,B25070_004M,B25070_004MA,B25070_005E,B25070_005EA,B25070_005M,B25070_005MA,B25070_006E,B25070_006EA,B25070_006M,B25070_006MA,B25070_007E,B25070_007EA,B25070_007M,B25070_007MA,B25070_008E,B25070_008EA,B25070_008M,B25070_008MA,B25070_009E,B25070_009EA,B25070_009M,B25070_009MA,B25070_010E,B25070_010EA,B25070_010M,B25070_010MA,B25070_011E,B25070_011EA,B25070_011M,B25070_011MA,GEO_ID,NAME,state
528488,null,10257,null,21493,null,2425,null,43902,null,3838,null,59620,null,4235,null,55986,null,3772,null,50281,null,3619,null,37069,null,3314,null,23636,null,2680,null,42080,null,3726,null,111804,null,5808,null,82617,null,4600,null,0400000US01,Alabama,01
87403,null,3597,null,3543,null,798,null,9806,null,1564,null,11635,null,1507,null,11106,null,1504,null,8298,null,1544,null,6906,null,1056,null,4949,null,1081,null,6239,null,1318,null,14449,null,1519,null,10472,null,1347,null,0400000US02,Alaska,02
718401,null,12688,null,27568,null,2870,null,53429,null,4038,null,85247,null,5522,null,90667,null,5608,null,78373,null,5625,null,62874,null,4360,null,47943,null,3940,null,64603,null,4006,null,160846,null,7673,null,46851,null,3649,null,0400000US04,Arizona,04
355895,null,8224,null,13766,null,2058,null,33136,null,3048,null,41085,null,3183,null,38835,null,3604,null,36945,null,3480,null,28341,null,3125,null,18597,null,2237,null,26639,null,2439,null,74376,null,4242,null,44175,null,3087,null,0400000US05,Arkansas,05
5123700,null,28871,null,146632,null,6030,null,359960,null,11300,null,548231,null,14854,null,616039,null,12756,null,585874,null,12111,null,472935,null,10238,null,355503,null,10810,null,500564,null,12036,null,1293096,null,17964,null,244866,null,8625,null,0400000US06,California,06
579758,null,10271,null,20061,null,2355,null,48211,null,3856,null,70525,null,4821,null,73497,null,5020,null,64164,null,4155,null,48369,null,3883,null,33570,null,2915,null,50843,null,3938,null,134862,null,6242,null,35656,null,3276,null,0400000US08,Colorado,08
395875,null,7185,null,14265,null,1784,null,32867,null,2991,null,45921,null,2873,null,47818,null,3509,null,44269,null,3002,null,35642,null,2874,null,25342,null,2800,null,32887,null,3132,null,94201,null,4701,null,22663,null,2338,null,0400000US09,Connecticut,09
90336,null,3436,null,2047,null,716,null,5840,null,1229,null,9983,null,1583,null,11375,null,1696,null,10794,null,1818,null,8697,null,1523,null,5076,null,1123,null,8015,null,1627,null,20212,null,1936,null,8297,null,1270,null,0400000US10,Delaware,10
139226,null,3601,null,6561,null,1366,null,11069,null,1717,null,16141,null,2189,null,18106,null,2000,null,15974,null,1765,null,10077,null,1436,null,8067,null,1319,null,13655,null,2066,null,31936,null,2974,null,7640,null,1419,null,0400000US11,District of Columbia,11
2083252,null,21269,null,42965,null,3491,null,121329,null,6985,null,212781,null,8770,null,237250,null,10875,null,233264,null,8455,null,201063,null,7942,null,138421,null,6550,null,214196,null,8321,null,544871,null,13120,null,137112,null,6007,null,0400000US12,Florida,12
