B12005_001E,B12005_001EA,B12005_001M,B12005_001MA,B12005_002E,B12005_002EA,B12005_002M,B12005_002MA,B12005_003E,B12005_003EA,B12005_003M,B12005_003MA,B12005_004E,B12005_004EA,B12005_004M,B12005_004MA,B12005_005E,B12005_005EA,B12005_005M,B12005_005MA,B12005_006E,B12005_006EA,B12005_006M,B12005_006MA,B12005_007E,B12005_007EA,B12005_007M,B12005_007MA,B12005_008E,B12005_008EA,B12005_008M,B12005_008MA,B12005_009E,B12005_009EA,B12005_009M,B12005_009MA,B12005_010E,B12005_010EA,B12005_010M,B12005_010MA,B12005_011E,B12005_011EA,B12005_011M,B12005_011MA,B12005_012E,B12005_012EA,B12005_012M,B12005_012MA,B12005_013E,B12005_013EA,B12005_013M,B12005_013MA,B12005_014E,B12005_014EA,B12005_014M,B12005_014MA,B12005_015E,B12005_015EA,B12005_015M,B12005_015MA,B12005_016E,B12005_016EA,B12005_016M,B12005_016MA,GEO_ID,NAME,state
3702685,null,3710,null,1002318,null,15326,null,968597,null,15476,null,33721,null,3778,null,1894188,null,21980,null,1817717,null,21753,null,76471,null,4740,null,89952,null,5188,null,87347,null,5274,null,2605,null,1003,null,279237,null,8312,null,273267,null,8362,null,5970,null,1171,null,436990,null,10739,null,430888,null,10596,null,6102,null,1314,null,0400000US01,Alabama,01
537579,null,1393,null,174531,null,5475,null,164811,null,5259,null,9720,null,2219,null,272379,null,6782,null,243089,null,6575,null,29290,null,2307,null,11004,null,1813,null,9527,null,1490,null,1477,null,637,null,17701,null,1498,null,15297,null,1377,null,2404,null,610,null,61964,null,4398,null,58124,null,4088,null,3840,null,990,null,0400000US02,Alaska,02
4937757,null,1440,null,1512155,null,19941,null,1261443,null,19476,null,250712,null,12918,null,2432539,null,26442,null,1900765,null,22929,null,531774,null,13925,null,93311,null,6786,null,66391,null,5814,null,26920,null,3324,null,289291,null,9121,null,246966,null,7944,null,42325,null,4402,null,610461,null,14834,null,542174,null,13732,null,68287,null,5880,null,0400000US04,Arizona,04
2251796,null,2484,null,553499,null,10583,null,524807,null,9984,null,28692,null,3383,null,1207865,null,16135,null,1142127,null,14790,null,65738,null,4637,null,54148,null,3973,null,50761,null,3971,null,3387,null,947,null,170237,null,4529,null,166729,null,4464,null,3508,null,939,null,266047,null,9009,null,259340,null,8436,null,6707,null,1560,null,0400000US05,Arkansas,05
28831162,null,3164,null,9966272,null,45480,null,7561059,null,40382,null,2405213,null,33660,null,13880741,null,59025,null,8084758,null,46027,null,5795983,null,40581,null,708072,null,14649,null,403126,null,10896,null,304946,null,10616,null,1539382,null,15293,null,1040123,null,13254,null,499259,null,10915,null,2736695,null,26973,null,2148640,null,23580,null,588055,null,12663,null,0400000US06,California,06
3867717,null,2320,null,1136887,null,13518,null,1034512,null,14639,null,102375,null,7284,null,2011553,null,17768,null,1731871,null,16824,null,279682,null,10490,null,67300,null,5889,null,53000,null,4851,null,14300,null,2513,null,178144,null,5848,null,161590,null,5564,null,16554,null,2575,null,473833,null,10329,null,439649,null,10410,null,34184,null,3633,null,0400000US08,Colorado,08
2834130,null,1717,null,892917,null,11136,null,795449,null,10919,null,97468,null,6376,null,1438206,null,15096,null,1178742,null,13195,null,259464,null,9185,null,43392,null,3672,null,33954,null,3179,null,9438,null,1700,null,186647,null,5913,null,161894,null,5284,null,24753,null,2173,null,272968,null,7626,null,238290,null,7172,null,34678,null,3298,null,0400000US09,Connecticut,09
694868,null,560,null,213677,null,6347,null,198276,null,6265,null,15401,null,2232,null,349908,null,9423,null,311994,null,9324,null,37914,null,2774,null,11350,null,1764,null,10110,null,1582,null,1240,null,630,null,48678,null,2994,null,45322,null,2889,null,3356,null,810,null,71255,null,4505,null,67757,null,4445,null,3498,null,1014,null,0400000US10,Delaware,10
494235,null,320,null,265864,null,5339,null,237711,null,5920,null,28153,null,3008,null,132401,null,6660,null,101587,null,5501,null,30814,null,3358,null,18088,null,2296,null,15071,null,2020,null,3017,null,1090,null,29817,null,2035,null,27134,null,2057,null,2683,null,771,null,48065,null,3918,null,40611,null,3413,null,7454,null,2044,null,0400000US11,District of Columbia,11
14926522,null,3960,null,4191857,null,31887,null,3438781,null,30415,null,753076,null,19436,null,7437955,null,49840,null,5583397,null,42647,null,1854558,null,26041,null,343748,null,12439,null,231411,null,10621,null,112337,null,7483,null,1123455,null,15347,null,903600,null,14918,null,219855,null,6950,null,1829507,null,27647,null,1487389,null,23466,null,342118,null,10944,null,0400000US12,Florida,12
