B12005_001E,B12005_001EA,B12005_001M,B12005_001MA,B12005_002E,B12005_002EA,B12005_002M,B12005_002MA,B12005_003E,B12005_003EA,B12005_003M,B12005_003MA,B12005_004E,B12005_004EA,B12005_004M,B12005_004MA,B12005_005E,B12005_005EA,B12005_005M,B12005_005MA,B12005_006E,B12005_006EA,B12005_006M,B12005_006MA,B12005_007E,B12005_007EA,B12005_007M,B12005_007MA,B12005_008E,B12005_008EA,B12005_008M,B12005_008MA,B12005_009E,B12005_009EA,B12005_009M,B12005_009MA,B12005_010E,B12005_010EA,B12005_010M,B12005_010MA,B12005_011E,B12005_011EA,B12005_011M,B12005_011MA,B12005_012E,B12005_012EA,B12005_012M,B12005_012MA,B12005_013E,B12005_013EA,B12005_013M,B12005_013MA,B12005_014E,B12005_014EA,B12005_014M,B12005_014MA,B12005_015E,B12005_015EA,B12005_015M,B12005_015MA,B12005_016E,B12005_016EA,B12005_016M,B12005_016MA,GEO_ID,NAME,state
7438414,null,4178,null,2334466,null,21514,null,2107340,null,21142,null,227126,null,9715,null,3638394,null,29507,null,3169118,null,28152,null,469276,null,11910,null,179638,null,7974,null,155194,null,7010,null,24444,null,3245,null,437857,null,10217,null,408796,null,9779,null,29061,null,3267,null,848059,null,15174,null,794541,null,15279,null,53518,null,4549,null,0400000US13,Georgia,13
1047000,null,707,null,327375,null,7772,null,284254,null,7260,null,43121,null,3676,null,536911,null,9424,null,405398,null,8692,null,131513,null,6633,null,16774,null,2542,null,13136,null,2075,null,3638,null,1225,null,68656,null,3365,null,50010,null,2713,null,18646,null,1998,null,97284,null,5815,null,81709,null,5250,null,15575,null,2131,null,0400000US15,Hawaii,15
1159925,null,2020,null,276841,null,7266,null,259563,null,6648,null,17278,null,2495,null,676786,null,10929,null,624690,null,10729,null,52096,null,3432,null,13621,null,2286,null,13004,null,2250,null,617,null,388,null,60688,null,2911,null,57919,null,2814,null,2769,null,809,null,131989,null,6314,null,126516,null,6371,null,5473,null,998,null,0400000US16,Idaho,16
10208594,null,2850,null,3341867,null,23587,null,2955637,null,25078,null,386230,null,14037,null,5083965,null,31977,null,4016806,null,28042,null,1067159,null,18565,null,180992,null,7949,null,141707,null,6593,null,39285,null,3872,null,632850,null,9554,null,550690,null,8262,null,82160,null,4597,null,968920,null,15781,null,869056,null,14149,null,99864,null,6897,null,0400000US17,Illinois,17
5035925,null,2853,null,1383045,null,14413,null,1317067,null,14549,null,65978,null,6055,null,2652655,null,22791,null,2508008,null,21812,null,144647,null,6076,null,75954,null,5342,null,70099,null,4769,null,5855,null,1393,null,314147,null,6567,null,304052,null,6663,null,10095,null,1346,null,610124,null,12688,null,593782,null,12553,null,16342,null,2215,null,0400000US18,Indiana,18
2403350,null,2552,null,647506,null,10067,null,617436,null,9547,null,30070,null,2875,null,1326033,null,14976,null,1262577,null,14146,null,63456,null,3882,null,31329,null,2807,null,28407,null,2693,null,2922,null,966,null,161831,null,4474,null,157542,null,4580,null,4289,null,1020,null,236651,null,6916,null,230369,null,6834,null,6282,null,1036,null,0400000US19,Iowa,19
2200722,null,2978,null,579857,null,9976,null,543216,null,9631,null,36641,null,3465,null,1204324,null,16666,null,1107837,null,15422,null,96487,null,5520,null,31191,null,2789,null,26656,null,2671,null,4535,null,1299,null,141309,null,4560,null,134857,null,4476,null,6452,null,1225,null,244041,null,8243,null,234560,null,8104,null,9481,null,1464,null,0400000US20,Kansas,20
3414048,null,2839,null,903078,null,13980,null,878052,null,13528,null,25026,null,2808,null,1760367,null,25076,null,1701633,null,23838,null,58734,null,4457,null,75002,null,5194,null,71795,null,4908,null,3207,null,1083,null,249534,null,6983,null,245873,null,6985,null,3661,null,1021,null,426067,null,11938,null,418936,null,11596,null,7131,null,1628,null,0400000US21,Kentucky,21
3405579,null,2414,null,1096073,null,14324,null,1059670,null,14271,null,36403,null,4734,null,1603353,null,19250,null,1524321,null,19681,null,79032,null,4671,null,87743,null,5514,null,84653,null,5247,null,3090,null,1020,null,244664,null,6427,null,238875,null,6138,null,5789,null,1358,null,373746,null,11161,null,364516,null,11110,null,9230,null,1717,null,0400000US22,Louisiana,22
1093023,null,1529,null,282331,null,6986,null,272895,null,7055,null,9436,null,1823,null,587927,null,11303,null,565452,null,11090,null,22475,null,2647,null,14861,null,2098,null,13592,null,1920,null,1269,null,637,null,72370,null,3600,null,68956,null,3474,null,3414,null,839,null,135534,null,5916,null,131739,null,5919,null,3795,null,1038,null,0400000US23,Maine,23
4507480,null,2077,null,1501038,null,14450,null,1331359,null,14587,null,169679,null,7547,null,2183212,null,20969,null,1790772,null,20398,null,392440,null,8959,null,122708,null,6388,null,105479,null,6062,null,17229,null,2157,null,276919,null,6540,null,245831,null,6565,null,31088,null,2876,null,423603,null,11922,null,379784,null,10679,null,43819,null,3909,null,0400000US24,Maryland,24
5281448,null,1164,null,1848809,null,18474,null,1609419,null,19681,null,239390,null,10318,null,2524255,null,23098,null,2028625,null,21538,null,495630,null,13913,null,94710,null,6644,null,68295,null,5402,null,26415,null,3106,null,331190,null,7415,null,286149,null,6342,null,45041,null,3808,null,482484,null,12539,null,420420,null,12116,null,62064,null,4577,null,0400000US25,Massachusetts,25
8081548,null,2648,null,2524499,null,17239,null,2401003,null,17673,null,123496,null,7333,null,4026336,null,25824,null,3663624,null,25698,null,362712,null,9085,null,120417,null,5535,null,112504,null,5270,null,7913,null,1788,null,514517,null,7342,null,478440,null,6777,null,36077,null,3415,null,895779,null,12370,null,860340,null,11906,null,35439,null,3444,null,0400000US26,Michigan,26
4163745,null,2318,null,1252031,null,12642,null,1158651,null,12330,null,93380,null,5425,null,2237301,null,17342,null,2062402,null,17294,null,174899,null,6313,null,47938,null,4078,null,37567,null,3575,null,10371,null,1920,null,229721,null,5414,null,218845,null,5122,null,10876,null,1469,null,396754,null,7876,null,375934,null,7823,null,20820,null,2757,null,0400000US27,Minnesota,27
2286965,null,2543,null,715810,null,11830,null,703642,null,11671,null,12168,null,2339,null,1085040,null,18138,null,1056972,null,18099,null,28068,null,3204,null,66875,null,4622,null,65926,null,4652,null,949,null,505,null,175152,null,5393,null,173269,null,5369,null,1883,null,834,null,244088,null,8636,null,241299,null,8680,null,2789,null,930,null,0400000US28,Mississippi,28
4708846,null,2600,null,1313227,null,15715,null,1264877,null,15694,null,48350,null,3972,null,2432436,null,24823,null,2319960,null,23265,null,112476,null,6144,null,101179,null,4832,null,95966,null,4662,null,5213,null,1259,null,311796,null,6731,null,302987,null,6787,null,8809,null,1262,null,550208,null,12943,null,537138,null,12389,null,13070,null,2260,null,0400000US29,Missouri,29
778701,null,1622,null,216348,null,5445,null,212687,null,5465,null,3661,null,1079,null,411480,null,8515,null,402500,null,8303,null,8980,null,1267,null,10825,null,2078,null,10716,null,2092,null,109,null,161,null,45058,null,2284,null,43885,null,2176,null,1173,null,447,null,94990,null,4850,null,93393,null,4573,null,1597,null,738,null,0400000US30,Montana,30
1405522,null,1763,null,398887,null,8046,null,372268,null,7659,null,26619,null,3150,null,761725,null,10963,null,709217,null,10052,null,52508,null,3729,null,17429,null,1735,null,15480,null,1697,null,1949,null,684,null,91160,null,2942,null,87812,null,2979,null,3348,null,860,null,136321,null,5843,null,131372,null,5823,null,4949,null,1241,null,0400000US31,Nebraska,31
2009549,null,2043,null,577769,null,10688,null,463387,null,10599,null,114382,null,6876,null,1013012,null,12596,null,738556,null,12352,null,274456,null,8470,null,45985,null,4007,null,32143,null,2824,null,13842,null,2502,null,101410,null,4424,null,82537,null,3887,null,18873,null,2192,null,271373,null,8495,null,226877,null,8054,null,44496,null,4022,null,0400000US32,Nevada,32
1075473,null,1210,null,302570,null,6653,null,290602,null,6592,null,11968,null,2047,null,577283,null,10366,null,538038,null,9715,null,39245,null,3852,null,14116,null,1688,null,12793,null,1612,null,1323,null,837,null,59079,null,2935,null,55383,null,2994,null,3696,null,970,null,122425,null,6451,null,115979,null,6232,null,6446,null,1368,null,0400000US33,New Hampshire,33
6992064,null,1544,null,2224590,null,20188,null,1843079,null,17166,null,381511,null,12347,null,3565496,null,30516,null,2545871,null,25676,null,1019625,null,18282,null,155722,null,6707,null,105757,null,5265,null,49965,null,4201,null,475274,null,8614,null,383733,null,7426,null,91541,null,5139,null,570982,null,14555,null,461216,null,13843,null,109766,null,5850,null,0400000US34,New Jersey,34
1560804,null,1805,null,499674,null,10485,null,460260,null,10378,null,39414,null,4187,null,736986,null,14282,null,633793,null,14121,null,103193,null,5964,null,30483,null,2687,null,24664,null,2558,null,5819,null,1285,null,96167,null,4036,null,88624,null,3910,null,7543,null,1333,null,197494,null,7195,null,183319,null,6956,null,14175,null,2287,null,0400000US35,New Mexico,35
15699941,null,2740,null,5661896,null,30428,null,4567191,null,30390,null,1094705,null,22623,null,7235552,null,38810,null,5001707,null,32458,null,2233845,null,26419,null,463775,null,11993,null,296571,null,9183,null,167204,null,7861,null,1045551,null,13726,null,797874,null,13052,null,247677,null,6575,null,1293167,null,22909,null,995692,null,20078,null,297475,null,10531,null,0400000US36,New York,36
7220711,null,3728,null,2053875,null,19006,null,1901374,null,18750,null,152501,null,8054,null,3752324,null,27988,null,3389592,null,27096,null,362732,null,10308,null,218724,null,7324,null,201865,null,7398,null,16859,null,2408,null,464921,null,8117,null,450348,null,7834,null,14573,null,1862,null,730867,null,16251,null,700642,null,15454,null,30225,null,3122,null,0400000US37,North Carolina,37
522336,null,1258,null,155615,null,5514,null,150468,null,5455,null,5147,null,1280,null,282147,null,8081,null,274640,null,7622,null,7507,null,1496,null,5850,null,1297,null,5725,null,1271,null,125,null,162,null,36794,null,1826,null,35744,null,1921,null,1050,null,425,null,41930,null,2940,null,41248,null,2945,null,682,null,362,null,0400000US38,North Dakota,38
9210542,null,3040,null,2709803,null,24015,null,2626896,null,23772,null,82907,null,5627,null,4635908,null,33800,null,4390038,null,32785,null,245870,null,9384,null,169800,null,7211,null,161192,null,7113,null,8608,null,1730,null,624703,null,10305,null,599664,null,9844,null,25039,null,2265,null,1070328,null,19549,null,1042926,null,19181,null,27402,null,2937,null,0400000US39,Ohio,39
2868295,null,3212,null,732599,null,11356,null,691209,null,10011,null,41390,null,4431,null,1507466,null,16915,null,1403224,null,16514,null,104242,null,4637,null,61537,null,4135,null,56022,null,3860,null,5515,null,1461,null,199635,null,5898,null,193306,null,5941,null,6329,null,1135,null,367058,null,7688,null,355767,null,7524,null,11291,null,2018,null,0400000US40,Oklahoma,40
3038939,null,2212,null,861390,null,12749,null,775331,null,12868,null,86059,null,6683,null,1564758,null,18154,null,1354891,null,17393,null,209867,null,7672,null,56085,null,4394,null,44254,null,3461,null,11831,null,2411,null,173456,null,6450,null,159770,null,5999,null,13686,null,1873,null,383250,null,9614,null,361909,null,9289,null,21341,null,2290,null,0400000US41,Oregon,41
10171340,null,2377,null,3138479,null,18000,null,2989254,null,17613,null,149225,null,7287,null,5113295,null,31715,null,4737585,null,29352,null,375710,null,9790,null,221364,null,8001,null,204247,null,7944,null,17117,null,3072,null,761316,null,10879,null,722618,null,10847,null,38698,null,2582,null,936886,null,18679,null,897251,null,18404,null,39635,null,3833,null,0400000US42,Pennsylvania,42
866045,null,1364,null,289157,null,7164,null,256830,null,7172,null,32327,null,3987,null,409819,null,9991,null,338901,null,8800,null,70918,null,5029,null,14639,null,2123,null,9042,null,1699,null,5597,null,1491,null,61019,null,2920,null,53050,null,2698,null,7969,null,1259,null,91411,null,5118,null,79825,null,4756,null,11586,null,1668,null,0400000US44,Rhode Island,44
3540132,null,2587,null,1059563,null,13293,null,1019373,null,12537,null,40190,null,3468,null,1756368,null,22176,null,1645173,null,20615,null,111195,null,5818,null,124226,null,5885,null,117225,null,5523,null,7001,null,1616,null,247008,null,7464,null,240952,null,7124,null,6056,null,1310,null,352967,null,11183,null,344510,null,10838,null,8457,null,1448,null,0400000US45,South Carolina,45
634217,null,991,null,186208,null,4722,null,181365,null,4887,null,4843,null,1230,null,337339,null,6386,null,330145,null,6131,null,7194,null,1297,null,6540,null,1481,null,6464,null,1474,null,76,null,63,null,41262,null,2164,null,40782,null,2165,null,480,null,273,null,62868,null,3547,null,62258,null,3515,null,610,null,323,null,0400000US46,South Dakota,46
4944487,null,3620,null,1346373,null,16004,null,1278938,null,15240,null,67435,null,5234,null,2513124,null,26056,null,2379622,null,25073,null,133502,null,6416,null,114933,null,6656,null,107645,null,6224,null,7288,null,1584,null,341511,null,8529,null,333183,null,8591,null,8328,null,1685,null,628546,null,14499,null,616189,null,14012,null,12357,null,1902,null,0400000US47,Tennessee,47
18342931,null,5949,null,5467755,null,32780,null,4635365,null,31985,null,832390,null,21236,null,9427677,null,46723,null,7166595,null,42337,null,2261082,null,25348,null,493851,null,12378,null,360952,null,9954,null,132899,null,7569,null,1014656,null,12607,null,865602,null,11908,null,149054,null,5763,null,1938992,null,26373,null,1729264,null,24545,null,209728,null,8834,null,0400000US48,Texas,48
1952609,null,1689,null,558566,null,10463,null,508336,null,10193,null,50230,null,4110,null,1117299,null,13938,null,997329,null,12023,null,119970,null,5696,null,24373,null,2661,null,20318,null,2614,null,4055,null,1211,null,76824,null,3938,null,70826,null,3717,null,5998,null,1258,null,175547,null,5984,null,161436,null,5532,null,14111,null,2167,null,0400000US49,Utah,49
516558,null,1181,null,151012,null,4652,null,147082,null,4562,null,3930,null,995,null,264354,null,7151,null,252414,null,7006,null,11940,null,1610,null,7455,null,1470,null,7273,null,1471,null,182,null,149,null,30990,null,1912,null,28702,null,1883,null,2288,null,491,null,62747,null,4295,null,60606,null,4201,null,2141,null,601,null,0400000US50,Vermont,50
6209045,null,3973,null,1871416,null,18284,null,1679001,null,18682,null,192415,null,8184,null,3212485,null,26622,null,2759016,null,26600,null,453469,null,10225,null,160160,null,6475,null,143350,null,5861,null,16810,null,2788,null,373122,null,8888,null,340945,null,9022,null,32177,null,3188,null,591862,null,10674,null,541749,null,10349,null,50113,null,4399,null,0400000US51,Virginia,51
5209078,null,2710,null,1512832,null,18721,null,1337973,null,16902,null,174859,null,7955,null,2697790,null,25556,null,2243126,null,22655,null,454664,null,11557,null,90927,null,5450,null,73067,null,4838,null,17860,null,2465,null,275981,null,6218,null,236330,null,6315,null,39651,null,3125,null,631548,null,13441,null,582544,null,13288,null,49004,null,4902,null,0400000US53,Washington,53
1495512,null,1611,null,376076,null,7667,null,371054,null,7650,null,5022,null,1202,null,801259,null,13749,null,787680,null,13732,null,13579,null,2085,null,24641,null,3326,null,24203,null,3246,null,438,null,354,null,120713,null,4535,null,119369,null,4488,null,1344,null,530,null,172823,null,7160,null,171325,null,7161,null,1498,null,466,null,0400000US54,West Virginia,54
4524448,null,2553,null,1359645,null,15609,null,1293526,null,15394,null,66119,null,4159,null,2385170,null,20297,null,2250800,null,19518,null,134370,null,6761,null,53034,null,3777,null,47783,null,3482,null,5251,null,1233,null,275463,null,5291,null,263670,null,5292,null,11793,null,1705,null,451136,null,10944,null,436320,null,10601,null,14816,null,1967,null,0400000US55,Wisconsin,55
419676,null,2126,null,110588,null,4403,null,106974,null,4008,null,3614,null,1442,null,223618,null,5956,null,215327,null,5657,null,8291,null,1621,null,6499,null,1245,null,6175,null,1228,null,324,null,212,null,24303,null,1906,null,23299,null,1773,null,1004,null,501,null,54668,null,4199,null,53224,null,4113,null,1444,null,613,null,0400000US56,Wyoming,56
3121085,null,0,*****,1142732,null,12769,null,1116756,null,13163,null,25976,null,3118,null,1250890,null,16711,null,1200891,null,17181,null,49999,null,3630,null,120387,null,5573,null,114239,null,5526,null,6148,null,1458,null,228711,null,6494,null,221918,null,6688,null,6793,null,1275,null,378365,null,8679,null,361146,null,8463,null,17219,null,2248,null,0400000US72,Puerto Rico,72
