B18013_001E,B18013_001EA,B18013_001M,B18013_001MA,B18013_002E,B18013_002EA,B18013_002M,B18013_002MA,B18013_003E,B18013_003EA,B18013_003M,B18013_003MA,B18013_004E,B18013_004EA,B18013_004M,B18013_004MA,B18013_005E,B18013_005EA,B18013_005M,B18013_005MA,B18013_006E,B18013_006EA,B18013_006M,B18013_006MA,B18013_007E,B18013_007EA,B18013_007M,B18013_007MA,B18013_008E,B18013_008EA,B18013_008M,B18013_008MA,B18013_009E,B18013_009EA,B18013_009M,B18013_009MA,B18013_010E,B18013_010EA,B18013_010M,B18013_010MA,B18013_011E,B18013_011EA,B18013_011M,B18013_011MA,B18013_012E,B18013_012EA,B18013_012M,B18013_012MA,B18013_013E,B18013_013EA,B18013_013M,B18013_013MA,B18013_014E,B18013_014EA,B18013_014M,B18013_014MA,B18013_015E,B18013_015EA,B18013_015M,B18013_015MA,B18013_016E,B18013_016EA,B18013_016M,B18013_016MA,B18013_017E,B18013_017EA,B18013_017M,B18013_017MA,B18013_018E,B18013_018EA,B18013_018M,B18013_018MA,B18013_019E,B18013_019EA,B18013_019M,B18013_019MA,GEO_ID,NAME,state
1019359,null,5332,null,51382,null,3965,null,9618,null,1699,null,3485,null,857,null,6133,null,1520,null,41764,null,3794,null,17491,null,2688,null,15567,null,2021,null,7701,null,1923,null,1005,null,461,null,967977,null,6632,null,263995,null,6820,null,38870,null,3408,null,225125,null,7058,null,703982,null,9374,null,133627,null,6694,null,253672,null,8634,null,188779,null,7571,null,127904,null,6230,null,0400000US01,Alabama,01
159100,null,2455,null,7965,null,1369,null,1565,null,771,null,227,null,200,null,1338,null,733,null,6400,null,1180,null,2135,null,679,null,2907,null,857,null,994,null,732,null,364,null,281,null,151135,null,2808,null,36052,null,3162,null,9075,null,1611,null,26977,null,2901,null,115083,null,3847,null,12174,null,1602,null,50220,null,3411,null,32877,null,2748,null,19812,null,2008,null,0400000US02,Alaska,02
1470640,null,3527,null,46132,null,4101,null,9408,null,1637,null,3764,null,888,null,5644,null,1361,null,36724,null,3765,null,10825,null,2198,null,17589,null,2512,null,6800,null,1538,null,1510,null,682,null,1424508,null,5802,null,344820,null,9347,null,52710,null,4303,null,292110,null,9033,null,1079688,null,9855,null,234101,null,8505,null,370433,null,11304,null,282538,null,10829,null,192616,null,6583,null,0400000US04,Arizona,04
622037,null,4681,null,32485,null,3451,null,6159,null,1419,null,2580,null,929,null,3579,null,1120,null,26326,null,3067,null,10142,null,1762,null,13187,null,2002,null,2702,null,767,null,295,null,181,null,589552,null,5771,null,151007,null,4909,null,26116,null,2758,null,124891,null,4786,null,438545,null,7490,null,70104,null,4366,null,175291,null,7467,null,117564,null,4812,null,75586,null,4910,null,0400000US05,Arkansas,05
8780370,null,7937,null,243357,null,10728,null,68595,null,4495,null,18655,null,2370,null,49940,null,3991,null,174762,null,9580,null,60900,null,5095,null,69917,null,5912,null,35280,null,3875,null,8665,null,1795,null,8537013,null,13015,null,2497148,null,23155,null,321518,null,9516,null,2175630,null,25571,null,6039865,null,25523,null,1312212,null,22543,null,1901877,null,23584,null,1441664,null,19802,null,1384112,null,16040,null,0400000US06,California,06
1150965,null,4537,null,42080,null,3933,null,9853,null,1756,null,3527,null,951,null,6326,null,1471,null,32227,null,3310,null,7675,null,1805,null,13089,null,1993,null,7528,null,1656,null,3935,null,1943,null,1108885,null,5235,null,287286,null,7230,null,38352,null,2727,null,248934,null,7277,null,821599,null,8625,null,120839,null,6477,null,260817,null,9906,null,215661,null,8622,null,224282,null,7164,null,0400000US08,Colorado,08
706827,null,2629,null,23846,null,2344,null,5608,null,1077,null,2053,null,662,null,3555,null,907,null,18238,null,2347,null,5750,null,1323,null,8848,null,2172,null,2230,null,692,null,1410,null,536,null,682981,null,3016,null,229016,null,5640,null,27288,null,2295,null,201728,null,6081,null,453965,null,6362,null,49038,null,3996,null,153233,null,7043,null,106088,null,5002,null,145606,null,4472,null,0400000US09,Connecticut,09
187123,null,1176,null,6576,null,1142,null,1744,null,646,null,699,null,462,null,1045,null,449,null,4832,null,1011,null,1427,null,577,null,1494,null,525,null,1723,null,783,null,188,null,250,null,180547,null,1652,null,56504,null,2723,null,6653,null,1241,null,49851,null,2918,null,124043,null,3050,null,20674,null,2178,null,43928,null,2721,null,29315,null,1921,null,30126,null,2916,null,0400000US10,Delaware,10
173420,null,1532,null,4562,null,1199,null,1446,null,641,null,397,null,403,null,1049,null,488,null,3116,null,990,null,872,null,517,null,1398,null,817,null,246,null,294,null,600,null,404,null,168858,null,1892,null,50623,null,3393,null,4441,null,1428,null,46182,null,3390,null,118235,null,3396,null,13152,null,2650,null,26353,null,3308,null,13622,null,1961,null,65108,null,3553,null,0400000US11,District of Columbia,11
3753929,null,8563,null,115425,null,6839,null,25036,null,3417,null,9950,null,1863,null,15086,null,2632,null,90389,null,6115,null,32956,null,3507,null,39354,null,4205,null,14005,null,2116,null,4074,null,919,null,3638504,null,9392,null,990844,null,16402,null,150960,null,7486,null,839884,null,13799,null,2647660,null,17603,null,453092,null,15482,null,984917,null,20132,null,659583,null,17167,null,550068,null,13149,null,0400000US12,Florida,12
