B14001F_001E,B14001F_001EA,B14001F_001M,B14001F_001MA,B14001F_002E,B14001F_002EA,B14001F_002M,B14001F_002MA,B14001F_003E,B14001F_003EA,B14001F_003M,B14001F_003MA,B14001F_004E,B14001F_004EA,B14001F_004M,B14001F_004MA,B14001F_005E,B14001F_005EA,B14001F_005M,B14001F_005MA,B14001F_006E,B14001F_006EA,B14001F_006M,B14001F_006MA,B14001F_007E,B14001F_007EA,B14001F_007M,B14001F_007MA,GEO_ID,NAME,state
326557,null,14040,null,93460,null,5515,null,15523,null,2610,null,48417,null,4301,null,17687,null,1850,null,11833,null,2153,null,233097,null,10899,null,0400000US13,Georgia,13
16531,null,2639,null,3943,null,1399,null,313,null,235,null,1058,null,458,null,1086,null,588,null,1486,null,864,null,12588,null,2028,null,0400000US15,Hawaii,15
30829,null,3704,null,9777,null,1656,null,793,null,418,null,4841,null,1117,null,2800,null,786,null,1343,null,561,null,21052,null,2720,null,0400000US16,Idaho,16
1062054,null,19735,null,349296,null,9671,null,46912,null,4064,null,167916,null,6162,null,78723,null,4513,null,55745,null,4564,null,712758,null,14880,null,0400000US17,Illinois,17
142493,null,7298,null,47540,null,4082,null,7511,null,1511,null,22543,null,2522,null,9378,null,1582,null,8108,null,1539,null,94953,null,5066,null,0400000US18,Indiana,18
48096,null,4973,null,15911,null,2533,null,1831,null,571,null,7239,null,1494,null,3517,null,962,null,3324,null,877,null,32185,null,3322,null,0400000US19,Iowa,19
79405,null,6274,null,25967,null,3030,null,2765,null,954,null,13487,null,2024,null,6852,null,1364,null,2863,null,878,null,53438,null,4616,null,0400000US20,Kansas,20
31415,null,3376,null,9630,null,2246,null,1547,null,700,null,4491,null,1280,null,1512,null,673,null,2080,null,779,null,21785,null,2464,null,0400000US21,Kentucky,21
38725,null,4402,null,8309,null,1604,null,988,null,448,null,3391,null,1148,null,2019,null,680,null,1911,null,702,null,30416,null,3876,null,0400000US22,Louisiana,22
3686,null,1293,null,1248,null,634,null,46,null,77,null,279,null,234,null,410,null,285,null,513,null,379,null,2438,null,939,null,0400000US23,Maine,23
170723,null,9078,null,52234,null,4081,null,5908,null,1261,null,24418,null,2789,null,12151,null,1492,null,9757,null,2083,null,118489,null,7144,null,0400000US24,Maryland,24
274703,null,12747,null,87738,null,6419,null,10682,null,2044,null,37025,null,3280,null,22040,null,2816,null,17991,null,2534,null,186965,null,9047,null,0400000US25,Massachusetts,25
157208,null,9129,null,48177,null,3884,null,5978,null,1252,null,22962,null,2424,null,11405,null,1446,null,7832,null,1634,null,109031,null,6907,null,0400000US26,Michigan,26
66328,null,6579,null,21477,null,2751,null,3820,null,1197,null,10172,null,1970,null,4446,null,1063,null,3039,null,1002,null,44851,null,4603,null,0400000US27,Minnesota,27
18172,null,2786,null,3791,null,1173,null,718,null,548,null,1883,null,915,null,601,null,364,null,589,null,350,null,14381,null,2578,null,0400000US28,Mississippi,28
57079,null,4836,null,17914,null,2431,null,2414,null,740,null,8761,null,1651,null,3141,null,886,null,3598,null,890,null,39165,null,3836,null,0400000US29,Missouri,29
5206,null,1454,null,1197,null,645,null,0,null,233,null,412,null,267,null,567,null,481,null,218,null,237,null,4009,null,1232,null,0400000US30,Montana,30
42666,null,3994,null,13600,null,2155,null,1403,null,487,null,6846,null,1564,null,3420,null,898,null,1931,null,788,null,29066,null,3039,null,0400000US31,Nebraska,31
187593,null,11772,null,55313,null,4815,null,5937,null,1349,null,31782,null,3727,null,13479,null,2044,null,4115,null,897,null,132280,null,8437,null,0400000US32,Nevada,32
9411,null,2417,null,4231,null,1478,null,233,null,316,null,1362,null,636,null,1075,null,720,null,1561,null,850,null,5180,null,1521,null,0400000US33,New Hampshire,33
610426,null,17530,null,169236,null,7311,null,25859,null,3089,null,77961,null,4877,null,37523,null,3434,null,27893,null,2847,null,441190,null,13806,null,0400000US34,New Jersey,34
290967,null,10178,null,90431,null,5012,null,10225,null,1931,null,38856,null,3249,null,20214,null,2283,null,21136,null,2502,null,200536,null,6942,null,0400000US35,New Mexico,35
1688970,null,29177,null,518034,null,11886,null,57210,null,4119,null,228464,null,7131,null,127882,null,5102,null,104478,null,5469,null,1170936,null,24337,null,0400000US36,New York,36
346578,null,13968,null,96110,null,6088,null,12341,null,2022,null,54424,null,4056,null,16686,null,2406,null,12659,null,2200,null,250468,null,9786,null,0400000US37,North Carolina,37
2684,null,988,null,794,null,463,null,116,null,128,null,328,null,246,null,172,null,143,null,178,null,217,null,1890,null,764,null,0400000US38,North Dakota,38
96447,null,6197,null,34348,null,2945,null,4879,null,1003,null,15727,null,2146,null,7282,null,1322,null,6460,null,1314,null,62099,null,4456,null,0400000US39,Ohio,39
98140,null,7340,null,33478,null,3747,null,4361,null,961,null,17842,null,2819,null,6641,null,1304,null,4634,null,1496,null,64662,null,4967,null,0400000US40,Oklahoma,40
124471,null,10018,null,40741,null,4399,null,3687,null,1071,null,21526,null,3316,null,10419,null,1680,null,5109,null,1210,null,83730,null,7586,null,0400000US41,Oregon,41
235226,null,10487,null,83045,null,5487,null,10809,null,2301,null,38659,null,3741,null,20014,null,2322,null,13563,null,2175,null,152181,null,6852,null,0400000US42,Pennsylvania,42
63286,null,5106,null,25108,null,2700,null,2192,null,681,null,11186,null,2049,null,6120,null,1077,null,5610,null,1108,null,38178,null,3762,null,0400000US44,Rhode Island,44
58172,null,5207,null,16973,null,2399,null,3296,null,1113,null,8394,null,1630,null,3212,null,797,null,2071,null,728,null,41199,null,4086,null,0400000US45,South Carolina,45
5388,null,1636,null,2264,null,768,null,375,null,398,null,1267,null,584,null,367,null,315,null,255,null,203,null,3124,null,1115,null,0400000US46,South Dakota,46
77573,null,7298,null,20004,null,3125,null,2466,null,817,null,11558,null,2252,null,4516,null,1307,null,1464,null,530,null,57569,null,5110,null,0400000US47,Tennessee,47
2776485,null,48387,null,886621,null,21528,null,119764,null,5970,null,432132,null,13682,null,195614,null,8065,null,139111,null,6473,null,1889864,null,32263,null,0400000US48,Texas,48
75126,null,6606,null,27682,null,3061,null,3453,null,932,null,13477,null,1938,null,5721,null,1236,null,5031,null,1059,null,47444,null,4339,null,0400000US49,Utah,49
1250,null,530,null,444,null,260,null,10,null,18,null,135,null,135,null,71,null,79,null,228,null,184,null,806,null,408,null,0400000US50,Vermont,50
201324,null,10628,null,58287,null,5036,null,7800,null,1685,null,26970,null,2776,null,12652,null,2411,null,10865,null,2063,null,143037,null,7862,null,0400000US51,Virginia,51
231781,null,10301,null,75169,null,5615,null,7611,null,1279,null,35741,null,3232,null,19742,null,2260,null,12075,null,2288,null,156612,null,7029,null,0400000US53,Washington,53
5189,null,1383,null,1932,null,828,null,377,null,314,null,619,null,339,null,228,null,172,null,708,null,580,null,3257,null,1078,null,0400000US54,West Virginia,54
132045,null,5684,null,42038,null,3136,null,6470,null,1367,null,20526,null,1955,null,9274,null,1379,null,5768,null,1216,null,90007,null,4238,null,0400000US55,Wisconsin,55
8933,null,1727,null,1841,null,674,null,180,null,192,null,1009,null,458,null,404,null,239,null,248,null,208,null,7092,null,1334,null,0400000US56,Wyoming,56
459180,null,15915,null,143190,null,7387,null,12994,null,1676,null,63818,null,4430,null,34237,null,3122,null,32141,null,3222,null,315990,null,11083,null,0400000US72,Puerto Rico,72
