C15002I_001E,C15002I_001EA,C15002I_001M,C15002I_001MA,C15002I_002E,C15002I_002EA,C15002I_002M,C15002I_002MA,C15002I_003E,C15002I_003EA,C15002I_003M,C15002I_003MA,C15002I_004E,C15002I_004EA,C15002I_004M,C15002I_004MA,C15002I_005E,C15002I_005EA,C15002I_005M,C15002I_005MA,C15002I_006E,C15002I_006EA,C15002I_006M,C15002I_006MA,C15002I_007E,C15002I_007EA,C15002I_007M,C15002I_007MA,C15002I_008E,C15002I_008EA,C15002I_008M,C15002I_008MA,C15002I_009E,C15002I_009EA,C15002I_009M,C15002I_009MA,C15002I_010E,C15002I_010EA,C15002I_010M,C15002I_010MA,C15002I_011E,C15002I_011EA,C15002I_011M,C15002I_011MA,GEO_ID,NAME,state
56739,null,1850,null,32820,null,1587,null,15159,null,1684,null,8599,null,1380,null,5286,null,1183,null,3776,null,1089,null,23919,null,1540,null,9037,null,1249,null,6269,null,1095,null,5222,null,1177,null,3391,null,785,null,0400000US01,Alabama,01
18409,null,1209,null,9681,null,988,null,3061,null,908,null,2877,null,1051,null,3083,null,895,null,660,null,326,null,8728,null,759,null,2169,null,740,null,2057,null,683,null,3012,null,731,null,1490,null,541,null,0400000US02,Alaska,02
972816,null,2446,null,506858,null,1703,null,215285,null,6645,null,148630,null,6733,null,100495,null,5676,null,42448,null,3460,null,465958,null,1637,null,179022,null,6498,null,136143,null,5825,null,105362,null,4578,null,45431,null,3354,null,0400000US04,Arizona,04
71240,null,2156,null,40986,null,2089,null,20306,null,1725,null,11968,null,1920,null,5549,null,1293,null,3163,null,993,null,30254,null,1536,null,17370,null,1788,null,6920,null,1241,null,3549,null,1010,null,2415,null,616,null,0400000US05,Arkansas,05
7059678,null,3062,null,3624062,null,2625,null,1616905,null,17922,null,982316,null,15619,null,687002,null,13955,null,337839,null,10152,null,3435616,null,1547,null,1483818,null,18403,null,874724,null,13314,null,718884,null,12978,null,358190,null,9186,null,0400000US06,California,06
525218,null,2218,null,279615,null,1956,null,100740,null,5304,null,91952,null,5654,null,55073,null,4673,null,31850,null,3109,null,245603,null,1909,null,83171,null,4282,null,73593,null,4151,null,58038,null,4127,null,30801,null,3441,null,0400000US08,Colorado,08
224861,null,841,null,111069,null,836,null,36907,null,3330,null,38336,null,3028,null,22040,null,2386,null,13786,null,1749,null,113792,null,802,null,35506,null,2877,null,33589,null,2772,null,24808,null,2173,null,19889,null,2302,null,0400000US09,Connecticut,09
28732,null,436,null,15247,null,421,null,6663,null,1160,null,4567,null,964,null,2694,null,936,null,1323,null,542,null,13485,null,464,null,5486,null,1067,null,4229,null,1127,null,2225,null,672,null,1545,null,624,null,0400000US10,Delaware,10
31784,null,0,*****,16840,null,0,*****,7149,null,1767,null,3021,null,1237,null,2089,null,792,null,4581,null,1171,null,14944,null,0,*****,6250,null,1165,null,1019,null,576,null,1885,null,698,null,5790,null,1111,null,0400000US11,District of Columbia,11
2387068,null,4350,null,1191452,null,3398,null,347143,null,10864,null,344002,null,11189,null,254024,null,8363,null,246283,null,8148,null,1195616,null,2892,null,294460,null,8420,null,350842,null,9490,null,295817,null,8494,null,254497,null,8640,null,0400000US12,Florida,12
378734,null,4118,null,224189,null,3356,null,111699,null,6306,null,55205,null,4721,null,27718,null,3147,null,29567,null,2908,null,154545,null,2175,null,63832,null,3874,null,41150,null,3478,null,25894,null,2510,null,23669,null,2463,null,0400000US13,Georgia,13
