C15002I_001E,C15002I_001EA,C15002I_001M,C15002I_001MA,C15002I_002E,C15002I_002EA,C15002I_002M,C15002I_002MA,C15002I_003E,C15002I_003EA,C15002I_003M,C15002I_003MA,C15002I_004E,C15002I_004EA,C15002I_004M,C15002I_004MA,C15002I_005E,C15002I_005EA,C15002I_005M,C15002I_005MA,C15002I_006E,C15002I_006EA,C15002I_006M,C15002I_006MA,C15002I_007E,C15002I_007EA,C15002I_007M,C15002I_007MA,C15002I_008E,C15002I_008EA,C15002I_008M,C15002I_008MA,C15002I_009E,C15002I_009EA,C15002I_009M,C15002I_009MA,C15002I_010E,C15002I_010EA,C15002I_010M,C15002I_010MA,C15002I_011E,C15002I_011EA,C15002I_011M,C15002I_011MA,GEO_ID,NAME,state
54119,null,935,null,27708,null,710,null,3611,null,883,null,12211,null,1414,null,8176,null,1443,null,3710,null,1094,null,26411,null,700,null,3690,null,932,null,8239,null,1305,null,9744,null,1276,null,4738,null,993,null,0400000US15,Hawaii,15
70283,null,1507,null,38623,null,1285,null,16473,null,1601,null,10624,null,1678,null,7691,null,1446,null,3835,null,835,null,31660,null,1107,null,13510,null,1461,null,8223,null,1332,null,6548,null,1196,null,3379,null,1018,null,0400000US16,Idaho,16
1025469,null,2271,null,552551,null,1860,null,228888,null,7295,null,178428,null,7047,null,88822,null,4843,null,56413,null,4422,null,472918,null,1509,null,190718,null,6066,null,136877,null,5605,null,91604,null,4386,null,53719,null,3957,null,0400000US17,Illinois,17
162023,null,2643,null,90618,null,2300,null,36445,null,3009,null,27303,null,2510,null,16851,null,2031,null,10019,null,1683,null,71405,null,1651,null,25843,null,2288,null,21220,null,2314,null,15006,null,1825,null,9336,null,1407,null,0400000US18,Indiana,18
58899,null,2032,null,32189,null,1704,null,16164,null,1856,null,8558,null,1514,null,4381,null,1056,null,3086,null,882,null,26710,null,1403,null,10771,null,1267,null,7669,null,1358,null,4727,null,984,null,3543,null,896,null,0400000US19,Iowa,19
121382,null,1911,null,65457,null,1557,null,28273,null,2680,null,18725,null,2154,null,11634,null,1437,null,6825,null,1319,null,55925,null,1547,null,21127,null,1942,null,18124,null,2007,null,10781,null,1621,null,5893,null,1038,null,0400000US20,Kansas,20
43879,null,1907,null,25846,null,1741,null,9411,null,1642,null,8966,null,1367,null,3296,null,953,null,4173,null,1188,null,18033,null,1600,null,6188,null,1138,null,4607,null,1197,null,4326,null,1070,null,2912,null,847,null,0400000US21,Kentucky,21
79790,null,2233,null,41523,null,2070,null,12543,null,1854,null,11919,null,1782,null,9196,null,1555,null,7865,null,1687,null,38267,null,1487,null,10173,null,1777,null,10518,null,1351,null,8555,null,1349,null,9021,null,1823,null,0400000US22,Louisiana,22
7224,null,871,null,3201,null,753,null,657,null,325,null,859,null,362,null,1029,null,567,null,656,null,323,null,4023,null,833,null,1359,null,678,null,842,null,303,null,1143,null,430,null,679,null,348,null,0400000US23,Maine,23
201109,null,1374,null,105786,null,1192,null,40868,null,3045,null,27781,null,2692,null,17877,null,1847,null,19260,null,2079,null,95323,null,1084,null,32099,null,2688,null,21884,null,2552,null,18728,null,2213,null,22612,null,2260,null,0400000US24,Maryland,24
285973,null,994,null,139106,null,1018,null,50792,null,4003,null,48293,null,4402,null,22051,null,2872,null,17970,null,2567,null,146867,null,714,null,47545,null,3175,null,45584,null,3275,null,29869,null,2498,null,23869,null,2317,null,0400000US25,Massachusetts,25
209578,null,2247,null,111354,null,2064,null,42688,null,2729,null,33852,null,2796,null,21336,null,2365,null,13478,null,1987,null,98224,null,1713,null,31068,null,2348,null,27842,null,2939,null,24058,null,2543,null,15256,null,1880,null,0400000US26,Michigan,26
104400,null,2049,null,58853,null,1832,null,23811,null,2406,null,14919,null,2035,null,10740,null,1738,null,9383,null,1613,null,45547,null,1330,null,16836,null,1731,null,12657,null,1628,null,7583,null,1269,null,8471,null,1442,null,0400000US27,Minnesota,27
27719,null,2598,null,15330,null,2119,null,7294,null,1720,null,4543,null,1116,null,2591,null,814,null,902,null,323,null,12389,null,1348,null,4612,null,1100,null,2399,null,925,null,3726,null,1083,null,1652,null,633,null,0400000US28,Mississippi,28
88366,null,1852,null,45326,null,1444,null,16051,null,1878,null,15054,null,1745,null,8632,null,1419,null,5589,null,1035,null,43040,null,1669,null,12763,null,1654,null,13241,null,1742,null,9696,null,1682,null,7340,null,1344,null,0400000US29,Missouri,29
10992,null,1269,null,5914,null,1085,null,1416,null,523,null,2367,null,733,null,1527,null,704,null,604,null,315,null,5078,null,952,null,587,null,366,null,1723,null,688,null,2177,null,599,null,591,null,304,null,0400000US30,Montana,30
64450,null,1877,null,34976,null,1313,null,16744,null,1909,null,8450,null,1504,null,6685,null,1319,null,3097,null,783,null,29474,null,1140,null,14009,null,1629,null,7030,null,1199,null,5825,null,1081,null,2610,null,651,null,0400000US31,Nebraska,31
335893,null,1809,null,180710,null,1344,null,78251,null,3864,null,55309,null,3530,null,30807,null,2700,null,16343,null,2469,null,155183,null,1093,null,65172,null,3667,null,45613,null,2828,null,30837,null,2761,null,13561,null,1901,null,0400000US32,Nevada,32
17624,null,766,null,8904,null,558,null,1552,null,869,null,3627,null,852,null,1383,null,528,null,2342,null,748,null,8720,null,685,null,1846,null,726,null,2150,null,868,null,2384,null,704,null,2340,null,897,null,0400000US33,New Hampshire,33
828156,null,1113,null,418973,null,1064,null,127298,null,5961,null,160309,null,7023,null,74168,null,4838,null,57198,null,4357,null,409183,null,1065,null,116482,null,5379,null,136216,null,5564,null,86551,null,4590,null,69934,null,4923,null,0400000US34,New Jersey,34
506388,null,2382,null,248918,null,1616,null,74564,null,4708,null,83663,null,4555,null,59544,null,3875,null,31147,null,2770,null,257470,null,1546,null,75518,null,3866,null,83180,null,4123,null,66218,null,3534,null,32554,null,2607,null,0400000US35,New Mexico,35
1888071,null,2111,null,916809,null,1889,null,333448,null,8502,null,291315,null,10000,null,163900,null,6696,null,128146,null,6421,null,971262,null,1536,null,347311,null,8347,null,258053,null,8275,null,204766,null,7094,null,161132,null,6310,null,0400000US36,New York,36
324968,null,3798,null,191577,null,3790,null,96813,null,4952,null,51732,null,3282,null,23932,null,2806,null,19100,null,2945,null,133391,null,2869,null,56567,null,3767,null,31176,null,2902,null,27252,null,2603,null,18396,null,2230,null,0400000US37,North Carolina,37
4112,null,913,null,2182,null,663,null,828,null,538,null,305,null,363,null,615,null,366,null,434,null,312,null,1930,null,737,null,480,null,364,null,353,null,389,null,754,null,481,null,343,null,292,null,0400000US38,North Dakota,38
148729,null,3037,null,77927,null,2357,null,27240,null,2489,null,26492,null,2569,null,13388,null,1735,null,10807,null,1531,null,70802,null,1875,null,20722,null,1776,null,19026,null,1596,null,17954,null,2056,null,13100,null,1492,null,0400000US39,Ohio,39
127716,null,2009,null,69861,null,1795,null,32668,null,2085,null,20141,null,1883,null,11183,null,1704,null,5869,null,1424,null,57855,null,1115,null,25556,null,2110,null,16225,null,2005,null,11208,null,1467,null,4866,null,1098,null,0400000US40,Oklahoma,40
202695,null,2080,null,113474,null,1900,null,57281,null,3149,null,28824,null,3209,null,15735,null,2222,null,11634,null,1713,null,89221,null,1468,null,40515,null,2629,null,22416,null,2555,null,16415,null,2210,null,9875,null,1549,null,0400000US41,Oregon,41
281636,null,2050,null,142824,null,2034,null,52543,null,3465,null,46331,null,3822,null,26034,null,3133,null,17916,null,2151,null,138812,null,1632,null,50051,null,3249,null,41566,null,3104,null,28629,null,2594,null,18566,null,1900,null,0400000US42,Pennsylvania,42
62478,null,875,null,30432,null,693,null,13372,null,2056,null,8677,null,1716,null,4825,null,1255,null,3558,null,1129,null,32046,null,822,null,11466,null,1767,null,10029,null,1687,null,6362,null,1272,null,4189,null,1142,null,0400000US44,Rhode Island,44
86290,null,1464,null,50079,null,1424,null,22230,null,2300,null,14344,null,1908,null,7312,null,1540,null,6193,null,1393,null,36211,null,1402,null,11450,null,1356,null,10400,null,1219,null,7754,null,1102,null,6607,null,1205,null,0400000US45,South Carolina,45
7284,null,1062,null,3373,null,562,null,1515,null,410,null,1000,null,408,null,692,null,378,null,166,null,218,null,3911,null,902,null,1265,null,539,null,778,null,429,null,1016,null,449,null,852,null,541,null,0400000US46,South Dakota,46
106289,null,2981,null,62809,null,2530,null,33877,null,2594,null,15855,null,2525,null,7819,null,1772,null,5258,null,1048,null,43480,null,2098,null,15942,null,1778,null,13019,null,1666,null,7691,null,1433,null,6828,null,1429,null,0400000US47,Tennessee,47
4627778,null,4168,null,2360388,null,3868,null,1052174,null,15106,null,641678,null,13503,null,424196,null,11977,null,242340,null,8957,null,2267390,null,3104,null,954857,null,12932,null,617395,null,12316,null,444912,null,10197,null,250226,null,8524,null,0400000US48,Texas,48
150352,null,1447,null,80992,null,1260,null,29675,null,3166,null,26168,null,3266,null,17726,null,2403,null,7423,null,1432,null,69360,null,961,null,27081,null,2198,null,19823,null,1886,null,13818,null,1406,null,8638,null,1302,null,0400000US49,Utah,49
3908,null,708,null,1882,null,506,null,170,null,125,null,580,null,303,null,486,null,368,null,646,null,335,null,2026,null,606,null,316,null,223,null,458,null,289,null,647,null,361,null,605,null,292,null,0400000US50,Vermont,50
277240,null,3573,null,147755,null,3014,null,50520,null,3808,null,39079,null,3043,null,27373,null,2690,null,30783,null,3201,null,129485,null,2028,null,36705,null,3068,null,32643,null,3278,null,28376,null,2713,null,31761,null,2740,null,0400000US51,Virginia,51
302074,null,2156,null,163587,null,1759,null,70827,null,3585,null,39204,null,3234,null,32768,null,2689,null,20788,null,2555,null,138487,null,1427,null,53603,null,3023,null,33820,null,2623,null,33196,null,2905,null,17868,null,2085,null,0400000US53,Washington,53
9117,null,1377,null,4597,null,899,null,1871,null,586,null,1040,null,413,null,1189,null,476,null,497,null,267,null,4520,null,1101,null,661,null,403,null,1979,null,702,null,1568,null,713,null,312,null,241,null,0400000US54,West Virginia,54
134508,null,1974,null,72771,null,1430,null,30428,null,2246,null,23796,null,2401,null,12402,null,1747,null,6145,null,1186,null,61737,null,1334,null,21325,null,2007,null,19006,null,2063,null,12410,null,1758,null,8996,null,1598,null,0400000US55,Wisconsin,55
18769,null,1668,null,10048,null,1454,null,2467,null,773,null,2890,null,849,null,2885,null,858,null,1806,null,1057,null,8721,null,841,null,2165,null,494,null,2876,null,627,null,2733,null,648,null,947,null,366,null,0400000US56,Wyoming,56
2502039,null,3990,null,1158496,null,2721,null,415399,null,8626,null,324866,null,7701,null,216626,null,7119,null,201605,null,5557,null,1343543,null,2701,null,430061,null,8719,null,317232,null,7586,null,269963,null,7559,null,326287,null,8188,null,0400000US72,Puerto Rico,72
