B20017G_001E,B20017G_001EA,B20017G_001M,B20017G_001MA,B20017G_002E,B20017G_002EA,B20017G_002M,B20017G_002MA,B20017G_003E,B20017G_003EA,B20017G_003M,B20017G_003MA,B20017G_004E,B20017G_004EA,B20017G_004M,B20017G_004MA,B20017G_005E,B20017G_005EA,B20017G_005M,B20017G_005MA,B20017G_006E,B20017G_006EA,B20017G_006M,B20017G_006MA,B20017G_007E,B20017G_007EA,B20017G_007M,B20017G_007MA,GEO_ID,NAME,state
21290,null,1965,null,22920,null,3652,null,36611,null,4339,null,7833,null,2883,null,18470,null,5404,null,26682,null,2406,null,6332,null,2369,null,0400000US01,Alabama,01
20976,null,3329,null,25687,null,5181,null,44588,null,14540,null,15849,null,3780,null,15055,null,4651,null,40273,null,5492,null,7939,null,2232,null,0400000US02,Alaska,02
21351,null,1821,null,23626,null,3069,null,35253,null,2941,null,9828,null,3257,null,19652,null,3317,null,34025,null,3558,null,8428,null,2904,null,0400000US04,Arizona,04
16928,null,2796,null,21135,null,6184,null,31699,null,2670,null,7137,null,1967,null,12144,null,2914,null,25172,null,3028,null,6785,null,2330,null,0400000US05,Arkansas,05
25652,null,947,null,30202,null,1159,null,46569,null,2040,null,11320,null,653,null,21788,null,988,null,39791,null,2467,null,10221,null,532,null,0400000US06,California,06
22302,null,1513,null,25052,null,2866,null,44025,null,4929,null,9095,null,3031,null,20426,null,2775,null,33999,null,3861,null,8997,null,2323,null,0400000US08,Colorado,08
22769,null,5209,null,30359,null,16642,null,52311,null,6180,null,7870,null,2541,null,20401,null,4993,null,41424,null,4842,null,9570,null,1851,null,0400000US09,Connecticut,09
28434,null,5709,null,46964,null,16485,null,51343,null,12250,null,13016,null,17712,null,17656,null,7926,null,29744,null,4514,null,9450,null,5819,null,0400000US10,Delaware,10
32251,null,26660,null,43600,null,52572,null,61780,null,14985,null,16136,null,26060,null,31930,null,22455,null,51862,null,16371,null,20327,null,2361,null,0400000US11,District of Columbia,11
22999,null,1386,null,26235,null,1311,null,36502,null,2030,null,11361,null,1778,null,20100,null,1857,null,31143,null,2056,null,9897,null,1163,null,0400000US12,Florida,12
25255,null,3241,null,30108,null,4980,null,39571,null,2953,null,10179,null,5249,null,19629,null,3538,null,36126,null,2521,null,7277,null,1162,null,0400000US13,Georgia,13
30021,null,1546,null,32286,null,1208,null,42510,null,2335,null,11787,null,1291,null,25016,null,2069,null,34603,null,2641,null,9883,null,1536,null,0400000US15,Hawaii,15
19682,null,3192,null,22261,null,3922,null,30177,null,8367,null,16215,null,5050,null,13549,null,6703,null,26152,null,1663,null,3618,null,1409,null,0400000US16,Idaho,16
23228,null,2285,null,27376,null,3974,null,41344,null,7189,null,8566,null,2324,null,20365,null,2396,null,31560,null,1632,null,9665,null,1621,null,0400000US17,Illinois,17
18479,null,3195,null,21354,null,2049,null,31386,null,1583,null,5458,null,1715,null,13879,null,3759,null,27654,null,3137,null,5557,null,1162,null,0400000US18,Indiana,18
12266,null,3848,null,15047,null,6133,null,31495,null,3941,null,4831,null,4306,null,10893,null,4506,null,30511,null,2996,null,5108,null,1613,null,0400000US19,Iowa,19
20339,null,2408,null,23384,null,2366,null,36950,null,5070,null,7559,null,2666,null,16553,null,1191,null,24435,null,2812,null,9585,null,2478,null,0400000US20,Kansas,20
17204,null,3399,null,21762,null,7728,null,38566,null,6346,null,6774,null,1696,null,14050,null,4550,null,27211,null,3150,null,5839,null,1721,null,0400000US21,Kentucky,21
16508,null,3444,null,23840,null,8062,null,33489,null,3711,null,6986,null,5983,null,11442,null,3534,null,30781,null,6629,null,5428,null,2551,null,0400000US22,Louisiana,22
20138,null,4665,null,24737,null,4266,null,27469,null,5587,null,11495,null,10928,null,15014,null,7228,null,30471,null,4498,null,4559,null,2006,null,0400000US23,Maine,23
33011,null,3562,null,33651,null,3001,null,44582,null,7877,null,13888,null,2870,null,31913,null,5896,null,44880,null,7984,null,14674,null,2711,null,0400000US24,Maryland,24
21733,null,1751,null,23720,null,4266,null,37334,null,7444,null,9095,null,3434,null,20046,null,3413,null,39944,null,4667,null,7798,null,2091,null,0400000US25,Massachusetts,25
18357,null,1953,null,22235,null,2701,null,42453,null,6808,null,8602,null,1009,null,14032,null,2574,null,33720,null,3692,null,7181,null,1154,null,0400000US26,Michigan,26
23636,null,2517,null,29182,null,3603,null,41107,null,4198,null,11902,null,5039,null,19185,null,3564,null,32479,null,7917,null,8936,null,2126,null,0400000US27,Minnesota,27
17004,null,4410,null,25770,null,11716,null,42253,null,13616,null,16116,null,4483,null,9725,null,2784,null,22180,null,12409,null,7879,null,1550,null,0400000US28,Mississippi,28
