B25043_001E,B25043_001EA,B25043_001M,B25043_001MA,B25043_002E,B25043_002EA,B25043_002M,B25043_002MA,B25043_003E,B25043_003EA,B25043_003M,B25043_003MA,B25043_004E,B25043_004EA,B25043_004M,B25043_004MA,B25043_005E,B25043_005EA,B25043_005M,B25043_005MA,B25043_006E,B25043_006EA,B25043_006M,B25043_006MA,B25043_007E,B25043_007EA,B25043_007M,B25043_007MA,B25043_008E,B25043_008EA,B25043_008M,B25043_008MA,B25043_009E,B25043_009EA,B25043_009M,B25043_009MA,B25043_010E,B25043_010EA,B25043_010M,B25043_010MA,B25043_011E,B25043_011EA,B25043_011M,B25043_011MA,B25043_012E,B25043_012EA,B25043_012M,B25043_012MA,B25043_013E,B25043_013EA,B25043_013M,B25043_013MA,B25043_014E,B25043_014EA,B25043_014M,B25043_014MA,B25043_015E,B25043_015EA,B25043_015M,B25043_015MA,B25043_016E,B25043_016EA,B25043_016M,B25043_016MA,B25043_017E,B25043_017EA,B25043_017M,B25043_017MA,B25043_018E,B25043_018EA,B25043_018M,B25043_018MA,B25043_019E,B25043_019EA,B25043_019M,B25043_019MA,GEO_ID,NAME,state
1816313,null,9214,null,1287825,null,11794,null,1243403,null,11686,null,149904,null,5972,null,762994,null,7656,null,330505,null,4676,null,44422,null,2931,null,13271,null,1935,null,25840,null,2251,null,5311,null,1093,null,528488,null,10257,null,462818,null,9822,null,188045,null,6531,null,213996,null,6848,null,60777,null,3445,null,65670,null,4409,null,35031,null,2802,null,27388,null,2733,null,3251,null,1013,null,0400000US01,Alabama,01
236421,null,2731,null,149018,null,3290,null,147368,null,3292,null,18296,null,1988,null,108324,null,2752,null,20748,null,1365,null,1650,null,471,null,627,null,334,null,938,null,245,null,85,null,89,null,87403,null,3597,null,83518,null,3562,null,35084,null,2576,null,41704,null,2562,null,6730,null,1049,null,3885,null,917,null,1462,null,560,null,2303,null,683,null,120,null,117,null,0400000US02,Alaska,02
2251546,null,9458,null,1533145,null,12918,null,1475936,null,13194,null,186686,null,6400,null,893372,null,10704,null,395878,null,5408,null,57209,null,4393,null,15701,null,2364,null,30957,null,2889,null,10551,null,1318,null,718401,null,12688,null,633658,null,11828,null,257765,null,7619,null,300468,null,10379,null,75425,null,3512,null,84743,null,5678,null,48091,null,4253,null,33144,null,3544,null,3508,null,1180,null,0400000US04,Arizona,04
1102734,null,8133,null,746839,null,10273,null,706367,null,9868,null,80752,null,3928,null,427186,null,8147,null,198429,null,4247,null,40472,null,3177,null,12666,null,1768,null,23545,null,2402,null,4261,null,987,null,355895,null,8224,null,300346,null,7490,null,117975,null,5030,null,138276,null,5192,null,44095,null,2830,null,55549,null,4106,null,27395,null,2850,null,25975,null,2906,null,2179,null,670,null,0400000US05,Arkansas,05
12200672,null,20297,null,7076972,null,24937,null,6980898,null,25187,null,693150,null,11655,null,4582146,null,21737,null,1705602,null,13580,null,96074,null,4951,null,27848,null,2832,null,60541,null,3837,null,7685,null,1258,null,5123700,null,28871,null,4813740,null,29295,null,1642421,null,15669,null,2602683,null,25753,null,568636,null,10955,null,309960,null,10418,null,170346,null,7586,null,125968,null,6203,null,13646,null,1985,null,0400000US06,California,06
1859965,null,9746,null,1280207,null,11127,null,1239374,null,10713,null,163789,null,6143,null,831165,null,8130,null,244420,null,3951,null,40833,null,3823,null,17763,null,2214,null,21628,null,2777,null,1442,null,524,null,579758,null,10271,null,514325,null,9710,null,214062,null,6775,null,244791,null,6774,null,55472,null,3316,null,65433,null,4704,null,40165,null,3525,null,22998,null,2894,null,2270,null,869,null,0400000US08,Colorado,08
1320714,null,5183,null,924839,null,7954,null,913275,null,8267,null,88716,null,4500,null,611425,null,6533,null,213134,null,3773,null,11564,null,1763,null,5324,null,1191,null,5822,null,1281,null,418,null,339,null,395875,null,7185,null,365593,null,7393,null,112363,null,4561,null,185096,null,6482,null,68134,null,3455,null,30282,null,3247,null,14242,null,2013,null,14676,null,2660,null,1364,null,621,null,0400000US09,Connecticut,09
328477,null,3041,null,238141,null,4151,null,232557,null,4145,null,28524,null,2110,null,146857,null,2998,null,57176,null,1913,null,5584,null,1228,null,2975,null,906,null,1969,null,635,null,640,null,366,null,90336,null,3436,null,82049,null,3511,null,27753,null,2485,null,41769,null,2873,null,12527,null,1629,null,8287,null,1584,null,4863,null,1236,null,3088,null,1042,null,336,null,283,null,0400000US10,Delaware,10
251039,null,2911,null,111813,null,2883,null,108480,null,2881,null,13477,null,1647,null,65654,null,2655,null,29349,null,1432,null,3333,null,951,null,1754,null,674,null,1343,null,593,null,236,null,283,null,139226,null,3601,null,124090,null,3893,null,46130,null,2805,null,61564,null,2953,null,16396,null,1399,null,15136,null,2065,null,8984,null,1358,null,5483,null,1490,null,669,null,446,null,0400000US11,District of Columbia,11
7088960,null,21361,null,5005708,null,26411,null,4837765,null,25704,null,465024,null,10629,null,2828884,null,19308,null,1543857,null,12745,null,167943,null,7643,null,49739,null,4018,null,100651,null,5912,null,17553,null,2013,null,2083252,null,21269,null,1780102,null,19632,null,617248,null,12948,null,892164,null,13407,null,270690,null,8343,null,303150,null,10623,null,159559,null,7185,null,130759,null,6935,null,12832,null,2023,null,0400000US12,Florida,12
