B25006_001E,B25006_001EA,B25006_001M,B25006_001MA,B25006_002E,B25006_002EA,B25006_002M,B25006_002MA,B25006_003E,B25006_003EA,B25006_003M,B25006_003MA,B25006_004E,B25006_004EA,B25006_004M,B25006_004MA,B25006_005E,B25006_005EA,B25006_005M,B25006_005MA,B25006_006E,B25006_006EA,B25006_006M,B25006_006MA,B25006_007E,B25006_007EA,B25006_007M,B25006_007MA,B25006_008E,B25006_008EA,B25006_008M,B25006_008MA,B25006_009E,B25006_009EA,B25006_009M,B25006_009MA,B25006_010E,B25006_010EA,B25006_010M,B25006_010MA,GEO_ID,NAME,state
1816313,null,9214,null,1306800,null,7471,null,458612,null,6126,null,8803,null,1219,null,15575,null,1350,null,475,null,390,null,8920,null,1373,null,17128,null,1926,null,1094,null,746,null,16034,null,1645,null,0400000US01,Alabama,01
236421,null,2731,null,178066,null,2729,null,8197,null,1249,null,27116,null,1614,null,7908,null,949,null,1152,null,427,null,4138,null,975,null,9844,null,1435,null,583,null,390,null,9261,null,1342,null,0400000US02,Alaska,02
2251546,null,9458,null,1838976,null,9289,null,74921,null,3302,null,73913,null,3340,null,49167,null,2515,null,3214,null,795,null,180017,null,5986,null,31338,null,2985,null,9085,null,1642,null,22253,null,2480,null,0400000US04,Arizona,04
1102734,null,8133,null,889609,null,6202,null,167983,null,3873,null,6507,null,1135,null,8618,null,1035,null,623,null,483,null,15980,null,1747,null,13414,null,1802,null,473,null,307,null,12941,null,1749,null,0400000US05,Arkansas,05
12200672,null,20297,null,8108964,null,22755,null,801416,null,7849,null,95961,null,4312,null,1393254,null,11153,null,33254,null,2629,null,1494492,null,16747,null,273331,null,7376,null,71642,null,4283,null,201689,null,5652,null,0400000US06,California,06
1859965,null,9746,null,1611183,null,9086,null,66221,null,2561,null,15736,null,1636,null,44629,null,2238,null,1855,null,763,null,90769,null,4518,null,29572,null,2903,null,6093,null,1187,null,23479,null,2493,null,0400000US08,Colorado,08
1320714,null,5183,null,1090944,null,5721,null,109982,null,3357,null,3653,null,836,null,40709,null,1991,null,100,null,123,null,59011,null,3510,null,16315,null,1805,null,2929,null,796,null,13386,null,1713,null,0400000US09,Connecticut,09
328477,null,3041,null,247644,null,3214,null,62141,null,2352,null,842,null,363,null,9147,null,948,null,435,null,412,null,5099,null,883,null,3169,null,934,null,285,null,296,null,2884,null,886,null,0400000US10,Delaware,10
251039,null,2911,null,102308,null,3099,null,127074,null,3070,null,764,null,523,null,8113,null,1119,null,0,null,300,null,9408,null,1587,null,3372,null,880,null,258,null,226,null,3114,null,859,null,0400000US11,District of Columbia,11
7088960,null,21361,null,5723889,null,17488,null,922547,null,11959,null,20621,null,2202,null,131019,null,4092,null,2379,null,753,null,208959,null,6672,null,79546,null,4383,null,19732,null,1882,null,59814,null,4175,null,0400000US12,Florida,12
3417115,null,14784,null,2229166,null,11678,null,982620,null,9462,null,8097,null,1528,null,78869,null,2993,null,1217,null,613,null,89519,null,4758,null,27627,null,2847,null,3412,null,958,null,24215,null,2703,null,0400000US13,Georgia,13
439685,null,3621,null,146530,null,3170,null,8849,null,1509,null,1297,null,490,null,179542,null,3908,null,31440,null,2127,null,6701,null,1419,null,65326,null,3371,null,2366,null,695,null,62960,null,3302,null,0400000US15,Hawaii,15
560567,null,4368,null,527956,null,3904,null,2559,null,771,null,5771,null,1184,null,5405,null,1057,null,633,null,459,null,9796,null,1264,null,8447,null,1296,null,844,null,372,null,7603,null,1159,null,0400000US16,Idaho,16
4759579,null,13538,null,3581671,null,13029,null,655837,null,7848,null,8701,null,1412,null,179084,null,4613,null,2795,null,946,null,288885,null,5982,null,42606,null,3522,null,10063,null,1411,null,32543,null,3146,null,0400000US17,Illinois,17
2462278,null,10822,null,2147128,null,9013,null,213730,null,4672,null,5138,null,1007,null,27491,null,1957,null,323,null,332,null,43990,null,2416,null,24478,null,2439,null,2829,null,932,null,21649,null,2185,null,0400000US18,Indiana,18
1214353,null,5829,null,1147470,null,5766,null,24963,null,1445,null,3119,null,633,null,16255,null,1416,null,293,null,271,null,14097,null,1856,null,8156,null,1426,null,874,null,443,null,7282,null,1345,null,0400000US19,Iowa,19
1088835,null,6197,null,958308,null,5719,null,58695,null,2669,null,9454,null,1308,null,18458,null,1634,null,376,null,272,null,24868,null,2306,null,18676,null,1946,null,2409,null,771,null,16267,null,1660,null,0400000US20,Kansas,20
1655767,null,11246,null,1492505,null,9799,null,125056,null,3719,null,2436,null,846,null,12772,null,1089,null,499,null,363,null,8496,null,1251,null,14003,null,1964,null,860,null,453,null,13143,null,1905,null,0400000US21,Kentucky,21
1597111,null,7810,null,1076315,null,7835,null,468453,null,5624,null,7560,null,1199,null,18385,null,1550,null,434,null,324,null,12899,null,1686,null,13065,null,1760,null,1399,null,620,null,11666,null,1615,null,0400000US22,Louisiana,22
543952,null,5337,null,526313,null,5092,null,3432,null,924,null,3015,null,673,null,2972,null,578,null,250,null,269,null,1196,null,633,null,6774,null,1239,null,177,null,147,null,6597,null,1252,null,0400000US23,Maine,23
2082458,null,8390,null,1337741,null,7680,null,577473,null,7019,null,5714,null,905,null,86971,null,2666,null,647,null,431,null,46214,null,2960,null,27698,null,2737,null,3575,null,1013,null,24123,null,2360,null,0400000US24,Maryland,24
