B07009_001E,B07009_001EA,B07009_001M,B07009_001MA,B07009_002E,B07009_002EA,B07009_002M,B07009_002MA,B07009_003E,B07009_003EA,B07009_003M,B07009_003MA,B07009_004E,B07009_004EA,B07009_004M,B07009_004MA,B07009_005E,B07009_005EA,B07009_005M,B07009_005MA,B07009_006E,B07009_006EA,B07009_006M,B07009_006MA,B07009_007E,B07009_007EA,B07009_007M,B07009_007MA,B07009_008E,B07009_008EA,B07009_008M,B07009_008MA,B07009_009E,B07009_009EA,B07009_009M,B07009_009MA,B07009_010E,B07009_010EA,B07009_010M,B07009_010MA,B07009_011E,B07009_011EA,B07009_011M,B07009_011MA,B07009_012E,B07009_012EA,B07009_012M,B07009_012MA,B07009_013E,B07009_013EA,B07009_013M,B07009_013MA,B07009_014E,B07009_014EA,B07009_014M,B07009_014MA,B07009_015E,B07009_015EA,B07009_015M,B07009_015MA,B07009_016E,B07009_016EA,B07009_016M,B07009_016MA,B07009_017E,B07009_017EA,B07009_017M,B07009_017MA,B07009_018E,B07009_018EA,B07009_018M,B07009_018MA,B07009_019E,B07009_019EA,B07009_019M,B07009_019MA,B07009_020E,B07009_020EA,B07009_020M,B07009_020MA,B07009_021E,B07009_021EA,B07009_021M,B07009_021MA,B07009_022E,B07009_022EA,B07009_022M,B07009_022MA,B07009_023E,B07009_023EA,B07009_023M,B07009_023MA,B07009_024E,B07009_024EA,B07009_024M,B07009_024MA,B07009_025E,B07009_025EA,B07009_025M,B07009_025MA,B07009_026E,B07009_026EA,B07009_026M,B07009_026MA,B07009_027E,B07009_027EA,B07009_027M,B07009_027MA,B07009_028E,B07009_028EA,B07009_028M,B07009_028MA,B07009_029E,B07009_029EA,B07009_029M,B07009_029MA,B07009_030E,B07009_030EA,B07009_030M,B07009_030MA,B07009_031E,B07009_031EA,B07009_031M,B07009_031MA,B07009_032E,B07009_032EA,B07009_032M,B07009_032MA,B07009_033E,B07009_033EA,B07009_033M,B07009_033MA,B07009_034E,B07009_034EA,B07009_034M,B07009_034MA,B07009_035E,B07009_035EA,B07009_035M,B07009_035MA,B07009_036E,B07009_036EA,B07009_036M,B07009_036MA,GEO_ID,NAME,state
6074860,null,7773,null,1038940,null,16729,null,1852511,null,23052,null,1538713,null,21219,null,1068497,null,17603,null,576199,null,13662,null,5145562,null,20438,null,861007,null,14510,null,1572124,null,21767,null,1295120,null,19871,null,915465,null,16149,null,501846,null,13265,null,444138,null,14964,null,96257,null,6357,null,142698,null,8541,null,115277,null,8083,null,62076,null,4585,null,27830,null,3059,null,274028,null,11535,null,52424,null,4720,null,86149,null,6798,null,72951,null,5295,null,41888,null,3818,null,20616,null,2603,null,181237,null,10197,null,22623,null,3495,null,45393,null,4339,null,48883,null,4127,null,42571,null,3985,null,21767,null,3103,null,29895,null,3602,null,6629,null,2286,null,6147,null,1675,null,6482,null,1493,null,6497,null,1487,null,4140,null,1226,null,0400000US13,Georgia,13
873724,null,1828,null,92430,null,4219,null,260772,null,7242,null,265158,null,8818,null,168766,null,5387,null,86598,null,4521,null,753200,null,7010,null,80872,null,4338,null,229062,null,7106,null,224113,null,8118,null,142408,null,4629,null,76745,null,4298,null,74832,null,5854,null,8027,null,1786,null,21787,null,2894,null,24845,null,2899,null,14981,null,2424,null,5192,null,1313,null,5785,null,1780,null,1238,null,892,null,1976,null,1029,null,1174,null,516,null,856,null,524,null,541,null,410,null,29278,null,4003,null,1631,null,651,null,6149,null,1367,null,10373,null,2351,null,7914,null,1934,null,3211,null,818,null,10629,null,1912,null,662,null,439,null,1798,null,807,null,4653,null,1718,null,2607,null,733,null,909,null,481,null,0400000US15,Hawaii,15
946131,null,2328,null,110171,null,5230,null,282497,null,7784,null,322001,null,7209,null,159333,null,6221,null,72129,null,4429,null,800648,null,6515,null,90027,null,4384,null,239224,null,7787,null,273939,null,6973,null,134798,null,5382,null,62660,null,3932,null,82614,null,4790,null,12244,null,2117,null,25738,null,2707,null,28460,null,2797,null,12111,null,1881,null,4061,null,1108,null,23836,null,3153,null,3588,null,1020,null,6843,null,1382,null,7515,null,1770,null,4455,null,1192,null,1435,null,666,null,34846,null,3846,null,3404,null,1049,null,9310,null,1805,null,11131,null,1771,null,7346,null,1484,null,3655,null,1124,null,4187,null,1123,null,908,null,490,null,1382,null,694,null,956,null,491,null,623,null,443,null,318,null,228,null,0400000US16,Idaho,16
8354987,null,4339,null,1195390,null,17681,null,2432952,null,23353,null,2264808,null,17210,null,1541417,null,15782,null,920420,null,13912,null,7357229,null,24322,null,1032513,null,16541,null,2150560,null,22316,null,2007711,null,17395,null,1350155,null,16219,null,816290,null,12648,null,635840,null,19095,null,111171,null,8129,null,192555,null,8507,null,170551,null,8464,null,109227,null,5959,null,52336,null,3992,null,190843,null,8905,null,33363,null,3867,null,51090,null,4514,null,52130,null,3938,null,35518,null,3472,null,18742,null,2055,null,128570,null,7282,null,9684,null,1478,null,29493,null,3274,null,27970,null,2796,null,35734,null,3608,null,25689,null,2854,null,42505,null,5368,null,8659,null,2011,null,9254,null,2350,null,6446,null,1682,null,10783,null,1881,null,7363,null,1604,null,0400000US17,Illinois,17
4143519,null,4194,null,590236,null,10563,null,1542222,null,16596,null,1096590,null,13886,null,586250,null,11256,null,328221,null,9312,null,3599726,null,13980,null,493811,null,10398,null,1352261,null,15963,null,951720,null,13612,null,510591,null,10539,null,291343,null,8761,null,334688,null,13407,null,64501,null,4559,null,125210,null,7632,null,89662,null,5800,null,37966,null,3531,null,17349,null,2564,null,116903,null,5054,null,21021,null,2202,null,40685,null,3128,null,30936,null,2885,null,17270,null,2261,null,6991,null,1439,null,81223,null,5695,null,9745,null,1558,null,21606,null,2664,null,22308,null,2231,null,17410,null,2808,null,10154,null,1745,null,10979,null,2178,null,1158,null,533,null,2460,null,876,null,1964,null,728,null,3013,null,1003,null,2384,null,761,null,0400000US18,Indiana,18
1974476,null,3173,null,204824,null,5272,null,702217,null,8538,null,587818,null,9395,null,330681,null,8035,null,148936,null,4968,null,1732471,null,9837,null,170630,null,5047,null,624785,null,8545,null,517279,null,8962,null,289514,null,7888,null,130263,null,4681,null,141082,null,6637,null,21671,null,2218,null,47654,null,3883,null,43686,null,3550,null,19742,null,2436,null,8329,null,1553,null,51812,null,4126,null,6231,null,1096,null,17459,null,2230,null,14613,null,1879,null,9805,null,1745,null,3704,null,990,null,43843,null,4176,null,5726,null,1464,null,11624,null,1834,null,11022,null,1987,null,10023,null,1679,null,5448,null,1151,null,5268,null,1380,null,566,null,261,null,695,null,371,null,1218,null,678,null,1597,null,634,null,1192,null,613,null,0400000US19,Iowa,19
1790086,null,4370,null,194505,null,6623,null,541019,null,10892,null,538960,null,9236,null,339940,null,6795,null,175662,null,5757,null,1531124,null,11215,null,159457,null,6586,null,461012,null,9798,null,457965,null,8715,null,296904,null,6403,null,155786,null,5555,null,152991,null,7543,null,20860,null,2435,null,50162,null,3821,null,50983,null,3737,null,22715,null,2549,null,8271,null,1160,null,49933,null,4137,null,7670,null,1314,null,16711,null,2245,null,14223,null,2012,null,8409,null,1573,null,2920,null,841,null,49341,null,4301,null,5544,null,1360,null,12117,null,2025,null,14389,null,2259,null,9965,null,1722,null,7326,null,1562,null,6697,null,1506,null,974,null,531,null,1017,null,452,null,1400,null,515,null,1947,null,764,null,1359,null,727,null,0400000US20,Kansas,20
2840026,null,4245,null,564243,null,11641,null,1003985,null,13108,null,703660,null,11109,null,340467,null,8510,null,227671,null,8235,null,2471942,null,12883,null,488540,null,11090,null,879281,null,12125,null,607974,null,11247,null,294902,null,8652,null,201245,null,7530,null,207208,null,9908,null,46680,null,4537,null,74364,null,5855,null,52375,null,4004,null,22260,null,2438,null,11529,null,1667,null,83653,null,5708,null,17727,null,2461,null,30027,null,3072,null,19735,null,2911,null,10472,null,2158,null,5692,null,1476,null,69403,null,5424,null,9682,null,1846,null,18931,null,2586,null,21768,null,3101,null,10721,null,1770,null,8301,null,1870,null,7820,null,1815,null,1614,null,828,null,1382,null,616,null,1808,null,771,null,2112,null,752,null,904,null,489,null,0400000US21,Kentucky,21
2742822,null,4655,null,551078,null,11185,null,979695,null,12267,null,652760,null,11789,null,378156,null,10250,null,181133,null,5583,null,2373135,null,12255,null,473022,null,10752,null,857417,null,11784,null,557935,null,11223,null,326020,null,9011,null,158741,null,5787,null,198768,null,9152,null,43607,null,4143,null,69841,null,4987,null,49804,null,3881,null,25044,null,2810,null,10472,null,1704,null,88583,null,6063,null,18504,null,2504,null,29502,null,3564,null,21558,null,2421,null,13243,null,1937,null,5776,null,1202,null,73271,null,5593,null,14743,null,2541,null,21016,null,2956,null,20828,null,2484,null,11675,null,2362,null,5009,null,1079,null,9065,null,2081,null,1202,null,473,null,1919,null,946,null,2635,null,1082,null,2174,null,1048,null,1135,null,606,null,0400000US22,Louisiana,22
922232,null,1813,null,97471,null,4388,null,334985,null,6999,null,243089,null,6589,null,161545,null,5616,null,85142,null,4038,null,818993,null,5986,null,86089,null,4065,null,299194,null,6559,null,215121,null,6502,null,142442,null,5100,null,76147,null,3911,null,58622,null,4088,null,6828,null,1293,null,21288,null,2681,null,16149,null,1921,null,10210,null,1809,null,4147,null,1117,null,21874,null,2770,null,2357,null,878,null,9858,null,1982,null,5797,null,1096,null,3150,null,1064,null,712,null,332,null,21073,null,3630,null,2067,null,909,null,4277,null,1200,null,5840,null,1518,null,5153,null,1248,null,3736,null,1314,null,1670,null,734,null,130,null,156,null,368,null,224,null,182,null,166,null,590,null,375,null,400,null,403,null,0400000US23,Maine,23
3713487,null,3114,null,466721,null,11179,null,1019051,null,16270,null,918784,null,13615,null,725785,null,13462,null,583146,null,11165,null,3260626,null,14926,null,401367,null,11457,null,897877,null,14683,null,806485,null,12661,null,636650,null,13623,null,518247,null,10482,null,234368,null,9634,null,39548,null,3928,null,69063,null,5327,null,59444,null,4578,null,38741,null,3410,null,27572,null,2827,null,104235,null,6353,null,16229,null,2564,null,29224,null,3595,null,27069,null,2520,null,20980,null,2913,null,10733,null,1775,null,89156,null,6054,null,6041,null,1613,null,18921,null,2572,null,21187,null,3539,null,22977,null,2798,null,20030,null,2355,null,25102,null,3336,null,3536,null,1410,null,3966,null,1587,null,4599,null,1708,null,6437,null,1334,null,6564,null,1567,null,0400000US24,Maryland,24
4369419,null,3300,null,507205,null,11907,null,1214179,null,17974,null,992067,null,12918,null,955812,null,14998,null,700156,null,13140,null,3850802,null,15400,null,434149,null,11706,null,1079745,null,16638,null,889995,null,13459,null,830883,null,14552,null,616030,null,12252,null,308519,null,12625,null,51446,null,4855,null,91628,null,7002,null,63872,null,4943,null,60826,null,4989,null,40747,null,3831,null,103801,null,7093,null,10576,null,1944,null,24860,null,3590,null,21261,null,2639,null,30426,null,4136,null,16678,null,2305,null,75841,null,5719,null,5981,null,1425,null,12771,null,2072,null,13198,null,2308,null,24961,null,2797,null,18930,null,2557,null,30456,null,3536,null,5053,null,1764,null,5175,null,1568,null,3741,null,1258,null,8716,null,1930,null,7771,null,1837,null,0400000US25,Massachusetts,25
6647129,null,4088,null,834532,null,13095,null,2154359,null,20437,null,2014786,null,21055,null,1013139,null,14179,null,630313,null,10003,null,5886101,null,17217,null,717002,null,12360,null,1902172,null,17533,null,1787459,null,20323,null,904398,null,13954,null,575070,null,10590,null,467481,null,13318,null,76159,null,5274,null,164766,null,7915,null,143959,null,6739,null,56761,null,3907,null,25836,null,2702,null,190078,null,7932,null,28430,null,2833,null,63622,null,4870,null,57140,null,3961,null,29049,null,2652,null,11837,null,1669,null,75223,null,4586,null,8446,null,1245,null,17514,null,2002,null,21769,null,2834,null,14985,null,2373,null,12509,null,1800,null,28246,null,3008,null,4495,null,1656,null,6285,null,1416,null,4459,null,1019,null,7946,null,1673,null,5061,null,1222,null,0400000US26,Michigan,26
3429364,null,3126,null,307327,null,8100,null,980837,null,11890,null,1079736,null,10882,null,719678,null,10104,null,341786,null,7490,null,3045071,null,11982,null,256849,null,7174,null,879013,null,11341,null,960142,null,11733,null,644593,null,9560,null,304474,null,7205,null,206368,null,8630,null,28354,null,3646,null,60155,null,3505,null,64873,null,4786,null,36855,null,3060,null,16131,null,1832,null,109850,null,5801,null,12946,null,1918,null,29223,null,3038,null,37820,null,2765,null,20171,null,2664,null,9690,null,1527,null,54908,null,4805,null,5790,null,1355,null,10709,null,1828,null,14221,null,1803,null,14334,null,2338,null,9854,null,1397,null,13167,null,2065,null,3388,null,1453,null,1737,null,810,null,2680,null,741,null,3725,null,1092,null,1637,null,651,null,0400000US27,Minnesota,27
1838878,null,4675,null,395441,null,9280,null,586721,null,10703,null,509246,null,10972,null,228957,null,8235,null,118513,null,5328,null,1592277,null,10580,null,340809,null,9484,null,506598,null,10374,null,442084,null,10735,null,197882,null,7787,null,104904,null,5084,null,140441,null,7490,null,33520,null,3849,null,45723,null,4329,null,39782,null,3920,null,15433,null,1981,null,5983,null,1225,null,59354,null,4215,null,12945,null,1728,null,20811,null,2636,null,14224,null,2153,null,7750,null,1650,null,3624,null,1120,null,44124,null,3962,null,7592,null,1770,null,13174,null,1962,null,12665,null,2089,null,7439,null,1769,null,3254,null,872,null,2682,null,1234,null,575,null,369,null,415,null,255,null,491,null,385,null,453,null,402,null,748,null,652,null,0400000US28,Mississippi,28
3882538,null,4616,null,557451,null,10716,null,1305247,null,12587,null,1067625,null,13200,null,607464,null,11225,null,344751,null,9737,null,3343114,null,16525,null,470008,null,10071,null,1123057,null,12166,null,917061,null,12122,null,528219,null,10747,null,304769,null,9477,null,287817,null,12396,null,48684,null,4335,null,103804,null,6319,null,81575,null,5100,null,37631,null,3501,null,16123,null,2066,null,145959,null,7253,null,26633,null,2850,null,50681,null,3729,null,38239,null,3205,null,19806,null,2329,null,10600,null,2208,null,95141,null,6151,null,11057,null,1602,null,25760,null,2990,null,28278,null,3131,null,19157,null,2502,null,10889,null,1777,null,10507,null,1802,null,1069,null,524,null,1945,null,714,null,2472,null,863,null,2651,null,913,null,2370,null,732,null,0400000US29,Missouri,29
641019,null,2252,null,64179,null,4013,null,208019,null,5458,null,196010,null,5982,null,117607,null,4849,null,55204,null,3583,null,554777,null,5063,null,55096,null,3787,null,182847,null,5116,null,166929,null,5750,null,101674,null,4394,null,48231,null,3299,null,50915,null,3921,null,5488,null,1601,null,15056,null,1901,null,17889,null,2176,null,8881,null,1605,null,3601,null,923,null,13457,null,1961,null,1594,null,571,null,3965,null,822,null,3642,null,945,null,3072,null,843,null,1184,null,636,null,20493,null,2229,null,1796,null,616,null,5995,null,1023,null,6782,null,1620,null,3785,null,965,null,2135,null,708,null,1377,null,765,null,205,null,201,null,156,null,145,null,768,null,672,null,195,null,204,null,53,null,62,null,0400000US30,Montana,30
1139229,null,2868,null,118373,null,5574,null,350460,null,7119,null,356780,null,7896,null,213500,null,5741,null,100116,null,4095,null,983988,null,7889,null,95736,null,4817,null,306303,null,6199,null,305114,null,6884,null,187423,null,5803,null,89412,null,4048,null,95616,null,6259,null,15032,null,2155,null,29560,null,3526,null,31121,null,2906,null,14952,null,1992,null,4951,null,1485,null,29049,null,2612,null,3411,null,944,null,8864,null,1289,null,9972,null,1759,null,4717,null,890,null,2085,null,650,null,26574,null,3558,null,3004,null,1056,null,5064,null,1317,null,9940,null,1980,null,5732,null,1489,null,2834,null,1108,null,4002,null,965,null,1190,null,436,null,669,null,308,null,633,null,359,null,676,null,436,null,834,null,493,null,0400000US31,Nebraska,31
1686098,null,2708,null,275010,null,8635,null,521941,null,10863,null,522069,null,11946,null,241395,null,8455,null,125683,null,5435,null,1378287,null,12218,null,222363,null,8118,null,426953,null,10900,null,424827,null,11746,null,196808,null,7149,null,107336,null,4874,null,203980,null,10070,null,36495,null,3897,null,68219,null,6047,null,62753,null,4532,null,26527,null,3225,null,9986,null,1833,null,14644,null,2952,null,2779,null,1037,null,5652,null,1825,null,4125,null,1293,null,1498,null,782,null,590,null,388,null,79390,null,6558,null,10018,null,1995,null,20116,null,2776,null,28150,null,3205,null,14393,null,2544,null,6713,null,1570,null,9797,null,2044,null,3355,null,1523,null,1001,null,518,null,2214,null,1202,null,2169,null,775,null,1058,null,499,null,0400000US32,Nevada,32
895981,null,1576,null,84938,null,5020,null,277516,null,7102,null,242208,null,7430,null,188538,null,7158,null,102781,null,4924,null,787613,null,7342,null,73109,null,4221,null,245613,null,6778,null,212779,null,6900,null,165177,null,6465,null,90935,null,4714,null,60294,null,5464,null,7705,null,2560,null,19713,null,3013,null,17523,null,2337,null,11186,null,2166,null,4167,null,1079,null,16800,null,2713,null,1560,null,700,null,5169,null,1344,null,4712,null,1286,null,3986,null,1350,null,1373,null,753,null,28838,null,3736,null,2513,null,908,null,6750,null,1568,null,6674,null,1393,null,7148,null,1679,null,5753,null,1433,null,2436,null,960,null,51,null,73,null,271,null,234,null,520,null,452,null,1041,null,607,null,553,null,441,null,0400000US33,New Hampshire,33
5850926,null,2476,null,759696,null,14756,null,1822803,null,20409,null,1287211,null,19045,null,1240638,null,18823,null,740578,null,13041,null,5266634,null,16035,null,666037,null,13214,null,1651328,null,20428,null,1171380,null,19284,null,1110709,null,16350,null,667180,null,11979,null,319233,null,11038,null,62772,null,4990,null,101270,null,6083,null,67104,null,4776,null,57532,null,3840,null,30555,null,3117,null,138884,null,7524,null,17106,null,2776,null,41548,null,4302,null,26274,null,2364,null,36603,null,4105,null,17353,null,2404,null,93888,null,6439,null,8952,null,1632,null,21603,null,2852,null,18892,null,2311,null,25490,null,3136,null,18951,null,2016,null,32287,null,4109,null,4829,null,1560,null,7054,null,1979,null,3561,null,907,null,10304,null,2249,null,6539,null,1688,null,0400000US34,New Jersey,34
