B10060_001E,B10060_001EA,B10060_001M,B10060_001MA,B10060_002E,B10060_002EA,B10060_002M,B10060_002MA,B10060_003E,B10060_003EA,B10060_003M,B10060_003MA,B10060_004E,B10060_004EA,B10060_004M,B10060_004MA,B10060_005E,B10060_005EA,B10060_005M,B10060_005MA,B10060_006E,B10060_006EA,B10060_006M,B10060_006MA,B10060_007E,B10060_007EA,B10060_007M,B10060_007MA,B10060_008E,B10060_008EA,B10060_008M,B10060_008MA,B10060_009E,B10060_009EA,B10060_009M,B10060_009MA,B10060_010E,B10060_010EA,B10060_010M,B10060_010MA,B10060_011E,B10060_011EA,B10060_011M,B10060_011MA,B10060_012E,B10060_012EA,B10060_012M,B10060_012MA,B10060_013E,B10060_013EA,B10060_013M,B10060_013MA,B10060_014E,B10060_014EA,B10060_014M,B10060_014MA,B10060_015E,B10060_015EA,B10060_015M,B10060_015MA,B10060_016E,B10060_016EA,B10060_016M,B10060_016MA,GEO_ID,NAME,state
109141,null,5275,null,81151,null,4895,null,43360,null,4115,null,27829,null,3232,null,15531,null,2340,null,37791,null,3218,null,5682,null,1289,null,3162,null,816,null,2258,null,764,null,904,null,420,null,2520,null,1058,null,22308,null,2562,null,12272,null,2057,null,10493,null,1948,null,1779,null,520,null,10036,null,1813,null,0400000US01,Alabama,01
15875,null,2786,null,13874,null,2691,null,5208,null,1274,null,3216,null,911,null,1992,null,687,null,8666,null,2088,null,1213,null,540,null,346,null,274,null,247,null,242,null,99,null,114,null,867,null,445,null,788,null,477,null,399,null,295,null,300,null,263,null,99,null,132,null,389,null,371,null,0400000US02,Alaska,02
149205,null,8551,null,120377,null,7141,null,49446,null,4643,null,34342,null,4112,null,15104,null,2010,null,70931,null,6369,null,12603,null,2739,null,5644,null,1585,null,4528,null,1431,null,1116,null,545,null,6959,null,2431,null,16225,null,2811,null,8184,null,1742,null,5642,null,1229,null,2542,null,1139,null,8041,null,2076,null,0400000US04,Arizona,04
68828,null,5019,null,54389,null,4206,null,31454,null,3234,null,21327,null,2734,null,10127,null,1872,null,22935,null,3081,null,3630,null,1105,null,3003,null,1031,null,2237,null,830,null,766,null,456,null,627,null,399,null,10809,null,2187,null,5891,null,1743,null,4157,null,1376,null,1734,null,703,null,4918,null,1446,null,0400000US05,Arkansas,05
963255,null,17643,null,789051,null,16407,null,217890,null,7946,null,132992,null,6620,null,84898,null,5362,null,571161,null,14214,null,148087,null,7114,null,46048,null,3693,null,32452,null,3337,null,13596,null,1989,null,102039,null,6193,null,26117,null,3048,null,10744,null,1966,null,7150,null,1672,null,3594,null,1123,null,15373,null,2368,null,0400000US06,California,06
80887,null,5552,null,68125,null,5209,null,27841,null,3130,null,19084,null,2879,null,8757,null,1363,null,40284,null,4158,null,7531,null,2365,null,4387,null,1799,null,3501,null,1715,null,886,null,404,null,3144,null,1286,null,5231,null,1583,null,2734,null,1265,null,2083,null,1129,null,651,null,434,null,2497,null,1046,null,0400000US08,Colorado,08
59095,null,5080,null,43549,null,4263,null,13896,null,2457,null,8764,null,1803,null,5132,null,1391,null,29653,null,2867,null,15232,null,2607,null,6295,null,1621,null,4483,null,1275,null,1812,null,760,null,8937,null,1835,null,314,null,351,null,63,null,103,null,0,null,273,null,63,null,103,null,251,null,305,null,0400000US09,Connecticut,09
18080,null,2778,null,14400,null,2475,null,6336,null,1547,null,4439,null,1151,null,1897,null,821,null,8064,null,1609,null,1617,null,815,null,693,null,372,null,498,null,340,null,195,null,168,null,924,null,711,null,2063,null,767,null,1144,null,478,null,685,null,407,null,459,null,325,null,919,null,567,null,0400000US10,Delaware,10
13258,null,2201,null,9204,null,1742,null,4184,null,1235,null,2026,null,788,null,2158,null,823,null,5020,null,1298,null,4054,null,1479,null,1980,null,1198,null,1786,null,1171,null,194,null,165,null,2074,null,928,null,0,null,300,null,0,null,300,null,0,null,300,null,0,null,300,null,0,null,300,null,0400000US11,District of Columbia,11
396952,null,14654,null,318763,null,13529,null,116774,null,7211,null,73381,null,5702,null,43393,null,3763,null,201989,null,10492,null,43469,null,4557,null,19244,null,3117,null,12947,null,2790,null,6297,null,1580,null,24225,null,3516,null,34720,null,3692,null,15239,null,2440,null,11190,null,2064,null,4049,null,1213,null,19481,null,2793,null,0400000US12,Florida,12
225636,null,9769,null,181462,null,9035,null,80674,null,6143,null,51938,null,4895,null,28736,null,3373,null,100788,null,6289,null,17592,null,3073,null,6081,null,1471,null,5074,null,1308,null,1007,null,560,null,11511,null,2744,null,26582,null,3516,null,12978,null,2393,null,9795,null,1999,null,3183,null,1067,null,13604,null,2520,null,0400000US13,Georgia,13
48288,null,3594,null,43465,null,3237,null,11066,null,1761,null,5479,null,1216,null,5587,null,1283,null,32399,null,3201,null,4698,null,1152,null,1681,null,786,null,1212,null,674,null,469,null,290,null,3017,null,927,null,125,null,205,null,0,null,271,null,0,null,271,null,0,null,271,null,125,null,205,null,0400000US15,Hawaii,15
18959,null,2525,null,15642,null,2361,null,6672,null,1376,null,4628,null,1057,null,2044,null,704,null,8970,null,1667,null,723,null,396,null,284,null,203,null,211,null,202,null,73,null,121,null,439,null,351,null,2594,null,936,null,1428,null,725,null,915,null,603,null,513,null,356,null,1166,null,579,null,0400000US16,Idaho,16
263192,null,8196,null,204530,null,7240,null,77022,null,5171,null,50753,null,4608,null,26269,null,2855,null,127508,null,6512,null,53841,null,4740,null,22079,null,2673,null,15916,null,2441,null,6163,null,1193,null,31762,null,3684,null,4821,null,983,null,2726,null,673,null,2223,null,721,null,503,null,294,null,2095,null,788,null,0400000US17,Illinois,17
102978,null,5713,null,92840,null,5445,null,43244,null,3990,null,30883,null,3096,null,12361,null,1897,null,49596,null,4471,null,6040,null,1352,null,3429,null,949,null,2293,null,786,null,1136,null,571,null,2611,null,858,null,4098,null,1196,null,2371,null,973,null,1541,null,774,null,830,null,415,null,1727,null,690,null,0400000US18,Indiana,18
30311,null,2756,null,26959,null,2594,null,11238,null,1830,null,7566,null,1401,null,3672,null,1023,null,15721,null,2053,null,1671,null,698,null,762,null,423,null,614,null,386,null,148,null,161,null,909,null,545,null,1681,null,815,null,941,null,632,null,864,null,608,null,77,null,88,null,740,null,451,null,0400000US19,Iowa,19
42157,null,3860,null,38650,null,3697,null,17210,null,2534,null,11993,null,2166,null,5217,null,1047,null,21440,null,2559,null,1947,null,771,null,634,null,396,null,479,null,382,null,155,null,138,null,1313,null,626,null,1560,null,497,null,904,null,383,null,705,null,343,null,199,null,156,null,656,null,303,null,0400000US20,Kansas,20
82436,null,5279,null,65914,null,4620,null,34859,null,3460,null,23761,null,2827,null,11098,null,1943,null,31055,null,3323,null,4094,null,1064,null,2432,null,619,null,1624,null,532,null,808,null,558,null,1662,null,890,null,12428,null,2226,null,9021,null,1911,null,7219,null,1679,null,1802,null,679,null,3407,null,995,null,0400000US21,Kentucky,21
114611,null,6355,null,87537,null,5540,null,45139,null,3944,null,29673,null,3447,null,15466,null,2123,null,42398,null,4110,null,7883,null,1596,null,4369,null,1163,null,3651,null,1145,null,718,null,346,null,3514,null,1134,null,19191,null,2848,null,11163,null,2396,null,7916,null,1889,null,3247,null,1126,null,8028,null,1538,null,0400000US22,Louisiana,22
16225,null,2264,null,13790,null,2153,null,6406,null,1624,null,4227,null,1357,null,2179,null,903,null,7384,null,1234,null,1314,null,615,null,317,null,250,null,174,null,170,null,143,null,183,null,997,null,567,null,1121,null,369,null,748,null,337,null,433,null,258,null,315,null,216,null,373,null,182,null,0400000US23,Maine,23
118525,null,6624,null,105502,null,6209,null,35640,null,3554,null,21730,null,2774,null,13910,null,1998,null,69862,null,4550,null,10415,null,1919,null,5386,null,1413,null,4410,null,1416,null,976,null,537,null,5029,null,1353,null,2608,null,861,null,1691,null,646,null,964,null,535,null,727,null,464,null,917,null,600,null,0400000US24,Maryland,24
106457,null,6056,null,73779,null,5212,null,16571,null,2298,null,9526,null,1845,null,7045,null,1300,null,57208,null,4920,null,32386,null,3600,null,12221,null,2319,null,8164,null,1890,null,4057,null,1162,null,20165,null,3286,null,292,null,324,null,58,null,96,null,58,null,96,null,0,null,281,null,234,null,276,null,0400000US25,Massachusetts,25
156097,null,5823,null,133896,null,5752,null,57901,null,4079,null,38215,null,3164,null,19686,null,2498,null,75995,null,5127,null,11686,null,1982,null,5693,null,1215,null,4498,null,1191,null,1195,null,575,null,5993,null,1724,null,10515,null,1941,null,5299,null,1356,null,4031,null,1121,null,1268,null,585,null,5216,null,1248,null,0400000US26,Michigan,26
55618,null,3734,null,47024,null,3501,null,20283,null,2333,null,14012,null,2127,null,6271,null,1151,null,26741,null,2791,null,6318,null,1749,null,2974,null,1088,null,2101,null,878,null,873,null,488,null,3344,null,1227,null,2276,null,840,null,1332,null,660,null,1018,null,603,null,314,null,180,null,944,null,516,null,0400000US27,Minnesota,27
82249,null,5281,null,61752,null,4552,null,34421,null,3918,null,22890,null,3234,null,11531,null,2078,null,27331,null,2626,null,4384,null,1105,null,2705,null,958,null,2356,null,914,null,349,null,254,null,1679,null,660,null,16113,null,2379,null,11018,null,2021,null,8093,null,1730,null,2925,null,977,null,5095,null,1424,null,0400000US28,Mississippi,28
