C18008_001E,C18008_001EA,C18008_001M,C18008_001MA,C18008_002E,C18008_002EA,C18008_002M,C18008_002MA,C18008_003E,C18008_003EA,C18008_003M,C18008_003MA,C18008_004E,C18008_004EA,C18008_004M,C18008_004MA,C18008_005E,C18008_005EA,C18008_005M,C18008_005MA,C18008_006E,C18008_006EA,C18008_006M,C18008_006MA,C18008_007E,C18008_007EA,C18008_007M,C18008_007MA,GEO_ID,NAME,state
2956627,null,5820,null,1430566,null,5516,null,158448,null,6455,null,1272118,null,9058,null,1526061,null,3555,null,181428,null,6463,null,1344633,null,7154,null,0400000US01,Alabama,01
457758,null,2791,null,233691,null,2523,null,13612,null,1666,null,220079,null,2671,null,224067,null,1724,null,14782,null,2086,null,209285,null,2526,null,0400000US02,Alaska,02
3958827,null,4939,null,1985230,null,3993,null,126413,null,6065,null,1858817,null,7491,null,1973597,null,3069,null,140149,null,7215,null,1833448,null,7968,null,0400000US04,Arizona,04
1783300,null,4047,null,873036,null,4382,null,97784,null,4811,null,775252,null,6637,null,910264,null,3380,null,106364,null,4144,null,803900,null,4782,null,0400000US05,Arkansas,05
23813857,null,10948,null,11929485,null,10150,null,675731,null,13295,null,11253754,null,14419,null,11884372,null,7561,null,726322,null,12621,null,11158050,null,13496,null,0400000US06,California,06
3244377,null,4392,null,1641484,null,4000,null,85762,null,5249,null,1555722,null,6170,null,1602893,null,3423,null,90966,null,4784,null,1511927,null,5550,null,0400000US08,Colorado,08
2280955,null,3659,null,1117675,null,3327,null,59045,null,3882,null,1058630,null,4756,null,1163280,null,2359,null,62372,null,3598,null,1100908,null,4108,null,0400000US09,Connecticut,09
557332,null,1905,null,268345,null,1328,null,17929,null,2415,null,250416,null,2878,null,288987,null,1246,null,20091,null,2293,null,268896,null,2348,null,0400000US10,Delaware,10
404199,null,1682,null,188932,null,1848,null,11574,null,1651,null,177358,null,2538,null,215267,null,1601,null,11458,null,1738,null,203809,null,1750,null,0400000US11,District of Columbia,11
11362681,null,10312,null,5578459,null,8617,null,367161,null,9422,null,5211298,null,11167,null,5784222,null,7819,null,384021,null,9125,null,5400201,null,12380,null,0400000US12,Florida,12
6197084,null,6330,null,3019805,null,6126,null,207497,null,7370,null,2812308,null,9482,null,3177279,null,5729,null,237562,null,8246,null,2939717,null,9835,null,0400000US13,Georgia,13
804033,null,3163,null,398216,null,2995,null,23219,null,2394,null,374997,null,3700,null,405817,null,1650,null,18727,null,2323,null,387090,null,3074,null,0400000US15,Hawaii,15
