B14001B_001E,B14001B_001EA,B14001B_001M,B14001B_001MA,B14001B_002E,B14001B_002EA,B14001B_002M,B14001B_002MA,B14001B_003E,B14001B_003EA,B14001B_003M,B14001B_003MA,B14001B_004E,B14001B_004EA,B14001B_004M,B14001B_004MA,B14001B_005E,B14001B_005EA,B14001B_005M,B14001B_005MA,B14001B_006E,B14001B_006EA,B14001B_006M,B14001B_006MA,B14001B_007E,B14001B_007EA,B14001B_007M,B14001B_007MA,GEO_ID,NAME,state
1157836,null,6452,null,375925,null,8104,null,41469,null,3603,null,155091,null,4617,null,85082,null,4014,null,94283,null,5022,null,781911,null,7632,null,0400000US01,Alabama,01
24359,null,1783,null,6478,null,1771,null,936,null,634,null,1423,null,947,null,1617,null,1119,null,2502,null,1038,null,17881,null,1780,null,0400000US02,Alaska,02
212895,null,5161,null,77183,null,4637,null,5349,null,1124,null,33962,null,2642,null,15859,null,1613,null,22013,null,3505,null,135712,null,4502,null,0400000US04,Arizona,04
418608,null,4131,null,142679,null,4971,null,16993,null,1924,null,60799,null,3086,null,31976,null,2356,null,32911,null,2698,null,275929,null,4189,null,0400000US05,Arkansas,05
2171967,null,12479,null,732661,null,12999,null,69440,null,5069,null,266943,null,6400,null,178674,null,6160,null,217604,null,8593,null,1439306,null,10240,null,0400000US06,California,06
179428,null,4379,null,61299,null,4131,null,6384,null,1857,null,25554,null,2366,null,12847,null,1514,null,16514,null,2287,null,118129,null,3638,null,0400000US08,Colorado,08
313587,null,5153,null,106818,null,3798,null,11788,null,1785,null,42990,null,2197,null,26089,null,1701,null,25951,null,2334,null,206769,null,4431,null,0400000US09,Connecticut,09
168895,null,3069,null,55874,null,3206,null,6285,null,1296,null,22589,null,2052,null,12024,null,1021,null,14976,null,1942,null,113021,null,2562,null,0400000US10,Delaware,10
307793,null,1896,null,85392,null,2970,null,6802,null,1412,null,34307,null,1573,null,20674,null,1663,null,23609,null,2408,null,222401,null,3151,null,0400000US11,District of Columbia,11
2656218,null,14068,null,908015,null,13111,null,109417,null,6086,null,370552,null,7147,null,210667,null,8425,null,217379,null,8542,null,1748203,null,12896,null,0400000US12,Florida,12
