B14001B_001E,B14001B_001EA,B14001B_001M,B14001B_001MA,B14001B_002E,B14001B_002EA,B14001B_002M,B14001B_002MA,B14001B_003E,B14001B_003EA,B14001B_003M,B14001B_003MA,B14001B_004E,B14001B_004EA,B14001B_004M,B14001B_004MA,B14001B_005E,B14001B_005EA,B14001B_005M,B14001B_005MA,B14001B_006E,B14001B_006EA,B14001B_006M,B14001B_006MA,B14001B_007E,B14001B_007EA,B14001B_007M,B14001B_007MA,GEO_ID,NAME,state
2716415,null,10110,null,919429,null,9841,null,104754,null,5807,null,376902,null,6188,null,219445,null,5540,null,218328,null,7692,null,1796986,null,11817,null,0400000US13,Georgia,13
25996,null,2315,null,9773,null,1671,null,1043,null,822,null,4024,null,1285,null,1205,null,864,null,3501,null,1275,null,16223,null,1711,null,0400000US15,Hawaii,15
8500,null,1554,null,3813,null,1176,null,836,null,445,null,1806,null,863,null,550,null,441,null,621,null,388,null,4687,null,1025,null,0400000US16,Idaho,16
1796734,null,8391,null,609138,null,8709,null,72557,null,4616,null,249053,null,4983,null,148968,null,4487,null,138560,null,6641,null,1187596,null,9214,null,0400000US17,Illinois,17
522669,null,5977,null,173394,null,5973,null,18193,null,2371,null,75601,null,3221,null,38050,null,2599,null,41550,null,3436,null,349275,null,4197,null,0400000US18,Indiana,18
66629,null,2935,null,27965,null,2416,null,3510,null,789,null,11223,null,1385,null,6511,null,1262,null,6721,null,1208,null,38664,null,2408,null,0400000US19,Iowa,19
150524,null,4299,null,55135,null,3765,null,6003,null,1445,null,22630,null,2092,null,12258,null,1794,null,14244,null,2189,null,95389,null,3579,null,0400000US20,Kansas,20
307061,null,5076,null,103141,null,4175,null,12781,null,1791,null,42382,null,2657,null,25269,null,2162,null,22709,null,2643,null,203920,null,4231,null,0400000US21,Kentucky,21
1293113,null,5942,null,417773,null,6604,null,51471,null,3584,null,189722,null,4460,null,97385,null,4311,null,79195,null,4958,null,875340,null,7783,null,0400000US22,Louisiana,22
13432,null,2103,null,6596,null,1158,null,894,null,560,null,3965,null,1133,null,537,null,298,null,1200,null,542,null,6836,null,1435,null,0400000US23,Maine,23
1556590,null,6892,null,507331,null,8329,null,54935,null,4522,null,187835,null,4785,null,115198,null,3796,null,149363,null,6176,null,1049259,null,7862,null,0400000US24,Maryland,24
366859,null,6922,null,140191,null,6034,null,14691,null,2279,null,48963,null,3096,null,31691,null,2992,null,44846,null,4147,null,226668,null,6746,null,0400000US25,Massachusetts,25
1352031,null,7771,null,461960,null,7432,null,44918,null,3473,null,184186,null,4880,null,124269,null,3888,null,108587,null,5930,null,890071,null,7944,null,0400000US26,Michigan,26
210986,null,4097,null,84602,null,4347,null,8835,null,1550,null,31681,null,2325,null,22747,null,2348,null,21339,null,2253,null,126384,null,3595,null,0400000US27,Minnesota,27
1036970,null,6524,null,361308,null,6735,null,50624,null,3865,null,154159,null,4330,null,84698,null,3977,null,71827,null,4379,null,675662,null,5969,null,0400000US28,Mississippi,28
630745,null,5980,null,206698,null,6604,null,22007,null,2492,null,86928,null,3368,null,51630,null,2800,null,46133,null,3744,null,424047,null,5505,null,0400000US29,Missouri,29
5221,null,1281,null,2004,null,798,null,37,null,64,null,1046,null,707,null,179,null,206,null,742,null,470,null,3217,null,1056,null,0400000US30,Montana,30
65812,null,2610,null,23136,null,2212,null,2180,null,791,null,9103,null,1048,null,5654,null,945,null,6199,null,1279,null,42676,null,1798,null,0400000US31,Nebraska,31
180461,null,4073,null,54412,null,3405,null,5010,null,1148,null,26899,null,2174,null,13217,null,1689,null,9286,null,1572,null,126049,null,3190,null,0400000US32,Nevada,32
12041,null,1477,null,5150,null,1256,null,121,null,142,null,2076,null,866,null,1083,null,570,null,1870,null,731,null,6891,null,1056,null,0400000US33,New Hampshire,33
1130541,null,7825,null,362733,null,7220,null,41858,null,2821,null,146686,null,4491,null,89962,null,4085,null,84227,null,4812,null,767808,null,6823,null,0400000US34,New Jersey,34
42870,null,2988,null,14561,null,2485,null,1757,null,708,null,4385,null,959,null,2840,null,1447,null,5579,null,1689,null,28309,null,2393,null,0400000US35,New Mexico,35
2880818,null,11466,null,935219,null,11834,null,100324,null,5401,null,361096,null,6299,null,224738,null,4941,null,249061,null,8342,null,1945599,null,11194,null,0400000US36,New York,36
1845534,null,9259,null,599405,null,8961,null,67856,null,4186,null,236391,null,5593,null,149998,null,4868,null,145160,null,5802,null,1246129,null,9207,null,0400000US37,North Carolina,37
4992,null,923,null,2094,null,789,null,304,null,252,null,744,null,499,null,287,null,367,null,759,null,387,null,2898,null,439,null,0400000US38,North Dakota,38
1282003,null,6481,null,436375,null,6996,null,44807,null,3012,null,177292,null,3860,null,107704,null,4036,null,106572,null,4853,null,845628,null,7168,null,0400000US39,Ohio,39
255858,null,4827,null,86115,null,4286,null,10124,null,1953,null,37014,null,2695,null,19554,null,1719,null,19423,null,2505,null,169743,null,4053,null,0400000US40,Oklahoma,40
59504,null,3111,null,19051,null,2136,null,1867,null,783,null,7803,null,1373,null,4518,null,1089,null,4863,null,1120,null,40453,null,2757,null,0400000US41,Oregon,41
1230661,null,6889,null,405635,null,6901,null,44348,null,4075,null,162839,null,4112,null,104085,null,4106,null,94363,null,5214,null,825026,null,6922,null,0400000US42,Pennsylvania,42
56120,null,3250,null,20386,null,1994,null,2975,null,939,null,8304,null,1248,null,3446,null,709,null,5661,null,1176,null,35734,null,2696,null,0400000US44,Rhode Island,44
1195432,null,6573,null,367001,null,6760,null,42760,null,3700,null,153341,null,4676,null,95666,null,4003,null,75234,null,4323,null,828431,null,7272,null,0400000US45,South Carolina,45
8341,null,1601,null,3112,null,974,null,286,null,256,null,947,null,464,null,1253,null,738,null,626,null,428,null,5229,null,1210,null,0400000US46,South Dakota,46
980828,null,5393,null,319588,null,6671,null,35031,null,3464,null,133540,null,4241,null,78991,null,3595,null,72026,null,4597,null,661240,null,6725,null,0400000US47,Tennessee,47
2625511,null,10739,null,872015,null,12632,null,101683,null,5602,null,355929,null,7111,null,199049,null,5880,null,215354,null,8733,null,1753496,null,11266,null,0400000US48,Texas,48
24014,null,2619,null,9690,null,2174,null,797,null,563,null,5045,null,1646,null,2095,null,941,null,1753,null,598,null,14324,null,1445,null,0400000US49,Utah,49
3873,null,690,null,2084,null,519,null,584,null,484,null,624,null,331,null,212,null,226,null,664,null,503,null,1789,null,485,null,0400000US50,Vermont,50
1446231,null,9084,null,449520,null,9312,null,44045,null,3795,null,182057,null,4865,null,104589,null,4230,null,118829,null,6482,null,996711,null,9816,null,0400000US51,Virginia,51
207860,null,4948,null,69213,null,4681,null,7301,null,1304,null,28257,null,2382,null,15195,null,1833,null,18460,null,2624,null,138647,null,4262,null,0400000US53,Washington,53
60088,null,2500,null,21058,null,2521,null,2550,null,835,null,7207,null,1347,null,4723,null,1099,null,6578,null,1179,null,39030,null,1877,null,0400000US54,West Virginia,54
315637,null,4329,null,114883,null,4031,null,13074,null,1784,null,53123,null,2344,null,27047,null,1853,null,21639,null,2601,null,200754,null,3731,null,0400000US55,Wisconsin,55
3297,null,1419,null,988,null,702,null,80,null,119,null,342,null,333,null,165,null,178,null,401,null,315,null,2309,null,1106,null,0400000US56,Wyoming,56
267109,null,10669,null,69926,null,5714,null,6256,null,1207,null,27466,null,3186,null,17474,null,2368,null,18730,null,2464,null,197183,null,7707,null,0400000US72,Puerto Rico,72
