C19101H_001E,C19101H_001EA,C19101H_001M,C19101H_001MA,C19101H_002E,C19101H_002EA,C19101H_002M,C19101H_002MA,C19101H_003E,C19101H_003EA,C19101H_003M,C19101H_003MA,C19101H_004E,C19101H_004EA,C19101H_004M,C19101H_004MA,C19101H_005E,C19101H_005EA,C19101H_005M,C19101H_005MA,C19101H_006E,C19101H_006EA,C19101H_006M,C19101H_006MA,C19101H_007E,C19101H_007EA,C19101H_007M,C19101H_007MA,C19101H_008E,C19101H_008EA,C19101H_008M,C19101H_008MA,C19101H_009E,C19101H_009EA,C19101H_009M,C19101H_009MA,C19101H_010E,C19101H_010EA,C19101H_010M,C19101H_010MA,C19101H_011E,C19101H_011EA,C19101H_011M,C19101H_011MA,GEO_ID,NAME,state
893708,null,7611,null,35027,null,3561,null,28008,null,2755,null,79954,null,4010,null,94149,null,4050,null,137726,null,4937,null,193268,null,6200,null,139944,null,5927,null,120142,null,4556,null,34331,null,2348,null,31159,null,1924,null,0400000US01,Alabama,01
117066,null,2535,null,2676,null,773,null,1853,null,568,null,4282,null,1055,null,7101,null,1191,null,12090,null,1458,null,24382,null,1976,null,20459,null,1793,null,28110,null,2103,null,9598,null,1361,null,6515,null,1005,null,0400000US02,Alaska,02
973293,null,9022,null,28008,null,3241,null,17557,null,2364,null,57656,null,4025,null,87280,null,4708,null,135063,null,5917,null,212832,null,7165,null,159667,null,6390,null,163988,null,5874,null,53657,null,3156,null,57585,null,3320,null,0400000US04,Arizona,04
599641,null,8174,null,27735,null,2907,null,24065,null,2320,null,64885,null,3969,null,68616,null,3932,null,103405,null,4332,null,130190,null,4786,null,78892,null,3869,null,66870,null,3986,null,17465,null,1924,null,17518,null,1775,null,0400000US05,Arkansas,05
3963110,null,18904,null,92393,null,5709,null,69329,null,4973,null,209651,null,7536,null,244475,null,6853,null,394987,null,9322,null,692899,null,12898,null,599380,null,11252,null,816558,null,13017,null,383777,null,7687,null,459661,null,10129,null,0400000US06,California,06
899850,null,8924,null,21369,null,2397,null,15424,null,2067,null,44384,null,3320,null,58115,null,3629,null,111196,null,4883,null,194088,null,5802,null,154736,null,5586,null,174826,null,5824,null,63759,null,3613,null,61953,null,3251,null,0400000US08,Colorado,08
679270,null,6427,null,9710,null,1488,null,8422,null,1771,null,24645,null,2486,null,35245,null,2584,null,66949,null,4115,null,121293,null,4473,null,115528,null,4860,null,151758,null,5893,null,61287,null,3099,null,84433,null,3598,null,0400000US09,Connecticut,09
159404,null,3480,null,3727,null,935,null,2698,null,825,null,7082,null,1127,null,12884,null,1545,null,19292,null,1909,null,33800,null,2350,null,28156,null,2384,null,31009,null,2112,null,11593,null,1670,null,9163,null,1255,null,0400000US10,Delaware,10
30564,null,1626,null,219,null,229,null,288,null,367,null,343,null,396,null,734,null,449,null,711,null,374,null,2115,null,687,null,2654,null,695,null,6773,null,1133,null,5067,null,809,null,11660,null,1313,null,0400000US11,District of Columbia,11
2963574,null,18366,null,74687,null,5008,null,58539,null,3491,null,211809,null,8571,null,281593,null,7346,null,435543,null,11701,null,668842,null,12136,null,454645,null,11458,null,449807,null,9795,null,154309,null,6197,null,173800,null,6768,null,0400000US12,Florida,12
1475801,null,11946,null,41778,null,3214,null,35573,null,3061,null,98388,null,5181,null,123687,null,5906,null,199655,null,8592,null,314211,null,9157,null,236337,null,6175,null,244921,null,6596,null,90389,null,3990,null,90862,null,4766,null,0400000US13,Georgia,13
86592,null,2877,null,2938,null,894,null,1344,null,544,null,3921,null,991,null,5364,null,1345,null,8605,null,1293,null,18207,null,1959,null,16045,null,2051,null,17079,null,1622,null,6241,null,1125,null,6848,null,1226,null,0400000US15,Hawaii,15
351703,null,4901,null,11116,null,1662,null,10101,null,1356,null,31209,null,2203,null,38771,null,2914,null,57775,null,3183,null,83746,null,4358,null,54327,null,2856,null,41459,null,3202,null,11974,null,1643,null,11225,null,1482,null,0400000US16,Idaho,16
2200269,null,14028,null,50981,null,3848,null,46530,null,3212,null,128860,null,5391,null,159559,null,6046,null,266625,null,8247,null,469062,null,8771,null,366799,null,7949,null,404773,null,7705,null,147769,null,5403,null,159311,null,5166,null,0400000US17,Illinois,17
1431818,null,10926,null,48498,null,2913,null,36724,null,2788,null,103672,null,4797,null,138855,null,4794,null,225449,null,6121,null,349904,null,7630,null,240555,null,6182,null,192496,null,6375,null,51567,null,3234,null,44098,null,2751,null,0400000US18,Indiana,18
738219,null,7829,null,21689,null,2245,null,18477,null,2396,null,53518,null,3320,null,73216,null,3422,null,114989,null,4563,null,188100,null,5342,null,125155,null,4308,null,96153,null,3939,null,24537,null,1793,null,22385,null,1521,null,0400000US19,Iowa,19
610346,null,6353,null,15918,null,2047,null,12718,null,1832,null,43851,null,2575,null,55835,null,3238,null,94305,null,4163,null,139428,null,5031,null,101899,null,4287,null,90674,null,4108,null,29204,null,2099,null,26514,null,2096,null,0400000US20,Kansas,20
