B14001I_001E,B14001I_001EA,B14001I_001M,B14001I_001MA,B14001I_002E,B14001I_002EA,B14001I_002M,B14001I_002MA,B14001I_003E,B14001I_003EA,B14001I_003M,B14001I_003MA,B14001I_004E,B14001I_004EA,B14001I_004M,B14001I_004MA,B14001I_005E,B14001I_005EA,B14001I_005M,B14001I_005MA,B14001I_006E,B14001I_006EA,B14001I_006M,B14001I_006MA,B14001I_007E,B14001I_007EA,B14001I_007M,B14001I_007MA,GEO_ID,NAME,state
106871,null,2072,null,29375,null,2236,null,3700,null,1146,null,15336,null,1716,null,5558,null,1149,null,4781,null,1130,null,77496,null,2012,null,0400000US01,Alabama,01
35157,null,1173,null,11826,null,1029,null,1879,null,576,null,4877,null,631,null,2848,null,619,null,2222,null,637,null,23331,null,1252,null,0400000US02,Alaska,02
1751327,null,4168,null,581795,null,6903,null,68650,null,4148,null,304481,null,4467,null,131519,null,3443,null,77145,null,4790,null,1169532,null,7812,null,0400000US04,Arizona,04
134939,null,1728,null,45843,null,2337,null,7898,null,1512,null,23734,null,1561,null,9468,null,1474,null,4743,null,1212,null,89096,null,2578,null,0400000US05,Arkansas,05
12385760,null,11386,null,4344321,null,20580,null,488891,null,11228,null,2002372,null,10658,null,1059218,null,11850,null,793840,null,17306,null,8041439,null,20567,null,0400000US06,California,06
897047,null,2792,null,274977,null,4919,null,39519,null,3542,null,136859,null,3416,null,60903,null,2939,null,37696,null,3401,null,622070,null,4948,null,0400000US08,Colorado,08
377747,null,1716,null,126310,null,3247,null,14753,null,1909,null,57702,null,1882,null,29948,null,1714,null,23907,null,2343,null,251437,null,2735,null,0400000US09,Connecticut,09
51400,null,704,null,16570,null,1108,null,2682,null,695,null,8815,null,827,null,3195,null,708,null,1878,null,530,null,34830,null,1192,null,0400000US10,Delaware,10
46046,null,566,null,12574,null,1704,null,1395,null,715,null,4693,null,769,null,1596,null,575,null,4890,null,1416,null,33472,null,1613,null,0400000US11,District of Columbia,11
3557738,null,4998,null,956774,null,10535,null,115725,null,5397,null,411389,null,5578,null,204792,null,6162,null,224868,null,7755,null,2600964,null,10063,null,0400000US12,Florida,12
663534,null,4293,null,187556,null,4789,null,32868,null,3575,null,100948,null,4735,null,32780,null,2548,null,20960,null,1978,null,475978,null,4959,null,0400000US13,Georgia,13
96664,null,785,null,34239,null,1537,null,4004,null,856,null,15189,null,983,null,7295,null,611,null,7751,null,1256,null,62425,null,1478,null,0400000US15,Hawaii,15
135267,null,1129,null,48704,null,1948,null,5880,null,1237,null,25107,null,1518,null,11603,null,1286,null,6114,null,1119,null,86563,null,1947,null,0400000US16,Idaho,16
1789383,null,4896,null,602766,null,7174,null,80754,null,4982,null,293507,null,4406,null,129308,null,3753,null,99197,null,5752,null,1186617,null,7596,null,0400000US17,Illinois,17
288512,null,2134,null,96243,null,2881,null,16234,null,1782,null,45786,null,2063,null,18676,null,1848,null,15547,null,2059,null,192269,null,3180,null,0400000US18,Indiana,18
108367,null,2051,null,37602,null,2003,null,5360,null,971,null,18650,null,1680,null,8298,null,1196,null,5294,null,938,null,70765,null,2253,null,0400000US19,Iowa,19
224557,null,1403,null,79592,null,2444,null,9718,null,1231,null,41933,null,1873,null,17902,null,1866,null,10039,null,1671,null,144965,null,2465,null,0400000US20,Kansas,20
81996,null,2293,null,27068,null,2589,null,5517,null,1225,null,12819,null,1880,null,3787,null,1105,null,4945,null,1046,null,54928,null,2491,null,0400000US21,Kentucky,21
126035,null,1809,null,35932,null,2245,null,3866,null,807,null,16660,null,1514,null,7088,null,1297,null,8318,null,1708,null,90103,null,2456,null,0400000US22,Louisiana,22
14129,null,762,null,5830,null,870,null,751,null,374,null,2365,null,542,null,1236,null,525,null,1478,null,634,null,8299,null,867,null,0400000US23,Maine,23
329503,null,1884,null,99569,null,3130,null,13169,null,1844,null,45697,null,2191,null,20351,null,1761,null,20352,null,2390,null,229934,null,3770,null,0400000US24,Maryland,24
497633,null,1726,null,169215,null,3510,null,22076,null,2310,null,76890,null,2084,null,36944,null,1957,null,33305,null,2995,null,328418,null,3358,null,0400000US25,Massachusetts,25
375663,null,2108,null,133509,null,3336,null,18191,null,1759,null,63092,null,2021,null,30428,null,2283,null,21798,null,2528,null,242154,null,3235,null,0400000US26,Michigan,26
187549,null,1575,null,64141,null,2276,null,10390,null,1287,null,31806,null,1709,null,14098,null,1528,null,7847,null,1258,null,123408,null,2377,null,0400000US27,Minnesota,27
49564,null,3017,null,12177,null,1944,null,1430,null,598,null,6996,null,1346,null,2167,null,962,null,1584,null,644,null,37387,null,3046,null,0400000US28,Mississippi,28
164558,null,1648,null,59916,null,2864,null,8616,null,1399,null,28505,null,1811,null,12347,null,1669,null,10448,null,1832,null,104642,null,2787,null,0400000US29,Missouri,29
23372,null,1030,null,9905,null,1362,null,1359,null,667,null,4599,null,815,null,1647,null,545,null,2300,null,882,null,13467,null,1246,null,0400000US30,Montana,30
122120,null,1536,null,45615,null,1827,null,6033,null,1354,null,22848,null,1863,null,10643,null,1482,null,6091,null,1258,null,76505,null,1929,null,0400000US31,Nebraska,31
596895,null,2753,null,189930,null,4264,null,19627,null,2515,null,106487,null,2815,null,45036,null,2350,null,18780,null,2596,null,406965,null,4174,null,0400000US32,Nevada,32
30658,null,729,null,11706,null,1244,null,858,null,505,null,5130,null,752,null,2394,null,756,null,3324,null,919,null,18952,null,1348,null,0400000US33,New Hampshire,33
1299586,null,2688,null,380795,null,6595,null,57215,null,3895,null,168473,null,4128,null,83594,null,3197,null,71513,null,4528,null,918791,null,6512,null,0400000US34,New Jersey,34
829469,null,2563,null,266525,null,4463,null,28362,null,2300,null,114180,null,2669,null,65293,null,3381,null,58690,null,3778,null,562944,null,4983,null,0400000US35,New Mexico,35
