B14001I_001E,B14001I_001EA,B14001I_001M,B14001I_001MA,B14001I_002E,B14001I_002EA,B14001I_002M,B14001I_002MA,B14001I_003E,B14001I_003EA,B14001I_003M,B14001I_003MA,B14001I_004E,B14001I_004EA,B14001I_004M,B14001I_004MA,B14001I_005E,B14001I_005EA,B14001I_005M,B14001I_005MA,B14001I_006E,B14001I_006EA,B14001I_006M,B14001I_006MA,B14001I_007E,B14001I_007EA,B14001I_007M,B14001I_007MA,GEO_ID,NAME,state
2992847,null,4621,null,909331,null,9412,null,104081,null,4560,null,389708,null,5974,null,215485,null,5829,null,200057,null,7048,null,2083516,null,9597,null,0400000US36,New York,36
580713,null,4451,null,176120,null,5167,null,22850,null,2829,null,99352,null,3772,null,30132,null,3019,null,23786,null,2528,null,404593,null,4280,null,0400000US37,North Carolina,37
8833,null,797,null,3439,null,816,null,489,null,292,null,974,null,413,null,595,null,349,null,1381,null,611,null,5394,null,1057,null,0400000US38,North Dakota,38
261001,null,2546,null,89018,null,2829,null,12809,null,1742,null,41222,null,2034,null,18772,null,1627,null,16215,null,1885,null,171983,null,3034,null,0400000US39,Ohio,39
239074,null,1887,null,84411,null,2555,null,13051,null,1610,null,43923,null,2047,null,17495,null,1584,null,9942,null,1631,null,154663,null,2628,null,0400000US40,Oklahoma,40
366694,null,2098,null,125579,null,3808,null,13768,null,2089,null,67629,null,2325,null,27289,null,2514,null,16893,null,2487,null,241115,null,3886,null,0400000US41,Oregon,41
514735,null,2112,null,176809,null,4063,null,24287,null,2855,null,85047,null,2855,null,40505,null,2241,null,26970,null,2563,null,337926,null,4016,null,0400000US42,Pennsylvania,42
111368,null,1086,null,39405,null,2020,null,4835,null,1201,null,17247,null,1258,null,9330,null,1307,null,7993,null,1281,null,71963,null,2072,null,0400000US44,Rhode Island,44
150692,null,1579,null,43840,null,2062,null,7462,null,1356,null,23066,null,1621,null,8191,null,1017,null,5121,null,934,null,106852,null,2246,null,0400000US45,South Carolina,45
14948,null,1415,null,5606,null,937,null,560,null,444,null,3171,null,597,null,1018,null,495,null,857,null,518,null,9342,null,1217,null,0400000US46,South Dakota,46
190055,null,2837,null,52286,null,3042,null,8225,null,1418,null,28523,null,2767,null,10947,null,1767,null,4591,null,987,null,137769,null,3534,null,0400000US47,Tennessee,47
8022334,null,8034,null,2662106,null,14521,null,364945,null,8938,null,1289057,null,10579,null,589696,null,8622,null,418408,null,9645,null,5360228,null,14223,null,0400000US48,Texas,48
281460,null,1795,null,101099,null,2463,null,13690,null,1520,null,50744,null,2339,null,21969,null,1598,null,14696,null,1663,null,180361,null,3047,null,0400000US49,Utah,49
7437,null,731,null,2886,null,589,null,212,null,160,null,842,null,297,null,665,null,366,null,1167,null,477,null,4551,null,804,null,0400000US50,Vermont,50
462633,null,2807,null,141186,null,3487,null,19118,null,2537,null,64053,null,2766,null,29377,null,2384,null,28638,null,2925,null,321447,null,3717,null,0400000US51,Virginia,51
560472,null,2330,null,196688,null,4352,null,27079,null,2212,null,93945,null,2810,null,47078,null,2172,null,28586,null,2549,null,363784,null,4306,null,0400000US53,Washington,53
18231,null,1889,null,6901,null,1634,null,621,null,349,null,3762,null,1424,null,1252,null,528,null,1266,null,656,null,11330,null,1567,null,0400000US54,West Virginia,54
248995,null,1696,null,87889,null,2431,null,12922,null,1608,null,42576,null,1816,null,19372,null,1468,null,13019,null,1676,null,161106,null,2657,null,0400000US55,Wisconsin,55
34322,null,749,null,10882,null,1714,null,1569,null,573,null,6076,null,1224,null,1876,null,612,null,1361,null,536,null,23440,null,1648,null,0400000US56,Wyoming,56
3748866,null,6259,null,1111541,null,9317,null,110986,null,4697,null,469907,null,4647,null,254896,null,4992,null,275752,null,8155,null,2637325,null,9822,null,0400000US72,Puerto Rico,72
