B11004_001E,B11004_001EA,B11004_001M,B11004_001MA,B11004_002E,B11004_002EA,B11004_002M,B11004_002MA,B11004_003E,B11004_003EA,B11004_003M,B11004_003MA,B11004_004E,B11004_004EA,B11004_004M,B11004_004MA,B11004_005E,B11004_005EA,B11004_005M,B11004_005MA,B11004_006E,B11004_006EA,B11004_006M,B11004_006MA,B11004_007E,B11004_007EA,B11004_007M,B11004_007MA,B11004_008E,B11004_008EA,B11004_008M,B11004_008MA,B11004_009E,B11004_009EA,B11004_009M,B11004_009MA,B11004_010E,B11004_010EA,B11004_010M,B11004_010MA,B11004_011E,B11004_011EA,B11004_011M,B11004_011MA,B11004_012E,B11004_012EA,B11004_012M,B11004_012MA,B11004_013E,B11004_013EA,B11004_013M,B11004_013MA,B11004_014E,B11004_014EA,B11004_014M,B11004_014MA,B11004_015E,B11004_015EA,B11004_015M,B11004_015MA,B11004_016E,B11004_016EA,B11004_016M,B11004_016MA,B11004_017E,B11004_017EA,B11004_017M,B11004_017MA,B11004_018E,B11004_018EA,B11004_018M,B11004_018MA,B11004_019E,B11004_019EA,B11004_019M,B11004_019MA,B11004_020E,B11004_020EA,B11004_020M,B11004_020MA,GEO_ID,NAME,state
1245126,null,10267,null,891473,null,11584,null,379774,null,8107,null,86406,null,4461,null,79000,null,4388,null,214368,null,6857,null,511699,null,8562,null,353653,null,8447,null,83526,null,5128,null,46506,null,3696,null,10583,null,1753,null,7103,null,1610,null,28820,null,2964,null,37020,null,2951,null,270127,null,7429,null,186054,null,6375,null,40367,null,3496,null,32958,null,2988,null,112729,null,5024,null,84073,null,4262,null,0400000US01,Alabama,01
162345,null,3643,null,122261,null,3872,null,60647,null,3101,null,14677,null,1943,null,15040,null,1716,null,30930,null,2086,null,61614,null,2508,null,40084,null,2828,null,13439,null,1750,null,8495,null,1474,null,1921,null,599,null,1338,null,478,null,5236,null,1187,null,4944,null,1107,null,26645,null,2139,null,20532,null,2262,null,4269,null,1143,null,4106,null,880,null,12157,null,1481,null,6113,null,1213,null,0400000US02,Alaska,02
1491772,null,13954,null,1114544,null,13387,null,496578,null,10862,null,113808,null,5336,null,131504,null,5881,null,251266,null,8225,null,617966,null,8503,null,377228,null,8461,null,112701,null,5997,null,72180,null,4876,null,18213,null,2583,null,12876,null,2165,null,41091,null,3723,null,40521,null,3009,null,264527,null,6975,null,191510,null,6620,null,34898,null,3018,null,45938,null,3569,null,110674,null,5630,null,73017,null,3334,null,0400000US04,Arizona,04
756113,null,10348,null,570075,null,9284,null,242285,null,6407,null,55592,null,4103,null,55562,null,3467,null,131131,null,5023,null,327790,null,6636,null,186038,null,6627,null,44877,null,3653,null,27322,null,2676,null,8006,null,1865,null,3773,null,1146,null,15543,null,2026,null,17555,null,2548,null,141161,null,5896,null,103253,null,5288,null,21275,null,2860,null,21837,null,2693,null,60141,null,3783,null,37908,null,2680,null,0400000US05,Arkansas,05
8330684,null,27121,null,6065746,null,29426,null,3162479,null,23554,null,708492,null,15075,null,787873,null,13882,null,1666114,null,16774,null,2903267,null,17188,null,2264938,null,21266,null,701452,null,13548,null,392511,null,11095,null,94794,null,5183,null,74440,null,5205,null,223277,null,7837,null,308941,null,10000,null,1563486,null,16956,null,1042866,null,15220,null,188366,null,8894,null,220902,null,7528,null,633598,null,13347,null,520620,null,11003,null,0400000US06,California,06
1202485,null,10691,null,934426,null,9022,null,436284,null,8234,null,112197,null,4458,null,99038,null,4721,null,225049,null,6677,null,498142,null,8249,null,268059,null,8750,null,87801,null,5324,null,56252,null,4221,null,13736,null,2264,null,8250,null,1783,null,34266,null,3257,null,31549,null,3185,null,180258,null,6784,null,130746,null,5956,null,28413,null,2943,null,23637,null,2760,null,78696,null,4664,null,49512,null,3597,null,0400000US08,Colorado,08
885471,null,7409,null,673742,null,8042,null,313938,null,5754,null,74599,null,3823,null,58888,null,3957,null,180451,null,5637,null,359804,null,6746,null,211729,null,6737,null,51621,null,4033,null,27558,null,2533,null,7415,null,1412,null,3388,null,928,null,16755,null,1743,null,24063,null,3151,null,160108,null,5040,null,105397,null,4352,null,18383,null,2127,null,19834,null,2365,null,67180,null,3974,null,54711,null,3180,null,0400000US09,Connecticut,09
224451,null,4325,null,162982,null,5306,null,67710,null,3647,null,15555,null,1746,null,15427,null,1691,null,36728,null,2607,null,95272,null,3733,null,61469,null,3337,null,16208,null,2235,null,8996,null,1659,null,1571,null,639,null,1611,null,843,null,5814,null,1541,null,7212,null,1411,null,45261,null,2804,null,32346,null,2514,null,8283,null,1564,null,6729,null,1325,null,17334,null,2048,null,12915,null,1788,null,0400000US10,Delaware,10
108181,null,3697,null,55790,null,2892,null,20843,null,2147,null,7818,null,1348,null,3704,null,811,null,9321,null,1505,null,34947,null,2434,null,52391,null,3093,null,9434,null,1574,null,4321,null,1197,null,903,null,530,null,775,null,455,null,2643,null,918,null,5113,null,1114,null,42957,null,2890,null,28636,null,2382,null,5203,null,1269,null,5615,null,1401,null,17818,null,2059,null,14321,null,1814,null,0400000US11,District of Columbia,11
4626215,null,26538,null,3415012,null,26118,null,1332454,null,17442,null,301218,null,8335,null,287627,null,9084,null,743609,null,13095,null,2082558,null,18761,null,1211203,null,19158,null,331314,null,10236,null,180980,null,7310,null,48270,null,4794,null,24705,null,2823,null,108005,null,5689,null,150334,null,7739,null,879889,null,16836,null,590981,null,13710,null,115878,null,7151,null,110714,null,6551,null,364389,null,11019,null,288908,null,8562,null,0400000US12,Florida,12
