B07002_001E,B07002_001EA,B07002_001M,B07002_001MA,B07002_002E,B07002_002EA,B07002_002M,B07002_002MA,B07002_003E,B07002_003EA,B07002_003M,B07002_003MA,B07002_004E,B07002_004EA,B07002_004M,B07002_004MA,B07002_005E,B07002_005EA,B07002_005M,B07002_005MA,B07002_006E,B07002_006EA,B07002_006M,B07002_006MA,GEO_ID,NAME,state
37.7,null,0.2,null,41.1,null,0.3,null,26.1,null,0.5,null,25.8,null,0.7,null,27.4,null,1.0,null,25.5,null,2.2,null,0400000US01,Alabama,01
33.8,null,0.3,null,37.8,null,0.5,null,26.1,null,1.1,null,27.1,null,1.3,null,26.0,null,1.8,null,22.8,null,2.5,null,0400000US02,Alaska,02
35.4,null,0.1,null,38.1,null,0.2,null,26.4,null,0.4,null,27.2,null,1.1,null,31.1,null,1.4,null,28.1,null,1.3,null,0400000US04,Arizona,04
37.6,null,0.2,null,41.3,null,0.3,null,25.9,null,0.6,null,26.3,null,0.6,null,29.1,null,1.5,null,24.6,null,2.1,null,0400000US05,Arkansas,05
35.2,null,0.1,null,37.3,null,0.1,null,27.1,null,0.2,null,27.2,null,0.3,null,27.3,null,0.5,null,28.6,null,0.7,null,0400000US06,California,06
36.2,null,0.2,null,39.4,null,0.2,null,26.5,null,0.6,null,26.9,null,0.7,null,27.6,null,0.6,null,27.0,null,1.3,null,0400000US08,Colorado,08
39.6,null,0.2,null,41.5,null,0.2,null,29.5,null,0.8,null,27.2,null,0.8,null,27.5,null,0.7,null,28.1,null,1.5,null,0400000US09,Connecticut,09
38.2,null,0.3,null,40.8,null,0.5,null,26.1,null,1.1,null,28.1,null,3.9,null,27.0,null,1.9,null,28.9,null,3.8,null,0400000US10,Delaware,10
35.4,null,0.2,null,38.7,null,0.6,null,27.1,null,1.1,null,-666666666.0,-,0.0,**,26.1,null,1.0,null,27.7,null,3.2,null,0400000US11,District of Columbia,11
40.4,null,0.1,null,43.1,null,0.2,null,28.0,null,0.3,null,28.7,null,0.5,null,31.8,null,0.9,null,31.1,null,1.2,null,0400000US12,Florida,12
35.2,null,0.2,null,37.8,null,0.2,null,26.3,null,0.4,null,26.9,null,0.6,null,26.8,null,0.9,null,26.6,null,1.5,null,0400000US13,Georgia,13
38.6,null,0.3,null,41.2,null,0.4,null,29.6,null,0.9,null,31.0,null,6.0,null,26.6,null,0.8,null,28.6,null,3.3,null,0400000US15,Hawaii,15
34.9,null,0.2,null,38.9,null,0.4,null,25.5,null,0.5,null,23.9,null,1.0,null,25.9,null,1.3,null,22.2,null,2.5,null,0400000US16,Idaho,16
36.4,null,0.2,null,38.7,null,0.1,null,27.1,null,0.3,null,25.2,null,0.4,null,26.8,null,0.6,null,28.7,null,1.3,null,0400000US17,Illinois,17
