C18022_001E,C18022_001EA,C18022_001M,C18022_001MA,C18022_002E,C18022_002EA,C18022_002M,C18022_002MA,C18022_003E,C18022_003EA,C18022_003M,C18022_003MA,C18022_004E,C18022_004EA,C18022_004M,C18022_004MA,C18022_005E,C18022_005EA,C18022_005M,C18022_005MA,C18022_006E,C18022_006EA,C18022_006M,C18022_006MA,C18022_007E,C18022_007EA,C18022_007M,C18022_007MA,C18022_008E,C18022_008EA,C18022_008M,C18022_008MA,C18022_009E,C18022_009EA,C18022_009M,C18022_009MA,C18022_010E,C18022_010EA,C18022_010M,C18022_010MA,C18022_011E,C18022_011EA,C18022_011M,C18022_011MA,C18022_012E,C18022_012EA,C18022_012M,C18022_012MA,C18022_013E,C18022_013EA,C18022_013M,C18022_013MA,C18022_014E,C18022_014EA,C18022_014M,C18022_014MA,C18022_015E,C18022_015EA,C18022_015M,C18022_015MA,GEO_ID,NAME,state
2956627,null,5820,null,342974,null,8946,null,157863,null,6419,null,44355,null,3696,null,113508,null,5393,null,185111,null,5911,null,42511,null,3063,null,142600,null,5981,null,2613653,null,11534,null,1272703,null,8408,null,995532,null,10916,null,277171,null,7618,null,1340950,null,6941,null,865961,null,10363,null,474989,null,8631,null,0400000US01,Alabama,01
457758,null,2791,null,34960,null,2991,null,16415,null,1969,null,5246,null,994,null,11169,null,1580,null,18545,null,1950,null,6658,null,1101,null,11887,null,1639,null,422798,null,3659,null,217276,null,3223,null,168176,null,3355,null,49100,null,3088,null,205522,null,2310,null,140447,null,2980,null,65075,null,2906,null,0400000US02,Alaska,02
3958827,null,4939,null,269370,null,9730,null,122147,null,5227,null,39337,null,3305,null,82810,null,4732,null,147223,null,7203,null,43584,null,3303,null,103639,null,6557,null,3689457,null,11549,null,1863083,null,7014,null,1469279,null,10681,null,393804,null,9776,null,1826374,null,8048,null,1181006,null,11143,null,645368,null,11348,null,0400000US04,Arizona,04
1783300,null,4047,null,210673,null,6709,null,101796,null,4908,null,31180,null,3060,null,70616,null,4000,null,108877,null,4125,null,27026,null,2545,null,81851,null,3922,null,1572627,null,8023,null,771240,null,6546,null,596501,null,6998,null,174739,null,5590,null,801387,null,4493,null,533145,null,8040,null,268242,null,6914,null,0400000US05,Arkansas,05
23813857,null,10948,null,1406063,null,18402,null,647990,null,13222,null,221051,null,9496,null,426939,null,11306,null,758073,null,13456,null,227376,null,7215,null,530697,null,13242,null,22407794,null,19694,null,11281495,null,15197,null,8757318,null,25053,null,2524177,null,23499,null,11126299,null,14065,null,7080972,null,29775,null,4045327,null,29672,null,0400000US06,California,06
3244377,null,4392,null,186559,null,7406,null,86148,null,4955,null,33681,null,3094,null,52467,null,3459,null,100411,null,4893,null,34850,null,2650,null,65561,null,4342,null,3057818,null,7758,null,1555336,null,5716,null,1283749,null,8904,null,271587,null,8673,null,1502482,null,5950,null,1056021,null,9125,null,446461,null,9100,null,0400000US08,Colorado,08
2280955,null,3659,null,127299,null,5202,null,55972,null,3466,null,20757,null,2226,null,35215,null,3203,null,71327,null,3815,null,25595,null,2135,null,45732,null,3341,null,2153656,null,6084,null,1061703,null,4506,null,862182,null,6811,null,199521,null,6731,null,1091953,null,4434,null,784029,null,7272,null,307924,null,6561,null,0400000US09,Connecticut,09
557332,null,1905,null,40410,null,3493,null,17322,null,2288,null,6059,null,1240,null,11263,null,1754,null,23088,null,2224,null,7924,null,1441,null,15164,null,1671,null,516922,null,4038,null,251023,null,2781,null,199583,null,3765,null,51440,null,2984,null,265899,null,2472,null,185747,null,3829,null,80152,null,4336,null,0400000US10,Delaware,10
404199,null,1682,null,24642,null,2835,null,9866,null,1836,null,3050,null,1056,null,6816,null,1466,null,14776,null,1960,null,4303,null,922,null,10473,null,1638,null,379557,null,2923,null,179066,null,2540,null,129764,null,3392,null,49302,null,3277,null,200491,null,2186,null,142131,null,3856,null,58360,null,3704,null,0400000US11,District of Columbia,11
11362681,null,10312,null,816198,null,15317,null,383013,null,9493,null,130499,null,5542,null,252514,null,8909,null,433185,null,10434,null,134581,null,6631,null,298604,null,8967,null,10546483,null,17982,null,5195446,null,11215,null,4093956,null,17279,null,1101490,null,16156,null,5351037,null,13840,null,3614964,null,20000,null,1736073,null,19951,null,0400000US12,Florida,12
