VARIABLE,TYPE,LABEL,GROUP
B28009D_001E,int,Estimate!!Total,B28009D
B28009D_002E,int,Estimate!!Total!!Has a computer,B28009D
B28009D_003E,int,Estimate!!Total!!Has a computer!!With dial-up Internet subscription alone,B28009D
B28009D_004E,int,Estimate!!Total!!Has a computer!!With a broadband Internet subscription,B28009D
B28009D_005E,int,Estimate!!Total!!Has a computer!!Without an Internet subscription,B28009D
B28009D_006E,int,Estimate!!Total!!No Computer,B28009D
B28009D_001M,int,Margin of Error!!Total,B28009D
B28009D_002M,int,Margin of Error!!Total!!Has a computer,B28009D
B28009D_003M,int,Margin of Error!!Total!!Has a computer!!With dial-up Internet subscription alone,B28009D
B28009D_004M,int,Margin of Error!!Total!!Has a computer!!With a broadband Internet subscription,B28009D
B28009D_005M,int,Margin of Error!!Total!!Has a computer!!Without an Internet subscription,B28009D
B28009D_006M,int,Margin of Error!!Total!!No Computer,B28009D
B28009D_001EA,string,Annotation of Estimate!!Total,B28009D
B28009D_001MA,string,Annotation of Margin of Error!!Total,B28009D
B28009D_002EA,string,Annotation of Estimate!!Total!!Has a computer,B28009D
B28009D_002MA,string,Annotation of Margin of Error!!Total!!Has a computer,B28009D
B28009D_003EA,string,Annotation of Estimate!!Total!!Has a computer!!With dial-up Internet subscription alone,B28009D
B28009D_003MA,string,Annotation of Margin of Error!!Total!!Has a computer!!With dial-up Internet subscription alone,B28009D
B28009D_004EA,string,Annotation of Estimate!!Total!!Has a computer!!With a broadband Internet subscription,B28009D
B28009D_004MA,string,Annotation of Margin of Error!!Total!!Has a computer!!With a broadband Internet subscription,B28009D
B28009D_005EA,string,Annotation of Estimate!!Total!!Has a computer!!Without an Internet subscription,B28009D
B28009D_005MA,string,Annotation of Margin of Error!!Total!!Has a computer!!Without an Internet subscription,B28009D
B28009D_006EA,string,Annotation of Estimate!!Total!!No Computer,B28009D
B28009D_006MA,string,Annotation of Margin of Error!!Total!!No Computer,B28009D
