VARIABLE,TYPE,LABEL,GROUP
B28009C_001E,int,Estimate!!Total,B28009C
B28009C_002E,int,Estimate!!Total!!Has a computer,B28009C
B28009C_003E,int,Estimate!!Total!!Has a computer!!With dial-up Internet subscription alone,B28009C
B28009C_004E,int,Estimate!!Total!!Has a computer!!With a broadband Internet subscription,B28009C
B28009C_005E,int,Estimate!!Total!!Has a computer!!Without an Internet subscription,B28009C
B28009C_006E,int,Estimate!!Total!!No Computer,B28009C
B28009C_001M,int,Margin of Error!!Total,B28009C
B28009C_002M,int,Margin of Error!!Total!!Has a computer,B28009C
B28009C_003M,int,Margin of Error!!Total!!Has a computer!!With dial-up Internet subscription alone,B28009C
B28009C_004M,int,Margin of Error!!Total!!Has a computer!!With a broadband Internet subscription,B28009C
B28009C_005M,int,Margin of Error!!Total!!Has a computer!!Without an Internet subscription,B28009C
B28009C_006M,int,Margin of Error!!Total!!No Computer,B28009C
B28009C_001EA,string,Annotation of Estimate!!Total,B28009C
B28009C_001MA,string,Annotation of Margin of Error!!Total,B28009C
B28009C_002EA,string,Annotation of Estimate!!Total!!Has a computer,B28009C
B28009C_002MA,string,Annotation of Margin of Error!!Total!!Has a computer,B28009C
B28009C_003EA,string,Annotation of Estimate!!Total!!Has a computer!!With dial-up Internet subscription alone,B28009C
B28009C_003MA,string,Annotation of Margin of Error!!Total!!Has a computer!!With dial-up Internet subscription alone,B28009C
B28009C_004EA,string,Annotation of Estimate!!Total!!Has a computer!!With a broadband Internet subscription,B28009C
B28009C_004MA,string,Annotation of Margin of Error!!Total!!Has a computer!!With a broadband Internet subscription,B28009C
B28009C_005EA,string,Annotation of Estimate!!Total!!Has a computer!!Without an Internet subscription,B28009C
B28009C_005MA,string,Annotation of Margin of Error!!Total!!Has a computer!!Without an Internet subscription,B28009C
B28009C_006EA,string,Annotation of Estimate!!Total!!No Computer,B28009C
B28009C_006MA,string,Annotation of Margin of Error!!Total!!No Computer,B28009C
