GEO_ID,B17018_001E,B17018_001M,B17018_002E,B17018_002M,B17018_003E,B17018_003M,B17018_004E,B17018_004M,B17018_005E,B17018_005M,B17018_006E,B17018_006M,B17018_007E,B17018_007M,B17018_008E,B17018_008M,B17018_009E,B17018_009M,B17018_010E,B17018_010M,B17018_011E,B17018_011M,B17018_012E,B17018_012M,B17018_013E,B17018_013M,B17018_014E,B17018_014M,B17018_015E,B17018_015M,B17018_016E,B17018_016M,B17018_017E,B17018_017M,B17018_018E,B17018_018M,B17018_019E,B17018_019M,B17018_020E,B17018_020M,B17018_021E,B17018_021M,B17018_022E,B17018_022M,B17018_023E,B17018_023M,B17018_024E,B17018_024M,B17018_025E,B17018_025M,B17018_026E,B17018_026M,B17018_027E,B17018_027M,B17018_028E,B17018_028M,B17018_029E,B17018_029M,B17018_030E,B17018_030M,B17018_031E,B17018_031M,B17018_032E,B17018_032M,B17018_033E,B17018_033M,B17018_034E,B17018_034M,B17018_035E,B17018_035M,NAME,B17018_001EA,B17018_001MA,B17018_002EA,B17018_002MA,B17018_003EA,B17018_003MA,B17018_004MA,B17018_004EA,B17018_005MA,B17018_005EA,B17018_006EA,B17018_006MA,B17018_007EA,B17018_007MA,B17018_008EA,B17018_008MA,B17018_009MA,B17018_009EA,B17018_010MA,B17018_010EA,B17018_011MA,B17018_011EA,B17018_012EA,B17018_012MA,B17018_013EA,B17018_013MA,B17018_014EA,B17018_014MA,B17018_015MA,B17018_015EA,B17018_016EA,B17018_016MA,B17018_017MA,B17018_017EA,B17018_018EA,B17018_018MA,B17018_019EA,B17018_019MA,B17018_020MA,B17018_020EA,B17018_021EA,B17018_021MA,B17018_022MA,B17018_022EA,B17018_023EA,B17018_023MA,B17018_024EA,B17018_024MA,B17018_025MA,B17018_025EA,B17018_026MA,B17018_026EA,B17018_027MA,B17018_027EA,B17018_028MA,B17018_028EA,B17018_029EA,B17018_029MA,B17018_030MA,B17018_030EA,B17018_031MA,B17018_031EA,B17018_032MA,B17018_032EA,B17018_033MA,B17018_033EA,B17018_034EA,B17018_034MA,B17018_035EA,B17018_035MA,state
0400000US06,8585787,27380,1111400,15617,471618,9445,204773,7071,106222,5014,103592,5291,57031,4469,639782,12282,136835,5712,55058,3485,35563,3637,36503,2672,9711,1418,502947,10630,185339,5965,119459,5719,162157,5878,35992,3253,7474387,28093,5632481,27118,726081,11351,895215,13670,1731459,17292,2279726,17802,1841906,20764,622453,12792,127026,6182,148884,5950,207207,7600,139336,5857,1219453,15928,192810,5992,251317,8574,470747,8514,304579,8322,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1278264,10500,118607,5656,47192,3409,13793,1827,11054,1644,13820,1634,8525,1492,71415,4599,14582,2108,4381,1199,3815,1045,5346,1127,1040,449,56833,4188,13665,1995,12130,1749,24532,3267,6506,1346,1159657,11072,927878,11729,53843,3611,162428,5554,280111,7146,431496,7686,231779,6532,77714,4051,9128,1647,18305,2092,28550,2549,21731,2643,154065,5615,14172,1810,31845,2765,62831,3602,45217,2782,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,902369,9154,70924,4265,20201,2445,4861,1103,7232,1374,3490,889,4618,1142,50723,3321,6295,1400,1128,531,2982,1035,1870,820,315,256,44428,3185,11376,1655,15547,2164,14844,2281,2661,727,831445,8840,640675,8470,32952,2590,136922,5163,156925,5210,313876,6696,190770,6524,56922,3897,7123,1385,19251,2140,16545,2269,14003,1862,133848,5347,12963,1865,35991,3069,48719,3510,36175,2836,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,225593,4537,18399,2121,5984,1260,1522,639,1643,763,1533,777,1286,569,12415,1677,2028,630,713,372,664,399,501,371,150,141,10387,1632,2794,819,3404,1053,3687,916,502,303,207194,4348,157476,4530,11160,1598,37517,2500,48071,3440,60728,3311,49718,3535,14233,2110,2602,850,5037,1137,3752,894,2842,594,35485,2747,2692,738,12544,1813,11705,1811,8544,1274,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112493,3951,15690,1571,2274,745,1195,537,361,270,255,178,463,248,13416,1415,1422,584,399,283,401,279,507,396,115,126,11994,1395,3209,897,5198,1089,3236,818,351,309,96803,3781,59875,3094,3042,748,5965,1131,8636,1566,42232,2486,36928,2435,7956,1249,953,427,2083,721,1911,674,3009,850,28972,2078,3357,845,10013,1570,8430,1413,7172,1328,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4598222,24279,580789,12915,226660,7825,64009,3938,74521,4588,55656,4272,32474,3330,354129,9725,64598,4050,19229,2606,24276,2508,15585,2098,5508,1227,289531,9091,70306,3836,95163,6389,101782,5352,22280,2289,4017433,24594,3092960,22883,244128,6393,743298,13228,979986,12821,1125548,15580,924473,14572,259303,9265,36656,3070,79541,5303,83445,5229,59661,4005,665170,10080,68395,4003,187163,7421,249882,8288,159730,6261,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2406226,16700,361820,10541,120443,6072,36634,3486,38969,3643,29172,3200,15668,2080,241377,8503,35701,2570,14344,2104,9859,1548,10047,1914,1451,588,205676,8198,51250,4638,64992,4607,75688,5355,13746,2781,2044406,15943,1572943,17075,143553,5882,362163,9131,462703,11063,604524,10317,471463,11691,130717,5897,23865,2634,39783,3568,40900,3964,26169,2821,340746,10111,39235,2909,86807,4927,131580,6218,83124,5332,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309165,5759,26514,2112,11141,1234,1563,521,3974,1109,3530,757,2074,600,15373,1789,2744,832,553,358,1533,729,416,237,242,158,12629,1647,2198,866,4112,941,4947,1211,1372,538,282651,5838,217886,6168,11858,1661,46433,3016,76502,3886,83093,3286,64765,3503,20825,1895,1820,603,6481,1041,7333,1235,5191,977,43940,2948,5542,1097,13756,1335,14630,1562,10012,1493,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,405908,6386,47558,3550,22630,2412,4561,1078,7162,1747,7574,1230,3333,923,24928,2647,3868,953,1200,513,962,403,1442,724,264,313,21060,2486,4727,1300,8019,1714,7357,1439,957,518,358350,6909,299595,6422,20664,2126,65522,4366,114834,5241,98575,4588,58755,4228,20466,2715,2864,923,7301,1524,6510,1673,3791,938,38289,3132,3250,850,9620,1840,17622,2539,7797,1601,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3121020,16046,339595,8078,111903,5129,35214,2957,31302,2725,26989,2291,18398,2366,227692,6957,36832,3216,10751,1655,12131,1792,11200,1540,2750,861,190860,6302,46397,3697,62702,4092,67685,3926,14076,1803,2781425,15435,2177526,18209,170681,5864,490411,10772,643489,11160,872945,11915,603899,11431,183297,6670,30122,3018,56058,3366,58182,4077,38935,2937,420602,9957,43966,2824,109813,5071,162189,6192,104634,4968,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
