GEO_ID,C20005H_001E,C20005H_001M,C20005H_002E,C20005H_002M,C20005H_003E,C20005H_003M,C20005H_004E,C20005H_004M,C20005H_005E,C20005H_005M,C20005H_006E,C20005H_006M,C20005H_007E,C20005H_007M,C20005H_008E,C20005H_008M,C20005H_009E,C20005H_009M,C20005H_010E,C20005H_010M,C20005H_011E,C20005H_011M,C20005H_012E,C20005H_012M,C20005H_013E,C20005H_013M,C20005H_014E,C20005H_014M,C20005H_015E,C20005H_015M,C20005H_016E,C20005H_016M,C20005H_017E,C20005H_017M,C20005H_018E,C20005H_018M,C20005H_019E,C20005H_019M,C20005H_020E,C20005H_020M,C20005H_021E,C20005H_021M,C20005H_022E,C20005H_022M,C20005H_023E,C20005H_023M,C20005H_024E,C20005H_024M,C20005H_025E,C20005H_025M,C20005H_026E,C20005H_026M,C20005H_027E,C20005H_027M,C20005H_028E,C20005H_028M,C20005H_029E,C20005H_029M,C20005H_030E,C20005H_030M,C20005H_031E,C20005H_031M,C20005H_032E,C20005H_032M,C20005H_033E,C20005H_033M,C20005H_034E,C20005H_034M,C20005H_035E,C20005H_035M,C20005H_036E,C20005H_036M,C20005H_037E,C20005H_037M,C20005H_038E,C20005H_038M,C20005H_039E,C20005H_039M,NAME,C20005H_001EA,C20005H_001MA,C20005H_002MA,C20005H_002EA,C20005H_003EA,C20005H_003MA,C20005H_004MA,C20005H_004EA,C20005H_005EA,C20005H_005MA,C20005H_006EA,C20005H_006MA,C20005H_007MA,C20005H_007EA,C20005H_008EA,C20005H_008MA,C20005H_009MA,C20005H_009EA,C20005H_010MA,C20005H_010EA,C20005H_011EA,C20005H_011MA,C20005H_012EA,C20005H_012MA,C20005H_013MA,C20005H_013EA,C20005H_014EA,C20005H_014MA,C20005H_015MA,C20005H_015EA,C20005H_016EA,C20005H_016MA,C20005H_017EA,C20005H_017MA,C20005H_018MA,C20005H_018EA,C20005H_019EA,C20005H_019MA,C20005H_020MA,C20005H_020EA,C20005H_021MA,C20005H_021EA,C20005H_022EA,C20005H_022MA,C20005H_023EA,C20005H_023MA,C20005H_024MA,C20005H_024EA,C20005H_025MA,C20005H_025EA,C20005H_026MA,C20005H_026EA,C20005H_027EA,C20005H_027MA,C20005H_028EA,C20005H_028MA,C20005H_029MA,C20005H_029EA,C20005H_030EA,C20005H_030MA,C20005H_031MA,C20005H_031EA,C20005H_032EA,C20005H_032MA,C20005H_033MA,C20005H_033EA,C20005H_034EA,C20005H_034MA,C20005H_035EA,C20005H_035MA,C20005H_036MA,C20005H_036EA,C20005H_037MA,C20005H_037EA,C20005H_038EA,C20005H_038MA,C20005H_039MA,C20005H_039EA,state
0400000US06,12757534,8502,6329647,4428,2868844,20040,178,157,2868666,20045,37748,3300,132798,6867,236474,6499,543916,11885,639388,13747,1278342,13679,3460803,20129,1987882,15648,1472921,17594,564288,11074,298499,8951,169121,6730,182208,6399,116008,5651,142797,6157,6427887,5492,1939257,15764,211,144,1939046,15735,35805,2743,122283,5581,226938,6425,522889,11240,476360,10806,554771,11075,4488630,16278,2721637,17551,1766993,15889,719165,11836,386639,8593,215257,7195,213295,7834,127584,5507,105053,5446,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2974149,3135,1473478,2485,779701,8314,200,177,779501,8334,12092,1436,44574,3354,79757,4195,194949,6076,187523,5586,260606,6702,693777,9083,331390,6285,362387,8507,161241,5253,74760,4233,41956,3184,41790,3769,20527,2305,22113,2340,1500671,2020,550588,8663,81,135,550507,8653,10808,1510,46807,3294,78309,4802,187013,6758,133019,5067,94551,4401,950083,8938,501787,7795,448296,7999,211575,5404,98318,5024,58324,3836,48440,3374,21295,1928,10344,1653,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2102439,3195,1011535,2134,514029,7101,51,85,513978,7097,5245,1062,13737,1788,36504,3448,102982,4997,129894,5187,225616,5576,497506,7415,266135,6218,231371,5941,97558,3986,44076,3049,26778,2257,27308,2487,16766,1836,18885,1781,1090904,2064,376723,6187,155,197,376568,6195,6346,1159,14642,1860,45121,3387,106572,4818,105009,4595,98878,4698,714181,6602,392710,6050,321471,5660,129923,4971,72982,3008,45079,3199,38723,2817,22003,1881,12761,1436,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,496402,1691,238024,1100,110621,3120,0,182,110621,3120,1827,797,5328,1245,11496,1634,27093,2482,31937,1992,32940,2190,127403,3208,73956,2335,53447,3034,25339,2040,9587,1314,6964,2024,6474,1321,2559,942,2524,737,258378,943,90003,3010,0,182,90003,3010,1188,508,5975,1127,13344,1852,31844,2784,22328,1945,15324,1493,168375,3072,99342,3185,69033,3317,33499,2625,17133,2031,6340,1002,6785,1162,3677,895,1599,551,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,202395,727,99963,584,64778,2443,0,197,64778,2443,430,333,669,329,2876,881,8466,1533,12574,1734,39763,2140,35185,2415,14594,1858,20591,1935,7703,1090,2740,890,1614,851,4692,1258,1161,362,2681,748,102432,421,59601,2303,0,197,59601,2303,660,323,1030,417,2369,920,11111,1615,17199,1801,27232,1974,42831,2312,16617,1573,26214,2220,11480,1376,3780,806,2433,751,3875,961,2258,651,2388,862,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9409962,6839,4580106,4376,1878380,15075,53,87,1878327,15083,28505,2645,142361,6978,264687,7900,540381,12506,408374,9424,494019,9330,2701726,16065,1771973,15113,929753,11784,409617,9559,225027,7378,104103,5247,94865,5001,43826,3905,52315,3469,4829856,4651,1460463,16348,119,113,1460344,16367,29826,3113,155075,7117,290463,8041,520065,12629,280657,8683,184258,7120,3369393,17774,2294996,16406,1074397,15199,499587,11986,280210,8790,121086,5150,109878,5112,43656,3333,19980,2687,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4446110,4350,2169700,3508,1081947,10851,0,208,1081947,10851,15665,2114,73646,5290,138348,6303,290991,7818,238629,8028,324668,8708,1087753,11990,660387,9572,427366,9755,209958,7646,89536,5002,44400,3529,40447,2874,22403,2355,20622,2717,2276410,3233,769643,12463,111,135,769532,12457,19569,2671,93522,5308,144396,6161,245400,9003,160515,5987,106130,5206,1506767,12715,982771,10993,523996,9283,262777,7405,129503,5609,50624,3075,47105,3321,26119,2518,7868,1244,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,280626,647,154508,413,83670,3122,118,147,83552,3118,1366,609,5910,1280,13105,1787,19922,1929,19549,2390,23700,2239,70838,3136,38166,2121,32672,2621,10304,1311,7707,1280,4351,1001,5574,1052,2862,948,1874,605,126118,582,39429,2403,0,177,39429,2403,800,408,2573,855,6715,1222,11537,1597,9466,1210,8338,1211,86689,2410,49697,2447,36992,2550,13663,1677,7922,1350,5851,1034,6281,1445,1977,663,1298,493,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1041834,1719,513708,1362,232235,5570,0,187,232235,5570,4353,1063,18855,2123,36420,3373,69524,3464,57178,3526,45905,2887,281473,5394,145897,4254,135576,5355,67707,3779,27914,2306,15671,1969,13980,2052,5530,1061,4774,1015,528126,1491,160764,5560,66,111,160698,5559,5879,1162,24578,2294,39698,2814,52729,4068,26206,2772,11608,1910,367362,5515,203704,4906,163658,5951,88363,3823,43122,3599,15919,2005,11042,1809,3429,952,1783,784,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6684164,5143,3241628,3981,1650223,11227,76,87,1650147,11236,22060,2264,80699,3998,158654,6004,394034,9379,414951,8805,579749,7896,1591405,12027,871452,9878,719953,10806,324102,7978,154697,4591,77676,4592,78949,3855,45929,2949,38600,3154,3442536,3225,1230744,13948,205,205,1230539,13934,18696,1813,113561,5112,206764,6881,395546,9316,280471,7310,215501,6785,2211792,14058,1266008,12046,945784,12390,454957,10149,234315,7618,103225,4401,86645,4518,42536,3036,24106,1980,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
