GEO_ID,C07401_001E,C07401_001M,C07401_002E,C07401_002M,C07401_003E,C07401_003M,C07401_004E,C07401_004M,C07401_005E,C07401_005M,C07401_006E,C07401_006M,C07401_007E,C07401_007M,C07401_008E,C07401_008M,C07401_009E,C07401_009M,C07401_010E,C07401_010M,C07401_011E,C07401_011M,C07401_012E,C07401_012M,C07401_013E,C07401_013M,C07401_014E,C07401_014M,C07401_015E,C07401_015M,C07401_016E,C07401_016M,C07401_017E,C07401_017M,C07401_018E,C07401_018M,C07401_019E,C07401_019M,C07401_020E,C07401_020M,C07401_021E,C07401_021M,C07401_022E,C07401_022M,C07401_023E,C07401_023M,C07401_024E,C07401_024M,C07401_025E,C07401_025M,C07401_026E,C07401_026M,C07401_027E,C07401_027M,C07401_028E,C07401_028M,C07401_029E,C07401_029M,C07401_030E,C07401_030M,C07401_031E,C07401_031M,C07401_032E,C07401_032M,C07401_033E,C07401_033M,C07401_034E,C07401_034M,C07401_035E,C07401_035M,C07401_036E,C07401_036M,C07401_037E,C07401_037M,C07401_038E,C07401_038M,C07401_039E,C07401_039M,C07401_040E,C07401_040M,C07401_041E,C07401_041M,C07401_042E,C07401_042M,C07401_043E,C07401_043M,C07401_044E,C07401_044M,C07401_045E,C07401_045M,C07401_046E,C07401_046M,C07401_047E,C07401_047M,C07401_048E,C07401_048M,C07401_049E,C07401_049M,C07401_050E,C07401_050M,NAME,C07401_001EA,C07401_001MA,C07401_002EA,C07401_002MA,C07401_003MA,C07401_003EA,C07401_004MA,C07401_004EA,C07401_005MA,C07401_005EA,C07401_006MA,C07401_006EA,C07401_007EA,C07401_007MA,C07401_008MA,C07401_008EA,C07401_009MA,C07401_009EA,C07401_010MA,C07401_010EA,C07401_011MA,C07401_011EA,C07401_012EA,C07401_012MA,C07401_013MA,C07401_013EA,C07401_014MA,C07401_014EA,C07401_015MA,C07401_015EA,C07401_016MA,C07401_016EA,C07401_017MA,C07401_017EA,C07401_018MA,C07401_018EA,C07401_019MA,C07401_019EA,C07401_020EA,C07401_020MA,C07401_021MA,C07401_021EA,C07401_022MA,C07401_022EA,C07401_023EA,C07401_023MA,C07401_024MA,C07401_024EA,C07401_025EA,C07401_025MA,C07401_026MA,C07401_026EA,C07401_027MA,C07401_027EA,C07401_028EA,C07401_028MA,C07401_029MA,C07401_029EA,C07401_030EA,C07401_030MA,C07401_031EA,C07401_031MA,C07401_032MA,C07401_032EA,C07401_033EA,C07401_033MA,C07401_034EA,C07401_034MA,C07401_035EA,C07401_035MA,C07401_036EA,C07401_036MA,C07401_037MA,C07401_037EA,C07401_038EA,C07401_038MA,C07401_039EA,C07401_039MA,C07401_040MA,C07401_040EA,C07401_041EA,C07401_041MA,C07401_042EA,C07401_042MA,C07401_043MA,C07401_043EA,C07401_044MA,C07401_044EA,C07401_045EA,C07401_045MA,C07401_046EA,C07401_046MA,C07401_047MA,C07401_047EA,C07401_048MA,C07401_048EA,C07401_049EA,C07401_049MA,C07401_050MA,C07401_050EA,state
0400000US06,37391472,34906,2064671,12133,6681545,9068,3991337,11619,5411593,13441,5149474,10062,5220574,7869,4290567,6236,2526958,4530,2054753,3818,31777868,67939,1650877,15064,5772524,23966,2972752,16056,4122233,22166,4372365,19022,4662436,14223,3936578,11302,2369187,7315,1918916,6521,3989910,57306,318788,10540,725508,20697,632256,14041,895725,19073,571943,14253,400320,12917,244589,8851,104817,5316,95964,4498,1056708,26852,58914,5201,114873,9086,257475,8641,257920,8766,132566,6801,105129,6168,69219,5316,32785,3023,27827,3120,566986,19755,36092,3878,68640,6479,128854,6945,135715,7023,72600,6289,52689,4406,40181,3358,20169,2974,12046,2217,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5044808,17818,268299,4140,884921,6627,492080,6155,727137,7537,700600,6246,722372,5204,639313,3252,358835,2955,251251,2237,4131357,21752,204777,5071,746448,9513,290157,8097,514626,8861,582399,7566,635861,5553,587078,3954,336517,2911,233494,2383,492637,16457,36961,3210,83445,6976,106579,6231,112263,6398,63760,4636,44483,3594,25333,2397,10585,1613,9228,1172,259284,10801,16318,2276,32055,4207,63276,4670,65132,4477,32061,3660,24939,2978,14824,1971,5725,1292,4954,1125,161530,10348,10243,1887,22973,4280,32068,3547,35116,3255,22380,3429,17089,2779,12078,1910,6008,1315,3575,1484,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536881,9647,153673,3054,595020,3741,338604,4735,431854,5058,450714,3343,566407,3194,469507,2127,281963,1712,249139,1254,3114940,16188,126591,3458,533014,6127,258871,5342,328498,6278,397384,5039,522869,3423,443422,2991,270353,2064,233938,2352,270801,12487,20977,2668,47642,4694,35762,3448,64128,5076,37594,3508,30484,2901,15853,2065,7295,1356,11066,1860,64117,5802,3162,961,6717,1708,16909,2514,16218,2504,8165,1718,6329,1354,3646,994,1049,457,1922,582,87023,5968,2943,1024,7647,1971,27062,2744,23010,3314,7571,1755,6725,1534,6586,1224,3266,861,2213,706,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,893368,6530,46582,1957,146729,1731,89799,2417,112498,2434,108786,1775,131528,1771,116268,1258,80673,1087,60505,1270,782216,9177,37873,2131,129730,3002,65682,3007,88611,3350,95164,2619,121911,1976,108823,1885,77472,1147,56950,1116,78219,7541,5856,1535,13335,2504,16451,2493,16851,2387,10700,2109,6500,1352,5112,1357,1527,552,1887,691,7784,2008,348,332,1045,823,1277,744,1316,566,1033,711,1023,582,853,439,642,430,247,209,25149,3775,2505,1082,2619,849,6389,1614,5720,1449,1889,662,2094,808,1480,586,1032,504,1421,903,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621772,8154,32430,1427,73710,2467,74281,4020,135707,3883,88357,2510,77218,1904,67390,1225,40318,880,32361,632,500267,6225,25201,1677,62548,1968,46038,2551,99549,2828,70927,1949,67453,1640,59444,1093,38190,717,30917,630,61992,5668,4190,1509,5164,1510,15373,2504,18874,2698,7666,1685,4166,1114,5054,935,760,329,745,369,0,184,0,184,0,184,0,184,0,184,0,184,0,184,0,184,0,184,0,184,59513,6154,3039,866,5998,2097,12870,2352,17284,2485,9764,2236,5599,1274,2892,854,1368,586,699,382,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18841230,31746,853057,8668,2888053,10680,1795643,12013,2361458,11262,2367643,10221,2702300,8499,2424195,7406,1855039,8459,1593842,5429,16032617,49245,668790,10576,2449870,17135,1317074,13242,1777735,14474,1996233,16227,2387123,12590,2204890,9000,1742778,8588,1488124,7424,1810664,39338,131760,8098,312576,14201,270434,11347,365085,10990,250641,10765,207035,9874,138037,6472,70435,4956,64661,4624,569624,22145,28868,3910,71129,7592,126735,6900,122930,7609,69224,6265,64215,4703,47819,5059,20195,2425,18509,2595,428325,18406,23639,2644,54478,6244,81400,4729,95708,5948,51545,5214,43927,3263,33449,3435,21631,2413,22548,2278,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9719948,20440,539644,7783,1809887,10340,1006262,9295,1334895,11086,1383004,7660,1381270,7156,1132546,4958,680855,5192,451585,4195,8231384,34188,432058,6794,1546156,15295,712745,10347,1006624,11930,1175157,9254,1241244,9225,1042233,6171,648194,4921,426973,4144,776217,30392,62024,4979,155402,11356,136136,7896,165425,8830,107080,8158,71493,5591,49668,4668,15628,2028,13361,1633,460085,18753,28429,3204,69729,7615,104108,6614,106252,6240,64307,5223,45170,3950,24742,2630,9789,1574,7559,1325,252262,12868,17133,2918,38600,5125,53273,4351,56594,4715,36460,4142,23363,3179,15903,2169,7244,1450,3692,894,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1360481,8891,69943,2253,215195,3107,133594,3054,192728,3870,173335,3278,183071,2345,182123,1414,111164,1337,99328,1144,1164145,10466,54875,2360,186846,3478,98334,3203,143187,4264,146937,3347,164887,2637,169913,1733,105824,1276,93342,1273,128363,9721,9644,1701,17718,3337,20925,2526,32992,3388,17510,2408,13333,1941,8826,1480,3363,817,4052,1046,6464,2446,357,351,1014,963,1484,518,1685,975,735,451,544,363,320,289,211,213,114,123,61509,6100,5067,1115,9617,2590,12851,1732,14864,2642,8153,2138,4307,1247,3064,977,1766,815,1820,801,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1562317,8611,90596,2818,307554,3579,156277,4259,210741,4696,193709,3645,202168,2963,191848,2094,121249,2008,88175,1221,1296975,12998,70313,3177,262205,5309,92195,4509,151990,5370,163271,3978,182573,3284,179216,2304,114448,1947,80764,1588,152985,9897,12506,1977,29824,4298,33749,3874,31676,3057,19719,2732,12173,2087,5602,1339,3006,675,4730,1317,57166,5994,4692,1645,9122,1860,14556,2363,13767,2746,5539,1496,3585,926,3145,997,1741,718,1019,443,55191,6257,3085,914,6403,1523,15777,2633,13308,2319,5180,1512,3837,1257,3885,1163,2054,641,1662,787,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12728465,16113,662867,6329,2253207,6137,1261887,7603,1761905,8553,1698714,5629,1825218,5136,1563741,3200,929889,3390,771037,2306,11009321,31714,541499,7929,1991795,11981,897533,8904,1364038,10643,1475383,8190,1675938,6776,1462024,5373,881372,3694,719739,3704,1112540,23723,84906,5898,190085,9317,194831,7882,258131,9008,154042,6088,101120,4551,65418,4364,29058,2653,34949,2579,328651,12905,21667,2867,36443,4135,94807,5709,78952,4832,36888,3427,26084,2737,15890,2065,8003,1440,9917,1953,277953,12722,14795,2577,34884,4169,74716,4524,60784,4729,32401,3053,22076,2753,20409,2046,11456,2146,6432,1101,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
