GEO_ID,C25027_001E,C25027_001M,C25027_002E,C25027_002M,C25027_003E,C25027_003M,C25027_004E,C25027_004M,C25027_005E,C25027_005M,C25027_006E,C25027_006M,C25027_007E,C25027_007M,C25027_008E,C25027_008M,C25027_009E,C25027_009M,NAME,C25027_001EA,C25027_001MA,C25027_002EA,C25027_002MA,C25027_003EA,C25027_003MA,C25027_004EA,C25027_004MA,C25027_005EA,C25027_005MA,C25027_006EA,C25027_006MA,C25027_007EA,C25027_007MA,C25027_008EA,C25027_008MA,C25027_009EA,C25027_009MA,state
0400000US29,1591686,12609,1021044,11871,164222,4955,712152,9748,144670,4558,570642,9487,23872,2310,240945,6050,305825,5759,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,274196,4635,158858,4324,21924,1809,113691,3388,23243,1646,115338,3294,4931,1070,54811,2508,55596,2222,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,486642,6333,307101,5479,56099,2651,218810,4295,32192,1947,179541,4170,7633,1057,74988,2864,96920,2544,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,552324,7892,395852,7831,51558,3033,265116,6839,79178,3204,156472,4682,7545,1159,67935,3552,80992,2758,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,367863,5474,252163,5199,28682,2394,191301,4111,32180,1984,115700,3323,2192,590,53821,2624,59687,2410,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2081481,13198,1459810,14421,140997,5086,1106684,11656,212129,4938,621671,8693,13179,1738,242427,6457,366065,5245,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,518106,7759,302540,7245,41598,3423,209103,5564,51839,2542,215566,5006,13183,1569,98381,3754,104002,2990,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3883893,16541,2500901,16298,248921,6028,1889166,14603,362814,7522,1382992,12928,45948,2980,599096,9761,737948,7695,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2441626,15846,1611485,13689,205573,6487,1149354,10580,256558,5850,830141,11144,34853,3076,360310,7815,434978,6287,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,189193,3576,101259,2710,25333,1907,67579,2012,8347,893,87934,2599,5056,887,43803,1874,39075,1396,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3019382,13908,1990839,13071,257576,5855,1423567,10947,309696,5629,1028543,10989,36964,2906,427066,8858,564513,6590,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,960369,7142,554903,7314,99127,3687,378214,5801,77562,2625,405466,5183,20687,1684,182284,4237,202495,3453,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,933775,9126,637990,9224,72978,4041,454883,7713,110129,4398,295785,6552,9708,1511,116196,4537,169881,5027,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3416499,15135,2122249,14023,271798,6078,1568304,12174,282147,5889,1294250,11618,37700,3148,554624,8542,701926,7255,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,247790,4277,177131,4385,16850,1703,131983,3942,28298,1718,70659,3143,1612,590,26661,2393,42386,1902,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1217692,9732,744020,10190,96681,4144,517301,8143,130038,4453,473672,8709,24603,2299,206313,6569,242756,4950,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,217200,3814,124577,3219,24945,2022,86920,2430,12712,1178,92623,2355,3626,813,44382,1651,44615,1399,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1654001,14531,1023082,12374,149383,5484,724335,9916,149364,4755,630919,9179,24074,2020,278210,7528,328635,5447,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5586856,26359,3412384,24920,523776,11803,2484854,17995,403754,8797,2174472,20404,107492,5146,1099111,14504,967869,10384,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,623589,6650,454508,6760,98970,4029,303444,6285,52094,2887,169081,4782,8097,1086,71908,3212,89076,3095,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,183563,2872,120388,2868,12253,1092,91060,2375,17075,1531,63175,2455,1973,613,27240,1863,33962,1682,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2010442,15164,1436421,14189,178826,5501,1042544,11200,215051,5037,574021,9741,18577,2322,234702,6019,320742,6756,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1643637,12066,1163103,11731,137784,5049,852582,9912,172737,4787,480534,8086,16149,1965,200575,5720,263810,4881,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,533758,5867,257959,5912,39897,2835,178999,5084,39063,2406,275799,5302,13124,1867,132333,4627,130342,3299,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1539778,10829,1022766,10042,155029,4780,747037,7536,120700,3807,517012,6625,14565,1339,219850,4726,282597,3816,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,154329,3897,88744,3236,17680,1801,61145,2748,9919,1136,65585,2695,3996,1077,31487,2108,30102,1600,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,877877,8341,373424,7357,47720,3277,262662,5922,63042,3149,504453,7229,16989,2113,248264,6180,239200,4734,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1268565,12217,739941,10765,107521,5261,517103,8851,115317,4373,528624,10012,27569,2773,243788,7095,257267,4778,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159427,3595,103938,3600,17761,1651,76403,3036,9774,1131,55489,2738,2632,608,33077,2324,19780,1367,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1496650,13898,990680,12789,132706,5913,658261,10148,199713,4706,505970,8149,20379,2126,198062,5826,287529,5401,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757722,8214,436822,7038,71652,3700,300907,6125,64263,3069,320900,7019,13209,1798,145753,4911,161938,3965,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
