GEO_ID,C08105G_001E,C08105G_001M,C08105G_002E,C08105G_002M,C08105G_003E,C08105G_003M,C08105G_004E,C08105G_004M,C08105G_005E,C08105G_005M,C08105G_006E,C08105G_006M,NAME,C08105G_001EA,C08105G_001MA,C08105G_002EA,C08105G_002MA,C08105G_003EA,C08105G_003MA,C08105G_004MA,C08105G_004EA,C08105G_005MA,C08105G_005EA,C08105G_006EA,C08105G_006MA,state
0400000US06,553664,13645,394797,11987,67000,5006,31299,2871,30680,2920,29888,2918,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,61965,3845,44433,3412,7117,1437,2150,817,4630,876,3635,973,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,29799,2974,21232,2613,3348,920,1661,612,2704,804,854,439,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,6835,1409,5487,1173,600,689,81,142,259,198,408,339,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,7384,1505,2426,662,211,227,2600,815,1612,810,535,318,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,145849,6876,107102,5753,21106,3095,3991,986,7253,1681,6397,1516,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,55365,4863,41052,4157,5890,1502,857,422,3152,992,4414,1077,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,130492,5954,91018,5237,20358,2123,7008,1296,8581,1510,3527,1079,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,10817,1672,8518,1509,1456,551,0,187,785,347,58,91,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,81062,5602,52381,4231,10056,1742,9140,1660,6393,1461,3092,826,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,33574,2838,26000,2453,4147,967,516,425,2230,694,681,396,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,17208,2189,11250,1782,2779,710,361,249,2187,806,631,290,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,28940,3110,23175,2729,2992,960,258,254,1555,669,960,463,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,22003,2536,16674,2223,2949,868,339,242,1410,489,631,355,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,22851,2664,15667,2095,4568,1311,410,333,1475,522,731,420,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,7798,1158,4598,950,1622,666,192,313,965,405,421,268,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,64680,4407,45867,3516,8006,1616,5534,1202,3366,876,1907,632,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,70808,5291,36503,3443,10242,2050,13059,2564,8571,1453,2433,833,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,62767,3631,49982,3388,6037,1193,1353,644,3137,737,2258,623,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,38436,2806,27173,2256,5100,1064,1959,466,2722,858,1482,509,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,7866,1717,5657,1552,741,373,228,304,610,383,630,345,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,40071,3425,28615,2920,5580,1273,1054,539,2823,934,1999,569,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,8180,1436,6298,1337,1082,498,111,159,285,191,404,204,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,11833,1660,9312,1432,1271,501,204,147,670,334,376,291,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,32589,3429,24640,2926,4535,1040,1817,798,1066,533,531,408,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,7728,1612,5941,1232,673,519,179,246,783,460,152,143,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,77447,5595,50810,4242,7467,1374,11184,2048,4866,1148,3120,987,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,18832,2172,14147,2064,2685,809,609,350,1001,436,390,240,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,182434,7468,74042,4340,18084,2994,60484,3916,24327,2940,5497,1068,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,59525,4471,45081,3793,8997,1721,557,482,3440,1079,1450,592,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5263,1177,3668,878,984,585,165,172,257,226,189,124,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,68025,4503,50494,3936,9420,1504,1970,729,4410,878,1731,501,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,96457,4124,73990,3416,13901,1726,934,571,3934,1207,3698,796,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,49413,3388,31256,2670,6653,1738,3928,1075,4748,1223,2828,785,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,70699,4262,46955,3597,7657,1277,7216,1349,6294,1244,2577,784,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,9305,1282,5993,949,1625,733,587,353,846,475,254,233,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,25722,2941,19169,2703,3100,1069,87,112,2655,856,711,435,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,4804,1110,3849,925,545,346,27,40,185,174,198,159,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,30819,3133,23492,2578,5119,1417,229,164,652,370,1327,659,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,202901,9010,154883,8287,25269,3176,6091,1455,9834,1833,6824,1096,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,19056,2271,12649,1761,4109,1045,257,217,1122,514,919,653,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4373,719,2786,588,369,264,151,164,715,288,352,262,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,83867,5341,60722,4523,10406,1951,5174,1083,3672,1158,3893,945,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,113295,5036,76476,4291,14119,1865,10536,1774,6553,1311,5611,1197,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,9409,1680,6810,1505,1530,713,174,145,606,314,289,210,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,30908,2929,21287,2216,4580,1209,1515,730,2415,759,1111,502,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6376,1286,4361,1142,1048,512,105,131,596,445,266,260,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,133586,7066,104952,6258,13305,1790,4017,925,8334,1599,2978,960,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,19698,2174,16095,1902,2199,779,294,270,702,356,408,296,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,20176,2296,12217,1622,3844,1029,378,360,2395,834,1342,558,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,56598,3735,39899,3183,7827,1365,1797,636,4119,1034,2956,1047,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,15442,1964,12404,1743,1892,605,93,96,367,249,686,372,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
