GEO_ID,C15010D_001E,C15010D_001M,C15010D_002E,C15010D_002M,C15010D_003E,C15010D_003M,C15010D_004E,C15010D_004M,C15010D_005E,C15010D_005M,C15010D_006E,C15010D_006M,NAME,C15010D_001MA,C15010D_001EA,C15010D_002MA,C15010D_002EA,C15010D_003EA,C15010D_003MA,C15010D_004EA,C15010D_004MA,C15010D_005MA,C15010D_005EA,C15010D_006MA,C15010D_006EA,state
0400000US06,1770335,20196,840919,14511,192387,6990,382733,9583,80861,4414,273435,8199,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,48168,3022,27166,2491,3654,1217,8538,1272,2072,567,6738,1394,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,60527,2833,35939,2648,5042,921,10019,1461,2292,765,7235,1105,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,13253,1285,8083,1221,1153,451,2369,651,440,287,1208,497,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,12601,1012,7870,917,462,303,1491,699,599,447,2179,629,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,158917,6306,66755,3936,28116,3375,34083,4461,9413,1624,20550,2868,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,117276,4504,61384,3881,9716,1683,23654,2903,5406,1056,17116,2272,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,127849,4416,40209,2250,12827,1460,31812,2222,20348,1866,22653,2058,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,5765,962,3614,775,371,268,741,311,257,190,782,479,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,269244,5714,132651,5341,34542,2959,52914,3924,15294,2136,33843,2527,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,37665,2847,19733,1931,6204,1298,4895,1139,1958,702,4875,1167,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,16611,1678,9018,1359,1894,710,2280,790,787,468,2632,674,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,20801,1772,11441,1246,2522,696,2730,773,985,595,3123,1020,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,17619,1791,8566,1168,1729,611,3716,852,1167,452,2441,735,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,19518,2378,9972,1775,3034,882,2755,793,971,451,2786,815,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,2387,733,1204,503,166,138,509,305,124,173,384,269,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,141466,4400,75607,3632,16439,2029,22591,2000,6257,1325,20572,1955,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,139223,4534,85940,5026,10849,1719,19688,2270,4275,1128,18471,2338,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,95471,4255,54950,3189,13764,2071,11895,1390,4060,983,10802,1703,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,59284,3400,32255,2699,6581,1256,9629,1255,2356,732,8463,1415,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,5381,1081,2085,615,1168,636,709,390,414,328,1005,536,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,35634,2860,19278,2467,3769,993,6302,1135,1596,666,4689,1023,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,2014,698,879,634,22,42,525,316,374,312,214,234,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
