GEO_ID,B25014G_001E,B25014G_001M,B25014G_002E,B25014G_002M,B25014G_003E,B25014G_003M,NAME,B25014G_001EA,B25014G_001MA,B25014G_002EA,B25014G_002MA,B25014G_003EA,B25014G_003MA,state
0400000US06,376302,9010,345356,8769,30946,2397,California,null,null,null,null,null,null,06
0400000US08,42680,2939,40983,2978,1697,666,Colorado,null,null,null,null,null,null,08
0400000US09,20589,2194,19680,2189,909,335,Connecticut,null,null,null,null,null,null,09
0400000US10,4632,987,4307,1018,325,330,Delaware,null,null,null,null,null,null,10
0400000US11,5081,979,4771,925,310,237,District of Columbia,null,null,null,null,null,null,11
0400000US12,110716,4747,106447,4803,4269,875,Florida,null,null,null,null,null,null,12
0400000US13,42977,3389,41937,3379,1040,561,Georgia,null,null,null,null,null,null,13
0400000US15,69845,3643,61749,3322,8096,1196,Hawaii,null,null,null,null,null,null,15
0400000US16,8925,1246,8447,1200,478,327,Idaho,null,null,null,null,null,null,16
0400000US17,59305,3826,57258,3688,2047,588,Illinois,null,null,null,null,null,null,17
0400000US18,25488,2010,24480,2078,1008,482,Indiana,null,null,null,null,null,null,18
0400000US19,11496,1765,11178,1732,318,295,Iowa,null,null,null,null,null,null,19
0400000US20,20653,2174,19965,2158,688,363,Kansas,null,null,null,null,null,null,20
0400000US21,19367,1813,18838,1775,529,302,Kentucky,null,null,null,null,null,null,21
0400000US22,20000,2288,19698,2304,302,201,Louisiana,null,null,null,null,null,null,22
0400000US23,6635,1225,6576,1230,59,50,Maine,null,null,null,null,null,null,23
0400000US24,38550,2788,37746,2736,804,332,Maryland,null,null,null,null,null,null,24
0400000US25,44348,3214,41763,3132,2585,773,Massachusetts,null,null,null,null,null,null,25
0400000US26,53412,2618,51829,2602,1583,533,Michigan,null,null,null,null,null,null,26
0400000US27,25063,2399,23640,2396,1423,492,Minnesota,null,null,null,null,null,null,27
0400000US28,6950,1349,6827,1323,123,212,Mississippi,null,null,null,null,null,null,28
0400000US29,29849,2976,29089,2959,760,363,Missouri,null,null,null,null,null,null,29
0400000US30,6939,1051,6580,1062,359,190,Montana,null,null,null,null,null,null,30
0400000US31,8708,1316,8516,1307,192,159,Nebraska,null,null,null,null,null,null,31
0400000US32,24767,2685,23159,2545,1608,569,Nevada,null,null,null,null,null,null,32
0400000US33,5750,1037,5750,1037,0,181,New Hampshire,null,null,null,null,null,null,33
0400000US34,49976,2928,46566,2838,3410,875,New Jersey,null,null,null,null,null,null,34
0400000US35,16399,1721,15484,1651,915,445,New Mexico,null,null,null,null,null,null,35
0400000US36,131429,4749,120457,4845,10972,1554,New York,null,null,null,null,null,null,36
0400000US37,47062,3179,45672,3161,1390,487,North Carolina,null,null,null,null,null,null,37
0400000US38,2330,645,2198,645,132,129,North Dakota,null,null,null,null,null,null,38
0400000US39,57381,4214,56186,4207,1195,569,Ohio,null,null,null,null,null,null,39
0400000US40,79575,2774,76953,2728,2622,589,Oklahoma,null,null,null,null,null,null,40
0400000US41,37939,3326,36332,3124,1607,703,Oregon,null,null,null,null,null,null,41
0400000US42,53349,3330,52109,3211,1240,533,Pennsylvania,null,null,null,null,null,null,42
0400000US44,6119,1111,5898,1099,221,225,Rhode Island,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,45
0400000US46,2822,717,2773,726,49,65,South Dakota,null,null,null,null,null,null,46
0400000US47,28579,3319,27621,3308,958,555,Tennessee,null,null,null,null,null,null,47
0400000US48,149313,5423,142710,5347,6603,1253,Texas,null,null,null,null,null,null,48
0400000US49,11864,1656,11092,1605,772,429,Utah,null,null,null,null,null,null,49
0400000US50,3022,619,2991,615,31,46,Vermont,null,null,null,null,null,null,50
0400000US51,54564,3836,53390,3830,1174,498,Virginia,null,null,null,null,null,null,51
0400000US53,79126,3650,75545,3733,3581,1061,Washington,null,null,null,null,null,null,53
0400000US54,8873,1283,8681,1292,192,151,West Virginia,null,null,null,null,null,null,54
0400000US55,22900,2158,21598,1970,1302,617,Wisconsin,null,null,null,null,null,null,55
0400000US56,3893,1021,3795,1015,98,109,Wyoming,null,null,null,null,null,null,56
0400000US72,148275,4880,139121,4575,9154,1375,Puerto Rico,null,null,null,null,null,null,72
0400000US01,19284,1835,18945,1859,339,334,Alabama,null,null,null,null,null,null,01
0400000US02,13359,1766,12061,1652,1298,428,Alaska,null,null,null,null,null,null,02
0400000US04,42589,2739,40045,2693,2544,734,Arizona,null,null,null,null,null,null,04
0400000US05,15887,1732,15207,1709,680,424,Arkansas,null,null,null,null,null,null,05
