GEO_ID,B25015_001E,B25015_001M,B25015_002E,B25015_002M,B25015_003E,B25015_003M,B25015_004E,B25015_004M,B25015_005E,B25015_005M,B25015_006E,B25015_006M,B25015_007E,B25015_007M,B25015_008E,B25015_008M,B25015_009E,B25015_009M,B25015_010E,B25015_010M,B25015_011E,B25015_011M,B25015_012E,B25015_012M,B25015_013E,B25015_013M,B25015_014E,B25015_014M,B25015_015E,B25015_015M,B25015_016E,B25015_016M,B25015_017E,B25015_017M,B25015_018E,B25015_018M,B25015_019E,B25015_019M,B25015_020E,B25015_020M,B25015_021E,B25015_021M,B25015_022E,B25015_022M,B25015_023E,B25015_023M,B25015_024E,B25015_024M,B25015_025E,B25015_025M,B25015_026E,B25015_026M,B25015_027E,B25015_027M,NAME,B25015_001EA,B25015_001MA,B25015_002EA,B25015_002MA,B25015_003MA,B25015_003EA,B25015_004MA,B25015_004EA,B25015_005MA,B25015_005EA,B25015_006EA,B25015_006MA,B25015_007EA,B25015_007MA,B25015_008EA,B25015_008MA,B25015_009MA,B25015_009EA,B25015_010MA,B25015_010EA,B25015_011EA,B25015_011MA,B25015_012EA,B25015_012MA,B25015_013EA,B25015_013MA,B25015_014MA,B25015_014EA,B25015_015MA,B25015_015EA,B25015_016MA,B25015_016EA,B25015_017MA,B25015_017EA,B25015_018EA,B25015_018MA,B25015_019EA,B25015_019MA,B25015_020MA,B25015_020EA,B25015_021MA,B25015_021EA,B25015_022EA,B25015_022MA,B25015_023MA,B25015_023EA,B25015_024EA,B25015_024MA,B25015_025MA,B25015_025EA,B25015_026MA,B25015_026EA,B25015_027EA,B25015_027MA,state
0400000US06,12552658,18433,6781817,25470,537858,10415,505040,10134,25221,2559,7597,1268,4314109,23017,4099331,22373,162581,5263,52197,3024,1929850,12500,1907025,12375,15770,1782,7055,1143,5770841,24980,1866721,16806,1587313,16326,171423,6687,107985,5785,3207419,21261,2751358,21948,294398,7847,161663,6125,696701,11384,673713,11272,11043,1588,11945,1889,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1996088,8553,1278158,11129,144264,5106,140717,5069,3003,960,544,277,827571,8943,817476,8783,7854,1506,2241,625,306323,4891,305899,4913,119,97,305,245,717930,9538,301608,6167,283338,6302,12946,2024,5324,1085,341259,8017,322086,8334,14265,1975,4908,1145,75063,3778,74226,3675,226,207,611,388,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1357812,6453,908452,7756,67889,3853,66995,3892,768,341,126,148,591407,6021,586602,6068,3649,877,1156,406,249156,3855,248667,3846,168,146,321,257,449360,8680,141767,5085,134820,4914,4759,1095,2188,643,230024,7662,220793,7533,6538,1370,2693,725,77569,3251,76635,3288,445,356,489,365,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,340308,3122,241050,3609,23536,1938,22929,1844,481,422,126,177,145264,3410,144185,3368,999,434,80,93,72250,1960,71985,1968,265,249,0,182,99258,4117,34248,2139,32590,2152,1133,548,525,407,51087,3562,49008,3581,1646,806,433,505,13923,1408,13743,1461,99,162,81,137,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,266662,3138,110681,3549,12642,1392,12433,1406,55,65,154,215,66882,2930,65919,2812,438,320,525,443,31157,1605,31060,1609,97,77,0,197,155981,4855,62727,3108,59203,3090,1367,600,2157,764,74694,3671,70234,3529,2553,887,1907,721,18560,1558,18316,1510,75,95,169,157,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7197943,25102,4724428,21345,343969,9527,333848,9368,8217,1568,1904,681,2645020,18504,2590302,18281,43215,3350,11503,1811,1735439,12316,1728622,12304,5038,1051,1779,461,2473515,22250,807867,14158,751318,13447,37952,3839,18597,2614,1306163,17420,1235789,17318,50988,4005,19386,2278,359485,8801,354297,8752,2223,705,2965,941,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3532908,15691,2248702,19411,231071,8126,226400,8099,3491,865,1180,598,1453870,14928,1434354,15088,16399,2050,3117,816,563761,6249,561190,6244,2041,713,530,293,1284206,16668,491974,10582,461013,10497,20808,2728,10153,2200,660944,13046,631984,13285,22900,2595,6060,1781,131288,4720,130610,4685,479,364,199,166,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,447748,4282,254770,4107,18026,1921,16193,1954,1515,594,318,198,148661,3641,137590,3484,7703,1183,3368,880,88083,2387,84871,2438,2409,580,803,332,192978,4122,64779,2732,56410,2492,4794,1216,3575,967,102750,3092,89992,2930,7957,1452,4801,1020,25449,1947,24238,1964,565,286,646,324,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,583106,5317,398671,5979,49757,3653,48202,3667,949,529,606,479,237823,4765,232929,4783,3672,953,1222,524,111091,2661,110817,2661,155,179,119,138,184435,6150,82585,4746,77906,4556,3251,866,1428,725,77886,4037,73393,3601,3500,1360,993,536,23964,2330,23491,2275,0,187,473,576,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4770194,13140,3177104,16645,338216,6835,329421,6850,7006,1189,1789,614,1993372,13382,1959068,13632,28313,2387,5991,1095,845516,6923,842679,6864,2154,520,683,345,1593090,15616,596259,9013,562189,8691,24732,2232,9338,1837,779546,11554,737482,11686,31547,2856,10517,1527,217285,6514,215543,6439,677,383,1065,464,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
