GEO_ID,C27001C_001E,C27001C_001M,C27001C_002E,C27001C_002M,C27001C_003E,C27001C_003M,C27001C_004E,C27001C_004M,C27001C_005E,C27001C_005M,C27001C_006E,C27001C_006M,C27001C_007E,C27001C_007M,C27001C_008E,C27001C_008M,C27001C_009E,C27001C_009M,C27001C_010E,C27001C_010M,NAME,C27001C_001MA,C27001C_001EA,C27001C_002EA,C27001C_002MA,C27001C_003MA,C27001C_003EA,C27001C_004MA,C27001C_004EA,C27001C_005EA,C27001C_005MA,C27001C_006MA,C27001C_006EA,C27001C_007EA,C27001C_007MA,C27001C_008EA,C27001C_008MA,C27001C_009EA,C27001C_009MA,C27001C_010MA,C27001C_010EA,state
0400000US44,4478,1290,730,412,701,412,29,65,3204,1249,1952,570,1252,1194,544,290,245,148,299,283,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,14801,1620,3895,883,3077,740,818,574,9506,1062,6190,980,3316,828,1400,542,1400,542,0,197,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,70717,2542,27562,1538,23687,1688,3875,726,39708,1556,21732,1718,17976,1337,3447,426,3344,434,103,99,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,16546,3086,3916,1563,3814,1556,102,125,11096,1980,6435,1451,4661,1399,1534,626,1534,626,0,193,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,123038,8524,32275,4221,29600,4106,2675,1098,79618,5932,51866,3721,27752,4281,11145,1496,10967,1516,178,155,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,30520,2755,8167,1262,6558,1133,1609,671,20423,1990,12454,1667,7969,1380,1930,544,1861,542,69,65,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2012,668,290,202,192,164,98,171,1228,550,1048,532,180,170,494,373,494,373,0,143,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,21571,2952,4108,993,3669,921,439,427,15402,2497,11047,1559,4355,1728,2061,626,1936,604,125,144,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,93058,4427,26450,2388,21722,2257,4728,1081,59947,2816,39256,2482,20691,2049,6661,931,6464,918,197,167,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,2526,852,360,293,360,293,0,182,1955,766,1341,675,614,372,211,187,211,187,0,182,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,50424,2576,14855,1393,12377,1287,2478,772,31844,1860,23584,1680,8260,1192,3725,551,3664,565,61,54,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,12078,1907,3605,781,3109,796,496,212,7948,1305,3414,761,4534,1051,525,223,431,202,94,87,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,13043,3101,3134,1321,2985,1318,149,174,9120,2132,8213,2130,907,452,789,345,789,345,0,214,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,23728,2619,4936,942,4633,918,303,310,16393,2098,12402,2075,3991,1112,2399,677,2399,677,0,184,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,100772,3553,32548,1954,25340,1936,7208,1489,60637,2142,32419,1915,28218,1895,7587,596,7432,592,155,87,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,285345,4858,90212,2911,69411,3509,20801,3100,174211,3155,112599,4528,61612,3290,20922,837,19705,890,1217,505,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,17267,2022,3356,793,3094,822,262,242,12611,1679,9314,1490,3297,891,1300,523,1300,523,0,184,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
