GEO_ID,B25100_001E,B25100_001M,B25100_002E,B25100_002M,B25100_003E,B25100_003M,B25100_004E,B25100_004M,B25100_005E,B25100_005M,B25100_006E,B25100_006M,B25100_007E,B25100_007M,B25100_008E,B25100_008M,B25100_009E,B25100_009M,B25100_010E,B25100_010M,B25100_011E,B25100_011M,B25100_012E,B25100_012M,B25100_013E,B25100_013M,NAME,B25100_001EA,B25100_001MA,B25100_002EA,B25100_002MA,B25100_003EA,B25100_003MA,B25100_004EA,B25100_004MA,B25100_005EA,B25100_005MA,B25100_006EA,B25100_006MA,B25100_007MA,B25100_007EA,B25100_008MA,B25100_008EA,B25100_009EA,B25100_009MA,B25100_010EA,B25100_010MA,B25100_011EA,B25100_011MA,B25100_012EA,B25100_012MA,B25100_013MA,B25100_013EA,state
0400000US18,1720780,14241,1170188,12303,610063,9804,276139,8614,118054,4872,161475,5815,4457,1111,550592,8158,235032,5895,103791,4648,61517,3618,144941,5264,5311,845,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,882584,7833,545782,7661,295743,5423,133198,5169,52289,2852,62902,3213,1650,589,336802,6166,151018,4415,58820,2481,37817,2411,86384,3204,2763,590,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,739191,7686,461942,6490,251201,5458,109708,4469,42669,2859,57205,3451,1159,422,277249,4891,135702,4285,50101,2703,29412,1769,59810,2776,2224,563,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1144309,10967,696216,10218,330664,6757,172700,5633,77834,3627,112377,5281,2641,828,448093,6959,194365,5688,79624,2645,48131,2336,120284,4019,5689,902,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1130134,10390,626821,10062,273721,7367,155440,6022,73908,4352,120801,5775,2951,774,503313,7795,209267,6030,81366,4454,53233,2748,151196,4662,8251,1356,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,396014,5199,252865,4954,84197,3438,65914,3214,34603,2294,67631,3679,520,264,143149,3603,40119,2055,25396,1769,18551,1313,57059,2344,2024,514,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1433937,10091,1077903,11781,282361,8015,308055,6153,182375,6393,301259,7431,3853,879,356034,6422,71656,3314,55886,3189,45594,2430,178700,5519,4198,923,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1570055,10932,1121921,10032,228909,6580,299483,7636,203927,5233,384996,6059,4606,1070,448134,10031,62760,3619,61685,3570,51187,3111,268422,7501,4080,996,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2713964,15597,1726769,14397,982575,13000,343399,7348,150455,4966,241713,5386,8627,1299,987195,11398,453473,8765,164968,4689,104558,3806,251018,5799,13178,1340,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1508810,9302,1036410,9414,433507,8250,291689,6343,131854,3694,176332,4392,3028,746,472400,6161,152894,3841,86322,2916,60298,2773,169212,4322,3674,604,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,743611,9469,393597,7188,196187,5672,88092,4563,39912,3025,67503,3786,1903,592,350014,7430,160677,6029,58493,3236,33723,2652,91608,4449,5513,1234,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1591686,12609,1021044,11871,480786,10020,251159,7703,118125,4746,166378,5979,4596,1041,570642,9487,229294,6423,98548,3679,64947,3265,172058,5851,5795,1002,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,274196,4635,158858,4324,41679,2665,44439,2846,26379,2268,45823,2727,538,226,115338,3294,37168,2257,16285,1395,13762,1457,47065,2101,1058,353,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,486642,6333,307101,5479,171895,3958,73936,3509,26834,2114,33314,2336,1122,353,179541,4170,84120,3044,32978,2116,20683,1520,40246,2127,1514,429,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,552324,7892,395852,7831,182710,6136,88210,3815,44664,2842,78731,4158,1537,525,156472,4682,61149,3429,24009,1913,16817,1880,51427,2753,3070,896,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,367863,5474,252163,5199,79067,3562,73360,3276,36732,2148,62337,3358,667,340,115700,3323,30593,2109,18740,1878,14539,1600,50809,2858,1019,432,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2081481,13198,1459810,14421,346065,7300,400990,8287,244326,5990,463642,10194,4787,1051,621671,8693,114802,4875,94726,3941,76396,3765,328921,6869,6826,1208,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,518106,7759,302540,7245,104125,5131,68090,4395,43343,3383,84654,4649,2328,659,215566,5006,78879,3688,32368,2384,20933,1886,79014,3165,4372,918,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3883893,16541,2500901,16298,786808,10891,538533,10163,339491,8585,825330,11846,10739,1703,1382992,12928,377163,8507,190411,5588,146099,5116,652543,8598,16776,1934,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2441626,15846,1611485,13689,612726,10782,414492,9009,217569,7071,356688,7825,10010,1639,830141,11144,291512,7549,136818,4066,101110,4634,288991,6928,11710,1696,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,189193,3576,101259,2710,51887,2453,27193,2187,9745,1288,12288,1643,146,152,87934,2599,45533,2088,14443,1292,8234,1138,18913,1537,811,242,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3019382,13908,1990839,13071,1054475,14219,469153,9518,193203,7235,268803,7653,5205,1051,1028543,10989,417681,8319,196095,5049,122540,4230,281271,5802,10956,1449,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,960369,7142,554903,7314,297316,5985,126024,3593,53758,2814,75628,2821,2177,563,405466,5183,191549,4880,66653,2607,40323,2254,101122,3435,5819,960,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,933775,9126,637990,9224,146114,5375,170669,5932,113036,4739,205112,5634,3059,868,295785,6552,75359,3858,41190,2830,36287,2861,140126,4327,2823,762,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3416499,15135,2122249,14023,888160,11656,544385,8806,269304,6357,411622,7118,8778,1369,1294250,11618,467008,8754,219986,5219,152413,4355,442127,7217,12716,1337,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,247790,4277,177131,4385,52097,3117,48469,3108,27907,2780,47829,2851,829,439,70659,3143,12686,1505,10905,1403,9532,1290,36573,2506,963,558,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1217692,9732,744020,10190,307013,7617,179031,6400,97338,4878,155548,5950,5090,1139,473672,8709,190656,6339,72090,3246,51808,3342,149408,5279,9710,1262,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,217200,3814,124577,3219,57636,2234,34922,2242,13248,1545,18196,1756,575,287,92623,2355,46983,2253,14286,1398,9742,1242,20839,1356,773,297,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1654001,14531,1023082,12374,415287,8410,266375,7112,132275,5555,202396,6925,6749,1528,630919,9179,222751,5995,112678,4396,74375,3736,214282,6136,6833,1267,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5586856,26359,3412384,24920,1843734,21523,771571,13777,321405,9318,456689,11960,18985,2505,2174472,20404,1043386,15073,362819,7521,215234,6199,524980,9962,28053,2232,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,623589,6650,454508,6760,121877,4932,131823,4639,85594,4406,113853,4672,1361,529,169081,4782,46461,2580,30662,2109,21997,2051,68122,2863,1839,610,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,183563,2872,120388,2868,28932,1510,33896,2013,21299,1535,35984,1966,277,176,63175,2455,13960,1386,9865,1023,8012,1015,30918,1838,420,207,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2010442,15164,1436421,14189,378903,9046,405452,8204,242450,6823,403552,8741,6064,1270,574021,9741,151055,4584,96581,4115,75235,3415,245272,7414,5878,940,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1643637,12066,1163103,11731,274021,6961,323176,7675,207865,7000,353256,7448,4785,1028,480534,8086,114300,4895,74361,3412,55971,2673,230351,6065,5551,1115,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,533758,5867,257959,5912,138013,5198,53475,3528,23685,1870,41994,2565,792,397,275799,5302,135028,4565,42373,3072,28186,2202,67102,3085,3110,917,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1539778,10829,1022766,10042,421580,6833,287217,6205,125670,4589,185027,4876,3272,698,517012,6625,157271,3388,98351,3372,68770,2524,187885,5053,4735,774,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,154329,3897,88744,3236,29448,2295,25746,2513,11775,1671,21636,2033,139,121,65585,2695,23445,1807,10116,1196,5940,1074,25666,2161,418,254,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,877877,8341,373424,7357,52503,3101,79338,3974,65850,4229,170013,5896,5720,1082,504453,7229,65146,4022,55615,3731,52324,3260,302298,7311,29070,2096,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1268565,12217,739941,10765,340444,7904,179971,6378,78935,4679,135870,5205,4721,965,528624,10012,229011,7133,85910,3881,54173,2982,150382,5257,9148,1552,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159427,3595,103938,3600,31947,2477,30007,2144,17275,1834,24551,1783,158,114,55489,2738,19994,1717,7114,919,8055,1282,20229,1702,97,73,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1496650,13898,990680,12789,413532,8427,233058,6505,123147,5337,212784,6809,8159,1395,505970,8149,191691,5675,76238,3095,55467,3204,173764,5237,8810,1390,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757722,8214,436822,7038,218671,5728,104358,4848,45596,3337,65510,3703,2687,748,320900,7019,143666,5153,53037,2936,36263,2342,83868,4014,4066,874,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
