GEO_ID,B16005F_001E,B16005F_001M,B16005F_002E,B16005F_002M,B16005F_003E,B16005F_003M,B16005F_004E,B16005F_004M,B16005F_005E,B16005F_005M,B16005F_006E,B16005F_006M,B16005F_007E,B16005F_007M,B16005F_008E,B16005F_008M,B16005F_009E,B16005F_009M,B16005F_010E,B16005F_010M,B16005F_011E,B16005F_011M,NAME,B16005F_001EA,B16005F_001MA,B16005F_002MA,B16005F_002EA,B16005F_003MA,B16005F_003EA,B16005F_004MA,B16005F_004EA,B16005F_005EA,B16005F_005MA,B16005F_006MA,B16005F_006EA,B16005F_007MA,B16005F_007EA,B16005F_008MA,B16005F_008EA,B16005F_009MA,B16005F_009EA,B16005F_010MA,B16005F_010EA,B16005F_011MA,B16005F_011EA,state
0400000US36,1517247,26341,767192,18398,168687,11186,598505,15287,487195,15503,111310,6418,750055,18424,66451,7143,683604,18152,177286,8362,506318,15384,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,226524,14019,95956,7587,27137,3884,68819,6634,52887,5915,15932,3115,130568,8966,7755,1731,122813,8606,38223,4490,84590,7034,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3754,1070,2119,728,1184,592,935,414,885,397,50,95,1635,687,506,373,1129,612,510,401,619,344,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,82706,6237,58009,5373,29847,4228,28162,3516,22912,3250,5250,1132,24697,3673,1970,998,22727,3464,7846,1469,14881,3119,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,80537,6199,42935,3814,13608,1809,29327,3375,22816,2805,6511,1669,37602,3738,1927,517,35675,3735,10426,1638,25249,2972,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,122966,8975,56314,4682,17510,2830,38804,4612,33780,4503,5024,1369,66652,7530,3145,1155,63507,7350,21467,3248,42040,5447,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,223144,10945,162073,9241,44501,4985,117572,7918,80566,5970,37006,4095,61071,7275,5509,1332,55562,7091,18921,3150,36641,5413,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,53401,5620,26771,4033,6540,1908,20231,3734,16712,3487,3519,1142,26630,3938,1338,616,25292,3815,6901,1814,18391,3066,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,69888,6249,27682,3593,10976,2395,16706,2843,14029,2716,2677,987,42206,4947,2466,933,39740,4792,11317,2237,28423,4191,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7032,1838,4700,1515,2231,1010,2469,919,1190,558,1279,611,2332,687,389,298,1943,611,470,287,1473,625,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,79948,8289,34646,4406,11777,2583,22869,3341,17498,3036,5371,1404,45302,5881,1961,812,43341,5690,11893,2632,31448,4471,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1460570,44500,847003,27312,245836,11159,601167,23379,469751,20368,131416,9179,613567,24995,22555,3328,591012,24716,163465,11214,427547,16703,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,104471,7976,50534,5209,17818,3444,32716,4686,28838,4437,3878,1163,53937,5415,2020,783,51917,5475,19073,2920,32844,4527,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,1271,535,815,432,648,414,167,117,167,117,0,143,456,251,62,77,394,248,113,137,281,201,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,171229,10497,67781,5815,20558,3360,47223,5148,40238,4906,6985,1713,103448,8412,4495,1093,98953,8455,40928,5342,58025,7327,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,227711,10449,115547,7992,33438,4284,82109,6261,63302,5689,18807,2793,112164,6809,4024,1081,108140,6782,32081,3344,76059,6258,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,3587,1139,2167,727,1173,487,994,419,553,329,441,366,1420,760,147,159,1273,766,645,484,628,426,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,87165,8034,46571,4720,15707,2926,30864,3684,23174,2958,7690,1913,40594,5140,2039,858,38555,5099,14415,2577,24140,3670,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,10186,2339,8996,2127,4888,1517,4108,1379,3929,1324,179,160,1190,504,80,108,1110,480,669,436,441,239,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,332195,15459,319216,15018,4222,1171,314994,15026,40932,4785,274062,14072,12979,2494,415,392,12564,2490,1094,636,11470,2256,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,45923,5717,17903,3160,6248,1760,11655,2572,7958,1913,3697,1403,28020,4326,2889,1195,25131,4111,7754,2859,17377,2924,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,6093,1277,4531,1084,2387,902,2144,839,2044,853,100,107,1562,510,79,107,1483,519,634,312,849,351,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,385041,15884,246664,12768,91799,8165,154865,9143,133995,8462,20870,2865,138377,9251,5540,1387,132837,9095,50234,5240,82603,6796,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,52116,4460,24944,2783,8511,2102,16433,2471,12634,2111,3799,1404,27172,3419,1858,729,25314,3384,7533,1652,17781,2774,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
