GEO_ID,B08406_001E,B08406_001M,B08406_002E,B08406_002M,B08406_003E,B08406_003M,B08406_004E,B08406_004M,B08406_005E,B08406_005M,B08406_006E,B08406_006M,B08406_007E,B08406_007M,B08406_008E,B08406_008M,B08406_009E,B08406_009M,B08406_010E,B08406_010M,B08406_011E,B08406_011M,B08406_012E,B08406_012M,B08406_013E,B08406_013M,B08406_014E,B08406_014M,B08406_015E,B08406_015M,B08406_016E,B08406_016M,B08406_017E,B08406_017M,B08406_018E,B08406_018M,B08406_019E,B08406_019M,B08406_020E,B08406_020M,B08406_021E,B08406_021M,B08406_022E,B08406_022M,B08406_023E,B08406_023M,B08406_024E,B08406_024M,B08406_025E,B08406_025M,B08406_026E,B08406_026M,B08406_027E,B08406_027M,B08406_028E,B08406_028M,B08406_029E,B08406_029M,B08406_030E,B08406_030M,B08406_031E,B08406_031M,B08406_032E,B08406_032M,B08406_033E,B08406_033M,B08406_034E,B08406_034M,B08406_035E,B08406_035M,B08406_036E,B08406_036M,B08406_037E,B08406_037M,B08406_038E,B08406_038M,B08406_039E,B08406_039M,B08406_040E,B08406_040M,B08406_041E,B08406_041M,B08406_042E,B08406_042M,B08406_043E,B08406_043M,B08406_044E,B08406_044M,B08406_045E,B08406_045M,B08406_046E,B08406_046M,B08406_047E,B08406_047M,B08406_048E,B08406_048M,B08406_049E,B08406_049M,B08406_050E,B08406_050M,B08406_051E,B08406_051M,NAME,B08406_001EA,B08406_001MA,B08406_002EA,B08406_002MA,B08406_003EA,B08406_003MA,B08406_004EA,B08406_004MA,B08406_005EA,B08406_005MA,B08406_006MA,B08406_006EA,B08406_007MA,B08406_007EA,B08406_008MA,B08406_008EA,B08406_009EA,B08406_009MA,B08406_010MA,B08406_010EA,B08406_011EA,B08406_011MA,B08406_012MA,B08406_012EA,B08406_013MA,B08406_013EA,B08406_014EA,B08406_014MA,B08406_015EA,B08406_015MA,B08406_016EA,B08406_016MA,B08406_017MA,B08406_017EA,B08406_018MA,B08406_018EA,B08406_019MA,B08406_019EA,B08406_020EA,B08406_020MA,B08406_021MA,B08406_021EA,B08406_022MA,B08406_022EA,B08406_023MA,B08406_023EA,B08406_024MA,B08406_024EA,B08406_025EA,B08406_025MA,B08406_026EA,B08406_026MA,B08406_027EA,B08406_027MA,B08406_028MA,B08406_028EA,B08406_029MA,B08406_029EA,B08406_030MA,B08406_030EA,B08406_031EA,B08406_031MA,B08406_032EA,B08406_032MA,B08406_033MA,B08406_033EA,B08406_034MA,B08406_034EA,B08406_035EA,B08406_035MA,B08406_036EA,B08406_036MA,B08406_037EA,B08406_037MA,B08406_038EA,B08406_038MA,B08406_039MA,B08406_039EA,B08406_040EA,B08406_040MA,B08406_041MA,B08406_041EA,B08406_042EA,B08406_042MA,B08406_043EA,B08406_043MA,B08406_044MA,B08406_044EA,B08406_045EA,B08406_045MA,B08406_046EA,B08406_046MA,B08406_047EA,B08406_047MA,B08406_048EA,B08406_048MA,B08406_049EA,B08406_049MA,B08406_050MA,B08406_050EA,B08406_051EA,B08406_051MA,state
0400000US06,16425103,41731,13878412,45502,12057326,50144,1821086,24389,1370956,20784,260687,10273,189443,7751,849623,15671,615465,14406,20612,2482,147019,6733,59300,3883,7227,1289,184083,7895,439169,12710,208654,9198,865162,15704,8990524,27197,7630292,31085,6625685,33890,1004607,15133,741602,12568,148579,7842,114426,6550,428478,11816,302023,10785,12034,2249,77816,4274,32402,2940,4203,1053,132758,6160,234169,9149,137528,6545,427299,11519,7434579,30571,6248120,31629,5431641,32765,816479,14850,629354,12892,112108,6388,75017,4221,421145,10585,313442,9147,8578,1290,69203,4224,26898,2422,3024,753,51325,3377,205000,8103,71126,4843,437863,10506,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2520151,15777,2123270,17333,1879015,18048,244255,9043,184580,7892,33493,3345,26182,2883,81480,5060,72027,4566,1368,563,5040,1150,2885,901,160,157,38266,3247,83892,5174,25029,2208,168214,6844,1365175,9658,1146175,11699,1007375,12350,138800,6046,102700,5361,19478,2379,16622,2407,41109,3243,36582,3001,660,378,2176,580,1601,660,90,105,26882,2623,48638,4108,17465,2032,84906,4957,1154976,11242,977095,11269,871640,11540,105455,5435,81880,4478,14015,1832,9560,1595,40371,3723,35445,3494,708,355,2864,929,1284,552,70,115,11384,1620,35254,2565,7564,1212,83308,4127,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1708374,12362,1501689,13277,1358053,13192,143636,6482,111373,5629,16780,2277,15483,2426,61659,5000,44822,4011,672,562,2138,769,13939,2379,88,96,5561,1252,50695,4250,17230,2553,71540,4258,870142,8653,766778,8841,691321,8865,75457,4623,56140,3339,10116,1850,9201,1812,28423,3099,19291,2418,495,530,717,454,7874,1747,46,65,4225,1097,26702,2720,8504,1669,35510,2711,838232,7865,734911,9105,666732,8811,68179,4040,55233,3862,6664,1082,6282,1528,33236,3363,25531,2867,177,171,1421,602,6065,1335,42,69,1336,491,23993,2699,8726,1695,36030,2984,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,420429,6747,378590,6962,344021,7290,34569,3293,27493,3064,3141,827,3935,973,8981,1573,8135,1479,0,184,62,103,784,328,0,184,1298,477,9137,1659,3856,1042,18567,2031,210666,4575,189015,4641,172428,4643,16587,2361,13020,2102,1429,598,2138,794,4052,1049,3676,1032,0,184,0,184,376,217,0,184,1095,450,4529,1133,2484,847,9491,1563,209763,4775,189575,5000,171593,5304,17982,1936,14473,1763,1712,483,1797,562,4929,987,4459,907,0,184,62,103,408,249,0,184,203,147,4608,1196,1372,559,9076,1333,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,796394,12419,421132,10118,342010,9070,79122,5632,52457,4764,14444,2235,12221,2014,292860,8277,88878,4812,1586,728,180872,6157,21448,2204,76,122,16736,2501,41068,3918,9469,1605,15129,1890,408152,8281,223672,6339,183365,6056,40307,3259,26554,2714,7118,1181,6635,1445,138914,5686,38388,3357,787,665,87284,4290,12455,1536,0,184,10969,1864,21288,2811,6085,1483,7224,1344,388242,7845,197460,6706,158645,5847,38815,3414,25903,2981,7326,1716,5586,1124,153946,5948,50490,2990,799,429,93588,4735,8993,1499,76,122,5767,1416,19780,2150,3384,1045,7905,1493,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8114069,32638,7236045,34118,6441875,36791,794170,17311,625014,15072,103250,6971,65906,4867,175465,9686,163629,8956,679,559,5440,1067,5575,1595,142,188,56673,4299,125162,7069,116437,6726,404287,11109,4226807,21257,3722371,23267,3300476,24873,421895,13132,324414,10872,56429,5171,41052,4624,84325,6758,78228,6045,387,353,2206,819,3504,1255,0,184,41996,4149,71939,5219,81477,5496,224699,8111,3887262,23418,3513674,22818,3141399,22983,372275,10233,300600,8044,46821,3888,24854,2565,91140,5987,85401,5864,292,319,3234,766,2071,717,142,188,14677,1971,53223,4215,34960,3831,179588,6830,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4210086,26544,3793537,25523,3357492,23171,436045,13191,320887,11274,68122,5329,47036,5205,82719,4978,62840,4255,876,496,16792,2385,2144,761,67,109,8183,1615,70311,4845,53866,4992,201470,6626,2229982,18960,1998277,16436,1752899,16489,245378,9625,174295,7123,39838,4387,31245,4645,41879,3889,29892,3279,544,422,10409,1944,1034,448,0,184,6840,1480,42424,3974,35502,3657,105060,5714,1980104,15756,1795260,17698,1604593,16436,190667,7655,146592,7383,28284,2699,15791,2089,40840,3455,32948,3402,332,240,6383,1263,1110,607,67,109,1343,461,27887,2639,18364,2562,96410,4772,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,671731,7518,541113,8473,438016,8683,103097,5109,76575,4765,16853,1991,9669,1647,44827,3451,44469,3461,76,127,61,101,72,120,149,132,8020,1465,31752,2823,16543,2180,29476,2735,368238,5288,296298,5316,245065,5035,51233,3471,38884,3106,7981,1323,4368,880,19556,1989,19399,1984,38,63,0,184,0,184,119,130,5242,1024,20120,2295,11619,1884,15403,2061,303493,5204,244815,5281,192951,5628,51864,3273,37691,2854,8872,1350,5301,1215,25271,2743,25070,2722,38,64,61,101,72,120,30,50,2778,894,11632,1613,4924,1129,14073,1678,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,675348,8131,592735,9495,525800,9840,66935,5360,50455,4789,9008,1770,7472,1514,5580,1048,5483,1033,97,152,0,184,0,184,0,184,7160,1254,19883,1991,8973,1883,41017,3189,364692,5288,316415,5776,277420,5808,38995,3404,28432,3247,5379,1198,5184,1318,3942,863,3845,859,97,152,0,184,0,184,0,184,5390,1039,11394,1360,6945,1499,20606,2415,310656,6444,276320,6943,248380,6893,27940,3083,22023,2720,3629,935,2288,599,1638,645,1638,645,0,184,0,184,0,184,0,184,1770,520,8489,1463,2028,910,20411,2200,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5922060,24000,4877898,23668,4357006,21740,520892,11398,406647,10160,69359,4477,44886,3751,509177,11777,216852,7091,3115,1000,154582,7841,134394,5845,234,172,41124,3234,185430,7906,64389,4694,244042,7533,3101067,14543,2558228,16612,2281717,15607,276511,7722,212876,6704,39498,3148,24137,2551,245261,8564,90934,6254,1974,814,78400,5484,73785,3919,168,167,29811,2725,98362,6245,42261,3896,127144,5338,2820993,16798,2319670,17616,2075289,17794,244381,8219,193771,7267,29861,3021,20749,2690,263916,7966,125918,4807,1141,492,76182,4862,60609,3408,66,78,11313,1833,87068,4692,22128,2365,116898,4791,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
