GEO_ID,B19037_001E,B19037_001M,B19037_002E,B19037_002M,B19037_003E,B19037_003M,B19037_004E,B19037_004M,B19037_005E,B19037_005M,B19037_006E,B19037_006M,B19037_007E,B19037_007M,B19037_008E,B19037_008M,B19037_009E,B19037_009M,B19037_010E,B19037_010M,B19037_011E,B19037_011M,B19037_012E,B19037_012M,B19037_013E,B19037_013M,B19037_014E,B19037_014M,B19037_015E,B19037_015M,B19037_016E,B19037_016M,B19037_017E,B19037_017M,B19037_018E,B19037_018M,B19037_019E,B19037_019M,B19037_020E,B19037_020M,B19037_021E,B19037_021M,B19037_022E,B19037_022M,B19037_023E,B19037_023M,B19037_024E,B19037_024M,B19037_025E,B19037_025M,B19037_026E,B19037_026M,B19037_027E,B19037_027M,B19037_028E,B19037_028M,B19037_029E,B19037_029M,B19037_030E,B19037_030M,B19037_031E,B19037_031M,B19037_032E,B19037_032M,B19037_033E,B19037_033M,B19037_034E,B19037_034M,B19037_035E,B19037_035M,B19037_036E,B19037_036M,B19037_037E,B19037_037M,B19037_038E,B19037_038M,B19037_039E,B19037_039M,B19037_040E,B19037_040M,B19037_041E,B19037_041M,B19037_042E,B19037_042M,B19037_043E,B19037_043M,B19037_044E,B19037_044M,B19037_045E,B19037_045M,B19037_046E,B19037_046M,B19037_047E,B19037_047M,B19037_048E,B19037_048M,B19037_049E,B19037_049M,B19037_050E,B19037_050M,B19037_051E,B19037_051M,B19037_052E,B19037_052M,B19037_053E,B19037_053M,B19037_054E,B19037_054M,B19037_055E,B19037_055M,B19037_056E,B19037_056M,B19037_057E,B19037_057M,B19037_058E,B19037_058M,B19037_059E,B19037_059M,B19037_060E,B19037_060M,B19037_061E,B19037_061M,B19037_062E,B19037_062M,B19037_063E,B19037_063M,B19037_064E,B19037_064M,B19037_065E,B19037_065M,B19037_066E,B19037_066M,B19037_067E,B19037_067M,B19037_068E,B19037_068M,B19037_069E,B19037_069M,NAME,B19037_001EA,B19037_001MA,B19037_002EA,B19037_002MA,B19037_003MA,B19037_003EA,B19037_004EA,B19037_004MA,B19037_005EA,B19037_005MA,B19037_006EA,B19037_006MA,B19037_007EA,B19037_007MA,B19037_008EA,B19037_008MA,B19037_009MA,B19037_009EA,B19037_010MA,B19037_010EA,B19037_011MA,B19037_011EA,B19037_012EA,B19037_012MA,B19037_013MA,B19037_013EA,B19037_014MA,B19037_014EA,B19037_015MA,B19037_015EA,B19037_016MA,B19037_016EA,B19037_017EA,B19037_017MA,B19037_018EA,B19037_018MA,B19037_019EA,B19037_019MA,B19037_020MA,B19037_020EA,B19037_021MA,B19037_021EA,B19037_022MA,B19037_022EA,B19037_023EA,B19037_023MA,B19037_024EA,B19037_024MA,B19037_025MA,B19037_025EA,B19037_026MA,B19037_026EA,B19037_027EA,B19037_027MA,B19037_028EA,B19037_028MA,B19037_029EA,B19037_029MA,B19037_030EA,B19037_030MA,B19037_031MA,B19037_031EA,B19037_032EA,B19037_032MA,B19037_033MA,B19037_033EA,B19037_034EA,B19037_034MA,B19037_035EA,B19037_035MA,B19037_036MA,B19037_036EA,B19037_037EA,B19037_037MA,B19037_038EA,B19037_038MA,B19037_039EA,B19037_039MA,B19037_040EA,B19037_040MA,B19037_041EA,B19037_041MA,B19037_042MA,B19037_042EA,B19037_043EA,B19037_043MA,B19037_044EA,B19037_044MA,B19037_045EA,B19037_045MA,B19037_046EA,B19037_046MA,B19037_047MA,B19037_047EA,B19037_048EA,B19037_048MA,B19037_049EA,B19037_049MA,B19037_050EA,B19037_050MA,B19037_051EA,B19037_051MA,B19037_052EA,B19037_052MA,B19037_053MA,B19037_053EA,B19037_054EA,B19037_054MA,B19037_055EA,B19037_055MA,B19037_056EA,B19037_056MA,B19037_057EA,B19037_057MA,B19037_058MA,B19037_058EA,B19037_059MA,B19037_059EA,B19037_060MA,B19037_060EA,B19037_061EA,B19037_061MA,B19037_062EA,B19037_062MA,B19037_063EA,B19037_063MA,B19037_064MA,B19037_064EA,B19037_065MA,B19037_065EA,B19037_066MA,B19037_066EA,B19037_067EA,B19037_067MA,B19037_068MA,B19037_068EA,B19037_069MA,B19037_069EA,state
0400000US06,12552658,18433,430554,8660,86448,4859,38242,2937,33557,3103,39720,3197,29703,2529,29874,2156,24182,2438,22498,2710,16804,2189,29003,2939,30532,2771,25103,2434,11134,1460,4830,1050,5236,1229,3688,1187,4466619,20422,263850,8529,173859,6679,186255,7410,218863,8066,192885,7118,210452,7639,195997,7093,214673,7696,178514,7910,352108,10772,459123,10227,576016,11406,429035,11285,255220,7055,285784,7428,273985,7219,5028934,17803,278088,7668,221383,7054,187796,6638,204813,5967,179427,6493,196928,7126,184143,6557,195109,6187,179260,6446,354419,8659,486736,10961,651557,10676,505642,9704,335841,9400,403212,7474,464580,9510,2626551,11718,166445,5739,238457,7940,217053,6351,180804,6346,158177,5888,152862,6239,138256,4602,121851,4856,113748,4288,187742,6164,229409,5591,247516,5359,161522,5258,98175,4577,100351,4477,114183,4413,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1996088,8553,101935,4264,19155,2563,9562,1745,9074,1305,11950,1865,7237,1280,7550,1655,6535,1443,5529,1096,3879,1087,7528,1479,6626,1429,4474,1016,1290,646,528,306,676,549,342,271,720177,7020,34752,3438,21124,2143,27855,3062,33049,2759,31019,2603,37694,3421,35405,2829,37214,2897,32546,2926,64391,3917,84034,4363,104992,4626,68932,3877,38526,2491,38191,3682,30453,2669,792590,6986,49655,3200,30291,2552,26624,1979,27723,2884,27339,2451,32437,2567,28919,2450,33388,2744,30969,2323,59806,2991,81379,3823,112111,4271,82303,4144,54755,3324,58343,3390,56548,2651,381386,4352,24708,1782,28889,2235,28234,2148,30437,2376,26314,1902,23313,1984,20119,1932,19841,1970,18341,1759,31014,1679,36773,2511,39059,2334,20289,1707,11065,1358,10896,1226,12094,1529,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1357812,6453,32022,2942,6708,1674,2872,856,1733,621,2327,848,2395,845,1610,722,1412,593,2501,856,1380,626,3283,946,2375,777,1849,490,924,524,289,317,164,160,200,254,414476,5880,22140,2155,14308,2094,13581,1918,15944,2173,15088,1883,15452,2124,14583,2079,16278,2009,14455,2435,32006,3299,48438,3602,59182,3613,44292,3262,29026,2580,28725,2458,30978,2510,584589,5081,31543,3087,18193,2320,13806,2098,17571,2292,15815,2229,15926,1905,18133,1936,17435,1993,17327,1991,38147,2676,53549,3285,78970,3634,71390,3972,47290,3157,58697,3694,70797,3771,326725,3997,19703,2175,26877,2306,25957,2231,24757,1870,23018,2110,19403,1682,17476,1852,15464,1521,12005,1246,23916,2061,27428,1881,32779,2025,19841,1798,13318,1343,10575,1230,14208,1157,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,340308,3122,11469,1788,2847,944,990,464,599,398,529,358,827,719,690,306,311,327,1434,665,210,183,919,518,997,568,334,319,396,336,64,108,286,352,36,61,104221,2621,5140,1149,2983,979,2346,668,5446,1301,4671,1055,4905,1156,3803,772,6463,1228,3031,750,9574,1680,11982,1753,16607,1890,12578,1799,5868,1094,5135,1239,3689,824,138445,2908,6430,1019,4543,989,5053,1237,5474,1267,4996,1147,5674,1238,5067,971,6279,1408,5136,986,11591,1425,15513,1708,20479,2122,16073,1976,8786,1405,8923,1422,8428,1146,86173,1904,4834,841,6363,1098,6840,1091,6532,1059,5890,1010,5146,885,5089,1037,4918,830,3647,752,7017,1250,8279,1108,9696,1466,4727,842,2694,667,2261,528,2240,612,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,266662,3138,12482,1423,3054,732,973,486,599,312,525,357,416,354,769,437,643,338,666,352,1020,529,479,335,913,461,856,382,809,360,307,187,317,167,136,209,115720,3180,8952,1540,2850,781,2760,789,3495,1089,3516,1167,3580,1007,3820,1044,4418,1089,3308,878,6691,1590,10238,1560,14843,1745,13137,1900,8505,1334,11054,1646,14553,1510,88743,2040,10485,1510,3750,844,3289,717,3871,868,3124,987,3405,793,3877,1170,2699,649,2694,859,4517,1049,6580,1339,7678,1194,7573,1312,5602,1014,6590,1161,13009,1317,49717,1438,5125,941,4225,871,3329,763,2581,689,2723,644,1902,680,1803,496,2418,727,1730,498,2937,832,3735,714,3628,816,4778,861,1172,462,3016,756,4615,781,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7197943,25102,233096,8339,52344,3869,24882,2964,21892,2743,23881,2894,21077,2833,19587,2470,11611,1973,10793,1872,9160,1632,13630,2228,11795,1501,5525,1349,3842,1115,1180,614,1051,620,846,600,2095723,15685,152177,8032,95878,5729,111955,6944,118463,6131,124900,5681,129463,6343,124625,5816,126614,7262,98224,5597,181802,8258,230319,8748,251547,7980,150443,6905,75143,4333,64604,4473,59566,3896,2774200,15926,218236,7876,130816,6109,134082,6945,148836,5651,138913,5939,146072,6918,130251,6179,136132,5595,118965,5583,227017,7173,288298,7947,330156,7914,232617,7305,126477,5415,127874,5838,139458,5485,2094924,12545,164359,6427,189773,6191,190137,6189,172419,5875,151109,4940,139947,5920,125827,5244,109112,4245,92833,3874,167311,5397,171747,6775,175596,5945,92439,4901,48580,2925,45453,2929,58282,3211,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3532908,15691,149345,6632,37265,3236,14957,2219,16122,2697,15166,2479,12398,2261,10622,1819,8554,1526,7908,1634,5554,1165,7405,1352,6278,1277,4587,1293,1836,660,445,357,241,188,7,13,1284221,11216,114980,5928,56804,4862,61544,4667,69993,4999,72398,5828,72388,4674,69070,4514,65272,4651,55581,4817,115514,6509,138715,7015,153707,6558,100243,6076,49891,3827,48477,3776,39644,3126,1404293,10659,117838,5845,69526,4035,63432,3781,70271,4266,64322,3808,62311,4107,58842,4365,58272,3803,58414,3873,108751,5185,150595,6637,176185,6159,117980,4938,68746,3830,74677,4331,84131,4248,695049,6448,59008,3486,74016,3601,62276,3929,58147,3709,47895,3343,42855,2759,39452,2787,35174,2352,34233,2447,48295,3022,60024,3329,56448,3453,29164,2491,16220,1610,16016,1696,15826,1974,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,447748,4282,15899,1813,1479,565,736,379,779,553,1739,719,784,434,774,323,830,473,858,456,974,364,1316,576,2656,709,1517,594,436,288,253,284,608,540,160,176,139488,2948,7047,1334,4934,1169,4401,1188,5479,1120,4623,1026,6277,1200,5827,1185,6665,1216,6877,1238,11283,1816,17932,1730,24753,2505,15798,2012,6661,946,6093,1058,4838,1004,178829,2995,12477,1784,5188,1067,6785,1233,4564,928,4737,949,4711,996,6041,1143,6118,1091,6459,1207,13228,1494,17830,1799,25151,2125,23334,1905,13169,1367,17060,1702,11977,1518,113532,2520,6693,1211,5831,876,5867,1113,5617,1053,5243,982,5637,1125,4421,940,5303,957,4906,942,7755,1059,10941,1265,15194,1271,10374,1100,6256,1027,6939,1009,6555,1183,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,583106,5317,36746,2660,5598,1276,2797,1153,4750,1191,3492,1068,3433,1026,3491,995,2195,796,3199,1014,1752,719,2431,983,1722,789,1541,729,268,228,77,94,0,187,0,187,194286,4478,12534,2045,8742,1729,9914,1593,11194,1718,9613,1869,13691,2292,12118,2113,11619,2028,9226,1394,18834,2520,25927,2688,25627,2649,12687,1765,4975,1147,4385,1373,3200,1123,217019,3947,10980,1475,9710,1675,9146,1255,11380,1479,11426,1318,11264,1370,10765,2045,10714,1399,9810,1654,20937,2308,27347,2355,28515,2040,19028,2074,9812,1549,9231,1374,6954,1235,135055,2503,10986,1740,12509,1371,12509,1575,11950,1193,12596,1369,8551,1055,8128,1278,7786,1457,5515,971,10851,1490,11150,1312,9444,1267,5728,975,2513,692,2379,609,2460,685,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4770194,13140,172088,5798,46546,3373,15828,2172,15756,2032,15124,2089,11092,1754,11035,1830,9404,1451,7522,1281,6003,1124,10636,1375,9492,1854,8500,1381,2865,815,1272,642,670,468,343,247,1641775,11499,104592,5274,60836,4462,69138,4232,73503,5134,68174,4098,79335,4124,73050,4552,76749,3971,70263,4803,132051,5169,184675,5767,240852,7575,157897,6936,89869,4295,84010,4025,76781,3837,1893530,8808,126663,4944,65656,3718,66463,3446,72571,2684,65451,4131,77994,3680,72209,3694,75386,3766,71652,3732,146065,5539,199304,6716,267902,7176,194799,5466,120346,5608,132238,4984,138831,4900,1062801,6271,77878,3594,92490,3863,97382,4360,85844,3323,80171,3595,68608,3725,63616,3116,56354,3412,47004,2759,78800,3165,91589,3676,93142,3449,49664,2520,27572,2103,26421,1928,26266,2043,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
