GEO_ID,C24060_001E,C24060_001M,C24060_002E,C24060_002M,C24060_003E,C24060_003M,C24060_004E,C24060_004M,C24060_005E,C24060_005M,C24060_006E,C24060_006M,C24060_007E,C24060_007M,C24060_008E,C24060_008M,C24060_009E,C24060_009M,C24060_010E,C24060_010M,C24060_011E,C24060_011M,C24060_012E,C24060_012M,C24060_013E,C24060_013M,C24060_014E,C24060_014M,C24060_015E,C24060_015M,C24060_016E,C24060_016M,C24060_017E,C24060_017M,C24060_018E,C24060_018M,C24060_019E,C24060_019M,C24060_020E,C24060_020M,C24060_021E,C24060_021M,C24060_022E,C24060_022M,C24060_023E,C24060_023M,C24060_024E,C24060_024M,C24060_025E,C24060_025M,C24060_026E,C24060_026M,C24060_027E,C24060_027M,C24060_028E,C24060_028M,C24060_029E,C24060_029M,C24060_030E,C24060_030M,C24060_031E,C24060_031M,C24060_032E,C24060_032M,C24060_033E,C24060_033M,C24060_034E,C24060_034M,C24060_035E,C24060_035M,C24060_036E,C24060_036M,NAME,C24060_001EA,C24060_001MA,C24060_002MA,C24060_002EA,C24060_003MA,C24060_003EA,C24060_004MA,C24060_004EA,C24060_005EA,C24060_005MA,C24060_006EA,C24060_006MA,C24060_007MA,C24060_007EA,C24060_008MA,C24060_008EA,C24060_009MA,C24060_009EA,C24060_010EA,C24060_010MA,C24060_011EA,C24060_011MA,C24060_012EA,C24060_012MA,C24060_013EA,C24060_013MA,C24060_014EA,C24060_014MA,C24060_015MA,C24060_015EA,C24060_016EA,C24060_016MA,C24060_017EA,C24060_017MA,C24060_018EA,C24060_018MA,C24060_019EA,C24060_019MA,C24060_020EA,C24060_020MA,C24060_021EA,C24060_021MA,C24060_022EA,C24060_022MA,C24060_023EA,C24060_023MA,C24060_024EA,C24060_024MA,C24060_025EA,C24060_025MA,C24060_026MA,C24060_026EA,C24060_027EA,C24060_027MA,C24060_028EA,C24060_028MA,C24060_029EA,C24060_029MA,C24060_030EA,C24060_030MA,C24060_031EA,C24060_031MA,C24060_032EA,C24060_032MA,C24060_033EA,C24060_033MA,C24060_034EA,C24060_034MA,C24060_035EA,C24060_035MA,C24060_036EA,C24060_036MA,state
0400000US06,16778061,43364,6172941,33817,3185329,30501,4037377,34353,1523386,19886,1859028,24103,11305975,41184,3419914,26687,2052700,26168,3080775,27961,1152997,17585,1599589,22283,556389,11608,304803,8792,54195,3703,128435,5896,42476,3708,26480,2147,1141748,18105,701356,13472,161335,7131,196985,7024,32566,2912,49506,3606,2323827,23425,1227483,18181,534503,12402,390284,9523,86459,4849,85098,5217,1450122,19952,519385,13846,382596,11077,240898,7931,208888,7354,98355,5840,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2559194,14129,1022761,14332,449141,11436,618564,12005,243041,8380,225687,8417,1698277,16031,563541,11052,303678,10262,464367,10177,177834,7024,188857,8154,125209,4870,62137,3297,12268,1884,30465,2552,14155,1928,6184,1387,204251,7243,125927,5621,27885,2810,37822,2998,5032,1086,7585,1594,362653,9322,204499,7409,67677,4147,59535,3916,17191,2078,13751,1345,168804,5983,66657,3954,37633,3029,26375,2376,28829,2395,9310,1619,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1760162,12115,729911,10874,318608,9712,417856,8961,123233,5891,170554,6538,1184014,12653,413019,9930,210519,8069,328275,7677,82066,4662,150135,6231,55753,3440,28755,2547,5576,1291,12858,1747,6528,1254,2036,680,174442,6412,110662,5241,28167,2979,24801,2364,4911,1275,5901,1109,233628,7137,133782,5250,48652,3641,34551,2762,8895,1447,7748,1569,112325,5051,43693,3365,25694,2157,17371,2020,20833,2336,4734,870,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,427114,5448,156616,5632,80404,4586,107854,5042,36065,2745,46175,2997,295805,6674,91160,4700,53397,4297,84315,4772,27181,2583,39752,2798,14075,1720,5712,936,1481,591,3382,1041,2816,818,684,390,33738,2964,19511,2192,5980,1211,6357,840,784,370,1106,461,64319,3492,33473,2418,14098,1750,10723,1607,2430,842,3595,859,19177,2295,6760,1514,5448,1192,3077,780,2854,839,1038,368,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,326957,6480,195837,5625,50307,3437,58129,4080,10261,1960,12423,1688,155282,6034,72078,4287,34044,3129,34271,3214,7413,1778,7476,1486,7754,1403,4759,1004,1644,865,1149,550,47,78,155,192,62842,4069,49012,3417,3244,826,8876,1788,517,339,1193,525,82857,3611,59303,3395,7900,1259,11839,1467,1575,774,2240,730,18222,2318,10685,1573,3475,897,1994,677,709,470,1359,613,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8277586,31488,2787215,31841,1694212,24808,2318898,31290,738016,17307,739245,18694,5704401,31878,1565173,21822,1173117,21691,1822432,26814,527568,15078,616111,16434,470533,11177,221458,8151,56111,5494,105988,5150,61963,4137,25013,2981,522058,12164,305118,9314,82381,4995,103909,5721,13555,1971,17095,2065,1077744,19087,559294,13447,230077,7604,191617,7959,48409,4598,48347,4160,502850,14458,136172,6630,152526,8425,94952,5705,86521,5464,32679,3141,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4263543,24438,1514267,16885,732366,14258,1069352,17569,387065,11304,560493,13918,2945897,24935,856426,14629,486571,11921,836491,16011,282215,9364,484194,13059,173892,7589,81653,4992,17443,2526,44021,3620,20207,2504,10568,2058,243416,8681,147695,6694,33942,2637,46277,4387,5641,1241,9861,1824,660652,16156,355643,10095,129551,7087,105869,6247,32959,3311,36630,3637,239686,8385,72850,4348,64859,4285,36694,3661,46043,4779,19240,2502,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,648504,7446,215635,5956,149970,6234,161045,5539,65628,3444,56226,3574,399819,6956,88923,5401,104436,5066,116860,4616,46034,3160,43566,3043,21838,2520,10038,1414,3449,1228,5183,1172,2355,959,813,478,47635,3468,29257,2582,6326,1261,8794,1529,1528,631,1730,617,132852,5275,71106,3620,23869,2634,21370,2535,10003,1382,6504,1376,46360,3891,16311,1991,11890,1873,8838,1774,5708,1019,3613,967,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,710247,8035,232646,7999,131183,5837,173460,6190,85582,4130,87376,4362,466793,9138,112104,5892,83000,5964,132510,5804,66385,3793,72794,4337,30530,2930,15835,2031,1926,652,7413,1166,3695,799,1661,626,44187,3140,25534,2511,7383,1304,7802,1336,898,389,2570,688,111123,5347,60880,3887,22054,2182,16684,2099,6490,1112,5015,1166,57614,3478,18293,2021,16820,2274,9051,1648,8114,1379,5336,1185,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6030591,21059,2176517,18460,1063181,16276,1502444,17005,438317,9293,850132,15238,4208424,23102,1236030,13795,704372,13886,1185933,14795,328714,7935,753375,14829,208634,7743,105540,4779,20529,2070,43284,3082,24663,2374,14618,1944,543860,13468,334185,9549,86468,4586,92765,4908,8541,1327,21901,2087,774614,12880,397704,10875,172334,5912,137569,6002,30771,2395,36236,3011,295059,8200,103058,5431,79478,4390,42893,2832,45628,3561,24002,2340,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
