GEO_ID,B13002H_001E,B13002H_001M,B13002H_002E,B13002H_002M,B13002H_003E,B13002H_003M,B13002H_004E,B13002H_004M,B13002H_005E,B13002H_005M,B13002H_006E,B13002H_006M,B13002H_007E,B13002H_007M,NAME,B13002H_001MA,B13002H_001EA,B13002H_002MA,B13002H_002EA,B13002H_003MA,B13002H_003EA,B13002H_004MA,B13002H_004EA,B13002H_005MA,B13002H_005EA,B13002H_006EA,B13002H_006MA,B13002H_007MA,B13002H_007EA,state
0400000US22,640645,2177,31269,2880,20398,2242,10871,1845,609376,3540,295347,6011,314029,6485,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,279122,1460,13226,1641,8386,1215,4840,1034,265896,2170,119385,4140,146511,4267,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,726963,1912,34880,2752,26361,2511,8519,1369,692083,3207,332890,6397,359193,6084,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1183305,3319,43630,3041,34622,2687,9008,1440,1139675,4826,474858,7004,664817,7164,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1705557,3136,78906,3767,54345,3074,24561,2234,1626651,4880,754734,7977,871917,7764,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1020118,2185,50999,2524,40805,2368,10194,1264,969119,3159,461583,5777,507536,5806,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,385473,2756,20775,2355,14856,1940,5919,1379,364698,3668,188198,5495,176500,6035,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1115112,3176,58481,3656,39866,2785,18615,2291,1056631,5434,507449,8884,549182,9626,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,190077,1114,8920,1408,5927,1031,2993,880,181157,1779,90921,2617,90236,2901,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,343600,1263,19771,1848,14800,1647,4971,1056,323829,2436,160684,3796,163145,3622,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,315633,1690,15121,1673,10098,1462,5023,1104,300512,2278,132919,4867,167593,5554,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,280713,1265,10826,1643,7665,1330,3161,850,269887,1990,123319,3782,146568,3763,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1126631,3046,49085,3800,39492,3334,9593,1604,1077546,4820,516680,7364,560866,7600,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,164717,1641,7576,1182,6094,1139,1482,506,157141,2039,73151,3445,83990,3334,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2595566,4989,113584,4469,88855,3742,24729,2316,2481982,6194,1084439,11020,1397543,9944,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1457511,3960,70868,4676,55279,3532,15589,2563,1386643,5988,719142,9640,667501,9477,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,139281,862,9610,1450,7003,1239,2607,757,129671,1686,62543,2441,67128,2519,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2127473,3746,112934,5356,72078,4590,40856,3586,2014539,6270,939344,9350,1075195,10801,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,586522,1565,32035,2184,22931,2034,9104,1211,554487,2743,278385,4535,276102,4994,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,684750,2170,32281,3075,22017,2260,10264,1786,652469,3682,288943,6233,363526,6434,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2253282,3822,106272,5179,73569,4152,32703,2758,2147010,6520,997308,9059,1149702,9813,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,184209,1482,6787,1208,4477,995,2310,880,177422,1995,71368,3280,106054,3665,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,688581,2441,33608,2764,22701,2264,10907,1847,654973,3555,327117,6404,327856,6002,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,153545,1070,9802,1439,7439,1319,2363,616,143743,1794,69355,2699,74388,2726,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1130919,2922,56572,3937,40600,3025,15972,2471,1074347,4667,539767,8538,534580,8579,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2659498,5942,143920,6622,108844,5076,35076,3713,2515578,8249,1261803,13584,1253775,13867,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,560245,1416,43037,2938,36959,2558,6078,1372,517208,3033,269966,5211,247242,5381,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,133782,642,5638,1029,3425,608,2213,792,128144,1230,55345,1914,72799,1916,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1234823,3477,61085,4008,47946,3278,13139,1976,1173738,5598,596080,7409,577658,8176,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1131497,3145,57084,3653,41700,2603,15384,2282,1074413,5240,507482,7912,566931,8911,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,385536,1635,16516,2090,10210,1579,6306,1235,369020,2776,174571,4837,194449,5246,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1076612,2410,53389,3109,39950,2497,13439,1725,1023223,3468,484217,6224,539006,5853,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,109519,1222,6045,1184,4596,944,1449,608,103474,1705,51679,2300,51795,2756,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,5620,1252,597,370,402,311,195,236,5023,1188,2535,800,2488,809,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,731230,2427,36793,3201,26655,2806,10138,1647,694437,4058,366618,6088,327819,6608,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,108414,1033,5004,1012,3650,854,1354,678,103410,1314,55162,2680,48248,2712,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,787085,2755,37592,3492,27545,2915,10047,1554,749493,4221,322574,8084,426919,8426,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,492076,1907,28445,2270,20312,1998,8133,1367,463631,2787,242560,4833,221071,5009,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
