GEO_ID,C17020G_001E,C17020G_001M,C17020G_002E,C17020G_002M,C17020G_003E,C17020G_003M,C17020G_004E,C17020G_004M,C17020G_005E,C17020G_005M,C17020G_006E,C17020G_006M,C17020G_007E,C17020G_007M,C17020G_008E,C17020G_008M,C17020G_009E,C17020G_009M,NAME,C17020G_001EA,C17020G_001MA,C17020G_002EA,C17020G_002MA,C17020G_003EA,C17020G_003MA,C17020G_004EA,C17020G_004MA,C17020G_005MA,C17020G_005EA,C17020G_006MA,C17020G_006EA,C17020G_007EA,C17020G_007MA,C17020G_008EA,C17020G_008MA,C17020G_009EA,C17020G_009MA,state
0400000US06,1640831,32021,275328,14322,124636,8665,139601,7639,11091,1671,1365503,28966,584088,16495,708799,17565,72616,3461,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,167004,8620,26801,3880,13809,2647,11927,1968,1065,421,140203,8178,60681,5281,74683,4109,4839,899,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,89113,6106,15844,2631,8910,2020,6581,1567,353,277,73269,5663,36165,4103,34599,3373,2505,786,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23305,3537,3578,1217,1885,934,1608,759,85,111,19727,3234,11218,2410,7762,1550,747,337,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,14337,2589,2276,1258,866,755,1201,634,209,210,12061,2263,4215,1179,7311,1547,535,237,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,449009,15409,101133,8460,56165,5836,40636,4193,4332,1208,347876,16113,141953,9937,178876,9062,27047,2634,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,195124,12187,45877,5846,26658,4119,17688,2613,1531,913,149247,10791,74062,6734,68310,6267,6875,1232,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,317071,12391,37523,4875,16941,3492,19437,2269,1145,554,279548,11914,105058,5160,156919,7579,17571,1641,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,38166,3849,8051,1805,4233,1296,3721,986,97,103,30115,3735,13811,2179,14466,2249,1838,764,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,275014,11377,56246,5787,34981,4443,19931,2246,1334,441,218768,10299,110882,6880,98304,6669,9582,1247,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,133432,7208,36026,4211,23150,3053,12290,2157,586,329,97406,7230,53380,5220,39766,3439,4260,803,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,56433,4938,13793,2718,8064,1980,5365,1393,364,284,42640,4022,24381,2755,17145,2410,1114,360,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,87298,6192,21804,3307,12456,2530,8830,1603,518,368,65494,4601,32244,2768,30208,3276,3042,749,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,82612,6102,24694,3498,14038,2436,9775,1716,881,366,57918,4722,30173,3494,24039,2368,3706,895,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,75995,6139,19523,3611,10611,2686,8128,1688,784,349,56472,5437,27372,3476,25891,3268,3209,670,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,24613,2285,7436,1590,3963,1152,3448,763,25,25,17177,2214,7423,1366,8532,1437,1222,423,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,180008,9062,20979,3920,11613,2863,8759,1898,607,297,159029,8575,76446,5459,76295,5068,6288,921,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,175625,8599,34491,4108,15776,2403,17075,2474,1640,604,141134,8316,56036,3902,78660,6557,6438,1189,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,245830,9791,68759,5199,40509,3883,27136,2756,1114,377,177071,8363,87877,5239,79046,5022,10148,1245,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,132017,7246,29018,4029,17536,3149,11090,1712,392,244,102999,6628,60152,4808,40357,3181,2490,651,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,31457,3484,8331,2141,5511,1667,2677,863,143,131,23126,3360,11127,2506,9933,1919,2066,665,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,136198,6823,38026,5310,22827,4224,14153,2220,1046,451,98172,6053,46287,4212,45415,3984,6470,1060,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,24884,2638,5448,1073,1826,474,3386,929,236,204,19436,2643,8546,1614,10172,1504,718,259,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36705,3661,10128,1982,6080,1369,3915,1043,133,155,26577,3353,14865,2075,11052,1863,660,362,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,112657,7298,19006,3264,10727,2479,7593,1374,686,346,93651,6779,44795,4075,43062,4119,5794,1439,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,23334,2893,5851,1848,3912,1638,1812,694,127,188,17483,2581,8396,1539,8372,1515,715,302,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,218526,11456,35811,4948,18114,3311,16093,2598,1604,678,182715,10217,79104,5797,94020,6232,9591,1418,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
