GEO_ID,C08113_001E,C08113_001M,C08113_002E,C08113_002M,C08113_003E,C08113_003M,C08113_004E,C08113_004M,C08113_005E,C08113_005M,C08113_006E,C08113_006M,C08113_007E,C08113_007M,C08113_008E,C08113_008M,C08113_009E,C08113_009M,C08113_010E,C08113_010M,C08113_011E,C08113_011M,C08113_012E,C08113_012M,C08113_013E,C08113_013M,C08113_014E,C08113_014M,C08113_015E,C08113_015M,C08113_016E,C08113_016M,C08113_017E,C08113_017M,C08113_018E,C08113_018M,C08113_019E,C08113_019M,C08113_020E,C08113_020M,C08113_021E,C08113_021M,C08113_022E,C08113_022M,C08113_023E,C08113_023M,C08113_024E,C08113_024M,C08113_025E,C08113_025M,C08113_026E,C08113_026M,C08113_027E,C08113_027M,C08113_028E,C08113_028M,C08113_029E,C08113_029M,C08113_030E,C08113_030M,NAME,C08113_001MA,C08113_001EA,C08113_002EA,C08113_002MA,C08113_003EA,C08113_003MA,C08113_004EA,C08113_004MA,C08113_005MA,C08113_005EA,C08113_006MA,C08113_006EA,C08113_007MA,C08113_007EA,C08113_008EA,C08113_008MA,C08113_009EA,C08113_009MA,C08113_010EA,C08113_010MA,C08113_011MA,C08113_011EA,C08113_012MA,C08113_012EA,C08113_013EA,C08113_013MA,C08113_014EA,C08113_014MA,C08113_015EA,C08113_015MA,C08113_016MA,C08113_016EA,C08113_017MA,C08113_017EA,C08113_018MA,C08113_018EA,C08113_019EA,C08113_019MA,C08113_020EA,C08113_020MA,C08113_021EA,C08113_021MA,C08113_022EA,C08113_022MA,C08113_023EA,C08113_023MA,C08113_024MA,C08113_024EA,C08113_025EA,C08113_025MA,C08113_026MA,C08113_026EA,C08113_027EA,C08113_027MA,C08113_028EA,C08113_028MA,C08113_029MA,C08113_029EA,C08113_030EA,C08113_030MA,state
0400000US18,2954205,15974,2704012,15412,250193,8218,151558,7449,98635,6011,2435019,16983,2262851,16042,172168,7500,107775,6599,64393,4582,276458,7666,229023,6646,47435,4156,23897,3241,23538,2763,33311,3171,28659,2954,4652,1423,2362,1017,2290,962,111103,4861,92807,4432,18296,2145,12345,1845,5951,1325,98314,4293,90672,4018,7642,1475,5179,1202,2463,817,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1530289,8390,1418655,8473,111634,3752,64814,3958,46820,2648,1222653,10410,1144812,10272,77841,3611,47018,3440,30823,2519,138408,6075,118164,5325,20244,2224,8865,1526,11379,1996,16630,2061,13171,1831,3459,879,2244,681,1215,585,80669,4211,73791,3697,6878,1297,4320,1106,2558,710,71929,3466,68717,3470,3212,692,2367,611,845,353,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1388601,9358,1241484,10279,147117,5765,82241,3951,64876,4114,1140807,9069,1032934,9389,107873,4394,64752,3395,43121,3128,135242,5829,107220,4922,28022,3239,11265,1617,16757,2389,7884,1601,6899,1503,985,559,649,453,336,283,48342,3287,41734,2974,6608,1126,3210,812,3398,781,56326,3561,52697,3397,3629,1029,2365,762,1264,693,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1845659,13246,1745878,13320,99781,4841,57297,3942,42484,3402,1526467,11999,1455308,11761,71159,4124,43213,3345,27946,2919,180512,6917,161884,7263,18628,3025,8176,1389,10452,2463,18673,2208,17284,2103,1389,503,585,339,804,407,63410,3743,57292,3495,6118,1391,3451,1076,2667,1078,56597,3857,54110,3675,2487,748,1872,548,615,437,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1965689,11987,1795149,11543,170540,6208,115282,5562,55258,4105,1622316,11994,1496776,11142,125540,5217,89733,5132,35807,3415,194194,8483,166454,7874,27740,3389,14797,2171,12943,2183,24516,2500,21914,2203,2602,816,1225,506,1377,686,77718,3960,66869,3788,10849,1734,6262,1264,4587,1321,46945,3586,43136,3425,3809,985,3265,952,544,306,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,631826,7271,591832,7457,39994,2997,30453,2855,9541,1433,485919,7425,457130,7325,28789,2499,22160,2214,6629,1235,69730,3454,64624,3284,5106,1169,3525,902,1581,666,3597,896,3191,909,406,376,372,369,34,61,39352,2907,35042,2846,4310,1135,3268,985,1042,577,33228,2512,31845,2497,1383,472,1128,442,255,214,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2909794,13064,2373046,16428,536748,11121,329915,9592,206833,7759,2135379,14985,1792945,16319,342434,9019,231434,7403,111000,5992,286359,10378,199636,9572,86723,4853,37342,3643,49381,4246,258280,8366,191392,7572,66888,4963,36146,3523,30742,3396,107894,5635,86217,4616,21677,2854,12253,2155,9424,1814,121882,4809,102856,4146,19026,2362,12740,1970,6286,1229,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3273690,17356,2565053,19023,708637,13277,437841,10143,270796,10535,2354944,19671,1926054,19507,428890,10564,286708,9103,142182,7082,255640,8615,166886,6582,88754,5448,45002,4042,43752,3568,309147,8211,203524,7262,105623,5102,53946,3685,51677,4175,216912,7697,155363,6351,61549,3771,37089,3039,24460,2657,137047,5918,113226,4674,23821,3193,15096,2206,8725,1912,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4190898,18028,3814606,17780,376292,8510,250614,8325,125678,5806,3459252,17360,3177241,18205,282011,8003,196316,7131,85695,4741,377209,9962,319762,8517,57447,4655,30976,3332,26471,3232,54893,3049,47765,3136,7128,1483,3814,1074,3314,828,145607,5622,128421,5268,17186,2262,10664,1443,6522,1521,153937,5004,141417,4718,12520,1485,8844,1194,3676,868,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2737424,12945,2463026,13480,274398,7085,165695,5842,108703,5027,2135967,13145,1946029,13377,189938,6827,119892,5412,70046,3925,244969,8494,199466,7215,45503,2747,22630,2308,22873,2310,89609,5009,74365,4421,15244,2013,7793,1300,7451,1469,120651,4638,106897,4533,13754,1816,8327,1368,5427,1055,146228,5027,136269,4685,9959,1673,7053,1417,2906,856,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1178427,11475,1132229,11784,46198,4224,29882,3788,16316,2421,984238,13196,949841,13694,34397,3614,23694,3241,10703,1990,125832,6507,117409,6473,8423,1906,3800,1180,4623,1431,5266,1060,5157,1072,109,108,0,198,109,108,34860,2779,33018,2764,1842,734,1089,466,753,471,28231,2626,26804,2598,1427,604,1299,608,128,191,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2734275,14847,2569059,15999,165216,5459,103669,5118,61547,3559,2223496,16471,2104047,16960,119449,4683,78562,4363,40887,3128,265496,8184,241543,7101,23953,2762,11854,1559,12099,2189,35244,2643,32041,2587,3203,743,1482,502,1721,613,89800,4786,79609,4360,10191,1890,6104,1142,4087,1365,120239,5316,111819,5034,8420,1834,5667,1247,2753,871,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,475299,5526,456890,5765,18409,2010,14527,1763,3882,850,353661,6654,340604,6568,13057,1683,10641,1439,2416,639,50885,3716,48625,3511,2260,614,1750,571,510,282,4520,1172,3960,1030,560,602,347,491,213,317,35166,2926,33522,2872,1644,567,963,386,681,345,31067,2361,30179,2380,888,375,826,368,62,72,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,946684,6595,849482,7045,97202,4068,48962,3393,48240,3070,759340,7419,690750,7456,68590,3669,36522,2942,32068,2662,94886,4253,74240,3448,20646,2821,8237,1636,12409,2414,6142,1494,4660,1015,1482,961,803,876,679,395,40115,2748,35539,2384,4576,1042,2302,783,2274,711,46201,2718,44293,2469,1908,741,1098,376,810,605,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1216345,9798,829027,11753,387318,8938,217109,7353,170209,6426,949121,9397,657266,10316,291855,7712,170551,5811,121304,5649,132358,5916,77190,4721,55168,4046,26433,2791,28735,3279,44047,3386,27330,2628,16717,2562,7966,1773,8751,1862,53255,3868,37019,2872,16236,2134,7368,1435,8868,1715,37564,3975,30222,3060,7342,1781,4791,1220,2551,945,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,677232,6684,629890,6811,47342,3611,32673,2958,14669,2554,554808,8274,519388,8128,35420,3026,25803,2595,9617,1985,48989,3838,42100,3581,6889,1431,3102,807,3787,1266,4522,861,4098,790,424,290,424,290,0,181,29428,2412,27071,2277,2357,793,1523,621,834,421,39485,3256,37233,3236,2252,804,1821,661,431,397,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4113910,18968,2799872,19409,1314038,16104,769593,11427,544445,14473,2962771,22382,2172161,19217,790610,13317,516447,10331,274163,9122,340842,10825,177329,7198,163513,8700,72523,5048,90990,6579,435665,11064,236581,8226,199084,8064,112364,5922,86720,5933,205987,8131,89185,4210,116802,7393,38880,2924,77922,6423,168645,6305,124616,5359,44029,3529,29379,2871,14650,2133,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,865474,10171,561997,10222,303477,8397,228741,7072,74736,4723,682940,10511,447100,9391,235840,7075,179503,6303,56337,4360,97996,5484,58194,4201,39802,3587,27262,3081,12540,2142,9839,1954,6433,1582,3406,1183,3076,1121,330,236,35405,2681,22837,2317,12568,1646,9706,1373,2862,875,39294,3079,27433,2619,11861,1472,9194,1286,2667,688,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8916499,27186,6245832,26996,2670667,23411,1499091,20127,1171576,15967,4785225,28852,3864326,24573,920899,15797,586747,12543,334152,9165,612325,13047,394767,10872,217558,8693,99543,5592,118015,6411,2429897,20382,1302507,15496,1127390,16927,599168,12525,528222,12239,739519,14440,422792,10913,316727,10317,162609,7560,154118,8218,349533,8358,261440,7221,88093,5159,51024,3287,37069,3894,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4263889,22148,3763159,20507,500730,10939,249573,7954,251157,9032,3434930,23683,3097842,22397,337088,9159,189624,7324,147464,6960,449216,9843,334593,9372,114623,6293,33265,3210,81358,5851,48895,3694,38163,3052,10732,2094,5245,1245,5487,1468,139479,5628,119041,5036,20438,2672,9322,1347,11116,2235,191369,7966,173520,7847,17849,2630,12117,2163,5732,1305,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,376246,4051,356480,4315,19766,2112,14134,1751,5632,1310,299123,4905,285173,4769,13950,1749,10434,1594,3516,837,36676,2928,33313,2806,3363,985,2208,788,1155,499,1430,439,1222,394,208,273,60,105,148,253,18035,2042,16169,1738,1866,848,1122,589,744,572,20982,1741,20603,1693,379,162,310,142,69,65,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5183203,19932,4839691,20711,343512,10196,232907,8260,110605,5638,4316260,22387,4067047,21598,249213,9726,176573,7415,72640,4896,422150,11650,371235,10577,50915,3792,29841,3160,21074,2653,80916,4180,73863,4227,7053,1206,3990,940,3063,786,185251,6494,160643,6263,24608,2615,14670,2202,9938,1720,178626,7286,166903,7032,11723,1585,7833,1422,3890,915,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1682277,9700,1509967,10261,172310,4837,89141,3998,83169,3861,1384248,10120,1260570,10770,123678,4403,69872,3459,53806,3321,174714,6183,139942,5642,34772,2946,12368,1621,22404,2505,7298,1131,5318,828,1980,848,614,328,1366,768,60145,3138,51692,2682,8453,1429,4049,807,4404,1171,55872,2764,52445,2714,3427,848,2238,618,1189,542,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1700679,12171,1445970,13516,254709,7803,140128,6083,114581,6542,1211498,13724,1051710,13895,159788,5990,90619,5379,69169,4802,177288,7441,129147,5884,48141,4923,22369,2878,25772,3835,70405,4798,57064,4059,13341,2340,6349,1597,6992,1570,136800,7943,113671,7016,23129,3537,14296,2507,8833,2178,104688,4946,94378,4535,10310,1783,6495,1279,3815,1101,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5810858,19883,5216972,19282,593886,10987,372654,10063,221232,8608,4448025,23720,4079936,21508,368089,9914,248461,8760,119628,6314,519724,13636,424164,10581,95560,6528,45103,4572,50457,4716,314681,9457,262629,8470,52052,4171,31276,2686,20776,3127,301725,8865,250756,7973,50969,4043,29591,2726,21378,2850,226703,6524,199487,6211,27216,2580,18223,2182,8993,1572,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,503788,7580,406352,6838,97436,5058,57498,4078,39938,3438,397042,6751,332225,6075,64817,4084,42294,3515,22523,2245,45042,4230,29462,3085,15580,2599,6458,1422,9122,2025,15401,2619,9041,1693,6360,1870,2861,1047,3499,1492,28138,2648,20307,2010,7831,1768,3627,943,4204,1484,18165,2160,15317,1957,2848,878,2258,741,590,365,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1999706,15224,1845410,15892,154296,5254,89181,4898,65115,4515,1657435,17155,1552360,17221,105075,5348,68684,4787,36391,3154,186295,8893,153589,7793,32706,4110,11125,1843,21581,3777,10356,1852,8940,1747,1416,873,489,434,927,721,77410,4398,67133,4038,10277,1950,4876,866,5401,1781,68210,4616,63388,4359,4822,1191,4007,1103,815,458,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,421018,5664,397475,5629,23543,1972,14332,1463,9211,1588,331520,5337,316925,5059,14595,1856,9108,1366,5487,1316,38511,2804,34079,2652,4432,1188,2101,678,2331,937,2033,712,1670,623,363,315,12,21,351,314,24664,2052,21437,1942,3227,1085,2237,900,990,667,24290,1628,23364,1598,926,436,874,433,52,68,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2777627,15261,2576478,18118,201149,7235,114190,6029,86959,5401,2322135,17652,2173875,18680,148260,6927,90414,5565,57846,4541,262229,8583,223790,7585,38439,4041,15188,2304,23251,3331,20847,2205,19554,2052,1293,714,439,322,854,509,70798,5330,62496,4950,8302,1583,4462,1220,3840,1065,101618,5144,96763,4791,4855,1365,3687,1229,1168,462,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
