GEO_ID,B27003_001E,B27003_001M,B27003_002E,B27003_002M,B27003_003E,B27003_003M,B27003_004E,B27003_004M,B27003_005E,B27003_005M,B27003_006E,B27003_006M,B27003_007E,B27003_007M,B27003_008E,B27003_008M,B27003_009E,B27003_009M,B27003_010E,B27003_010M,B27003_011E,B27003_011M,B27003_012E,B27003_012M,B27003_013E,B27003_013M,B27003_014E,B27003_014M,B27003_015E,B27003_015M,B27003_016E,B27003_016M,B27003_017E,B27003_017M,B27003_018E,B27003_018M,B27003_019E,B27003_019M,B27003_020E,B27003_020M,B27003_021E,B27003_021M,B27003_022E,B27003_022M,B27003_023E,B27003_023M,B27003_024E,B27003_024M,B27003_025E,B27003_025M,B27003_026E,B27003_026M,B27003_027E,B27003_027M,B27003_028E,B27003_028M,B27003_029E,B27003_029M,B27003_030E,B27003_030M,B27003_031E,B27003_031M,B27003_032E,B27003_032M,B27003_033E,B27003_033M,B27003_034E,B27003_034M,B27003_035E,B27003_035M,B27003_036E,B27003_036M,B27003_037E,B27003_037M,B27003_038E,B27003_038M,B27003_039E,B27003_039M,B27003_040E,B27003_040M,B27003_041E,B27003_041M,B27003_042E,B27003_042M,B27003_043E,B27003_043M,B27003_044E,B27003_044M,B27003_045E,B27003_045M,B27003_046E,B27003_046M,B27003_047E,B27003_047M,B27003_048E,B27003_048M,B27003_049E,B27003_049M,B27003_050E,B27003_050M,B27003_051E,B27003_051M,B27003_052E,B27003_052M,B27003_053E,B27003_053M,B27003_054E,B27003_054M,B27003_055E,B27003_055M,B27003_056E,B27003_056M,B27003_057E,B27003_057M,NAME,B27003_001EA,B27003_001MA,B27003_002MA,B27003_002EA,B27003_003MA,B27003_003EA,B27003_004EA,B27003_004MA,B27003_005EA,B27003_005MA,B27003_006EA,B27003_006MA,B27003_007MA,B27003_007EA,B27003_008MA,B27003_008EA,B27003_009EA,B27003_009MA,B27003_010EA,B27003_010MA,B27003_011EA,B27003_011MA,B27003_012EA,B27003_012MA,B27003_013MA,B27003_013EA,B27003_014MA,B27003_014EA,B27003_015EA,B27003_015MA,B27003_016EA,B27003_016MA,B27003_017EA,B27003_017MA,B27003_018MA,B27003_018EA,B27003_019MA,B27003_019EA,B27003_020EA,B27003_020MA,B27003_021EA,B27003_021MA,B27003_022EA,B27003_022MA,B27003_023EA,B27003_023MA,B27003_024MA,B27003_024EA,B27003_025MA,B27003_025EA,B27003_026EA,B27003_026MA,B27003_027EA,B27003_027MA,B27003_028EA,B27003_028MA,B27003_029MA,B27003_029EA,B27003_030MA,B27003_030EA,B27003_031EA,B27003_031MA,B27003_032MA,B27003_032EA,B27003_033EA,B27003_033MA,B27003_034EA,B27003_034MA,B27003_035MA,B27003_035EA,B27003_036EA,B27003_036MA,B27003_037MA,B27003_037EA,B27003_038EA,B27003_038MA,B27003_039EA,B27003_039MA,B27003_040MA,B27003_040EA,B27003_041MA,B27003_041EA,B27003_042EA,B27003_042MA,B27003_043MA,B27003_043EA,B27003_044EA,B27003_044MA,B27003_045EA,B27003_045MA,B27003_046MA,B27003_046EA,B27003_047EA,B27003_047MA,B27003_048MA,B27003_048EA,B27003_049EA,B27003_049MA,B27003_050EA,B27003_050MA,B27003_051EA,B27003_051MA,B27003_052MA,B27003_052EA,B27003_053EA,B27003_053MA,B27003_054EA,B27003_054MA,B27003_055EA,B27003_055MA,B27003_056EA,B27003_056MA,B27003_057MA,B27003_057EA,state
0400000US06,37524274,5678,18510580,6787,1562760,8271,714480,11359,848280,12013,3149187,9024,1210406,17876,1938781,20016,1988264,5152,253191,8745,1735073,10287,2701952,5708,272626,9443,2429326,10720,2525778,4908,280237,9333,2245541,10977,2549460,3192,326734,8793,2222726,8301,2051143,2638,381068,8728,1670075,9115,1163816,2547,1073576,5028,90240,4469,818220,2646,798960,3129,19260,2039,19013694,5371,1491421,8827,677229,10581,814192,11221,3020120,8369,1154640,17504,1865480,16961,1928693,2947,359583,8437,1569110,9534,2646244,3681,432961,9296,2213283,9861,2568332,3108,371413,9112,2196919,9547,2620195,3499,340717,8151,2279478,8443,2218320,2196,387244,8418,1831076,8621,1347910,2438,1249824,4929,98086,4387,1172459,2953,1142087,3852,30372,2304,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5094766,2656,2528913,4620,210204,3535,76501,3842,133703,4076,416621,3777,117022,5592,299599,6524,250716,2922,22116,2415,228600,3651,368983,3444,32218,2977,336765,4147,349185,2671,32972,2780,316213,3804,352812,2474,41003,3166,311809,3313,311741,1629,50446,2633,261295,2842,168926,1211,158824,1753,10102,1434,99725,1230,97801,1307,1924,643,2565853,3561,197096,3694,74884,3922,122212,4193,405087,3752,118143,5408,286944,5319,244136,2035,36123,3482,208013,3835,359590,2532,50418,3890,309172,4508,343152,2236,38753,3073,304399,3714,362857,1835,37641,2907,325216,3264,326991,1566,42500,3122,284491,3306,185499,1542,174680,1929,10819,1346,141445,1522,139375,1635,2070,626,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3534619,1149,1715299,2409,121916,2549,44843,3170,77073,3507,283136,2634,84205,4260,198931,4190,167713,1413,21972,2140,145741,2355,208160,1795,29239,2688,178921,3424,217228,1632,29842,2814,187386,3109,273742,1617,34425,3363,239317,3571,224390,1094,34176,2616,190214,2839,128363,850,120101,1295,8262,1077,90651,906,89292,1099,1359,662,1819320,2365,114858,2415,44227,3254,70631,2564,271915,2626,80617,4303,191298,4555,163549,1337,30717,2349,132832,2798,215168,1383,47654,3202,167514,3394,233977,1307,38929,3171,195048,3035,288293,1258,37796,2865,250497,2971,240939,1145,30796,2163,210143,2349,149678,1028,138254,1710,11424,1485,140943,1185,138836,1342,2107,765,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,902915,849,434398,1313,33118,939,13438,1378,19680,1435,71184,1288,26620,2863,44564,3024,44961,988,7083,1364,37878,1737,53994,938,7433,1218,46561,1539,51631,1171,8296,1364,43335,1659,63593,1100,9797,1323,53796,1519,54715,482,12864,1709,41851,1611,37599,604,36003,673,1596,478,23603,506,23467,471,136,161,468517,1018,33193,1225,14536,1701,18657,1933,66999,1394,25087,2428,41912,2283,46401,614,10517,1299,35884,1367,56800,821,14680,1817,42120,1761,58447,941,11081,1771,47366,1995,68418,662,11432,1545,56986,1611,62257,592,11332,1515,50925,1504,42604,513,41462,578,1142,401,33398,785,32914,787,484,339,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621380,727,290874,931,23594,1094,11168,1329,12426,1193,31172,1085,16925,1666,14247,1590,36519,657,8077,1297,28442,1455,62855,689,9562,1671,53293,1753,41896,551,7230,1157,34666,1256,36842,559,9798,1126,27044,1227,29786,698,10727,1202,19059,1147,17199,376,15557,557,1642,416,11011,369,10477,448,534,284,330506,735,22630,777,10421,1253,12209,1128,31786,787,17342,1515,14444,1650,44786,304,11361,1506,33425,1487,73890,230,13312,1518,60578,1500,42116,300,9994,1172,32122,1169,37648,182,11472,1120,26176,1133,36052,540,10496,1360,25556,1350,22029,324,19596,719,2433,625,19569,458,18574,614,995,387,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19011070,3625,9208249,7257,659557,7044,333338,9164,326219,8508,1372554,8766,509605,12434,862949,11519,882948,4529,96447,5848,786501,7242,1132390,4932,116679,6941,1015711,8377,1156700,4812,120617,6302,1036083,8283,1314127,4954,172246,7130,1141881,8075,1147075,3652,256046,7985,891029,8140,877145,3068,833990,4444,43155,3904,665753,3224,653526,3505,12227,1901,9802821,7129,633209,7067,316917,9650,316292,8840,1325823,7564,490076,13383,835747,13631,880260,4004,130499,6195,749761,6125,1172623,3922,192532,8207,980091,8288,1204043,3884,148341,6858,1055702,7587,1390936,3225,163859,6173,1227077,6631,1297511,2428,210943,8309,1086568,8782,1006554,2839,954695,5081,51859,4275,891862,3134,875825,3793,16037,2324,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9719411,3607,4691533,8342,418692,6433,203069,7392,215623,7889,854557,7271,308455,11282,546102,10911,481381,5122,41824,3751,439557,6455,624427,5961,45325,4135,579102,7462,642912,4991,51674,4156,591238,6321,660638,4100,77237,4872,583401,5831,529938,2436,115989,4267,413949,4549,312163,2983,300232,3465,11931,1699,166825,2708,164411,2755,2414,825,5027878,8176,398911,6024,194064,6091,204847,6197,820001,6567,291841,8600,528160,10322,492447,4372,74616,4735,417831,6115,674462,5695,79679,5127,594783,6920,713334,4346,65297,4650,648037,6152,704136,3872,73089,4413,631047,5319,593602,2529,103427,4837,490175,5296,364383,2756,347494,3470,16889,2464,266602,2430,261352,2470,5250,1579,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1341708,2427,659117,2704,55605,1534,18769,1692,36836,2117,99470,1698,29955,2585,69515,2913,61507,1630,9474,1366,52033,2249,89906,2217,11276,1882,78630,2596,81889,1220,10130,1564,71759,2002,90252,1221,13488,1663,76764,1851,89153,417,16764,1676,72389,1765,53534,634,48915,1092,4619,871,37801,885,37079,939,722,332,682591,1728,53105,1606,19005,2300,34100,2156,94385,1525,28994,2190,65391,2288,60040,861,11719,1584,48321,1575,91508,877,18051,2066,73457,2163,84996,957,11415,1935,73581,1857,92438,731,10751,1672,81687,1562,91921,535,12692,1567,79229,1568,57878,480,53402,1134,4476,998,56320,651,54829,935,1491,761,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1575682,687,784512,3345,70179,2196,29114,2733,41065,2591,146680,2474,42995,3740,103685,3774,77676,2194,8262,1477,69414,2384,103558,2381,12142,2072,91416,2805,96927,1952,8766,1700,88161,2495,97870,1437,10792,1491,87078,2014,94753,1154,20636,2117,74117,2339,59858,866,57596,1028,2262,708,37011,656,36748,684,263,193,791170,3288,67098,2461,30584,3125,36514,2962,139969,2746,46342,3959,93627,4260,77660,1847,8671,1453,68989,2197,101524,2030,14865,2030,86659,2897,95929,1924,9884,1789,86045,2755,102404,1744,8541,1361,93863,2176,96658,1000,12936,1666,83722,1996,62053,919,59703,1181,2350,764,47875,738,47633,764,242,195,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12698371,1130,6204342,5323,498651,4889,232856,6354,265795,5981,1061822,5209,399406,9056,662416,9336,618415,3601,57920,3609,560495,3991,871012,3798,78380,4118,792632,5997,827048,2985,78602,3913,748446,4888,881924,2731,94067,4617,787857,5277,741762,1809,122435,4461,619327,4798,421499,2035,397383,3041,24116,2405,282209,1493,277616,1704,4593,914,6494029,5389,483391,4316,228498,6338,254893,6331,1015191,5079,382740,9340,632451,9625,610291,2786,113331,4641,496960,4720,884025,3036,173207,5750,710818,5487,850529,2982,133664,5271,716865,5658,921628,2427,102072,4566,819556,4778,799871,1788,105882,5261,693989,5019,491313,1655,460691,2325,30622,2567,437790,2809,429333,2927,8457,1406,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
