GEO_ID,B07404G_001E,B07404G_001M,B07404G_002E,B07404G_002M,B07404G_003E,B07404G_003M,B07404G_004E,B07404G_004M,B07404G_005E,B07404G_005M,NAME,B07404G_001MA,B07404G_001EA,B07404G_002EA,B07404G_002MA,B07404G_003EA,B07404G_003MA,B07404G_004EA,B07404G_004MA,B07404G_005MA,B07404G_005EA,state
0400000US06,1630320,31198,1322994,28461,221718,10818,56506,6598,29102,3451,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,165066,7892,125410,7753,21879,3066,11243,2525,6534,1615,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,88640,5426,74858,5035,10168,2274,1236,471,2378,787,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22762,3496,19429,3237,2440,979,30,50,863,526,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,15571,3021,12686,2549,757,408,0,184,2128,1018,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,438157,15605,346417,14262,60768,7666,17585,2618,13387,2997,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,194674,12804,149937,11037,22289,6068,12317,2367,10131,2808,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,314039,11990,270663,10968,34329,4548,1991,840,7056,1833,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,36896,3802,29035,3344,4602,1422,1691,756,1568,914,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,274609,11551,227940,10685,29675,4116,8179,2216,8815,1608,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,135261,7156,108228,6056,19017,3493,4985,1146,3031,982,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,56338,4621,45930,4312,6660,1748,2286,688,1462,705,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,88769,6267,66354,5167,14065,2856,3788,1103,4562,1367,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,84417,6201,65624,5095,10811,2347,4002,1277,3980,1618,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,75915,5907,60539,5378,8109,1909,4465,1738,2802,991,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,26393,2376,21052,2255,3435,1026,549,417,1357,729,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,175649,9121,150690,9114,13122,2622,6651,1671,5186,1523,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,176926,8844,148795,8469,18433,3306,5103,1155,4595,1465,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,246204,9502,193740,8939,34241,3167,12630,2197,5593,1551,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,132320,7230,101627,6113,19082,2877,8521,1615,3090,1016,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,31776,3732,25308,3142,3840,1450,890,498,1738,955,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,134349,6651,103872,6006,20479,3539,5974,1320,4024,1173,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,25155,2531,19657,2474,2953,1064,1337,626,1208,573,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,37248,3819,28047,3593,6139,1623,1602,926,1460,571,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,109389,7923,81917,7087,21435,4361,1068,723,4969,2424,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,22645,2711,17945,2697,3325,1323,491,347,884,493,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,217843,11709,189479,11950,14518,2961,5522,1434,8324,1969,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,63761,5174,50650,4452,7806,1918,2417,919,2888,1224,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,515748,16415,441089,15161,42471,4174,18370,2902,13818,2340,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,215331,10324,168778,9770,26353,3146,11316,2287,8884,1689,North Carolina,null,null,null,null,null,null,null,null,null,null,37
