GEO_ID,B14002_001E,B14002_001M,B14002_002E,B14002_002M,B14002_003E,B14002_003M,B14002_004E,B14002_004M,B14002_005E,B14002_005M,B14002_006E,B14002_006M,B14002_007E,B14002_007M,B14002_008E,B14002_008M,B14002_009E,B14002_009M,B14002_010E,B14002_010M,B14002_011E,B14002_011M,B14002_012E,B14002_012M,B14002_013E,B14002_013M,B14002_014E,B14002_014M,B14002_015E,B14002_015M,B14002_016E,B14002_016M,B14002_017E,B14002_017M,B14002_018E,B14002_018M,B14002_019E,B14002_019M,B14002_020E,B14002_020M,B14002_021E,B14002_021M,B14002_022E,B14002_022M,B14002_023E,B14002_023M,B14002_024E,B14002_024M,B14002_025E,B14002_025M,B14002_026E,B14002_026M,B14002_027E,B14002_027M,B14002_028E,B14002_028M,B14002_029E,B14002_029M,B14002_030E,B14002_030M,B14002_031E,B14002_031M,B14002_032E,B14002_032M,B14002_033E,B14002_033M,B14002_034E,B14002_034M,B14002_035E,B14002_035M,B14002_036E,B14002_036M,B14002_037E,B14002_037M,B14002_038E,B14002_038M,B14002_039E,B14002_039M,B14002_040E,B14002_040M,B14002_041E,B14002_041M,B14002_042E,B14002_042M,B14002_043E,B14002_043M,B14002_044E,B14002_044M,B14002_045E,B14002_045M,B14002_046E,B14002_046M,B14002_047E,B14002_047M,B14002_048E,B14002_048M,B14002_049E,B14002_049M,NAME,B14002_001MA,B14002_001EA,B14002_002EA,B14002_002MA,B14002_003MA,B14002_003EA,B14002_004MA,B14002_004EA,B14002_005MA,B14002_005EA,B14002_006MA,B14002_006EA,B14002_007EA,B14002_007MA,B14002_008MA,B14002_008EA,B14002_009MA,B14002_009EA,B14002_010MA,B14002_010EA,B14002_011MA,B14002_011EA,B14002_012EA,B14002_012MA,B14002_013EA,B14002_013MA,B14002_014MA,B14002_014EA,B14002_015MA,B14002_015EA,B14002_016MA,B14002_016EA,B14002_017EA,B14002_017MA,B14002_018EA,B14002_018MA,B14002_019MA,B14002_019EA,B14002_020MA,B14002_020EA,B14002_021MA,B14002_021EA,B14002_022EA,B14002_022MA,B14002_023EA,B14002_023MA,B14002_024EA,B14002_024MA,B14002_025MA,B14002_025EA,B14002_026MA,B14002_026EA,B14002_027MA,B14002_027EA,B14002_028MA,B14002_028EA,B14002_029MA,B14002_029EA,B14002_030MA,B14002_030EA,B14002_031EA,B14002_031MA,B14002_032EA,B14002_032MA,B14002_033EA,B14002_033MA,B14002_034MA,B14002_034EA,B14002_035MA,B14002_035EA,B14002_036MA,B14002_036EA,B14002_037EA,B14002_037MA,B14002_038EA,B14002_038MA,B14002_039MA,B14002_039EA,B14002_040MA,B14002_040EA,B14002_041MA,B14002_041EA,B14002_042EA,B14002_042MA,B14002_043EA,B14002_043MA,B14002_044MA,B14002_044EA,B14002_045MA,B14002_045EA,B14002_046MA,B14002_046EA,B14002_047MA,B14002_047EA,B14002_048EA,B14002_048MA,B14002_049MA,B14002_049EA,state
0400000US06,36575440,13562,18170043,10939,5318744,20933,302891,7608,172271,6731,130620,5365,272694,8792,242453,7750,30241,3192,1031115,11263,950073,10888,81042,4825,1044703,13093,959325,12317,85378,5374,1157294,9169,1071657,9457,85637,4283,1294760,15343,1084888,13853,209872,6883,215287,9029,119724,5659,95563,6044,12851299,20184,18405397,9910,5359508,20343,288297,9462,164173,7576,124124,4933,247631,7300,222762,7024,24869,2359,985927,12837,899308,12293,86619,4000,1002828,12648,919182,12751,83646,4661,1092727,9779,1006503,10184,86224,4472,1450406,17026,1195659,16984,254747,10127,291692,10110,156610,7400,135082,5701,13045889,18801,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4989990,4419,2499423,3938,696137,6931,46183,3302,26905,2847,19278,1853,38915,3154,35598,3059,3317,758,144461,4617,134311,4349,10150,1503,136852,4676,124568,4580,12284,1478,137729,3957,127535,3760,10194,1430,155277,6391,131628,5375,23649,2609,36720,2856,23825,2537,12895,1944,1803286,7351,2490567,3924,698909,6986,43180,3314,23690,2220,19490,2227,33941,3047,29683,2876,4258,943,136436,4162,126072,4034,10364,1491,135800,4838,122659,4639,13141,1708,131378,3897,120450,3677,10928,1929,173378,5803,144009,5232,29369,3446,44796,3339,29580,2711,15216,2194,1791658,6416,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3479966,3754,1691291,3008,464624,5612,32126,2398,16890,1761,15236,1933,22239,2323,18983,2047,3256,1044,89703,3400,82698,3384,7005,1208,96304,3327,86954,3510,9350,1277,106676,2561,96360,2717,10316,1226,94082,4530,61955,3909,32127,2927,23494,2099,10655,1708,12839,1541,1226667,5412,1788675,2886,490333,6278,32592,2676,18055,1931,14537,1851,22643,2336,19478,2259,3165,808,81511,3576,73867,3410,7644,1228,94469,3336,87375,3116,7094,1291,98028,3132,87262,2849,10766,1905,126869,4504,83236,3773,43633,2899,34221,2947,15987,2419,18234,2029,1298342,5782,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,882536,1884,426504,1669,113103,2987,6567,1174,2638,728,3929,838,6432,1303,5466,1228,966,424,22300,1807,19789,1820,2511,801,23578,2358,20203,2355,3375,807,24828,1546,21789,1653,3039,651,25462,2570,21008,2335,4454,1131,3936,909,2075,582,1861,752,313401,2856,456032,1698,122963,2801,7683,1172,3880,958,3803,829,4577,989,3631,746,946,621,22748,2037,19415,1989,3333,905,20676,1754,17534,1704,3142,739,23937,1635,20791,1853,3146,962,35488,2269,28889,2191,6599,1326,7854,1461,3655,918,4199,1101,333069,3236,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608482,1577,287374,1284,74550,2653,6597,1084,4589,920,2008,721,4000,896,3564,872,436,304,11050,1242,8633,1279,2417,709,9399,1601,7193,1595,2206,800,12969,1263,11033,1344,1936,555,17404,2180,4725,1192,12679,2193,13131,1785,3238,1023,9893,1501,212824,2580,321108,1108,85187,2903,6289,1128,4612,1026,1677,634,3876,852,3047,800,829,435,10419,1209,8862,1176,1557,565,9168,1300,7157,1195,2011,712,13855,1124,11880,1240,1975,538,26923,1847,8763,1572,18160,1953,14657,2168,4758,1262,9899,1712,235921,2872,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18689114,8594,9124852,8024,2292224,16238,147375,6391,83676,5026,63699,4441,117574,5692,103862,5557,13712,1900,463064,9853,413788,10436,49276,3606,460418,11431,409279,12031,51139,4199,478632,8390,431728,8840,46904,3610,535248,12266,425343,11354,109905,6081,89913,5913,51725,4778,38188,3660,6832628,15894,9564262,8927,2395784,16757,136537,6980,71683,5637,64854,5083,116661,5785,100498,5601,16163,2047,428820,10283,380441,10104,48379,4152,447674,9462,398192,9947,49482,4029,455947,6235,413461,6444,42486,3144,679721,13077,530993,11979,148728,7111,130424,6596,75785,5476,54639,3372,7168478,16703,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9540591,7214,4656643,7601,1363332,12594,99895,4409,63104,4146,36791,2804,77362,4601,69609,4490,7753,1131,287280,7571,265082,7656,22198,2924,292038,8478,263918,8460,28120,2718,283368,5967,256253,6260,27115,3091,275441,8301,222817,8196,52624,4801,47948,3979,27952,3001,19996,2444,3293311,12024,4883948,7224,1434512,14889,93916,5498,56886,4701,37030,2997,71117,4096,64422,3883,6695,1279,267898,7304,243203,7690,24695,2570,286753,7835,260060,7405,26693,3038,266331,6500,244373,6719,21958,2063,372015,11159,299896,9935,72119,5006,76482,4966,46574,3872,29908,3180,3449436,14387,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1340261,2178,674887,1805,170120,3415,10898,1265,4769,955,6129,1070,10407,1358,9463,1254,944,504,33571,1999,28651,1937,4920,890,32333,2099,25077,1979,7256,1252,34428,1921,27908,1997,6520,1027,41045,3132,31363,2671,9682,1617,7438,1331,4234,1069,3204,908,504767,3283,665374,1899,165951,3311,10491,1549,3927,1015,6564,1302,8658,1303,7028,1205,1630,596,29925,2028,25895,1891,4030,795,33711,2387,26365,2259,7346,1112,31525,1591,24826,1793,6699,1074,40924,2661,32058,2301,8866,1370,10717,1575,6887,1182,3830,861,499423,3035,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1529311,2426,765110,3376,225691,4397,9458,1718,4034,1114,5424,1242,12077,1714,11235,1781,842,509,49650,3281,46152,3351,3498,1019,50871,2933,48956,2870,1915,701,48232,2960,45038,2813,3194,906,49303,3403,38684,2829,10619,1868,6100,1334,4309,1047,1791,845,539419,4377,764201,3281,228673,5203,11280,1828,5019,1211,6261,1366,11412,1972,10182,1848,1230,618,45486,3140,42518,2930,2968,785,47255,3092,44845,3016,2410,720,44438,2072,42136,2207,2302,900,58685,3912,44338,3661,14347,2052,10117,1948,7451,1697,2666,746,535528,4458,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12403972,7323,6078195,6392,1714342,11911,121731,4884,75174,4123,46557,3267,87102,4440,75974,4322,11128,1492,343317,7620,303597,6926,39720,3061,355824,8035,317811,7769,38013,2876,370748,5764,338999,5488,31749,2451,354659,7893,263576,6638,91083,5445,80961,5042,36467,3317,44494,3423,4363853,11741,6325777,6371,1763760,10029,113824,4317,68815,4088,45009,3223,82359,4868,70695,4519,11664,1932,331559,7116,293697,7336,37862,2755,339261,6309,301234,6229,38027,3187,353357,5171,321868,5298,31489,2365,424416,7921,307899,6460,116517,5212,118984,5782,57374,4474,61610,3678,4562017,10823,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
