GEO_ID,C18103_001E,C18103_001M,C18103_002E,C18103_002M,C18103_003E,C18103_003M,C18103_004E,C18103_004M,C18103_005E,C18103_005M,C18103_006E,C18103_006M,C18103_007E,C18103_007M,C18103_008E,C18103_008M,C18103_009E,C18103_009M,C18103_010E,C18103_010M,C18103_011E,C18103_011M,C18103_012E,C18103_012M,C18103_013E,C18103_013M,C18103_014E,C18103_014M,C18103_015E,C18103_015M,C18103_016E,C18103_016M,C18103_017E,C18103_017M,C18103_018E,C18103_018M,C18103_019E,C18103_019M,C18103_020E,C18103_020M,C18103_021E,C18103_021M,NAME,C18103_001MA,C18103_001EA,C18103_002EA,C18103_002MA,C18103_003EA,C18103_003MA,C18103_004EA,C18103_004MA,C18103_005EA,C18103_005MA,C18103_006MA,C18103_006EA,C18103_007MA,C18103_007EA,C18103_008EA,C18103_008MA,C18103_009EA,C18103_009MA,C18103_010EA,C18103_010MA,C18103_011MA,C18103_011EA,C18103_012MA,C18103_012EA,C18103_013EA,C18103_013MA,C18103_014EA,C18103_014MA,C18103_015EA,C18103_015MA,C18103_016MA,C18103_016EA,C18103_017MA,C18103_017EA,C18103_018MA,C18103_018EA,C18103_019EA,C18103_019MA,C18103_020EA,C18103_020MA,C18103_021MA,C18103_021EA,state
0400000US06,37524274,5678,18510580,6787,4711947,3872,32968,2900,4678979,4430,11816597,6723,166238,6070,11650359,10116,1982036,3012,114461,5029,1867575,5193,19013694,5371,4511541,3767,28274,2879,4483267,4770,11981784,4242,177690,7426,11804094,8834,2520369,2794,186310,7339,2334059,7501,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5094766,2656,2528913,4620,626825,2688,3785,992,623040,2812,1633437,3669,25420,2963,1608017,4890,268651,1391,14407,1616,254244,2203,2565853,3561,602183,2712,4188,1018,597995,2816,1636726,2764,21543,2491,1615183,3939,326944,1422,18975,2032,307969,2478,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3534619,1149,1715299,2409,405052,1503,2742,1239,402310,1989,1091233,2202,11799,1610,1079434,2682,219014,1191,9956,1178,209058,1746,1819320,2365,386773,1500,3362,913,383411,1477,1141926,1728,13668,1820,1128258,2677,290621,1391,16537,1671,274084,2149,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,902915,849,434398,1313,104302,816,435,298,103867,894,268894,960,5087,1206,263807,1532,61202,569,2969,715,58233,873,468517,1018,100192,812,657,560,99535,911,292323,787,4334,1054,287989,1295,76002,683,5078,1078,70924,1152,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621380,727,290874,931,54766,360,555,306,54211,498,207898,794,3835,958,204063,1030,28210,316,1906,697,26304,726,330506,735,54416,271,801,450,53615,542,234492,636,5602,1170,228890,1315,41598,482,2958,652,38640,800,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19011070,3625,9208249,7257,2032111,5212,14086,2309,2018025,5286,5633240,5919,97973,5877,5535267,7362,1542898,3018,85258,4237,1457640,5483,9802821,7129,1959032,5430,11875,1895,1947157,5735,5945373,4955,103082,5168,5842291,6495,1898416,3412,124844,5729,1773572,6474,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9719411,3607,4691533,8342,1273249,6100,11036,2683,1262213,5968,2939296,6247,68070,4802,2871226,7780,478988,2652,32461,3102,446527,3906,5027878,8176,1218912,6320,10059,2349,1208853,6689,3177981,6012,68065,3945,3109916,6958,630985,2925,50552,3485,580433,4660,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1341708,2427,659117,2704,155075,898,762,475,154313,996,412707,2804,5089,1109,407618,2945,91335,939,6199,1235,85136,1567,682591,1728,147490,907,599,395,146891,1010,420903,1332,5130,1114,415773,1778,114198,669,5789,1240,108409,1363,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1575682,687,784512,3345,216859,2382,2032,883,214827,2415,470784,2062,7953,1388,462831,2286,96869,875,5687,890,91182,1175,791170,3288,207067,2312,1129,517,205938,2307,474175,2041,8582,1714,465593,2547,109928,1077,8552,1353,101376,1686,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12698371,1130,6204342,5323,1560473,3036,12537,1761,1547936,3149,3940161,4352,58635,3649,3881526,5503,703708,1879,37322,2697,666386,2944,6494029,5389,1498582,3071,10362,2183,1488220,3818,4066344,4048,62236,3829,4004108,5434,929103,2947,67170,3442,861933,4273,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
