GEO_ID,B24012_001E,B24012_001M,B24012_002E,B24012_002M,B24012_003E,B24012_003M,B24012_004E,B24012_004M,B24012_005E,B24012_005M,B24012_006E,B24012_006M,B24012_007E,B24012_007M,B24012_008E,B24012_008M,B24012_009E,B24012_009M,B24012_010E,B24012_010M,B24012_011E,B24012_011M,B24012_012E,B24012_012M,B24012_013E,B24012_013M,B24012_014E,B24012_014M,B24012_015E,B24012_015M,B24012_016E,B24012_016M,B24012_017E,B24012_017M,B24012_018E,B24012_018M,B24012_019E,B24012_019M,B24012_020E,B24012_020M,B24012_021E,B24012_021M,B24012_022E,B24012_022M,B24012_023E,B24012_023M,B24012_024E,B24012_024M,B24012_025E,B24012_025M,B24012_026E,B24012_026M,B24012_027E,B24012_027M,B24012_028E,B24012_028M,B24012_029E,B24012_029M,B24012_030E,B24012_030M,B24012_031E,B24012_031M,B24012_032E,B24012_032M,B24012_033E,B24012_033M,B24012_034E,B24012_034M,B24012_035E,B24012_035M,B24012_036E,B24012_036M,B24012_037E,B24012_037M,B24012_038E,B24012_038M,B24012_039E,B24012_039M,B24012_040E,B24012_040M,B24012_041E,B24012_041M,B24012_042E,B24012_042M,B24012_043E,B24012_043M,B24012_044E,B24012_044M,B24012_045E,B24012_045M,B24012_046E,B24012_046M,B24012_047E,B24012_047M,B24012_048E,B24012_048M,B24012_049E,B24012_049M,B24012_050E,B24012_050M,B24012_051E,B24012_051M,B24012_052E,B24012_052M,B24012_053E,B24012_053M,B24012_054E,B24012_054M,B24012_055E,B24012_055M,B24012_056E,B24012_056M,B24012_057E,B24012_057M,B24012_058E,B24012_058M,B24012_059E,B24012_059M,B24012_060E,B24012_060M,B24012_061E,B24012_061M,B24012_062E,B24012_062M,B24012_063E,B24012_063M,B24012_064E,B24012_064M,B24012_065E,B24012_065M,B24012_066E,B24012_066M,B24012_067E,B24012_067M,B24012_068E,B24012_068M,B24012_069E,B24012_069M,B24012_070E,B24012_070M,B24012_071E,B24012_071M,B24012_072E,B24012_072M,B24012_073E,B24012_073M,NAME,B24012_001MA,B24012_001EA,B24012_002EA,B24012_002MA,B24012_003MA,B24012_003EA,B24012_004EA,B24012_004MA,B24012_005EA,B24012_005MA,B24012_006MA,B24012_006EA,B24012_007MA,B24012_007EA,B24012_008MA,B24012_008EA,B24012_009EA,B24012_009MA,B24012_010EA,B24012_010MA,B24012_011EA,B24012_011MA,B24012_012MA,B24012_012EA,B24012_013EA,B24012_013MA,B24012_014MA,B24012_014EA,B24012_015EA,B24012_015MA,B24012_016EA,B24012_016MA,B24012_017MA,B24012_017EA,B24012_018MA,B24012_018EA,B24012_019MA,B24012_019EA,B24012_020EA,B24012_020MA,B24012_021EA,B24012_021MA,B24012_022MA,B24012_022EA,B24012_023MA,B24012_023EA,B24012_024EA,B24012_024MA,B24012_025EA,B24012_025MA,B24012_026EA,B24012_026MA,B24012_027MA,B24012_027EA,B24012_028MA,B24012_028EA,B24012_029MA,B24012_029EA,B24012_030EA,B24012_030MA,B24012_031EA,B24012_031MA,B24012_032MA,B24012_032EA,B24012_033MA,B24012_033EA,B24012_034MA,B24012_034EA,B24012_035EA,B24012_035MA,B24012_036MA,B24012_036EA,B24012_037EA,B24012_037MA,B24012_038EA,B24012_038MA,B24012_039EA,B24012_039MA,B24012_040MA,B24012_040EA,B24012_041MA,B24012_041EA,B24012_042EA,B24012_042MA,B24012_043EA,B24012_043MA,B24012_044EA,B24012_044MA,B24012_045MA,B24012_045EA,B24012_046MA,B24012_046EA,B24012_047MA,B24012_047EA,B24012_048EA,B24012_048MA,B24012_049EA,B24012_049MA,B24012_050MA,B24012_050EA,B24012_051MA,B24012_051EA,B24012_052MA,B24012_052EA,B24012_053EA,B24012_053MA,B24012_054EA,B24012_054MA,B24012_055EA,B24012_055MA,B24012_056MA,B24012_056EA,B24012_057EA,B24012_057MA,B24012_058MA,B24012_058EA,B24012_059EA,B24012_059MA,B24012_060EA,B24012_060MA,B24012_061MA,B24012_061EA,B24012_062MA,B24012_062EA,B24012_063MA,B24012_063EA,B24012_064EA,B24012_064MA,B24012_065EA,B24012_065MA,B24012_066EA,B24012_066MA,B24012_067MA,B24012_067EA,B24012_068EA,B24012_068MA,B24012_069MA,B24012_069EA,B24012_070EA,B24012_070MA,B24012_071EA,B24012_071MA,B24012_072MA,B24012_072EA,B24012_073MA,B24012_073EA,state
0400000US06,32873,313,38036,442,71753,378,75135,1370,78768,2720,66412,1134,84169,2417,86613,1797,85590,1727,71255,1842,51375,587,41591,983,112731,12220,50088,1475,46546,1547,80713,1216,101637,804,44998,3256,21645,176,24801,1757,53135,3386,28036,1778,81758,915,16820,291,21549,282,19291,1038,32355,370,36202,721,30470,381,30365,312,17787,662,30509,420,38059,1436,29302,554,31108,374,33766,1192,21245,373,29098,333,51441,247,56214,680,60201,783,52256,549,66360,1469,71276,1291,71597,1646,53475,3000,37486,965,40209,1054,66255,2176,33289,1817,32012,895,61610,608,74107,1697,40273,893,15369,200,23068,579,40019,4395,21273,1378,66727,3451,13536,437,13351,532,13316,510,26706,240,18402,609,31062,215,13994,1211,11253,378,30103,4566,33062,6144,20256,309,20701,396,26430,1594,15886,579,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,35110,358,40748,317,65924,901,67288,2148,70792,2058,61428,1703,77584,4687,80287,2977,80179,5786,65833,6368,42558,2255,38584,3292,102431,19012,40932,2314,37946,4271,75416,9049,102518,8533,38787,4920,21060,610,26044,1252,43897,4000,31192,2186,55006,4180,14829,1357,21046,998,19710,1931,36268,894,40632,1060,31206,1099,34970,1484,24524,2380,32092,746,40214,1249,31387,769,34376,2454,32145,1793,23046,1977,30087,424,44886,1124,50811,816,52435,2526,47684,2444,60691,2380,62912,3559,62897,5071,53965,4868,33472,2153,36960,1619,50390,2817,30965,1040,26349,2598,51228,1069,57225,2123,34682,2405,14889,711,22326,1043,33581,5202,23380,9656,48262,7688,11856,551,12417,1084,13378,1242,26879,510,21303,960,29642,866,31276,11531,10579,2634,44904,8313,40406,16846,23703,2947,21553,1722,30483,2901,18069,3387,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,41061,314,50535,440,80684,890,92316,2968,98022,4367,82158,4931,80680,2295,81190,3699,80673,3980,75093,14939,58077,3839,41647,5549,120947,13352,55884,3330,52241,3428,82724,6985,101479,11721,55787,7964,26489,1293,37500,7741,60190,4984,37369,4215,74577,7230,17875,2656,27217,2558,27816,4352,41908,1011,50252,3247,34674,3304,41671,1141,14204,3911,40244,2115,47741,3730,36628,1386,42262,3041,38250,5038,22275,1990,33259,963,53555,1353,61504,1134,64571,4863,58596,4186,66285,1818,71545,7065,60576,15813,62550,7786,42506,1698,42275,2556,60609,6597,41918,2096,35243,9244,59919,2934,66239,1973,42347,4352,18772,966,26574,886,12432,12694,9797,2106,58174,2408,14071,1327,16015,1932,15400,1743,28522,1019,18527,2542,32498,1078,21024,10108,12864,8444,21868,6446,37339,13021,23397,1455,25761,1552,21882,1267,18425,2828,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36208,743,41389,815,62409,3016,70008,5853,74426,6807,62046,6084,64796,8501,58414,12505,80291,15463,57844,11841,48065,5577,47018,2170,160597,19893,56774,6663,20850,13964,61762,8317,99318,23169,56139,12592,24352,2264,36538,12141,44036,7258,26954,8446,53502,7640,15712,2913,25686,2577,27759,10199,34044,4540,35641,4006,31995,5385,40957,1627,23504,18198,36042,2829,51492,1844,32040,3542,36665,5699,38707,5862,22554,5441,31599,844,48556,2996,55374,3585,60683,5557,51267,3425,60376,8662,54432,17289,63536,20325,56591,14663,38871,2406,38643,4297,61099,24894,39096,4282,17820,10178,56176,5317,66139,3055,27482,9081,15756,1056,25728,2620,31280,3628,25842,6442,46531,9313,11781,902,13759,3381,13537,3538,29558,2106,21397,3381,31468,1150,32428,12622,30895,18670,26860,12284,44786,80158,21602,1295,21154,1662,22223,3371,21973,5875,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,50891,921,55357,4790,82289,3508,86898,5571,100109,9589,77946,5806,90089,7984,85472,7575,76142,16689,106048,9731,68274,9684,51575,17536,111500,29777,42496,6318,58303,6406,87261,33977,101635,26723,34381,55221,26305,2491,31881,33259,56792,10201,51313,10492,71823,25376,22110,2064,25803,3651,20779,11975,40023,5767,35002,7422,41592,4273,28816,3724,-666666666,-222222222,29047,6846,27760,4692,28205,6948,30267,9868,30622,4398,19427,8392,48457,2598,62307,2920,75081,4069,77286,5705,65585,9323,70867,5342,70672,6508,71899,43648,70844,14736,53526,4134,50191,7240,100216,10087,36529,8948,57607,5934,62636,8688,71627,9035,24329,19129,21576,1182,29057,13676,39513,9507,32353,6458,60683,28244,17198,3119,21643,1551,18228,4912,36470,4377,21443,10294,39521,3771,45197,19918,-666666666,-222222222,37219,95480,45265,23810,27442,6272,26583,1691,34665,10481,30030,7584,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,29680,340,32188,201,56083,886,60943,737,62092,1103,54741,2894,62154,1238,63384,3281,62709,3870,50603,5523,41405,632,35808,1988,91960,13719,40463,721,35646,2424,63520,4182,90836,5257,35061,2876,20865,308,25600,1060,37483,1837,26556,934,48075,2674,16454,559,19871,580,20332,1279,30098,592,32297,766,25662,643,28425,970,16958,1232,25674,524,34148,1402,27255,533,30498,697,30532,573,18571,1466,26134,204,41294,286,46622,823,50254,810,42463,1048,51451,1362,53506,4958,51439,5476,46601,3398,35387,493,35274,1390,43418,2654,35083,843,25681,2067,46579,881,56176,1224,33210,1645,16348,221,23144,745,33106,2806,20417,1508,41407,1242,13493,567,14040,722,15128,595,23546,460,17164,479,26534,260,21453,1522,12458,2429,29117,9943,30084,5947,20009,673,20637,523,21915,1034,15124,1438,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,31169,207,36142,376,62312,823,68371,3055,70936,1809,61821,1654,70090,2282,72257,2736,65486,3773,60514,7219,48000,2236,40769,2713,106124,14353,48106,2788,36701,3901,71971,6645,101132,2051,45285,5859,20484,562,25334,5754,35964,1061,32566,2229,37530,1661,13141,1385,18784,1441,16997,2956,33502,1702,40000,1822,27429,1722,30451,505,18991,3559,25606,713,38753,2270,29761,833,30888,783,35441,1313,21484,722,26768,241,43629,880,50651,941,51106,1159,49910,2786,54411,4891,59813,2992,54824,9434,49618,5948,37217,1162,33320,1274,52406,4446,38100,1636,30084,1564,45946,1166,52438,1464,32150,1770,13775,491,21432,758,28419,2078,25657,2671,32230,1725,11199,367,12391,779,12428,683,24318,675,16286,633,27272,396,21325,4748,12392,3866,18094,5293,30696,2796,21202,581,21697,641,22161,2200,16874,1866,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,33135,1088,37489,1108,59148,3938,61125,2132,65300,5067,50349,3705,62200,3165,62198,8391,63899,6658,60964,3538,42794,4879,35610,12652,70426,26106,42124,6915,37208,10818,76213,12672,90867,10820,60020,10920,27241,1386,32073,4003,34559,6335,25743,5918,65652,7652,22262,2157,28649,2207,20160,3741,31042,1284,31529,2711,30756,1572,40234,1371,17479,7403,41207,1094,41583,1981,31444,3574,47352,3675,28993,5155,26600,4023,30322,544,45873,1347,50546,2136,51904,2652,42090,5401,49994,2094,50940,3047,49672,10607,46642,14580,37774,3753,40600,10973,56222,14977,38067,3583,21122,3252,60328,3615,64058,4336,40519,2665,21439,1338,25883,2089,35282,8473,29507,4129,51328,16227,17175,1602,25587,2417,16280,2799,26342,1262,20369,1090,30956,718,26591,5772,13389,5235,40000,12840,34720,5506,21072,1767,18816,3473,37752,9930,15391,4387,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,26842,445,32397,819,52666,3144,55476,3162,56083,3272,52146,5314,60570,2796,59814,8866,61122,6502,60385,12245,42005,5196,31064,9543,76485,12954,44872,6472,28417,16039,62896,9660,86778,26034,30110,28096,17401,1760,25173,2008,45072,6568,32273,9024,47102,6797,11705,2033,17813,4542,16255,4684,30625,1075,35020,3828,25904,1653,30243,1161,21729,1137,30457,1997,36588,1078,31373,1044,32154,2333,36305,6969,21799,1721,21298,535,34170,2716,40225,2254,41088,1700,38076,3294,42238,3642,42133,5828,51330,22619,35293,10425,28510,3492,28105,7292,56356,21073,30590,1231,9932,7183,37439,5308,46628,3106,25524,1739,12386,794,20017,2410,30912,5505,16527,5794,33864,2736,10671,910,10626,2029,12493,1648,20318,678,15926,1480,22124,905,15567,4388,11372,4912,41974,56195,31864,24724,20194,2035,20807,1035,15798,3573,20362,10628,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,35115,223,41442,211,70147,737,76129,935,80070,1879,70265,1971,72636,1800,75953,1503,71891,1534,55300,5831,50429,896,41758,1030,115541,17485,48135,2338,40888,1411,70469,4866,91302,13030,38076,4075,21877,321,26055,2538,56989,2141,33260,3580,67973,2967,15544,593,22187,625,16894,1528,36315,716,42420,2148,30563,631,40482,369,23303,2670,39824,2036,42173,699,32402,629,35594,725,36676,955,24374,1747,28816,444,47389,543,54030,1314,56064,1301,51720,855,60847,1150,65256,3404,56833,3651,48289,3725,36785,628,35885,1116,59133,4127,36134,876,31407,1688,50720,617,56695,998,36482,1024,15707,264,21280,545,27030,3711,20120,2428,61979,4589,11988,450,16526,637,13821,737,26013,300,17453,839,29139,588,26457,3277,12464,1990,24400,9741,38483,10286,20924,439,21345,553,19879,2051,20531,587,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
